segment_id,Carretera,road_prefix,PK_inicio,PK_fin,length_km,imd_total,imd_ligeros,imd_pesados,n_stations,is_tent,max_spacing_km,cod_prov
578,N-634,N,383.025,388.0,5.01828271484375,3874.0,3535.0,339.0,4.0,False,120,33
579,N-634,N,390.22,400.758,10.8365654296875,12930.5,11899.75,1030.75,4.0,False,120,33
580,N-634,N,410.5,451.0,40.658765625,4203.083333333333,3899.3333333333335,303.75,12.0,False,120,33
581,N-634,N,451.0,464.2,6.5920986328125,2697.75,2369.0,328.75,4.0,False,120,33
582,N-634,N,464.67,517.292,52.580515625,2194.7916666666665,2045.25,149.54166666666666,24.0,False,120,33
583,N-634,N,524.895,530.637,5.8604345703125,3969.857142857143,,,,False,120,33
584,N-634,N,531.063,549.0,17.6416796875,2780.0833333333335,2636.0,144.08333333333334,12.0,False,120,33
585,N-634,N,555.43,570.69,15.201072265625,5682.0,5390.75,291.25,4.0,False,120,27
586,N-634,N,570.96,571.6,0.692377685546875,3969.857142857143,,,,True,60,27
587,N-634,N,571.6,640.42,69.6197890625,1876.75,1707.125,169.625,24.0,True,60,27
588,N-634,N,657.265,657.98,1.0051134033203124,3969.857142857143,,,,False,120,27
589,N-634,N,657.98,666.492,8.572998046875,3969.857142857143,,,,False,120,15
590,N-634,N,666.495,709.11,42.852890625,4640.8125,3425.75,1215.0625,16.0,False,120,15
591,N-634A,N,450.5,464.67,13.21705859375,445.25,405.75,39.5,4.0,False,120,33
592,N-655,N,0.0,13.584,13.70348828125,1285.25,1170.6666666666667,114.58333333333333,12.0,False,120,15
593,N-6A,N,459.6,467.0,7.37156005859375,88.66666666666667,80.33333333333333,8.333333333333334,3.0,False,120,27
594,N-6A,N,579.32,585.32,6.01144091796875,3710.5,3283.125,427.375,8.0,False,120,15
595,N-362,N,0.0,8.28,8.5402587890625,5740.9375,,,,False,120,51
596,N-354,N,0.0,4.41,4.48536865234375,5740.9375,,,,False,120,
597,N-352,N,0.0,3.54,3.528474609375,10850.0,10219.75,630.25,4.0,False,120,51
598,N-554R,N,0.0,2.1,2.102827392578125,5740.9375,,,,False,120,36
599,A-57,A,0.0,5.726,5.7384130859375,5740.9375,,,,False,120,36
600,A-92M,A,0.0,25.53,26.11094921875,5740.9375,,,,True,60,29
601,A-92N,A,0.0,118.95,119.0576640625,5740.9375,,,,True,60,18
602,A-384,A,120.936,120.94,0.0038071789741516114,5740.9375,,,,False,120,29
603,A-384,A,120.94,131.43,10.515126953125,5740.9375,,,,True,60,29
604,A-381,A,0.0,88.9,88.4580859375,5740.9375,,,,True,60,11
605,A-10,A,0.0,30.44,30.34862109375,5740.9375,,,,True,60,31
606,AP-15,AP,0.2,80.64,81.3079453125,5740.9375,,,,True,60,31
607,AP-15,AP,80.64,82.24,1.4967728271484375,5740.9375,,,,True,60,31
608,AP-15,AP,82.24,83.13,0.8619199829101563,5740.9375,,,,False,120,31
609,AP-15,AP,96.2,112.15,15.7174921875,5740.9375,,,,True,60,31
610,AP-15-R,AP,0.37,6.67,6.52292431640625,5740.9375,,,,False,120,31
611,N-121-A,N,5.57,68.44,62.7926875,5740.9375,,,,True,60,31
612,N-121-A,N,68.44,75.02,6.571908203125,5740.9375,,,,True,60,20
613,N-644,N,129.51,132.22,2.875853515625,5740.9375,,,,True,60,48
614,A-66R,A,149.43,150.375,1.1187625732421875,5740.9375,,,,False,120,24
615,A-66R,A,152.34,152.96,0.916190673828125,5740.9375,,,,False,120,24
616,A-66R,A,182.375,184.015,1.6331815185546874,5740.9375,,,,False,120,24
617,AP-7S,AP,133.48,154.0,22.078044921875,14470.0,12566.454545454546,1903.5454545454545,11.0,True,60,29
618,AP-7S,AP,156.1,180.5,24.146013671875,11020.125,10024.125,996.0,8.0,True,60,29
619,AP-7S,AP,185.4,213.57,28.323853515625,16767.75,15643.5,1124.25,4.0,True,60,29
620,AP-7S,AP,213.57,225.0,11.4924912109375,14470.0,,,,True,60,29
621,AP-7S,AP,225.0,229.0,4.0218232421875,14470.0,,,,True,60,29
622,N-4,N,145.336,148.429,4.86884228515625,1433.5,1299.5,134.0,4.0,False,120,13
623,N-4,N,230.68,232.174,2.138747802734375,1266.5,1202.5,64.0,4.0,False,120,13
624,N-4,N,368.742,377.55,8.6865966796875,5743.5,5463.5,280.0,2.0,False,120,14
625,N-4,N,382.262,394.075,12.810962890625,7537.75,7086.5,451.25,4.0,False,120,14
626,N-4,N,423.0,429.0,5.8060126953125,3287.0,3113.5,173.5,2.0,False,120,14
627,N-4,N,549.6,552.9,2.853867431640625,21327.75,20698.5,629.25,4.0,False,120,41
628,N-4,N,557.215,558.5,1.799578369140625,10506.5,9448.75,1057.75,4.0,False,120,41
629,N-4,N,566.5,627.8,62.7812890625,4965.636363636364,4005.3636363636365,960.2727272727273,22.0,False,120,41
630,N-4,N,643.57,644.86,1.3246302490234374,5354.568181818182,,,,False,120,11
631,A-7S,A,662.925,734.09,71.159625,17319.2,13635.3,3683.9,10.0,True,60,04
632,A-7S,A,734.09,773.25,37.54093359375,23949.666666666668,20618.333333333332,3331.3333333333335,3.0,True,60,04
633,A-7S,A,773.25,777.23,3.5044892578125,28222.0,23801.0,4421.0,1.0,True,60,04
634,A-7S,A,777.23,790.39,11.926494140625,43031.0,37916.666666666664,5114.333333333333,3.0,True,60,04
635,A-7S,A,790.39,855.1,64.77904296875,30927.6,27388.1,3539.5,10.0,True,60,04
636,A-7S,A,855.1,868.5,13.6765732421875,11082.0,9198.0,1884.0,1.0,True,60,
637,A-7S,A,868.5,872.9,4.5889814453125,13380.0,11280.0,2100.0,1.0,True,60,18
638,A-7S,A,872.9,872.905,0.005550561904907226,35364.8,,,,True,60,18
639,A-7S,A,872.905,896.51,23.14800390625,17540.333333333332,14815.0,2725.3333333333335,3.0,True,60,18
640,A-7S,A,896.51,900.02,3.506138671875,19271.0,17401.0,1870.0,1.0,True,60,18
641,A-7S,A,900.02,910.07,10.1606005859375,16396.5,14933.5,1463.0,2.0,True,60,18
642,A-7S,A,910.07,983.4,76.0178046875,46028.07692307692,41647.230769230766,4380.846153846154,13.0,True,60,29
643,A-7S,A,983.4,984.417,1.4748140869140625,35364.8,,,,True,60,29
644,A-7S,A,984.417,984.42,0.0042256050109863285,35364.8,,,,False,120,29
645,A-7S,A,984.42,1000.0,21.470322265625,46679.166666666664,42722.666666666664,3956.5,6.0,True,60,29
646,A-7S,A,1011.43,1042.61,31.492564453125,70217.25,65240.25,4977.0,4.0,False,120,29
647,A-1,A,321.45,325.99,4.8708427734375,23408.859375,,,,False,120,01
648,A-1,A,325.99,329.4,2.912593017578125,23408.859375,,,,True,60,01
649,A-1,A,329.4,336.7,7.12384814453125,36984.0,27171.5,9812.5,4.0,True,60,09
650,A-1,A,336.7,337.03,0.2339461669921875,23408.859375,,,,True,60,01
651,A-1,A,337.03,351.52,15.775662109375,23408.859375,,,,True,60,01
652,A-1,A,351.52,391.65,39.32599609375,23408.859375,,,,True,60,01
653,A-1,A,391.65,391.68,0.028633132934570312,23408.859375,,,,True,60,01
654,A-1,A,391.68,396.7,5.14727392578125,23408.859375,,,,True,60,31
655,A-1,A,396.7,405.45,8.709119140625,23408.859375,,,,True,60,31
656,A-1,A,405.45,444.7,40.23769140625,23408.859375,,,,True,60,20
657,A-1,A,444.7,454.47,9.6258798828125,23408.859375,,,,True,60,20
658,A-11,A,21.218,62.166,40.39901953125,3403.0833333333335,2152.5833333333335,1250.5,12.0,False,120,42
659,A-11,A,62.166,70.738,9.1805146484375,4177.604166666667,,,,False,120,42
660,A-11,A,70.738,83.85,12.6485751953125,3348.6666666666665,1911.6666666666667,1437.0,3.0,False,120,42
661,A-11,A,105.4,119.3,14.084986328125,2833.0,1571.25,1261.75,8.0,False,120,09
662,A-11,A,343.95,358.075,14.4275146484375,15251.125,13174.5,2076.625,8.0,False,120,47
663,A-11,A,393.9,394.12,0.2253760223388672,4177.604166666667,,,,False,120,47
664,A-11,A,394.12,455.82,61.40194921875,7149.6875,5712.6875,1437.0,16.0,True,60,49
665,A-11,A,461.0,466.8,7.08333837890625,4952.125,3883.625,1068.5,8.0,True,60,49
666,A-11R,A,0.0,1.49,1.354753662109375,5740.9375,,,,False,120,09
667,A-12,A,4.12,78.167,73.7280546875,10868.041666666666,,,,False,120,31
668,A-12,A,78.167,78.763,0.7167020263671875,10868.041666666666,,,,False,120,26
669,A-12,A,93.535,131.888,38.56927734375,10868.041666666666,8996.583333333334,1871.4583333333333,24.0,False,120,26
670,A-13,A,0.0,5.21,4.16922119140625,20765.285714285714,19366.14285714286,1399.142857142857,7.0,False,120,26
671,A-14,A,0.0,16.3,16.5628515625,5386.5,4781.75,604.75,8.0,False,120,25
672,A-14-R2,A,0.0,2.3,2.8563349609375,5740.9375,,,,False,120,25
673,A-15,A,0.0,43.52,43.44493359375,4990.25,3444.1,1546.15,20.0,True,60,42
674,A-15,A,43.52,63.79,20.068185546875,4989.25,4337.25,652.0,4.0,True,60,42
675,A-15,A,83.13,96.2,12.7287177734375,4989.75,,,,True,60,31
676,A-15,A,98.125,98.13,0.005155639171600342,4989.75,,,,False,120,42
677,A-15,A,98.13,100.72,2.52609228515625,3370.5,1877.5,1493.0,4.0,True,60,42
678,A-15,A,100.72,107.43,6.4640458984375,6364.25,3531.0,2833.25,4.0,True,60,42
679,A-15,A,107.43,107.44,0.0076058034896850585,4989.75,,,,False,120,42
680,A-15,A,112.15,139.76,27.866466796875,4989.75,,,,True,60,31
681,A-15,A,139.76,156.0,16.423330078125,4989.75,,,,True,60,20
682,A-15,A,158.1,169.32,10.92381640625,4989.75,,,,False,120,20
683,A-1A,A,40.6,46.6,6.82388232421875,3740.75,3214.0,526.75,4.0,False,120,28
684,A-2,A,5.9,9.35,3.420370361328125,54210.125,51394.875,2815.25,8.0,False,120,28
685,A-2,A,9.35,61.07,52.35098046875,59436.586956521736,52189.760869565216,7246.826086956522,92.0,True,60,28
686,A-2,A,61.07,134.76,72.53765625,21504.535714285714,14524.07142857143,6980.464285714285,28.0,True,60,19
687,A-2,A,134.76,150.92,15.9282373046875,17361.8,10910.466666666667,6451.333333333333,15.0,True,60,42
688,A-2,A,150.92,233.1,76.88228125,13886.290322580646,8909.258064516129,4977.032258064516,31.0,True,60,50
689,A-2,A,233.1,313.1,74.9274609375,22505.69230769231,16791.30769230769,5714.384615384615,65.0,True,60,50
690,A-2,A,313.1,315.96,2.8497998046875,59934.0,49740.25,10193.75,4.0,True,60,50
691,A-2,A,315.96,318.04,2.05462939453125,67125.375,55874.0,11251.375,8.0,True,60,50
692,A-2,A,318.04,322.49,4.47434619140625,83402.0,67853.625,15548.375,8.0,True,60,50
693,A-2,A,322.49,326.08,3.594373046875,65486.25,52574.25,12912.0,4.0,True,60,50
694,A-2,A,326.08,340.3,13.9972861328125,40983.25,29886.75,11096.5,12.0,True,60,50
695,A-2,A,431.01,446.01,14.9696376953125,11821.666666666666,6404.0,5417.666666666667,6.0,False,120,22
696,A-2,A,446.01,458.85,15.2158974609375,16482.0,10447.25,6034.75,4.0,True,60,25
697,A-2,A,458.85,462.21,4.074247802734375,29412.5,19494.75,9917.75,4.0,True,60,25
698,A-2,A,462.21,520.07,60.72746875,32014.74418604651,22872.39534883721,9142.348837209302,43.0,True,60,25
699,A-2,A,520.07,584.95,63.43140234375,30662.375,24112.083333333332,6550.291666666667,24.0,True,60,08
700,A-2,A,584.95,604.21,19.53921484375,111128.08333333333,100553.91666666667,10574.166666666666,12.0,True,60,08
701,A-2,A,604.21,610.69,6.23232568359375,138660.0,119391.75,19268.25,4.0,True,60,08
702,A-2,A,692.75,709.23,16.2970615234375,20236.545454545456,18123.772727272728,2112.7727272727275,44.0,False,120,17
703,A-2,A,730.7,734.0,3.2729208984375,11624.75,10783.25,841.5,4.0,False,120,17
704,A-21,A,6.39,51.809,45.2837890625,3290.875,,,,True,60,31
705,A-21,A,51.809,51.81,0.00010323495417833328,3290.875,,,,True,60,50
706,A-21,A,51.81,56.119,3.65678125,3368.5,3094.25,274.25,4.0,True,60,50
707,A-21,A,56.119,56.12,0.0007712641954421997,3290.875,,,,False,120,50
708,A-21,A,56.12,62.68,7.04736865234375,3290.875,,,,False,120,50
709,A-21,A,62.68,72.679,10.43146484375,2890.25,2680.75,209.5,4.0,True,60,50
710,A-21,A,85.058,85.06,0.003323352336883545,3290.875,,,,False,120,22
711,A-21,A,85.06,91.2,5.834115234375,3266.25,3087.25,179.0,4.0,True,60,22
712,A-21,A,91.2,101.237,9.361345703125,3315.5,3121.25,194.25,8.0,True,60,22
713,A-22,A,0.0,17.83,17.7961875,10113.422535211268,8242.464788732394,1870.9577464788733,71.0,True,60,25
714,A-22,A,17.83,17.833,0.0030017821788787843,9431.239045383412,,,,True,60,25
715,A-22,A,17.833,19.15,1.3025067138671875,9431.239045383412,,,,True,60,25
716,A-22,A,19.15,93.98,74.9848671875,8749.055555555555,7280.555555555556,1468.5,36.0,True,60,22
717,A-22,A,93.98,94.27,0.2523630065917969,9431.239045383412,,,,True,60,22
718,A-22,A,94.27,107.5,13.221287109375,9431.239045383412,,,,False,120,22
719,A-22-R1,A,0.0,0.73,1.3742606201171874,3522.0,3447.0,75.0,2.0,False,120,25
720,A-22-R2,A,0.0,0.825,1.4033453369140625,1828.75,1779.5,49.25,4.0,False,120,25
721,A-30,A,135.13,137.778,2.7054130859375,117948.0,106348.75,11599.25,4.0,True,60,30
722,A-30,A,137.778,137.78,0.0019712674617767332,54109.732954545456,,,,True,60,30
723,A-30,A,137.78,193.26,54.55346875,61389.34090909091,56814.61363636364,4574.727272727273,44.0,True,60,30
724,A-31,A,0.0,31.81,32.47934375,11469.625,9743.75,1725.875,8.0,True,60,16
725,A-31,A,31.81,73.6,41.3399609375,24921.791666666668,20638.833333333332,4282.958333333333,24.0,True,60,02
726,A-31,A,73.6,80.08,6.268228515625,32766.875,27110.75,5656.125,8.0,True,60,02
727,A-31,A,80.08,156.14,76.418421875,15506.07142857143,12936.642857142857,2569.4285714285716,28.0,True,60,02
728,A-31,A,156.14,224.7,68.5269453125,33979.019230769234,27758.26923076923,6220.75,52.0,True,60,03
729,A-31,A,224.7,235.65,10.9459169921875,33333.125,30273.0,3060.125,8.0,True,60,03
730,A-31,A,235.65,239.75,4.09657373046875,42328.75,39734.0,2594.75,4.0,True,60,03
731,A-32,A,0.0,47.13,47.08284765625,8706.35,7841.75,864.6,20.0,True,60,23
732,A-32,A,47.13,79.02,31.728974609375,4648.0,4292.0,356.0,1.0,True,60,23
733,A-32,A,217.426,228.148,10.4430166015625,1852.25,1537.5,314.75,4.0,True,60,02
734,A-33,A,0.0,92.0,92.10225,9095.272727272728,5912.727272727273,3182.5454545454545,22.0,False,120,30
735,A-35,A,0.0,0.33,0.42142681884765626,19555.5,,,,False,120,02
736,A-35,A,0.33,44.33,44.30251171875,19555.5,12319.55,7235.95,20.0,True,60,46
737,A-35,A,44.33,44.9,0.7537495727539063,19555.5,,,,False,120,46
738,A-38,A,0.0,24.0,24.330908203125,20037.0,18452.0,1585.0,8.0,False,120,46
739,A-38,A,35.4,38.4,2.9679150390625,25856.0,23785.0,2071.0,4.0,False,120,46
740,A-4,A,3.72,6.544,3.743321533203125,127110.0,117585.75,9524.25,4.0,False,120,28
741,A-4,A,6.544,45.23,38.6794765625,111263.28571428571,95630.71428571429,15632.57142857143,28.0,True,60,28
742,A-4,A,45.23,66.18,21.157470703125,35958.833333333336,27719.0,8239.833333333334,12.0,True,60,45
743,A-4,A,66.18,121.47,54.80683203125,24701.1,19072.45,5628.65,20.0,True,60,45
744,A-4,A,121.47,170.28,49.48398828125,20200.068965517243,15157.965517241379,5042.103448275862,29.0,True,60,13
745,A-4,A,170.28,292.74,116.5915,20923.964285714286,14773.30357142857,6150.660714285715,56.0,True,60,13
746,A-4,A,292.74,408.61,107.8256171875,22371.609375,17211.015625,5160.59375,64.0,True,60,14
747,A-4,A,408.61,536.7,127.2929921875,26516.970588235294,22243.308823529413,4273.661764705882,68.0,True,60,41
748,A-4,A,544.68,558.0,13.613447265625,45096.92307692308,40281.0,4815.923076923077,13.0,True,60,41
749,A-4,A,558.0,558.2,0.204410400390625,38164.0,33887.0,4277.0,5.0,True,60,41
750,A-4,A,558.2,558.5,0.30657489013671874,26516.970588235294,,,,False,120,41
751,A-4,A,558.5,566.5,7.67526318359375,12264.5,11250.75,1013.75,4.0,False,120,41
752,A-4,A,627.87,628.36,0.489032958984375,26516.970588235294,,,,False,120,11
753,A-4,A,628.36,631.59,3.12467724609375,9891.0,8612.0,1279.0,4.0,True,60,11
754,A-4,A,631.59,669.19,38.39604296875,34453.58823529412,32478.08823529412,1975.5,34.0,True,60,11
755,A-40,A,89.24,117.6,28.5026875,11695.0,10274.333333333334,1420.6666666666667,12.0,False,120,45
756,A-40,A,118.68,141.07,22.121396484375,3292.75,2748.25,544.5,12.0,False,120,45
757,A-40,A,180.055,227.2,49.3524453125,4385.083333333333,3159.25,1225.8333333333333,24.0,False,120,45
758,A-40,A,230.2,309.86,80.025765625,5172.805555555556,4787.305555555556,385.5,36.0,False,120,16
759,A-41,A,161.15,162.38,2.48184912109375,9313.791666666666,,,,False,120,13
760,A-41,A,162.38,196.86,34.41980078125,9313.791666666666,8458.583333333334,855.2083333333334,24.0,True,60,13
761,A-42,A,3.71,77.47,73.1348203125,71908.94029850746,67607.20895522388,4301.731343283582,67.0,False,120,45
762,A-43,A,0.0,51.04,50.4732578125,10272.208333333334,8550.916666666666,1721.2916666666667,24.0,True,60,13
763,A-43,A,51.04,91.59,40.01759375,9281.625,5734.541666666667,3547.0833333333335,24.0,True,60,13
764,A-43,A,91.59,146.93,55.28315625,10205.125,6572.9375,3632.1875,16.0,True,60,02
765,A-43,A,146.93,175.11,28.35954296875,7208.75,4435.75,2773.0,20.0,True,60,16
766,A-44,A,0.0,3.11,4.4516796875,19705.5,15821.75,3883.75,4.0,True,60,23
767,A-44,A,3.11,36.86,33.66700390625,21904.25,18039.5,3864.75,16.0,True,60,23
768,A-44,A,36.86,115.2,78.22825,21788.375,18477.375,3311.0,32.0,True,60,23
769,A-44,A,115.2,142.158,26.31034375,12262.15,10799.5,1462.65,20.0,False,120,18
770,A-44,A,142.158,142.16,0.0012124370336532592,21788.375,,,,False,120,18
771,A-44,A,142.16,183.98,41.7912421875,26831.875,24985.75,1846.125,24.0,True,60,18
772,A-45,A,0.0,98.54,98.6178671875,16033.479166666666,14103.458333333334,1930.0208333333333,48.0,True,60,14
773,A-45,A,98.54,114.18,15.6523037109375,25527.625,22432.125,3095.5,8.0,True,60,29
774,A-45,A,114.18,142.13,27.972115234375,35677.0,31433.666666666668,4243.333333333333,12.0,True,60,29
775,A-45,A,142.13,142.18,0.050057727813720705,25527.625,,,,True,60,29
776,A-45,A,142.18,142.58,0.40028167724609376,25527.625,,,,False,120,29
777,A-48,A,0.0,36.36,37.084109375,31709.333333333332,30169.5,1539.8333333333333,24.0,False,120,11
778,A-49,A,0.0,87.85,87.7665,52178.55,47481.7,4696.85,60.0,True,60,21
779,A-49,A,87.85,132.86,45.13773828125,14215.0,12916.17857142857,1298.8214285714287,28.0,True,60,21
780,A-4A,A,213.79,215.37,3.112847900390625,1672.5,1590.5,82.0,4.0,False,120,13
781,A-4R1,A,1.25,2.828,1.578,5740.9375,,,,False,120,11
782,A-4R2,A,0.0,1.475,1.47312939453125,5740.9375,,,,False,120,14
783,A-5,A,10.0,10.32,0.3149512023925781,19860.75,,,,False,120,28
784,A-5,A,10.32,16.13,5.996076171875,59617.85,55959.0,3658.85,20.0,True,60,28
785,A-5,A,16.13,34.54,18.6887421875,70306.5,66268.3,4038.2,20.0,True,60,28
786,A-5,A,34.54,75.16,40.59020703125,35369.0625,31939.0625,3430.0,16.0,True,60,45
787,A-5,A,75.16,185.06,112.9200625,22782.37254901961,19302.13725490196,3480.235294117647,51.0,True,60,45
788,A-5,A,185.06,248.03,57.2417578125,12560.791666666666,10356.0,2204.7916666666665,24.0,True,60,10
789,A-5,A,248.03,315.53,66.712875,9724.425,7836.125,1888.3,40.0,True,60,10
790,A-5,A,315.53,339.08,23.75162890625,16128.333333333334,12787.416666666666,3340.9166666666665,12.0,True,60,06
791,A-5,A,339.08,343.14,4.13739013671875,22955.5,19137.25,3818.25,4.0,True,60,06
792,A-5,A,343.14,379.92,37.38540625,17659.625,15055.875,2603.75,16.0,True,60,06
793,A-5,A,379.92,394.34,14.6228984375,19860.75,16838.5,3022.25,4.0,True,60,06
794,A-5,A,394.34,407.82,13.400302734375,11387.5,8707.9375,2679.5625,16.0,True,60,06
795,A-5,A,407.82,407.821,0.0008938354849815369,19860.75,,,,True,60,06
796,A-50,A,0.84,96.85,96.0550625,8516.5,7532.607142857143,983.8928571428571,28.0,True,60,05
797,A-50,A,96.85,99.52,2.857583251953125,13715.25,12215.25,1500.0,4.0,True,60,37
798,A-50,A,99.52,100.14,1.1496983642578125,11115.875,,,,True,60,37
799,A-52,A,0.0,0.22,0.23211561584472656,17006.333333333332,,,,False,120,49
800,A-52,A,0.22,160.75,160.504390625,9075.136363636364,6929.681818181818,2145.4545454545455,44.0,True,60,49
801,A-52,A,160.75,229.3,68.6535703125,14088.291666666666,11695.583333333334,2392.7083333333335,24.0,True,60,32
802,A-52,A,229.3,240.31,10.883279296875,28114.5,25124.0,2990.5,4.0,True,60,32
803,A-52,A,240.31,306.15,66.169578125,19924.375,17414.208333333332,2510.1666666666665,24.0,True,60,36
804,A-52,A,306.15,306.152,0.0038575332164764403,17006.333333333332,,,,False,120,36
805,A-54,A,0.0,38.1,38.207484375,4747.75,4016.875,730.875,16.0,True,60,27
806,A-54,A,38.1,49.8,11.9360107421875,7593.739130434783,,,,True,60,27
807,A-54,A,65.9,84.4,18.105462890625,7593.739130434783,6831.04347826087,762.695652173913,23.0,True,60,15
808,A-54,A,84.4,92.64,8.2707763671875,17807.166666666668,15891.916666666666,1915.25,12.0,True,60,15
809,A-54,A,92.64,93.4,0.8461102905273438,7593.739130434783,,,,True,60,15
810,A-55,A,0.0,2.74,2.584809326171875,36506.3125,,,,True,60,36
811,A-55,A,2.74,7.78,5.003220703125,34828.5,33745.0,1083.5,4.0,True,60,36
812,A-55,A,7.78,14.14,6.288935546875,60823.5,56747.75,4075.75,4.0,True,60,36
813,A-55,A,14.14,26.78,12.4244423828125,38184.125,34039.375,4144.75,8.0,True,60,36
814,A-8,A,379.36,383.13,3.830447998046875,19788.25,18358.5,1429.75,4.0,True,60,33
815,A-8,A,383.13,390.85,7.26055517578125,46297.75,42790.75,3507.0,4.0,True,60,33
816,A-8,A,390.85,399.37,8.4325244140625,59777.25,55259.25,4518.0,4.0,True,60,33
817,A-8,A,399.37,417.34,18.122994140625,21868.0625,19984.4375,1883.625,16.0,True,60,33
818,A-8,A,417.34,424.696,7.3043115234375,19636.625,17817.125,1819.5,8.0,True,60,33
819,A-8,A,424.696,424.7,0.003750382900238037,19712.4375,,,,True,60,33
820,A-8,A,424.7,465.03,40.252484375,12580.055555555555,11037.638888888889,1542.4166666666667,36.0,True,60,33
821,A-8,A,465.03,501.48,36.22377734375,11138.916666666666,9357.0,1781.9166666666667,24.0,True,60,33
822,A-8,A,501.48,523.61,22.060392578125,9596.95,7990.35,1606.6,20.0,True,60,27
823,A-8,A,523.61,534.81,11.2229921875,8628.125,7228.0,1400.125,8.0,True,60,27
824,A-8,A,534.81,553.0,18.241056640625,7663.25,6416.5,1246.75,8.0,True,60,27
825,A-8,A,553.0,593.04,40.60875,9052.28125,7716.40625,1335.875,32.0,True,60,27
826,A-91,A,0.25,17.98,17.674291015625,10944.5,8798.0,2146.5,4.0,True,60,30
827,A-92,A,0.0,7.4,7.2836552734375,12746.375,,,,True,60,41
828,A-92,A,7.4,152.44,145.516453125,12746.375,,,,True,60,41
829,A-92,A,152.44,176.68,23.98074609375,12746.375,,,,True,60,29
830,A-92,A,176.68,241.08,64.153953125,12746.375,,,,True,60,18
831,A-92,A,241.08,295.5,54.26487109375,12746.375,,,,True,60,18
832,A-92,A,295.5,375.3,79.6964140625,12746.375,,,,True,60,04
833,A-92,A,375.465,392.82,17.884591796875,12746.375,11217.75,1528.625,8.0,False,120,04
834,AP-1,AP,1.65,77.2,75.6348984375,24477.541666666668,16398.666666666668,8078.875,24.0,True,60,09
835,AP-1,AP,77.2,83.06,6.34506640625,24477.541666666668,,,,True,60,01
836,AP-1,AP,101.0,114.3,13.312796875,24477.541666666668,,,,True,60,01
837,AP-1,AP,114.3,145.406,31.771291015625,24477.541666666668,,,,True,60,20
838,AP-1,AP,145.406,146.15,1.225040283203125,24477.541666666668,,,,False,120,20
839,AP-2,AP,18.126,18.56,0.3430542297363281,13809.712422360248,,,,False,120,50
840,AP-2,AP,18.56,127.04,108.671546875,14881.739130434782,10103.91304347826,4777.826086956522,23.0,True,60,22
841,AP-2,AP,127.04,234.06,106.1468984375,12737.685714285713,9458.828571428572,3278.8571428571427,35.0,True,60,25
842,AP-36,AP,0.0,122.02,122.5437109375,3195.8928571428573,2848.9285714285716,346.9642857142857,28.0,False,120,45
843,AP-36,AP,122.02,146.757,24.84319140625,8591.5,7153.25,1438.25,16.0,False,120,16
844,AP-4,AP,13.5,78.91,66.0515625,27301.285714285714,23939.04761904762,3362.2380952380954,21.0,True,60,41
845,AP-4,AP,78.91,84.75,5.6952080078125,28737.0,25190.25,3546.75,4.0,True,60,11
846,AP-4,AP,84.75,105.35,20.609724609375,19805.6,18238.6,1567.0,5.0,True,60,11
847,AP-4,AP,105.35,105.36,0.0121406192779541,27301.285714285714,,,,False,120,11
848,AP-41,AP,0.0,47.6,48.45025390625,1462.375,1414.59375,47.78125,32.0,False,120,45
849,AP-46,AP,1.0,23.0,22.9738046875,13731.75,12071.75,1660.0,4.0,False,120,29
850,AP-4A,AP,12.58,15.42,2.939207763671875,27367.0,24381.666666666668,2985.3333333333335,3.0,False,120,41
851,AP-51,AP,80.83,104.9,23.40711328125,9374.625,8658.875,715.75,8.0,True,60,05
852,AP-53,AP,0.0,56.6,56.67040625,8215.638888888889,7677.333333333333,538.3055555555555,36.0,False,120,36
853,AP-6,AP,39.56,39.59,0.025935239791870117,23234.25,,,,False,120,28
854,AP-6,AP,39.59,61.03,21.3928671875,31946.8125,27598.9375,4347.875,16.0,True,60,28
855,AP-6,AP,61.03,81.37,20.287953125,23234.25,19694.25,3540.0,4.0,True,60,40
856,AP-6,AP,81.37,109.61,28.151125,13732.9375,11280.25,2452.6875,16.0,True,60,40
857,AP-61,AP,61.0,88.61,27.22223046875,8733.1875,7891.3125,841.875,16.0,False,120,40
858,AP-66,AP,65.1,143.1,78.3544375,7802.1875,6558.4375,1243.75,16.0,True,60,24
859,AP-68,AP,0.0,22.41,22.353169921875,25966.875,22220.6875,3746.1875,16.0,True,60,48
860,AP-68,AP,22.41,36.47,14.0242412109375,23201.0,19243.833333333332,3957.1666666666665,6.0,True,60,01
861,AP-68,AP,36.47,68.82,32.267857421875,10032.0,8310.0,1722.0,6.0,True,60,01
862,AP-68,AP,68.82,77.597,8.7546513671875,7091.714285714285,5864.428571428572,1227.2857142857142,7.0,True,60,01
863,AP-68,AP,77.597,118.43,40.72934375,10308.5,7702.416666666667,2606.0833333333335,12.0,True,60,26
864,AP-68,AP,118.43,209.16,90.4995546875,11083.9375,7800.25,3283.6875,32.0,True,60,26
865,AP-68,AP,209.16,272.48,63.15916015625,11469.6875,9342.75,2126.9375,16.0,True,60,50
866,AP-68,AP,272.48,291.83,19.300869140625,14168.5,12102.875,2065.625,8.0,True,60,50
867,AP-68,AP,291.83,293.766,1.9311068115234375,11276.8125,,,,True,60,50
868,AP-68,AP,293.766,294.8,1.0313568115234375,11276.8125,,,,True,60,50
