site_id,name,latitude,longitude,address,municipality,province,postcode,n_connectors,max_power_kw
2023002088,Centro Porsche Baleares CP2,39.5948,2.63586,Camí dels Reis 166,Palma,"Balears, Illes",7011,1,350.0
2023002089,Centro Porsche Baleares CP1,39.5948,2.6359,Camí dels Reis 166,Palma,"Balears, Illes",7011,1,350.0
2023002112,Centro Porsche Alicante estación de carga 2,38.3466,-0.52295,Carrer Riu Turia 16,Alicante/Alacant,Alicante/Alacant,3006,1,350.0
2023002113,Centro Porsche Alicante estación de carga 1,38.346,-0.523464,Carrer Riu Turia 16,Alicante/Alacant,Alicante/Alacant,3006,1,350.0
2023002090,Centro Porsche Asturias CP 2,43.3948,-5.81622,Pol. Industrial Los Peñones 18,Siero,Asturias,33420,1,320.0
2023002091,Centro Porsche Asturias CP 1,43.3948,-5.81622,Pol. Industrial Los Peñones 18,Siero,Asturias,33420,1,320.0
2023002100,Centro Porsche Barcelona estación de carga 1,41.34947,2.12666,Calle de la Botánica 89,"Hospitalet de Llobregat, L'",Barcelona,8908,1,320.0
2023002101,Centro Porsche Barcelona estación de carga 2,41.34947,2.12666,Calle de la Botánica 89,"Hospitalet de Llobregat, L'",Barcelona,8908,1,320.0
2023002118,Centro Porsche Las Palmas CP 1,28.0989,-15.4373,C. Eufemiano Fuentes Cabrera 5,"Palmas de Gran Canaria, Las","Palmas, Las",35014,1,320.0
2023002119,Centro Porsche Tenerife CP 1,28.4514,-16.2915,Calle Cercado Chico 2,San Cristóbal de La Laguna,Santa Cruz de Tenerife,38108,1,320.0
2023002102,Centro Porsche Girona estación de carga 2,41.9682,2.78,Pol.Ind. La Maret 1,Salt,Girona,17190,1,320.0
2023002103,Centro Porsche Girona estación de carga 1,41.9682,2.78,Pol.Ind. La Maret 1,Salt,Girona,17190,1,320.0
2023002114,Centro Porsche Marbella Estación de carga 1,36.4955,-4.95022,Ctra. Cádiz 175,Marbella,Málaga,29660,1,320.0
2023002115,Centro Porsche Marbella Estación de carga 2,36.4955,-4.95027,Ctra. Cádiz 175,Marbella,Málaga,29660,1,320.0
2023002096,Centro Porsche Murcia estación de carga 1,38.0235,-1.1633,"Carretera de Madrid km 3,84 36",Murcia,Murcia,30100,1,320.0
2023002097,Centro Porsche Murcia estación de carga 2,38.0235,-1.16326,"Carretera de Madrid km 3,84 36",Murcia,Murcia,30100,1,320.0
2023002092,Centro Porsche Pamplona estación de carga 2,42.7682,-1.63317,Polígono Talluntxe-B 38,Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,31110,1,320.0
2023002093,Centro Porsche Pamplona estación de carga 1,42.7683,-1.63316,Polígono Talluntxe-B 38,Noáin (Valle de Elorz)/Noain (Elortzibar),Navarra,31110,1,320.0
2023002094,Centro Porsche Bilbao Estación de carga 1,43.2446,-2.88003,"Bilbao-SanSebastián, km 5 Pol. Aperribai 5",Galdakao,Bizkaia,48960,1,320.0
2023002095,Centro Porsche Bilbao Estación de carga 2,43.2446,-2.88003,"Bilbao-SanSebastián, km 5 Pol. Aperribai 5",Galdakao,Bizkaia,48960,1,320.0
2023002098,Centro Porsche Valencia CP01,39.476,-0.484402,Avenida Comarques del País Valencia 4-6,Quart de Poblet,Valencia/València,46930,1,320.0
2023002099,Centro Porsche Valencia CP02,39.476,-0.484446,Avenida Comarques del País Valencia 4-6,Quart de Poblet,Valencia/València,46930,1,320.0
2023002116,Centro Porsche Zaragoza CP1,41.6363,-0.860039,C. Langa del Castillo 8,Zaragoza,Zaragoza,50013,1,320.0
2023002117,Centro Porsche Zaragoza CP2,41.6358,-0.860318,C. Langa del Castillo 8,Zaragoza,Zaragoza,50013,1,320.0
2023002086,Centro Porsche A Coruña estación de carga 1,43.32953,-8.36636,Avenida das Mariñas 286,Oleiros,"Coruña, A",15172,1,320.0
2023002087,Centro Porsche A Coruña estación de carga 2,43.32953,-8.36636,Avenida das Mariñas 286,Oleiros,"Coruña, A",15172,1,320.0
2024000002,McDonald's Ronda Norte,39.49761,-0.383267,"Hermanos Machado,141",València,Valencia/València,46025,2,100.0
2024000003,MU-Murcia-050,38.02866,-1.173348,"N-301,32",Murcia,Murcia,30100,4,100.0
2024000005,T-Reus-008,41.157394,1.096187,"Paisos Catalans,9",Reus,Tarragona,43206,2,22.0
2024000006,SA-Salamanca-015,40.968307,-5.669021,"Carmelitas,94",Salamanca,Salamanca,37007,2,7.0
2024000008,O-OVIEDO-041,43.3698,-5.8447,"Palmira Villa,1",Oviedo,Asturias,33011,2,22.0
2024000009,M-PozuelodeAlarcon-005,40.45829,-3.800484,"Peñalara,1",Pozuelo de Alarcón,Madrid,28224,4,7.0
2024000010,VA-QuintanilladeOnesimo-002,41.629387,-4.324344,"Soria (N-122),3250",Quintanilla de Onésimo,Valladolid,47350,2,7.0
2024000011,MA-MALAGA-066,36.681313,-4.46014,"Miguel De Merida Nicolich,2",Málaga,Málaga,29004,2,100.0
2024000014,O-OVIEDO-023,43.3594,-5.85295,"Santa Teresa,9",Oviedo,Asturias,33005,2,22.0
2024000021,S-Reocin-001,43.35543,-4.09482,"Cantabrico,234",Reocín,Cantabria,39538,5,100.0
2024000022,NA-MurilloElCuende-001,42.32068,-1.574121,"Esparza Bidea,0",Murillo el Cuende,Navarra,31383,4,7.0
2024000023,MA-Malaga-017,36.75005,-4.423681,"John F. Kennedy,1",Málaga,Málaga,29014,2,22.0
2024000024,T-REUS-004,41.131207,1.202236,"Josep Maria Folch I Torres,3",Tarragona,Tarragona,43006,4,22.0
2024000026,MA-Malaga-021,36.717728,-4.420187,"De La Marina,S/N",Málaga,Málaga,29001,10,22.0
2024000027,MA-Malaga-046,36.729008,-4.432096,"Arroyo De Los Angeles,56",Málaga,Málaga,29011,2,22.0
2024000028,S-Arce-001,43.41561,-3.93811,"Bº Soledad,9",Piélagos,Cantabria,39478,4,22.0
2024000029,M-BoadilladelMonte-005,40.412853,-3.898342,"Monte Amor,1",Boadilla del Monte,Madrid,28669,2,350.0
2024000034,MA-Malaga-049,36.71472,-4.444462,"Aurora,85",Málaga,Málaga,29007,4,22.0
2024000036,MU-Murcia-011,38.00568,-1.144664,"Juan Carlos I,45",Murcia,Murcia,30100,2,180.0
2024000039,NA-Tafalla-001,42.51422,-1.675516,"Crta Zaragoza Km,33",Tafalla,Navarra,31300,3,100.0
2024000041,O-OVIEDO-037,43.352192,-5.861921,"Piloña,4",Oviedo,Asturias,33006,2,22.0
2024000042,AV-AVILA-006,40.655552,-4.690103,"Santa Ana,7",Ávila,Ávila,5001,3,100.0
2024000043,AV-AVILA-009,40.647675,-4.696885,"Juan Pablo Ii,14",Ávila,Ávila,5003,3,100.0
2024000062,VI-Vitoria-008,42.829292,-2.7485,"Paduleta,57",Vitoria-Gasteiz,Araba/Álava,1015,4,100.0
2024000089,C-SantiagodeCompostela-007,42.8715,-8.55084,"Romero Donallo,27",Santiago de Compostela,"Coruña, A",15706,6,7.0
2024000100,LE-LEON-017,42.58993,-5.56853,"Fray Luis De Leon,1",León,León,24005,2,22.0
2024000102,LE-Sahagun-002,42.37182,-5.032999,"Bermejo Y Calderon,12",Sahagún,León,24320,2,7.0
2024000104,LE-ValenciadeDonJuan-002,42.291927,-5.517989,"Carlos Pinilla,13",Valencia de Don Juan,León,24200,2,7.0
2024000106,M-Leganes-009,40.327023,-3.75799,"Maestro,2",Leganés,Madrid,28914,4,22.0
2024000114,MA-Malaga-050,36.69759,-4.43851,"Concejal Muñoz Cervan,14",Málaga,Málaga,29003,2,22.0
2024000115,MA-Malaga-035,36.71453,-4.42291,"Manuel Agustin Heredia,18",Málaga,Málaga,29001,4,22.0
2024000118,MA-Malaga-053,36.688347,-4.478848,"Azucarera-Intelhorce,1",Málaga,Málaga,29004,2,22.0
2024000120,MU-Murcia-044,37.97752,-1.113106,"De La Justicia,6",Murcia,Murcia,30011,3,50.0
2024000122,MU-Murcia-016,38.002525,-1.128325,"Don Juan De Borbon,1",Murcia,Murcia,30007,3,50.0
2024000123,NA-Zizurmayor-001,42.792717,-1.68422,"Estella,9",Zizur Mayor/Zizur Nagusia,Navarra,31180,4,180.0
2024000124,NA-Estella-002,42.656742,-2.02817,"Merkatondoa,29",Estella-Lizarra,Navarra,31200,4,100.0
2024000134,V-XATIVA-005,38.994987,-0.528028,"Sequia La Vila,22",Xàtiva,Valencia/València,46800,4,22.0
2024000140,SA-CarbajosadelaSagrada-003,40.947308,-5.641658,"Edificio Leclerc,1",Arapiles,Salamanca,37188,10,7.0
2024000142,TO-Oropesa-001,39.926884,-5.18534,"C-5105,1",Oropesa,Toledo,45560,6,150.0
2024000144,VA-LaCistérniga-001,41.611687,-4.684803,"Fragua,21",Cistérniga,Valladolid,47193,2,7.0
2024000145,V-VALENCIA-021,39.4815,-0.3877,"Ricardo Mico,1",València,Valencia/València,46009,6,7.0
2024000146,VA-Valladolid-029,41.64822,-4.730014,"Maria De Molina,13",Tordesillas,Valladolid,47001,4,7.0
2024000147,VA-Valladolid-028,41.63622,-4.742118,"Don Juan De Austria,3",Valladolid,Valladolid,47006,2,7.0
2024000148,VA-Valladolid-018,41.61918,-4.718668,"Teide,4",Valladolid,Valladolid,47013,4,22.0
2024000149,VA-Valladolid-027,41.64872,-4.735924,"Del Milenio,1",Valladolid,Valladolid,47014,1,7.0
2024000154,VA-Valladolid-017,41.63624,-4.746889,"Puerto Rico,8",Valladolid,Valladolid,47014,3,50.0
2024000167,VI-VITORIA-021,42.853657,-2.709212,"Bremen,10",Vitoria-Gasteiz,Araba/Álava,1010,2,100.0
2024000178,GU-Uceda-002,40.789047,-3.498464,"Zurich,0",Uceda,Guadalajara,19188,2,14.0
2024000180,SS-Bergara-001,43.12245,-2.42466,"Leizeaga Kalea,7",Bergara,Gipuzkoa,20570,3,50.0
2024000181,H-SantaOlalladeCala-001,37.9042,-6.2211,"Marina Española,77",Santa Olalla del Cala,Huelva,21260,7,150.0
2024000184,E-13-AlcazarDeSanJuan-001,39.39493,-3.22663,"Emilio Castro,1",Alcázar de San Juan,Ciudad Real,13600,2,150.0
2024000187,E-15-ACoruña-001,43.344467,-8.429914,"Baños De Arteixo,9901","Coruña, A","Coruña, A",15008,2,7.0
2024000190,GU-Guadalajara-008,40.644882,-3.156205,"Teresa Claramunt,2",Guadalajara,Guadalajara,19005,2,180.0
2024000191,LE-LEON-018,42.59669,-5.57135,"Independencia,5",León,León,24003,2,22.0
2024000193,LE-LaBañeza-004,42.3057,-5.905751,"Madrid-Coruña Nac.Vi C/ Cruce 6,22,303","Bañeza, La",León,24750,10,350.0
2024000194,P-CerveradePisuerga-002,42.86512,-4.496746,"De Aguilar,N/A",Cervera de Pisuerga,Palencia,34840,2,7.0
2024000201,M-Madrid-042,40.374573,-3.77606,"Aviacion,20",Madrid,Madrid,28054,3,50.0
2024000202,L-TORREFARRERA-001,41.671745,0.604217,"Vall D'aran,0",Torrefarrera,Lleida,25123,4,180.0
2024000207,M-VillaviciosadeOdon-001,40.350426,-3.902309,"Quitapesares,71",Villaviciosa de Odón,Madrid,28670,3,50.0
2024000208,MA-Malaga-038,36.72554,-4.38162,"Cerrado De Calderón,18",Málaga,Málaga,29018,4,22.0
2024000211,MA-Malaga-054,36.6656,-4.501371,"Maestro Vert,26",Málaga,Málaga,29140,2,22.0
2024000214,MU-MolinadeSegura-001,38.05551,-1.217261,"Granada,S/N",Abarán,Murcia,30500,4,7.0
2024000216,NA-Oteiza-001,42.6195,-1.95542,"Ezquibileta,0",Oteiza,Navarra,31250,4,7.0
2024000217,NA-Cizur-001,42.78712,-1.676567,"Esparza Bidea,0",Cizur,Navarra,31190,4,7.0
2024000224,PO-Nigran-003,42.13368,-8.79536,"Rua Das Pontes,6",Nigrán,Pontevedra,36350,2,95.0
2024000225,V-Algemesi-002,39.19834,-0.43335,"Valencia,206",Algemesí,Valencia/València,46680,4,50.0
2024000229,SA-BARRUECOPARDO-002,41.07259,-6.66571,"Escuelas,1",Barruecopardo,Salamanca,37255,2,7.0
2024000230,V-Burjassot-004,39.50058,-0.404743,"Pont Trencat,1",Burjassot,Valencia/València,46100,4,22.0
2024000232,E-46-CanetDEnBerenguer-001,39.6809,-0.203517,"Flor De Mayo,N/A",Canet d'En Berenguer,Valencia/València,46529,2,22.0
2024000233,E-46-Carcaixent-001,39.124596,-0.438924,"Gandia,74",Carcaixent,Valencia/València,46740,2,22.0
2024000241,SA-Candelario-001,40.3645,-5.7391,"Barco,2",Candelario,Salamanca,37710,2,7.0
2024000242,V-Paiporta-001,39.434723,-0.406393,"Acequia De Favara,5",Paiporta,Valencia/València,46200,6,50.0
2024000243,SA-Mogarraz-001,40.493427,-6.051871,"De Las Canales,7",Mogarraz,Salamanca,37610,2,7.0
2024000246,SE-Utrera-003,37.20309,-5.80168,"Utrera Sevilla,23",Lebrija,Sevilla,41710,6,50.0
2024000248,T-Tarragona-001,41.11226,1.210116,"Vell De Salou,31",Tarragona,Tarragona,43006,4,22.0
2024000249,S-Liaño-002,43.38328,-3.83937,"Solia,16",Villaescusa,Cantabria,39692,2,180.0
2024000255,RAPID 120 CONSERVATORIO,39.39264,-0.71008,"Gimnasta Elena Lopez,5",Turís,Valencia/València,46389,2,60.0
2024000259,VA-LAGUNADEDUERO-004,41.58724,-4.726251,"Salinas,1",Laguna de Duero,Valladolid,47140,2,7.0
2024000260,VA-Simancas-001,41.5916,-4.82411,"Calzada,31",Simancas,Valladolid,47130,2,7.0
2024000261,VA-Valladolid-006,41.652752,-4.724331,"Libertad,5",Valladolid,Valladolid,47002,2,7.0
2024000296,CS-Geldo-001,39.83436,-0.467797,"Castellon,25",Geldo,Castellón/Castelló,12412,2,320.0
2024000303,O-OVIEDO-044,43.3728,-5.8431,"El Pando,40",Oviedo,Asturias,33011,2,22.0
2024000304,C-MONFERO-001,43.308174,-7.979763,"Reguerio,1",Monfero,"Coruña, A",15315,2,7.0
2024000307,O-OVIEDO-032,43.3639,-5.8363,"De Torrelavega,27",Oviedo,Asturias,33010,2,22.0
2024000313,L-NautAran-004,42.71036,0.9033,"Diez,140",Naut Aran,Lleida,25598,2,22.0
2024000316,M-Leganes-013,40.32194,-3.749073,"Severo Ochoa,15",Leganés,Madrid,28914,12,7.0
2024000317,LU-Lugo-011,43.087288,-7.546485,"Ferreira Mosteiro,88",Outeiro de Rei,Lugo,27153,4,100.0
2024000322,MA-Malaga-058,36.71679,-4.46148,"Pirandello,9",Cártama,Málaga,29010,2,22.0
2024000325,MA-Malaga-030,36.72022,-4.36147,"Estación De El Palo,0",Málaga,Málaga,29017,6,22.0
2024000326,M-MADRID-011,40.37407,-3.776849,"Sinfonia,9",Madrid,Madrid,28054,3,50.0
2024000333,NA-Orkoien-003,42.82535,-1.697298,"Euntzeandia,1",Orkoien,Navarra,31160,4,7.0
2024000334,NA-Lekunberri-002,43.004612,-1.896017,"Arzanegui,1",Lekunberri,Navarra,31870,4,100.0
2024000336,MU-Murcia-046,37.993683,-1.142255,"Pergola,1",Murcia,Murcia,30009,3,50.0
2024000338,MU-Murcia-019,37.99716,-1.138425,"Pinos,7",Murcia,Murcia,30009,6,50.0
2024000341,SA-Aldeadavila-001,41.217045,-6.614353,"Eras,10",Aldeadávila de la Ribera,Salamanca,37250,2,7.0
2024000342,TO-TALAVERADELAREINA-012,39.963722,-4.811045,"Pablo Picasso,0",Oropesa,Toledo,45600,5,100.0
2024000344,V-Alfafar-003,39.417534,-0.379577,"Alqueria De Culla,4",Alfafar,Valencia/València,46910,5,50.0
2024000352,SE-LosMolares-001,37.14963,-5.73862,"Molares - Moron,5","Molares, Los",Sevilla,41750,4,50.0
2024000353,T-TORTOSA-001,40.79951,0.520526,"De La Generalitat,195",Tortosa,Tarragona,43500,4,22.0
2024000354,T-Cambrils-004,41.085995,1.036738,"Area Cooperativa Cambrils,41",Cambrils,Tarragona,43850,5,50.0
2024000359,130326,41.661484,-4.780455,"Don Enrique Tierno Galvan,7",Zaratán,Valladolid,47610,2,100.0
2024000360,VA-Valladolid-035,41.648735,-4.736001,"Francesco Scrimieri,3",Valladolid,Valladolid,47014,2,7.0
2024000362,VA-Valladolid-040,41.655773,-4.731015,"San Agustin,1",Valladolid,Valladolid,47003,2,7.0
2024000364,BA-Merida-001,38.93821,-6.36091,"A5 - Salida 341,N/A",Mérida,Badajoz,6800,5,150.0
2024000366,ZA-SANCEBRIANDECASTRO-001,41.70422,-5.751601,"Pozo,14",San Cebrián de Castro,Zamora,49144,2,7.0
2024000370,ZA-RABANALES-001,41.739582,-6.278484,"El Salador,2",Rabanales,Zamora,49519,2,7.0
2024000376,BA-Monesterio-001,38.027935,-6.220272,"Venta El Culebrin,1",Monesterio,Badajoz,6260,8,150.0
2024000378,AB-Villarrobledo-004,39.276703,-2.592007,"Reyes Catolicos,123",Villarrobledo,Albacete,2600,2,350.0
2024000402,CU-BETETA-001,40.57241,-2.07737,"Picazo,0",Beteta,Cuenca,16870,2,22.0
2024000404,GR-Granada-019,37.18754,-3.60905,"Fuerzas Armadas,2",Granada,Granada,18012,2,7.0
2024000409,LE-ALMANZA-001,42.6565,-5.035691,"Europa,23",Almanza,León,24170,2,7.0
2024000411,P-CerveradePisuerga-001,42.861736,-4.497621,"Rosa De Lima,N/A",Cervera de Pisuerga,Palencia,34840,2,7.0
2024000412,M-FUENLABRADA-007,40.28525,-3.81834,"Del Molino,0",Fuenlabrada,Madrid,28942,6,7.0
2024000415,M-Mostoles-004,40.33146,-3.88428,"Obispo,6",Móstoles,Madrid,28935,3,50.0
2024000421,MA-Malaga-060,36.71929,-4.47684,"Demostenes,21",Cártama,Málaga,29010,2,22.0
2024000422,MA-Malaga-034,36.722885,-4.42526,"Rosaleda,8",Málaga,Málaga,29008,2,22.0
2024000424,MA-Malaga-057,36.74378,-4.48995,"Lope De Rueda,250",Málaga,Málaga,29190,2,22.0
2024000425,MA-Malaga-033,36.71921,-4.412117,"Farola,3",Málaga,Málaga,29016,2,22.0
2024000426,MA-Malaga-051,36.68925,-4.443587,"Pacifico,54",Málaga,Málaga,29004,4,22.0
2024000431,MU-Murcia-066,37.93277,-1.16372,"Primero De Mayo,120",Murcia,Murcia,30120,2,7.0
2024000434,NA-Lekunberri-003,43.00454,-1.909339,"Pg Industrial S-P,0",Lekunberri,Navarra,31870,2,22.0
2024000436,NA-Espinal-001,42.97904,-1.369789,"San Bartolome,0",Erro,Navarra,31694,2,100.0
2024000439,V-Alfafar-001,39.41445,-0.388949,"Alqueria De Culla,12",Alfafar,Valencia/València,46910,10,120.0
2024000440,E-46-Catarroja-001,39.40691,-0.40333,"Filiberto Rodrigo,6",Albal,Valencia/València,46470,2,22.0
2024000446,SA-Miranda-001,40.484047,-5.995401,"Los Barreros,2",Miranda del Castañar,Salamanca,37660,2,7.0
2024000448,SA-Villarino-001,41.26688,-6.46886,"España,42",Villarino de los Aires,Salamanca,37160,2,7.0
2024000450,S-Santoña-001,43.44595,-3.46472,"Santoña,5",Santoña,Cantabria,39740,2,120.0
2024000451,T-Cambrils-001,41.08603,1.036816,"Montbrió,2",Cambrils,Tarragona,43850,6,50.0
2024000458,VA-Valladolid-031,41.616333,-4.705924,"Plata,41",Valladolid,Valladolid,47012,2,7.0
2024000459,BURGER KING - Benicalap,39.49539,-0.39135,"Levante U.D.,13",València,Valencia/València,46025,2,100.0
2024000460,V-VillargordodelCabriel-001-2,39.53626,-1.43873,"Carretera,2",Villargordo del Cabriel,Valencia/València,46317,3,50.0
2024000461,Barrio BERNA,43.1871,-2.678831,"Berna,4",Amorebieta-Etxano,Bizkaia,48340,2,50.0
2024000462,BI-Garai-001,43.19377,-2.609608,"San Migel,6",Durango,Bizkaia,48200,2,22.0
2024000465,BI-Lezama-003,43.27776,-2.840911,"Garaioltza,146",Lezama,Bizkaia,48196,2,7.0
2024000467,ZA-Zamora-003,41.51463,-5.74612,"San Blas,12",Zamora,Zamora,49023,4,320.0
2024000469,ZA-MuelasdelPan-002,41.52116,-5.96703,"San Roque,2",Muelas del Pan,Zamora,49167,2,7.0
2024000476,BU-ArandadeDuero-001,41.670628,-3.707329,"Bemposta (Pg.In. Allendeduero),97",Aranda de Duero,Burgos,9400,3,50.0
2024000479,B-CabreradeMar-004,41.517918,2.416746,"N-Ii,643",Cabrera de Mar,Barcelona,8349,4,50.0
2024000484,A-Alicante-030,38.382797,-0.451484,"Enebro,1",Alicante/Alacant,Alicante/Alacant,3559,2,350.0
2024000498,CA-Chiclana-005,36.42073,-6.15131,"Concepcion,12",Chiclana de la Frontera,Cádiz,11130,2,7.0
2024000499,CS-VINAROS-005,40.455673,0.45464,"Dels Artesans,6",Vinaròs,Castellón/Castelló,12500,4,22.0
2024000500,E-13-CiudadReal-001,38.990772,-3.904109,"Industrial El Avanzado,63",Ciudad Real,Ciudad Real,13005,2,22.0
2024000502,CO-Cordoba-021,37.89848,-4.73468,"Tecnocordoba,1",Córdoba,Córdoba,14014,4,22.0
2024000508,O-OVIEDO-047,43.37512,-5.831852,"Juan Sebastian Lopez-Arranz,1",Oviedo,Asturias,33011,2,100.0
2024000511,GU-AzuquecadeHenares-002,40.57081,-3.24951,"Industria,6",Azuqueca de Henares,Guadalajara,19200,2,320.0
2024000513,O-OVIEDO-030,43.3832,-5.8181,"Sabino Alvarez Gendin,S/N",Oviedo,Asturias,33011,2,22.0
2024000522,M-Ciempozuelos-002,40.166187,-3.632063,"Cedro,5",Ciempozuelos,Madrid,28350,4,100.0
2024000523,MA-Malaga-032,36.736866,-4.552914,"Juan López De Peñalver,14",Málaga,Málaga,29590,2,22.0
2024000524,LU-Monterroso-001,42.792397,-7.832396,"De Las Nieves,N/A",Monterroso,Lugo,27560,2,22.0
2024000525,M-ALCOBENDAS-008,40.51715,-3.616014,"Marquesa Viuda Aldama,50",Alcobendas,Madrid,28109,6,7.0
2024000527,MA-Malaga-042,36.722397,-4.44805,"Carlos De Haya,76",Cártama,Málaga,29010,2,22.0
2024000530,MA-Malaga-047,36.71779,-4.43093,"Compositor Lehmberg Ruiz,3",Málaga,Málaga,29007,2,22.0
2024000531,MA-Malaga-037,36.723213,-4.397463,"Pintor Joaquin Sorolla,1",Málaga,Málaga,29016,2,22.0
2024000532,MA-Malaga-055,36.662834,-4.505553,"Torremolinos,71",Málaga,Málaga,29140,2,22.0
2024000533,MA-Malaga-059,36.724308,-4.478137,"Navarro De Ledesma,233",Cártama,Málaga,29010,2,22.0
2024000534,MA-Malaga-040,36.73494,-4.4247,"Hurtado De Amezaga,58",Málaga,Málaga,29014,2,22.0
2024000537,MU-Cartagena-022,37.65433,-1.010968,"Padua (Pg. Santa Ana),3",Cartagena,Murcia,30319,2,22.0
2024000538,MU-Murcia-045,37.935524,-1.163332,"Mayor,179",Murcia,Murcia,30120,3,50.0
2024000562,V-Valencia-017-2,39.4364,-0.35514,"Fuente En Corts,354",València,Valencia/València,46013,4,100.0
2024000563,VA-Mayorga-001,42.16892,-5.26236,"Corrillo La Ermita,N/A",Mayorga,Valladolid,47680,2,7.0
2024000569,BI-Sopelana-001,43.38436,-2.98642,"Aldeko,1",Sopela,Bizkaia,48600,6,7.0
2024000570,Z-Zaragoza-020,41.638287,-0.902135,"Eduardo Ibarra,S/N",Zaragoza,Zaragoza,50009,2,7.0
2024000583,A-ALICANTE-034,38.53453,-0.171923,"Rei Jaume I,9",Finestrat,Alicante/Alacant,3509,4,120.0
2024000590,A-Ondara-009,38.81839,0.02378,"Costa Blanca,1",Ondara,Alicante/Alacant,3760,10,350.0
2024000603,O-OVIEDO-038,43.3536,-5.8383,"Otero,9",Oviedo,Asturias,33008,2,22.0
2024000606,O-Oviedo-016,43.41597,-5.80849,"Peña Santa (Pg.Silvota),15",Llanera,Asturias,33192,10,7.0
2024000608,O-OVIEDO-039,43.357784,-5.918521,"La Estacion,21",Oviedo,Asturias,33191,2,22.0
2024000609,E-33-Amieva-001,43.388355,-5.805845,"Autovia A,66",Siero,Asturias,33429,4,7.0
2024000610,LE-Boñar-001,42.866467,-5.32201,"Negrillon,2",Boñar,León,24850,2,7.0
2024000611,LE-ValenciadeDonJuan-001,42.29332,-5.52045,"Mayor,1",Valencia de Don Juan,León,24200,2,7.0
2024000614,PA-Fromista-003,42.269062,-4.4038,"Francesa,37",Frómista,Palencia,34440,2,22.0
2024000616,LE-ValverdedelaVirgen-001,42.58031,-5.642893,"Pablo Diez,25",Valverde de la Virgen,León,24198,2,7.0
2024000620,LE-LEON-016,42.60348,-5.58003,"Reyes Leoneses,0",León,León,24008,2,22.0
2024000621,L-NautAran-003,42.720154,0.91685,"Pesola,16",Naut Aran,Lleida,25598,2,22.0
2024000622,M-MADRID-012,40.336155,-3.714887,"Valle De Tobalina,24",Madrid,Madrid,28021,3,50.0
2024000623,L-Lleida-011,41.62202,0.66487,"Josep Segura Farré,701",Lleida,Lleida,25191,5,50.0
2024000624,LU-Mondoñedo-002,43.42796,-7.36617,"Jaime Cabot,1",Mondoñedo,Lugo,27740,2,22.0
2024000627,M-Leganes-010,40.32512,-3.769491,"Colon,4",Cenicientos,Madrid,28911,4,22.0
2024000628,M-Madrid-078,40.372147,-3.728885,"Hilario Herranz Establos,24",Madrid,Madrid,28054,3,50.0
2024000633,E-28-SanSebastianDeLosReyes-001,40.54535,-3.613033,"Comercio,1",San Sebastián de los Reyes,Madrid,28703,14,7.0
2024000634,MA-Malaga-048,36.71878,-4.43344,"Esperanto,11",Málaga,Málaga,29007,2,22.0
2024000636,MU-Cartagena-034,37.597523,-0.972746,"Pedro Jorquera,0",Cartagena,Murcia,30202,2,22.0
2024000637,MA-Malaga-043,36.72646,-4.431298,"Velarde,4",Málaga,Málaga,29009,2,22.0
2024000640,MU-Cartagena-027,37.647865,-0.782704,"Isla Del Ciervo,40",Cartagena,Murcia,30383,2,22.0
2024000642,NA-Pamplona-010,42.78608,-1.633391,"Comercial Galaria Calle T,1",Galar,Navarra,31191,4,100.0
2024000648,P-VELILLADELRIOCARRION-002,42.8944,-4.7477,"Huertos,20",Velilla del Río Carrión,Palencia,34888,2,7.0
2024000651,V-Chiva-002-2,39.45311,-0.734942,"Incolla (Pg La Pahilla),281",Chiva,Valencia/València,46370,3,50.0
2024000654,T-ElVendrell-005,41.22414,1.544623,"Barcelona,1","Vendrell, El",Tarragona,43700,3,50.0
2024000657,TE-Calanda-002,40.945244,-0.23089,"Autonomía Aragonesa,80",Calanda,Teruel,44570,2,7.0
2024000661,V-LaPobladeVallbona-001,39.58031,-0.53381,"Sector Src-Ibm,1","Pobla de Vallbona, la",Valencia/València,46185,2,22.0
2024000662,VA-LaCistérniga-002,41.611973,-4.682474,"Yeseros,1",Cistérniga,Valladolid,47193,2,7.0
2024000667,VA-ValbuenaDeDuero-001,41.62972,-4.26251,"Murallas,N/A",Olivares de Duero,Valladolid,47359,2,22.0
2024000668,VA-VALLADOLID-022,41.648754,-4.725323,"España,1",Tordesillas,Valladolid,47001,10,100.0
2024000669,V-SieteAguas-001,39.47373,-0.91746,"Doctor Zahonero,10",Siete Aguas,Valencia/València,46392,5,50.0
2024000672,BI-BASAURI-002-2,43.228844,-2.873916,"Zabalandi,15",Basauri,Bizkaia,48970,6,7.0
2024000674,Z-Zaragoza-024,41.65956,-0.98919,"Torre Villarroya,43",Zaragoza,Zaragoza,50190,2,7.0
2024000681,VI-Vitoria-007,42.837032,-2.70065,"Alto De Armentia,10",Vitoria-Gasteiz,Araba/Álava,1007,2,100.0
2024000695,A-SANVICENTEDELRASPEIG-003,38.39146,-0.51141,"Bronce,7",San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante/Alacant,3690,2,100.0
2024000702,SS-ANDOAIN-001,43.22486,-2.02355,"Illarramendi,903",Andoain,Gipuzkoa,20140,2,150.0
2024000703,GU-Uceda-001,40.844917,-3.464613,"Torrelaguna,1",Uceda,Guadalajara,19187,2,22.0
