segment_id,route_segment,corridor,is_tent,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_det,n_chargers_abm,n_chargers_stoch,delta_seasonal,delta_mc_noise,simulated_charging_rate,capacity_kw_abm
177,N-110,Standard,False,45.9,1.0,2,2,2,0,0,0.1285,300
178,N-110,Standard,False,120.8,1.0,2,2,2,0,0,0.119,300
179,N-110,Standard,False,68.2,1.0,2,2,2,0,0,0.1255,300
180,N-110,Standard,False,109.3,1.0,2,2,2,0,0,0.1375,300
181,N-110,Standard,False,200.7,1.0,2,2,2,0,0,0.1245,300
182,N-110,Standard,False,132.3,1.0,2,2,2,0,0,0.1235,300
183,N-110,Standard,False,138.0,1.0,2,2,2,0,0,0.1165,300
184,N-110A,Standard,False,43.3,1.0,2,2,2,0,0,0.1245,300
185,N-110A,Standard,False,1.4,1.0,2,2,2,0,0,0.1245,300
186,N-110A,Standard,False,5.5,1.0,2,2,2,0,0,0.145,300
187,N-110A,Standard,False,5.1,1.0,2,2,2,0,0,0.1255,300
188,N-110A,Standard,False,0.3,1.0,2,2,2,0,0,0.1215,300
189,N-110A,Standard,False,5.1,1.0,2,2,2,0,0,0.121,300
190,N-111,Standard,False,151.3,1.0,2,2,2,0,0,0.1265,300
191,N-111,Standard,False,11.1,1.0,2,2,2,0,0,0.13,300
192,N-111,Standard,False,8.3,1.0,2,2,2,0,0,0.13,300
193,N-111,Standard,False,230.9,1.0,2,2,2,0,0,0.131,300
194,N-111,Standard,False,151.3,1.0,2,2,2,0,0,0.123,300
195,N-111,Standard,False,757.5,1.0,2,2,2,0,0,0.125,300
196,N-111A,Standard,False,0.9,1.0,2,2,2,0,0,0.1185,300
197,N-111R,Standard,False,6.8,1.0,2,2,2,0,0,0.121,300
198,N-113,Standard,True,179.2,1.0,4,4,4,0,0,0.1295,600
199,N-113,Standard,False,147.5,1.0,2,2,2,0,0,0.127,300
200,N-113,Standard,True,147.5,1.0,4,4,4,0,0,0.122,600
201,N-113,Standard,True,115.7,1.0,4,4,4,0,0,0.121,600
202,N-113,Standard,True,147.5,1.0,4,4,4,0,0,0.134,600
203,N-120,Standard,False,86.8,1.0,2,2,2,0,0,0.1165,300
204,N-120,Standard,False,60.6,1.0,2,2,2,0,0,0.1305,300
205,N-120,Standard,False,161.3,1.0,2,2,2,0,0,0.116,300
206,N-120,Standard,False,163.0,1.0,2,2,2,0,0,0.1185,300
207,N-120,Standard,False,67.4,1.0,2,2,2,0,0,0.123,300
208,N-120,Standard,False,12.9,1.0,2,2,2,0,0,0.128,300
209,N-120,Standard,False,163.0,1.0,2,2,2,0,0,0.1265,300
210,N-120,Standard,True,163.0,1.0,4,4,4,0,0,0.1195,600
211,N-120,Standard,True,422.4,1.0,4,4,4,0,0,0.12,600
212,N-120,Standard,True,297.3,1.0,4,4,4,0,0,0.1325,600
213,N-120,Standard,True,163.0,1.0,4,4,4,0,0,0.138,600
214,N-120,Standard,False,337.0,1.0,2,2,2,0,0,0.1365,300
215,N-120,Standard,False,164.7,1.0,2,2,2,0,0,0.1135,300
216,N-120,Standard,False,163.0,1.0,2,2,2,0,0,0.1345,300
217,N-120,Standard,False,173.2,1.0,2,2,2,0,0,0.1335,300
218,N-120,Standard,False,163.0,1.0,2,2,2,0,0,0.1325,300
219,N-120,Standard,False,213.2,1.0,2,2,2,0,0,0.1265,300
220,N-120,Standard,False,163.0,1.0,2,2,2,0,0,0.1145,300
221,N-125,Standard,True,299.9,1.0,4,4,4,0,0,0.1275,600
222,N-125,Standard,True,299.9,1.0,4,4,4,0,0,0.1365,600
223,N-126,Standard,False,226.9,1.0,2,2,2,0,0,0.117,300
224,N-141,Standard,False,14.4,1.0,2,2,2,0,0,0.1155,300
225,N-145,Standard,False,476.2,1.0,2,2,2,0,0,0.128,300
226,N-152,Standard,True,269.5,1.0,4,4,4,0,0,0.13,600
227,N-154,Standard,False,245.6,1.0,2,2,2,0,0,0.1215,300
228,N-154,Standard,False,231.9,1.0,2,2,2,0,0,0.1315,300
229,N-155,Standard,False,66.9,1.0,2,2,2,0,0,0.1165,300
230,N-156,Standard,False,255.8,1.0,2,2,2,0,0,0.139,300
231,N-156,Standard,False,173.5,1.0,2,2,2,0,0,0.1105,300
232,N-1A,Standard,False,421.4,1.0,2,2,2,0,0,0.141,300
233,N-1A,Standard,False,515.3,1.0,2,2,2,0,0,0.1235,300
234,N-1A,Standard,False,156.6,1.0,2,2,2,0,0,0.122,300
235,N-1A,Standard,False,104.1,1.0,2,2,2,0,0,0.1255,300
236,N-1A,Standard,False,119.4,1.0,2,2,2,0,0,0.124,300
237,N-1A,Standard,False,16.2,1.0,2,2,2,0,0,0.1365,300
238,N-1A,Standard,False,119.4,1.0,2,2,2,0,0,0.129,300
239,N-1A,Standard,False,8.1,1.0,2,2,2,0,0,0.1205,300
240,N-1A,Standard,False,119.4,1.0,2,2,2,0,0,0.1245,300
241,N-1A,Standard,False,134.7,1.0,2,2,2,0,0,0.1265,300
242,N-1A,Standard,False,180.5,1.0,2,2,2,0,0,0.124,300
243,N-211A,Standard,False,4.5,1.0,2,2,2,0,0,0.127,300
244,N-211A,Standard,False,4.5,1.0,2,2,2,0,0,0.141,300
245,N-220,Standard,False,1244.1,1.0,3,3,3,0,0,0.129,450
246,N-223,Standard,False,143.6,1.0,2,2,2,0,0,0.125,300
247,N-223,Standard,False,390.9,1.0,2,2,2,0,0,0.1065,300
248,N-223,Standard,False,267.3,1.0,2,2,2,0,0,0.1225,300
249,N-225,Standard,False,184.6,1.0,2,2,2,0,0,0.1225,300
250,N-225,Standard,False,251.4,1.0,2,2,2,0,0,0.1285,300
251,N-225,Standard,False,226.8,1.0,2,2,2,0,0,0.1285,300
252,N-225,Standard,False,124.7,1.0,2,2,2,0,0,0.126,300
253,N-225A,Standard,False,2.4,1.0,2,2,2,0,0,0.1035,300
254,N-230,Standard,False,126.5,1.0,2,2,2,0,0,0.128,300
255,N-230,Standard,True,134.5,1.0,4,4,4,0,0,0.1185,600
256,N-230,Standard,True,118.5,1.0,4,4,4,0,0,0.131,600
257,N-232,Standard,False,158.4,1.0,2,2,2,0,0,0.1335,300
258,N-232,Standard,False,136.0,1.0,2,2,2,0,0,0.1315,300
259,N-232,Standard,False,163.2,1.0,2,2,2,0,0,0.1365,300
260,N-232,Standard,False,537.9,1.0,2,2,2,0,0,0.1215,300
261,N-232,Standard,False,158.4,1.0,2,2,2,0,0,0.134,300
262,N-232,Standard,False,158.4,1.0,2,2,2,0,0,0.12,300
263,N-232,Standard,False,254.6,1.0,2,2,2,0,0,0.1185,300
264,N-232,Standard,False,153.5,1.0,2,2,2,0,0,0.1195,300
265,N-232,Standard,False,45.2,1.0,2,2,2,0,0,0.1325,300
266,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.1245,300
267,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.117,300
268,N-232A,Standard,False,2.6,1.0,2,2,2,0,0,0.132,300
269,N-232A,Standard,False,0.3,1.0,2,2,2,0,0,0.1365,300
270,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.141,300
271,N-232A,Standard,False,9.9,1.0,2,2,2,0,0,0.1315,300
272,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.136,300
273,N-232A,Standard,False,0.2,1.0,2,2,2,0,0,0.1215,300
274,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.129,300
275,N-232A,Standard,False,2.3,1.0,2,2,2,0,0,0.1245,300
276,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.1365,300
277,N-232A,Standard,False,0.6,1.0,2,2,2,0,0,0.13,300
278,N-232A,Standard,False,19.5,1.0,2,2,2,0,0,0.1295,300
279,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.107,300
280,N-232A,Standard,False,161.6,1.0,2,2,2,0,0,0.127,300
281,N-232A,Standard,False,77.3,1.0,2,2,2,0,0,0.146,300
282,N-232A,Standard,False,6.3,1.0,2,2,2,0,0,0.133,300
283,N-232A,Standard,False,20.2,1.0,2,2,2,0,0,0.1285,300
284,N-240,Standard,False,74.6,1.0,2,2,2,0,0,0.1275,300
285,N-240,Standard,False,124.0,1.0,2,2,2,0,0,0.1225,300
286,N-240,Standard,True,413.8,1.0,4,4,4,0,0,0.1205,600
287,N-240,Standard,False,54.0,1.0,2,2,2,0,0,0.1335,300
288,N-240,Standard,False,200.2,1.0,2,2,2,0,0,0.1215,300
289,N-240,Standard,False,200.2,1.0,2,2,2,0,0,0.129,300
290,N-240A,Standard,False,2.9,1.0,2,2,2,0,0,0.131,300
291,N-240A,Standard,False,235.8,1.0,2,2,2,0,0,0.117,300
292,N-240R,Standard,False,196.8,1.0,2,2,2,0,0,0.12,300
293,N-240R,Standard,False,196.8,1.0,2,2,2,0,0,0.1265,300
294,N-240R,Standard,False,196.8,1.0,2,2,2,0,0,0.142,300
295,N-240R,Standard,False,196.8,1.0,2,2,2,0,0,0.119,300
296,N-240R,Standard,False,196.8,1.0,2,2,2,0,0,0.129,300
297,N-260,Standard,False,237.8,1.0,2,2,2,0,0,0.1185,300
298,N-260,Standard,False,270.8,1.0,2,2,2,0,0,0.1285,300
299,N-260,Standard,False,11.8,1.0,2,2,2,0,0,0.125,300
300,N-260,Standard,False,249.4,1.0,2,2,2,0,0,0.13,300
301,N-260,Standard,False,166.1,1.0,2,2,2,0,0,0.1275,300
302,N-260,Standard,True,195.8,1.0,4,4,4,0,0,0.1235,600
303,N-260,Standard,False,179.0,1.0,2,2,2,0,0,0.1175,300
304,N-260,Standard,False,120.5,1.0,2,2,2,0,0,0.1215,300
305,N-260,Standard,False,64.5,1.0,2,2,2,0,0,0.12,300
306,N-260A,Standard,False,1.1,1.0,2,2,2,0,0,0.1215,300
307,N-260A,Standard,False,2.3,1.0,2,2,2,0,0,0.117,300
308,N-260A,Standard,False,3.0,1.0,2,2,2,0,0,0.145,300
309,N-260A,Standard,False,2.7,1.0,2,2,2,0,0,0.12,300
310,N-260A,Standard,False,82.3,1.0,2,2,2,0,0,0.1165,300
311,N-260R,Standard,True,103.2,1.0,4,4,4,0,0,0.122,600
312,N-2A,Standard,False,464.8,1.0,2,2,2,0,0,0.143,300
313,N-2A,Standard,False,398.1,1.0,2,2,2,0,0,0.1175,300
314,N-2A,Standard,False,702.1,1.0,2,2,2,0,0,0.1245,300
315,N-2A,Standard,False,398.1,1.0,2,2,2,0,0,0.1265,300
316,N-2A,Standard,False,1.3,1.0,2,2,2,0,0,0.1265,300
317,N-2A,Standard,False,331.5,1.0,2,2,2,0,0,0.1225,300
318,N-2R,Standard,False,20.0,1.0,2,2,2,0,0,0.128,300
319,N-2R,Standard,False,19.0,1.0,2,2,2,0,0,0.126,300
320,N-2R,Standard,False,19.0,1.0,2,2,2,0,0,0.1225,300
321,N-2R,Standard,False,16.6,1.0,2,2,2,0,0,0.1175,300
322,N-301,Standard,False,114.5,1.0,2,2,2,0,0,0.1285,300
323,N-301,Standard,False,34.1,1.0,2,2,2,0,0,0.1235,300
324,N-301,Standard,False,7.6,1.0,2,2,2,0,0,0.125,300
325,N-301,Standard,False,117.1,1.0,2,2,2,0,0,0.129,300
326,N-301,Standard,False,23.3,1.0,2,2,2,0,0,0.129,300
327,N-301,Standard,False,34.1,1.0,2,2,2,0,0,0.118,300
328,N-301,Standard,False,33.2,1.0,2,2,2,0,0,0.1165,300
329,N-301,Standard,False,53.9,1.0,2,2,2,0,0,0.116,300
330,N-310,Standard,False,87.9,1.0,2,2,2,0,0,0.1265,300
331,N-310,Standard,False,54.4,1.0,2,2,2,0,0,0.1045,300
332,N-320,Standard,False,148.6,1.0,2,2,2,0,0,0.1275,300
333,N-320,Standard,False,178.6,1.0,2,2,2,0,0,0.131,300
334,N-320,Standard,False,208.6,1.0,2,2,2,0,0,0.136,300
335,N-320A,Standard,False,11.7,1.0,2,2,2,0,0,0.1235,300
336,N-323,Standard,True,154.2,1.0,4,4,4,0,0,0.1155,600
337,N-323,Standard,False,202.9,1.0,2,2,2,0,0,0.13,300
338,N-323,Standard,True,154.2,1.0,4,4,4,0,0,0.1295,600
339,N-323A,Standard,False,40.3,1.0,2,2,2,0,0,0.1225,300
340,N-323A,Standard,False,28.7,1.0,2,2,2,0,0,0.1185,300
341,N-323A,Standard,False,119.5,1.0,2,2,2,0,0,0.1275,300
342,N-323A,Standard,False,168.9,1.0,2,2,2,0,0,0.134,300
343,N-323A,Standard,False,1.9,1.0,2,2,2,0,0,0.1225,300
344,N-323A,Standard,False,6.4,1.0,2,2,2,0,0,0.1425,300
345,N-323A,Standard,False,17.1,1.0,2,2,2,0,0,0.133,300
346,N-325,Standard,False,389.4,1.0,2,2,2,0,0,0.115,300
347,N-325,Standard,False,211.2,1.0,2,2,2,0,0,0.125,300
348,N-330,Standard,False,69.7,1.0,2,2,2,0,0,0.13,300
349,N-330,Standard,False,53.4,1.0,2,2,2,0,0,0.129,300
350,N-330,Standard,False,601.1,1.0,2,2,2,0,0,0.1235,300
351,N-330,Standard,False,24.7,1.0,2,2,2,0,0,0.111,300
352,N-330,Standard,False,65.3,1.0,2,2,2,0,0,0.14,300
353,N-330,Standard,False,65.3,1.0,2,2,2,0,0,0.126,300
354,N-330,Standard,False,160.4,1.0,2,2,2,0,0,0.1225,300
355,N-330,Standard,False,1244.1,1.0,3,3,3,0,0,0.1285,450
356,N-330,Standard,False,44.9,1.0,2,2,2,0,0,0.128,300
