segment_id,route_segment,corridor,is_tent,daily_bev_traffic_2027,seasonal_multiplier,n_chargers_det,n_chargers_abm,n_chargers_stoch,delta_seasonal,delta_mc_noise,simulated_charging_rate,capacity_kw_abm
357,N-330,Standard,False,11.9,1.0,2,2,2,0,0,0.1255,300
358,N-330,Standard,False,11.6,1.0,2,2,2,0,0,0.122,300
359,N-330,Standard,False,60.8,1.0,2,2,2,0,0,0.116,300
360,N-330,Standard,False,7.4,1.0,2,2,2,0,0,0.123,300
361,N-332,Standard,False,1008.2,1.0,3,3,3,0,0,0.121,450
362,N-332,Standard,False,569.2,1.0,2,2,2,0,0,0.1245,300
363,N-332,Standard,False,521.7,1.0,2,2,2,0,0,0.1315,300
364,N-332,Standard,False,1457.4,1.0,4,4,4,0,0,0.142,600
365,N-332,Standard,False,780.5,1.0,2,2,2,0,0,0.1205,300
366,N-332,Standard,False,550.6,1.0,2,2,2,0,0,0.1295,300
367,N-332,Standard,False,377.5,1.0,2,2,2,0,0,0.132,300
368,N-332,Standard,False,235.6,1.0,2,2,2,0,0,0.1355,300
369,N-332,Standard,False,249.0,1.0,2,2,2,0,0,0.136,300
370,N-332,Standard,False,550.6,1.0,2,2,2,0,0,0.124,300
371,N-332,Standard,False,468.7,1.0,2,2,2,0,0,0.1255,300
372,N-332,Standard,False,335.7,1.0,2,2,2,0,0,0.1165,300
373,N-332A,Standard,False,113.0,1.0,2,2,2,0,0,0.1295,300
374,N-332A,Standard,False,108.8,1.0,2,2,2,0,0,0.1295,300
375,N-332R,Standard,False,268.8,1.0,2,2,2,0,0,0.124,300
376,N-334,Standard,False,1797.5,1.0,4,4,5,0,1,0.122,600
377,N-334,Standard,False,1797.5,1.0,4,4,5,0,1,0.1265,600
378,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.125,300
379,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.1215,300
380,N-340,Standard,False,32.2,1.0,2,2,2,0,0,0.1315,300
381,N-340,Standard,False,813.2,1.0,2,2,2,0,0,0.1185,300
382,N-340,Standard,False,331.0,1.0,2,2,2,0,0,0.1195,300
383,N-340,Standard,False,269.4,1.0,2,2,2,0,0,0.125,300
384,N-340,Standard,False,174.2,1.0,2,2,2,0,0,0.1285,300
385,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.1435,300
386,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.129,300
387,N-340,Standard,False,453.7,1.0,2,2,2,0,0,0.135,300
388,N-340,Standard,True,282.7,1.0,4,4,4,0,0,0.1215,600
389,N-340,Standard,True,284.9,1.0,4,4,4,0,0,0.127,600
390,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.1365,300
391,N-340,Standard,False,277.5,1.0,2,2,2,0,0,0.1255,300
392,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.1205,300
393,N-340,Standard,False,582.4,1.0,2,2,2,0,0,0.1125,300
394,N-340,Standard,False,495.2,1.0,2,2,2,0,0,0.129,300
395,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.129,300
396,N-340,Standard,False,637.3,1.0,2,2,2,0,0,0.1235,300
397,N-340,Standard,False,282.7,1.0,2,2,2,0,0,0.132,300
398,N-340,Standard,False,1006.4,1.0,3,3,3,0,0,0.1215,450
399,N-340A,Standard,False,351.9,1.0,2,2,2,0,0,0.122,300
400,N-340A,Standard,False,28.0,1.0,2,2,2,0,0,0.1135,300
401,N-340A,Standard,False,233.8,1.0,2,2,2,0,0,0.1315,300
402,N-340A,Standard,False,175.3,1.0,2,2,2,0,0,0.1205,300
403,N-340A,Standard,False,233.8,1.0,2,2,2,0,0,0.122,300
404,N-347AL,Standard,True,178.1,1.0,4,4,4,0,0,0.1285,600
405,N-347GR,Standard,False,296.2,1.0,2,2,2,0,0,0.1265,300
406,N-349,Standard,True,448.8,1.0,4,4,4,0,0,0.1175,600
407,N-350,Standard,False,598.0,1.0,2,2,2,0,0,0.121,300
408,N-351,Standard,False,196.8,1.0,2,2,2,0,0,0.129,300
409,N-351,Standard,False,196.8,1.0,2,2,2,0,0,0.122,300
410,N-357,Standard,False,303.3,1.0,2,2,2,0,0,0.1325,300
411,N-357,Standard,True,303.3,1.0,4,4,4,0,0,0.125,600
412,N-357,Standard,True,303.3,1.0,4,4,4,0,0,0.132,600
413,N-400,Standard,False,224.8,1.0,2,2,2,0,0,0.1285,300
414,N-400,Standard,False,109.4,1.0,2,2,2,0,0,0.135,300
415,N-400,Standard,False,24.0,1.0,2,2,2,0,0,0.1295,300
416,N-400,Standard,False,24.0,1.0,2,2,2,0,0,0.123,300
417,N-400,Standard,False,19.0,1.0,2,2,2,0,0,0.13,300
418,N-400,Standard,False,11.4,1.0,2,2,2,0,0,0.136,300
419,N-400,Standard,False,24.0,1.0,2,2,2,0,0,0.1345,300
420,N-400A,Standard,False,2.3,1.0,2,2,2,0,0,0.1355,300
421,N-401,Standard,False,176.8,1.0,2,2,2,0,0,0.1265,300
422,N-401A,Standard,False,75.8,1.0,2,2,2,0,0,0.1275,300
423,N-401A,Standard,False,49.6,1.0,2,2,2,0,0,0.1225,300
424,N-401A,Standard,False,161.4,1.0,2,2,2,0,0,0.1285,300
425,N-401A,Standard,False,75.8,1.0,2,2,2,0,0,0.118,300
426,N-401A,Standard,False,75.8,1.0,2,2,2,0,0,0.1275,300
427,N-403,Standard,False,17.7,1.0,2,2,2,0,0,0.134,300
428,N-403,Standard,False,129.1,1.0,2,2,2,0,0,0.129,300
429,N-403,Standard,False,211.3,1.0,2,2,2,0,0,0.1195,300
430,N-403,Standard,False,102.6,1.0,2,2,2,0,0,0.126,300
431,N-403A,Standard,False,15.1,1.0,2,2,2,0,0,0.1175,300
432,N-403A,Standard,False,71.1,1.0,2,2,2,0,0,0.116,300
433,N-403A,Standard,False,48.9,1.0,2,2,2,0,0,0.1285,300
434,N-403A,Standard,False,85.3,1.0,2,2,2,0,0,0.1315,300
435,N-430A,Standard,False,5.8,1.0,2,2,2,0,0,0.1275,300
436,N-430A,Standard,False,15.5,1.0,2,2,2,0,0,0.1225,300
437,N-432A,Standard,False,5.4,1.0,2,2,2,0,0,0.131,300
438,N-432A,Standard,False,1.1,1.0,2,2,2,0,0,0.1475,300
439,N-432A,Standard,False,3.1,1.0,2,2,2,0,0,0.104,300
440,N-432A,Standard,False,2.0,1.0,2,2,2,0,0,0.1335,300
441,N-432A,Standard,False,17.1,1.0,2,2,2,0,0,0.1225,300
442,N-432A,Standard,False,2.8,1.0,2,2,2,0,0,0.116,300
443,N-432A,Standard,False,0.6,1.0,2,2,2,0,0,0.125,300
444,N-432A,Standard,False,2.2,1.0,2,2,2,0,0,0.12,300
445,N-432A,Standard,False,18.5,1.0,2,2,2,0,0,0.123,300
446,N-432A,Standard,False,7.2,1.0,2,2,2,0,0,0.1175,300
447,N-432A,Standard,False,52.2,1.0,2,2,2,0,0,0.1235,300
448,N-432A,Standard,False,112.7,1.0,2,2,2,0,0,0.1325,300
449,N-432A,Standard,False,17.1,1.0,2,2,2,0,0,0.122,300
450,N-432A,Standard,False,17.1,1.0,2,2,2,0,0,0.116,300
451,N-432A,Standard,False,16.9,1.0,2,2,2,0,0,0.118,300
452,N-432A,Standard,False,76.5,1.0,2,2,2,0,0,0.142,300
453,N-432A,Standard,False,17.3,1.0,2,2,2,0,0,0.1245,300
454,N-432A,Standard,False,6.6,1.0,2,2,2,0,0,0.1205,300
455,N-432A,Standard,False,17.1,1.0,2,2,2,0,0,0.138,300
456,N-432R,Standard,False,67.0,1.0,2,2,2,0,0,0.1415,300
457,N-433,Standard,False,108.2,1.0,2,2,2,0,0,0.13,300
458,N-433,Standard,True,146.9,1.0,4,4,4,0,0,0.122,600
459,N-433,Standard,True,69.5,1.0,4,4,4,0,0,0.124,600
460,N-435,Standard,False,119.6,1.0,2,2,2,0,0,0.1185,300
461,N-435A,Standard,False,15.3,1.0,2,2,2,0,0,0.124,300
462,N-5,Standard,False,239.8,1.0,2,2,2,0,0,0.1325,300
463,N-5,Standard,False,11.5,1.0,2,2,2,0,0,0.1125,300
464,N-5,Standard,True,133.3,1.0,4,4,4,0,0,0.1315,600
465,N-5,Standard,False,60.1,1.0,2,2,2,0,0,0.129,300
466,N-5,Standard,False,24.3,1.0,2,2,2,0,0,0.12,300
467,N-501,Standard,False,228.9,1.0,2,2,2,0,0,0.1175,300
468,N-501,Standard,False,27.5,1.0,2,2,2,0,0,0.128,300
469,N-501,Standard,True,123.9,1.0,4,4,4,0,0,0.1165,600
470,N-501,Standard,False,123.9,1.0,2,2,2,0,0,0.13,300
471,N-501A,Standard,False,22.4,1.0,2,2,2,0,0,0.1355,300
472,N-502,Standard,False,78.3,1.0,2,2,2,0,0,0.119,300
473,N-502,Standard,False,68.5,1.0,2,2,2,0,0,0.1225,300
474,N-502,Standard,False,58.7,1.0,2,2,2,0,0,0.1305,300
475,N-502A,Standard,False,18.0,1.0,2,2,2,0,0,0.118,300
476,N-502A,Standard,False,18.0,1.0,2,2,2,0,0,0.126,300
477,N-502A,Standard,False,18.0,1.0,2,2,2,0,0,0.1285,300
478,N-502A,Standard,False,257.3,1.0,2,2,2,0,0,0.132,300
479,N-502A,Standard,False,18.0,1.0,2,2,2,0,0,0.1265,300
480,N-502A,Standard,False,26.1,1.0,2,2,2,0,0,0.1255,300
481,N-502A,Standard,False,18.0,1.0,2,2,2,0,0,0.1255,300
482,N-502A,Standard,False,1.1,1.0,2,2,2,0,0,0.1285,300
483,N-502A,Standard,False,1.4,1.0,2,2,2,0,0,0.1325,300
484,N-521,Standard,False,42.9,1.0,2,2,2,0,0,0.115,300
485,N-521,Standard,False,292.2,1.0,2,2,2,0,0,0.1245,300
486,N-521,Standard,False,183.4,1.0,2,2,2,0,0,0.117,300
487,N-521,Standard,False,440.0,1.0,2,2,2,0,0,0.131,300
488,N-521,Standard,False,74.5,1.0,2,2,2,0,0,0.1355,300
489,N-523,Standard,False,121.5,1.0,2,2,2,0,0,0.1175,300
490,N-523,Standard,False,277.3,1.0,2,2,2,0,0,0.1255,300
491,N-525,Standard,False,65.2,1.0,2,2,2,0,0,0.1365,300
492,N-525,Standard,False,30.6,1.0,2,2,2,0,0,0.1275,300
493,N-525,Standard,False,135.2,1.0,2,2,2,0,0,0.125,300
494,N-525,Standard,False,197.4,1.0,2,2,2,0,0,0.1115,300
495,N-525,Standard,False,293.2,1.0,2,2,2,0,0,0.125,300
496,N-532,Standard,False,87.1,1.0,2,2,2,0,0,0.115,300
497,N-536,Standard,False,68.7,1.0,2,2,2,0,0,0.117,300
498,N-540,Standard,False,461.8,1.0,2,2,2,0,0,0.1315,300
499,N-540,Standard,False,244.5,1.0,2,2,2,0,0,0.1275,300
500,N-540,Standard,False,125.4,1.0,2,2,2,0,0,0.1225,300
501,N-540A,Standard,False,6.0,1.0,2,2,2,0,0,0.1325,300
502,N-541,Standard,False,114.0,1.0,2,2,2,0,0,0.1305,300
503,N-542,Standard,False,761.6,1.0,2,2,2,0,0,0.1355,300
504,N-544,Standard,False,231.4,1.0,2,2,2,0,0,0.1115,300
505,N-547,Standard,False,124.7,1.0,2,2,2,0,0,0.123,300
506,N-550,Standard,False,736.7,1.0,2,2,2,0,0,0.129,300
507,N-550,Standard,False,374.5,1.0,2,2,2,0,0,0.139,300
508,N-550,Standard,False,864.5,1.0,2,2,2,0,0,0.1215,300
509,N-550,Standard,False,437.7,1.0,2,2,2,0,0,0.1255,300
510,N-550,Standard,False,219.8,1.0,2,2,2,0,0,0.128,300
511,N-550,Standard,False,486.1,1.0,2,2,2,0,0,0.1285,300
512,N-550,Standard,False,486.1,1.0,2,2,2,0,0,0.122,300
513,N-550,Standard,False,534.5,1.0,2,2,2,0,0,0.118,300
514,N-550A,Standard,False,364.0,1.0,2,2,2,0,0,0.119,300
515,N-550A,Standard,False,163.6,1.0,2,2,2,0,0,0.141,300
516,N-550R,Standard,False,245.1,1.0,2,2,2,0,0,0.1195,300
517,N-551,Standard,False,205.9,1.0,2,2,2,0,0,0.1245,300
518,N-552,Standard,False,402.6,1.0,2,2,2,0,0,0.1315,300
519,N-554,Standard,False,336.1,1.0,2,2,2,0,0,0.117,300
520,N-555,Standard,False,263.0,1.0,2,2,2,0,0,0.1245,300
521,N-556,Standard,False,352.7,1.0,2,2,2,0,0,0.121,300
522,N-559,Standard,False,24.2,1.0,2,2,2,0,0,0.1305,300
523,N-5A,Standard,False,72.1,1.0,2,2,2,0,0,0.1215,300
524,N-5A,Standard,False,542.1,1.0,2,2,2,0,0,0.126,300
525,N-5A,Standard,False,307.1,1.0,2,2,2,0,0,0.129,300
526,N-6,Standard,False,475.5,1.0,2,2,2,0,0,0.1115,300
527,N-6,Standard,False,239.0,1.0,2,2,2,0,0,0.124,300
528,N-6,Standard,False,2.4,1.0,2,2,2,0,0,0.1265,300
529,N-6,Standard,False,7.0,1.0,2,2,2,0,0,0.133,300
530,N-6,Standard,False,124.3,1.0,2,2,2,0,0,0.126,300
531,N-6,Standard,False,138.5,1.0,2,2,2,0,0,0.1335,300
532,N-6,Standard,False,124.3,1.0,2,2,2,0,0,0.122,300
533,N-6,Standard,False,33.4,1.0,2,2,2,0,0,0.1225,300
534,N-6,Standard,False,49.4,1.0,2,2,2,0,0,0.129,300
535,N-6,Standard,False,70.2,1.0,2,2,2,0,0,0.1435,300
536,N-6,Standard,False,110.0,1.0,2,2,2,0,0,0.1315,300
537,N-6,Standard,False,611.0,1.0,2,2,2,0,0,0.1185,300
538,N-6,Standard,False,871.1,1.0,2,2,2,0,0,0.116,300
539,N-6,Standard,False,470.3,1.0,2,2,2,0,0,0.1345,300
540,N-6,Standard,False,102.2,1.0,2,2,2,0,0,0.1375,300
541,N-620A,Standard,False,846.9,1.0,2,2,2,0,0,0.1235,300
542,N-620A,Standard,False,89.5,1.0,2,2,2,0,0,0.135,300
543,N-621,Standard,False,50.3,1.0,2,2,2,0,0,0.126,300
544,N-621,Standard,False,71.4,1.0,2,2,2,0,0,0.1165,300
545,N-621A,Standard,False,2.1,1.0,2,2,2,0,0,0.1225,300
546,N-622,Standard,False,24.5,1.0,2,2,2,0,0,0.1355,300
547,N-622,Standard,True,24.5,1.0,4,4,4,0,0,0.126,600
548,N-622,Standard,True,24.5,1.0,4,4,4,0,0,0.117,600
549,N-622,Standard,False,24.5,1.0,2,2,2,0,0,0.135,300
550,N-622A,Standard,False,4.8,1.0,2,2,2,0,0,0.1335,300
551,N-623,Standard,False,142.2,1.0,2,2,2,0,0,0.122,300
552,N-623,Standard,True,287.7,1.0,4,4,4,0,0,0.127,600
553,N-623,Standard,False,178.6,1.0,2,2,2,0,0,0.116,300
554,N-623,Standard,False,287.7,1.0,2,2,2,0,0,0.1205,300
555,N-623,Standard,False,396.9,1.0,2,2,2,0,0,0.132,300
556,N-623,Standard,False,816.8,1.0,2,2,2,0,0,0.117,300
557,N-625,Standard,False,74.3,1.0,2,2,2,0,0,0.118,300
558,N-625,Standard,False,81.8,1.0,2,2,2,0,0,0.141,300
559,N-627,Standard,True,110.2,1.0,4,4,4,0,0,0.125,600
560,N-627,Standard,False,110.2,1.0,2,2,2,0,0,0.1245,300
561,N-629,Standard,False,81.1,1.0,2,2,2,0,0,0.1295,300
562,N-632A,Standard,False,6.7,1.0,2,2,2,0,0,0.122,300
563,N-633,Standard,False,578.5,1.0,2,2,2,0,0,0.121,300
564,N-633,Standard,True,578.5,1.0,4,4,4,0,0,0.125,600
565,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.122,300
566,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.1305,300
567,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.1205,300
568,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.121,300
569,N-634,Standard,False,108.1,1.0,2,2,2,0,0,0.129,300
570,N-634,Standard,False,125.9,1.0,2,2,2,0,0,0.116,300
571,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.1355,300
572,N-634,Standard,False,304.9,1.0,2,2,2,0,0,0.131,300
573,N-634,Standard,False,178.9,1.0,2,2,2,0,0,0.129,300
574,N-634,Standard,False,139.4,1.0,2,2,2,0,0,0.1255,300
575,N-634,Standard,False,32.9,1.0,2,2,2,0,0,0.135,300
576,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.1245,300
577,N-634,Standard,False,232.7,1.0,2,2,2,0,0,0.138,300
578,N-634,Standard,False,132.8,1.0,2,2,2,0,0,0.13,300
579,N-634,Standard,False,443.3,1.0,2,2,2,0,0,0.132,300
580,N-634,Standard,False,144.1,1.0,2,2,2,0,0,0.124,300
581,N-634,Standard,False,92.5,1.0,2,2,2,0,0,0.116,300
582,N-634,Standard,False,75.2,1.0,2,2,2,0,0,0.1265,300
583,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.129,300
584,N-634,Standard,False,95.3,1.0,2,2,2,0,0,0.1325,300
585,N-634,Standard,False,194.8,1.0,2,2,2,0,0,0.113,300
586,N-634,Standard,True,136.1,1.0,4,4,4,0,0,0.1235,600
587,N-634,Standard,True,64.3,1.0,4,4,4,0,0,0.1215,600
588,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.1405,300
589,N-634,Standard,False,136.1,1.0,2,2,2,0,0,0.1315,300
590,N-634,Standard,False,159.1,1.0,2,2,2,0,0,0.124,300
591,N-634A,Standard,False,15.3,1.0,2,2,2,0,0,0.115,300
592,N-655,Standard,False,44.1,1.0,2,2,2,0,0,0.114,300
593,N-6A,Standard,False,3.0,1.0,2,2,2,0,0,0.1195,300
594,N-6A,Standard,False,127.2,1.0,2,2,2,0,0,0.125,300
595,N-362,Standard,False,196.8,1.0,2,2,2,0,0,0.119,300
596,N-354,Standard,False,196.8,1.0,2,2,2,0,0,0.116,300
597,N-352,Standard,False,372.0,1.0,2,2,2,0,0,0.121,300
598,N-554R,Standard,False,196.8,1.0,2,2,2,0,0,0.1125,300
599,A-57,Standard,False,196.8,1.0,2,2,2,0,0,0.1415,300
600,A-92M,Standard,True,196.8,1.0,4,4,4,0,0,0.1355,600
601,A-92N,Standard,True,196.8,1.0,4,4,4,0,0,0.135,600
602,A-384,Mediterranean,False,196.8,2.5,2,2,2,0,0,0.1295,300
603,A-384,Mediterranean,True,196.8,2.5,4,4,4,0,0,0.127,600
604,A-381,Mediterranean,True,196.8,2.5,4,4,4,0,0,0.1235,600
605,A-10,Standard,True,196.8,1.0,4,4,4,0,0,0.1225,600
606,AP-15,Standard,True,196.8,1.0,4,4,4,0,0,0.134,600
607,AP-15,Standard,True,196.8,1.0,4,4,4,0,0,0.1285,600
608,AP-15,Standard,False,196.8,1.0,2,2,2,0,0,0.125,300
609,AP-15,Standard,True,196.8,1.0,4,4,4,0,0,0.136,600
610,AP-15-R,Standard,False,196.8,1.0,2,2,2,0,0,0.122,300
611,N-121-A,Standard,True,196.8,1.0,4,4,4,0,0,0.148,600
612,N-121-A,Standard,True,196.8,1.0,4,4,4,0,0,0.133,600
613,N-644,Standard,True,196.8,1.0,4,4,4,0,0,0.1305,600
614,A-66R,Atlantic,False,196.8,1.5,2,2,2,0,0,0.13,300
615,A-66R,Atlantic,False,196.8,1.5,2,2,2,0,0,0.13,300
616,A-66R,Atlantic,False,196.8,1.5,2,2,2,0,0,0.128,300
617,AP-7S,Mediterranean,True,496.1,2.5,4,4,4,0,0,0.1405,600
618,AP-7S,Mediterranean,True,377.8,2.5,4,4,4,0,0,0.1425,600
619,AP-7S,Mediterranean,True,574.9,2.5,4,4,4,0,0,0.11,600
620,AP-7S,Mediterranean,True,496.1,2.5,4,4,4,0,0,0.1175,600
621,AP-7S,Mediterranean,True,496.1,2.5,4,4,4,0,0,0.12,600
622,N-4,Standard,False,49.1,1.0,2,2,2,0,0,0.134,300
623,N-4,Standard,False,43.4,1.0,2,2,2,0,0,0.126,300
624,N-4,Standard,False,196.9,1.0,2,2,2,0,0,0.1235,300
625,N-4,Standard,False,258.4,1.0,2,2,2,0,0,0.138,300
626,N-4,Standard,False,112.7,1.0,2,2,2,0,0,0.1335,300
627,N-4,Standard,False,731.2,1.0,2,2,2,0,0,0.1205,300
628,N-4,Standard,False,360.2,1.0,2,2,2,0,0,0.1135,300
629,N-4,Standard,False,170.3,1.0,2,2,2,0,0,0.1195,300
630,N-4,Standard,False,183.6,1.0,2,2,2,0,0,0.1295,300
631,A-7S,Mediterranean,True,593.8,2.5,4,4,4,0,0,0.129,600
632,A-7S,Mediterranean,True,821.1,2.5,4,5,5,1,0,0.1225,750
633,A-7S,Mediterranean,True,967.6,2.5,4,6,6,2,0,0.124,900
634,A-7S,Mediterranean,True,1475.3,2.5,4,9,10,5,1,0.1375,1350
635,A-7S,Mediterranean,True,1060.4,2.5,4,6,7,2,1,0.125,900
636,A-7S,Mediterranean,True,380.0,2.5,4,4,4,0,0,0.1305,600
637,A-7S,Mediterranean,True,458.7,2.5,4,4,4,0,0,0.1215,600
638,A-7S,Mediterranean,True,1212.5,2.5,4,7,7,3,0,0.117,1050
639,A-7S,Mediterranean,True,601.4,2.5,4,4,4,0,0,0.1275,600
640,A-7S,Mediterranean,True,660.7,2.5,4,4,4,0,0,0.113,600
641,A-7S,Mediterranean,True,562.2,2.5,4,4,4,0,0,0.132,600
642,A-7S,Mediterranean,True,1578.1,2.5,4,9,9,5,0,0.1175,1350
643,A-7S,Mediterranean,True,1212.5,2.5,4,7,7,3,0,0.1215,1050
644,A-7S,Mediterranean,False,1212.5,2.5,3,7,8,4,1,0.1345,1050
645,A-7S,Mediterranean,True,1600.4,2.5,4,9,10,5,1,0.1295,1350
646,A-7S,Mediterranean,False,2407.4,2.5,6,12,12,6,0,0.118,1800
647,A-1,Standard,False,802.6,1.0,2,2,3,0,1,0.1375,300
648,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.116,600
649,A-1,Standard,True,1268.0,1.0,4,4,4,0,0,0.122,600
650,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.125,600
651,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.1155,600
652,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.1265,600
653,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.126,600
654,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.1315,600
655,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.1285,600
656,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.1365,600
657,A-1,Standard,True,802.6,1.0,4,4,4,0,0,0.1425,600
658,A-11,Standard,False,116.7,1.0,2,2,2,0,0,0.1365,300
659,A-11,Standard,False,143.2,1.0,2,2,2,0,0,0.125,300
660,A-11,Standard,False,114.8,1.0,2,2,2,0,0,0.1425,300
661,A-11,Standard,False,97.1,1.0,2,2,2,0,0,0.1255,300
662,A-11,Standard,False,522.9,1.0,2,2,2,0,0,0.125,300
663,A-11,Standard,False,143.2,1.0,2,2,2,0,0,0.1255,300
664,A-11,Standard,True,245.1,1.0,4,4,4,0,0,0.1255,600
665,A-11,Standard,True,169.8,1.0,4,4,4,0,0,0.1145,600
666,A-11R,Standard,False,196.8,1.0,2,2,2,0,0,0.1485,300
667,A-12,Standard,False,372.6,1.0,2,2,2,0,0,0.127,300
668,A-12,Standard,False,372.6,1.0,2,2,2,0,0,0.128,300
669,A-12,Standard,False,372.6,1.0,2,2,2,0,0,0.1275,300
670,A-13,Standard,False,712.0,1.0,2,2,2,0,0,0.1205,300
671,A-14,Standard,False,184.7,1.0,2,2,2,0,0,0.132,300
672,A-14-R2,Standard,False,196.8,1.0,2,2,2,0,0,0.115,300
673,A-15,Standard,True,171.1,1.0,4,4,4,0,0,0.117,600
674,A-15,Standard,True,171.1,1.0,4,4,4,0,0,0.1305,600
675,A-15,Standard,True,171.1,1.0,4,4,4,0,0,0.139,600
676,A-15,Standard,False,171.1,1.0,2,2,2,0,0,0.1255,300
677,A-15,Standard,True,115.6,1.0,4,4,4,0,0,0.128,600
678,A-15,Standard,True,218.2,1.0,4,4,4,0,0,0.122,600
679,A-15,Standard,False,171.1,1.0,2,2,2,0,0,0.1135,300
680,A-15,Standard,True,171.1,1.0,4,4,4,0,0,0.113,600
681,A-15,Standard,True,171.1,1.0,4,4,4,0,0,0.135,600
682,A-15,Standard,False,171.1,1.0,2,2,2,0,0,0.131,300
683,A-1A,Standard,False,128.3,1.0,2,2,2,0,0,0.1295,300
684,A-2,Standard,False,1858.6,1.0,5,5,5,0,0,0.1185,750
685,A-2,Standard,True,2037.8,1.0,5,5,6,0,1,0.1405,750
686,A-2,Standard,True,737.3,1.0,4,4,4,0,0,0.115,600
687,A-2,Standard,True,595.3,1.0,4,4,4,0,0,0.1235,600
688,A-2,Standard,True,476.1,1.0,4,4,4,0,0,0.125,600
689,A-2,Standard,True,771.6,1.0,4,4,4,0,0,0.116,600
690,A-2,Standard,True,2054.9,1.0,5,5,5,0,0,0.127,750
691,A-2,Standard,True,2301.4,1.0,6,6,6,0,0,0.13,900
692,A-2,Standard,True,2859.5,1.0,7,7,7,0,0,0.1145,1050
693,A-2,Standard,True,2245.2,1.0,5,5,6,0,1,0.135,750
694,A-2,Standard,True,1405.1,1.0,4,4,4,0,0,0.1315,600
695,A-2,Standard,False,405.3,1.0,2,2,2,0,0,0.1115,300
696,A-2,Standard,True,565.1,1.0,4,4,4,0,0,0.116,600
697,A-2,Standard,True,1008.4,1.0,4,4,4,0,0,0.127,600
698,A-2,Standard,True,1097.6,1.0,4,4,4,0,0,0.126,600
699,A-2,Standard,True,1051.3,1.0,4,4,4,0,0,0.1165,600
700,A-2,Standard,True,3810.1,1.0,9,9,10,0,1,0.129,1350
701,A-2,Standard,True,4754.1,1.0,11,11,11,0,0,0.117,1650
702,A-2,Standard,False,693.8,1.0,2,2,2,0,0,0.1225,300
703,A-2,Standard,False,398.6,1.0,2,2,2,0,0,0.1355,300
704,A-21,Standard,True,112.8,1.0,4,4,4,0,0,0.123,600
705,A-21,Standard,True,112.8,1.0,4,4,4,0,0,0.123,600
706,A-21,Standard,True,115.5,1.0,4,4,4,0,0,0.1355,600
707,A-21,Standard,False,112.8,1.0,2,2,2,0,0,0.12,300
708,A-21,Standard,False,112.8,1.0,2,2,2,0,0,0.117,300
709,A-21,Standard,True,99.1,1.0,4,4,4,0,0,0.127,600
710,A-21,Standard,False,112.8,1.0,2,2,2,0,0,0.1245,300
711,A-21,Standard,True,112.0,1.0,4,4,4,0,0,0.1225,600
712,A-21,Standard,True,113.7,1.0,4,4,4,0,0,0.1285,600
713,A-22,Standard,True,346.7,1.0,4,4,4,0,0,0.1205,600
714,A-22,Standard,True,323.4,1.0,4,4,4,0,0,0.1255,600
715,A-22,Standard,True,323.4,1.0,4,4,4,0,0,0.129,600
716,A-22,Standard,True,300.0,1.0,4,4,4,0,0,0.122,600
717,A-22,Standard,True,323.4,1.0,4,4,4,0,0,0.1235,600
718,A-22,Standard,False,323.4,1.0,2,2,2,0,0,0.128,300
719,A-22-R1,Standard,False,120.8,1.0,2,2,2,0,0,0.138,300
720,A-22-R2,Standard,False,62.7,1.0,2,2,2,0,0,0.128,300
721,A-30,Mediterranean,True,4043.9,2.5,9,12,12,3,0,0.1285,1800
722,A-30,Mediterranean,True,1855.2,2.5,5,11,12,6,1,0.1315,1650
723,A-30,Mediterranean,True,2104.8,2.5,5,12,12,7,0,0.1355,1800
724,A-31,Mediterranean,True,393.2,2.5,4,4,4,0,0,0.112,600
725,A-31,Mediterranean,True,854.5,2.5,4,5,5,1,0,0.117,750
726,A-31,Mediterranean,True,1123.4,2.5,4,7,6,3,-1,0.1115,1050
727,A-31,Mediterranean,True,531.6,2.5,4,4,4,0,0,0.1375,600
728,A-31,Mediterranean,True,1165.0,2.5,4,7,7,3,0,0.116,1050
