segment_id,route_segment,daily_bev_traffic_2027,n_chargers_needed,seasonal_multiplier,is_tent,tent_tier,imd_total,length_km
404,N-347AL,178.1,4,1.0,True,comprehensive,5194.5,3.949742431640625
405,N-347GR,296.2,2,1.0,False,none,8640.0,0.841995361328125
406,N-349,448.8,4,1.0,True,comprehensive,13089.5,3.9575673828125
407,N-350,598.0,2,1.0,False,none,17440.8,2.131406005859375
408,N-351,196.8,2,1.0,False,none,5740.9,1.399834716796875
409,N-351,196.8,2,1.0,False,none,5740.9,2.8215859375
410,N-357,303.3,2,1.0,False,none,8845.2,0.02258563995361328
411,N-357,303.3,4,1.0,True,core,8845.2,0.22597711181640626
412,N-357,303.3,4,1.0,True,core,8845.2,1.288369140625
413,N-400,224.8,2,1.0,False,none,6557.6,30.330546875
414,N-400,109.4,2,1.0,False,none,3191.2,1.4936673583984375
415,N-400,24.0,2,1.0,False,none,700.2,2.55894873046875
416,N-400,24.0,2,1.0,False,none,700.2,2.2030146484375
417,N-400,19.0,2,1.0,False,none,553.3,32.299177734375
418,N-400,11.4,2,1.0,False,none,332.4,24.667953125
419,N-400,24.0,2,1.0,False,none,700.2,48.91226953125
420,N-400A,2.3,2,1.0,False,none,67.8,3.595872802734375
421,N-401,176.8,2,1.0,False,none,5156.4,105.8316796875
422,N-401A,75.8,2,1.0,False,none,2211.5,0.23570590209960937
423,N-401A,49.6,2,1.0,False,none,1446.2,0.31794345092773435
424,N-401A,161.4,2,1.0,False,none,4708.8,3.53327685546875
425,N-401A,75.8,2,1.0,False,none,2211.5,2.39438134765625
426,N-401A,75.8,2,1.0,False,none,2211.5,3.919637451171875
427,N-403,17.7,2,1.0,False,none,515.8,20.380564453125
428,N-403,129.1,2,1.0,False,none,3765.1,97.185
429,N-403,211.3,2,1.0,False,none,6163.2,3.416574951171875
430,N-403,102.6,2,1.0,False,none,2993.8,37.2830078125
431,N-403A,15.1,2,1.0,False,none,440.2,0.5668484497070313
432,N-403A,71.1,2,1.0,False,none,2075.0,0.22468075561523437
433,N-403A,48.9,2,1.0,False,none,1425.5,0.5933668212890625
434,N-403A,85.3,2,1.0,False,none,2487.2,1.8764141845703124
435,N-430A,5.8,2,1.0,False,none,169.2,1.847043212890625
436,N-430A,15.5,2,1.0,False,none,452.5,2.3545263671875
437,N-432A,5.4,2,1.0,False,none,158.5,7.6524208984375
438,N-432A,1.1,2,1.0,False,none,31.5,2.0254385986328125
439,N-432A,3.1,2,1.0,False,none,89.0,2.098286376953125
440,N-432A,2.0,2,1.0,False,none,59.2,17.71678125
441,N-432A,17.1,2,1.0,False,none,498.3,1.1327822265625
442,N-432A,2.8,2,1.0,False,none,80.5,2.366310546875
443,N-432A,0.6,2,1.0,False,none,18.0,3.58345849609375
444,N-432A,2.2,2,1.0,False,none,64.2,10.9554482421875
445,N-432A,18.5,2,1.0,False,none,539.2,1.95226025390625
446,N-432A,7.2,2,1.0,False,none,209.2,7.8124130859375
447,N-432A,52.2,2,1.0,False,none,1523.8,3.739539306640625
448,N-432A,112.7,2,1.0,False,none,3287.0,3.619958984375
449,N-432A,17.1,2,1.0,False,none,498.3,2.401915283203125
450,N-432A,17.1,2,1.0,False,none,498.3,1.1725472412109375
451,N-432A,16.9,2,1.0,False,none,491.7,0.9649974975585938
452,N-432A,76.5,2,1.0,False,none,2230.8,12.118953125
453,N-432A,17.3,2,1.0,False,none,505.0,0.9256297607421875
454,N-432A,6.6,2,1.0,False,none,193.7,0.6095696411132813
455,N-432A,17.1,2,1.0,False,none,498.3,6.21287451171875
456,N-432R,67.0,2,1.0,False,none,1953.8,2.083029052734375
457,N-433,108.2,2,1.0,False,none,3155.6,0.307425537109375
458,N-433,146.9,4,1.0,True,comprehensive,4284.3,67.7139296875
459,N-433,69.5,4,1.0,True,comprehensive,2027.0,51.98597265625
460,N-435,119.6,2,1.0,False,none,3488.0,197.626859375
461,N-435A,15.3,2,1.0,False,none,446.6,0.736339111328125
462,N-5,239.8,2,1.0,False,none,6992.8,2.28121484375
463,N-5,11.5,2,1.0,False,none,334.8,0.7266937866210937
464,N-5,133.3,4,1.0,True,comprehensive,3888.0,14.9811630859375
465,N-5,60.1,2,1.0,False,none,1752.2,0.3277362060546875
466,N-5,24.3,2,1.0,False,none,707.8,0.48763873291015625
467,N-501,228.9,2,1.0,False,none,6677.3,0.8474972534179688
468,N-501,27.5,2,1.0,False,none,802.6,75.897234375
469,N-501,123.9,4,1.0,True,comprehensive,3615.0,4.22258544921875
470,N-501,123.9,2,1.0,False,none,3615.0,7.75220703125
471,N-501A,22.4,2,1.0,False,none,653.8,0.43196807861328124
472,N-502,78.3,2,1.0,False,none,2284.3,232.827171875
473,N-502,68.5,2,1.0,False,none,1998.0,0.40738397216796873
474,N-502,58.7,2,1.0,False,none,1711.7,128.8156796875
475,N-502A,18.0,2,1.0,False,none,526.2,4.299388671875
476,N-502A,18.0,2,1.0,False,none,526.2,0.7367967529296875
477,N-502A,18.0,2,1.0,False,none,526.2,2.044965087890625
478,N-502A,257.3,2,1.0,False,none,7505.2,1.4118052978515625
479,N-502A,18.0,2,1.0,False,none,526.2,1.323564697265625
480,N-502A,26.1,2,1.0,False,none,762.5,1.093318115234375
481,N-502A,18.0,2,1.0,False,none,526.2,1.413352783203125
482,N-502A,1.1,2,1.0,False,none,30.8,1.66474609375
483,N-502A,1.4,2,1.0,False,none,40.5,6.21918603515625
484,N-521,42.9,2,1.0,False,none,1250.2,40.65923828125
485,N-521,292.2,2,1.0,False,none,8523.1,5.59006640625
486,N-521,183.4,2,1.0,False,none,5347.9,1.41006103515625
487,N-521,440.0,2,1.0,False,none,12834.5,2.610761474609375
488,N-521,74.5,2,1.0,False,none,2172.6,97.663375
489,N-523,121.5,2,1.0,False,none,3544.9,78.9338828125
490,N-523,277.3,2,1.0,False,none,8087.3,4.079096435546875
491,N-525,65.2,2,1.0,False,none,1901.8,105.5331875
492,N-525,30.6,2,1.0,False,none,892.9,53.74943359375
493,N-525,135.2,2,1.0,False,none,3943.6,49.05976171875
494,N-525,197.4,2,1.0,False,none,5757.5,47.0459140625
495,N-525,293.2,2,1.0,False,none,8550.2,47.3892578125
496,N-532,87.1,2,1.0,False,none,2540.0,11.9823583984375
497,N-536,68.7,2,1.0,False,none,2005.1,49.8923125
498,N-540,461.8,2,1.0,False,none,13468.0,3.26739794921875
499,N-540,244.5,2,1.0,False,none,7132.2,0.5461936645507812
500,N-540,125.4,2,1.0,False,none,3656.5,76.5470234375
501,N-540A,6.0,2,1.0,False,none,175.2,0.987978759765625
502,N-541,114.0,2,1.0,False,none,3324.3,78.4216015625
503,N-542,761.6,2,1.0,False,none,22214.0,0.75361083984375
504,N-544,231.4,2,1.0,False,none,6750.0,1.822380615234375
505,N-547,124.7,2,1.0,False,none,3638.0,68.6582890625
506,N-550,736.7,2,1.0,False,none,21488.2,0.5259779663085937
507,N-550,374.5,2,1.0,False,none,10921.5,47.8192421875
508,N-550,864.5,2,1.0,False,none,25214.0,1.5420101318359376
509,N-550,437.7,2,1.0,False,none,12766.1,22.118251953125
510,N-550,219.8,2,1.0,False,none,6411.2,27.885609375
511,N-550,486.1,2,1.0,False,none,14178.3,0.009291192054748536
512,N-550,486.1,2,1.0,False,none,14178.3,0.0585030632019043
513,N-550,534.5,2,1.0,False,none,15590.5,31.171525390625
514,N-550A,364.0,2,1.0,False,none,10617.8,2.825370849609375
515,N-550A,163.6,2,1.0,False,none,4770.8,4.26552783203125
516,N-550R,245.1,2,1.0,False,none,7148.8,1.4830965576171875
517,N-551,205.9,2,1.0,False,none,6004.4,1.2553282470703124
518,N-552,402.6,2,1.0,False,none,11743.4,10.0950234375
519,N-554,336.1,2,1.0,False,none,9803.1,10.2755693359375
520,N-555,263.0,2,1.0,False,none,7669.8,6.91899169921875
521,N-556,352.7,2,1.0,False,none,10286.8,0.9473858642578125
522,N-559,24.2,2,1.0,False,none,707.2,5.403052734375
523,N-5A,72.1,2,1.0,False,none,2101.5,1.0154485473632813
524,N-5A,542.1,2,1.0,False,none,15810.2,1.72789697265625
525,N-5A,307.1,2,1.0,False,none,8955.9,1.076747314453125
526,N-6,475.5,2,1.0,False,none,13867.5,5.14133642578125
527,N-6,239.0,2,1.0,False,none,6970.4,61.38239453125
528,N-6,2.4,2,1.0,False,none,69.0,1.1930269775390625
529,N-6,7.0,2,1.0,False,none,204.2,2.769941162109375
530,N-6,124.3,2,1.0,False,none,3624.6,2.196357177734375
531,N-6,138.5,2,1.0,False,none,4039.8,1.804341796875
532,N-6,124.3,2,1.0,False,none,3624.6,0.72643115234375
533,N-6,33.4,2,1.0,False,none,975.5,33.2168359375
534,N-6,49.4,2,1.0,False,none,1440.1,17.832421875
535,N-6,70.2,2,1.0,False,none,2046.5,42.92350390625
536,N-6,110.0,2,1.0,False,none,3209.4,117.3136015625
537,N-6,611.0,2,1.0,False,none,17821.5,2.001601806640625
538,N-6,871.1,2,1.0,False,none,25406.5,3.412900390625
539,N-6,470.3,2,1.0,False,none,13716.0,2.335820068359375
540,N-6,102.2,2,1.0,False,none,2980.7,67.35078125
541,N-620A,846.9,2,1.0,False,none,24700.0,0.780439697265625
542,N-620A,89.5,2,1.0,False,none,2609.2,2.885852294921875
543,N-621,50.3,2,1.0,False,none,1468.5,16.8685703125
544,N-621,71.4,2,1.0,False,none,2083.3,129.2305078125
545,N-621A,2.1,2,1.0,False,none,60.0,3.714134521484375
546,N-622,24.5,2,1.0,False,none,714.1,0.07625709533691406
547,N-622,24.5,4,1.0,True,core,714.1,3.0494736328125
548,N-622,24.5,4,1.0,True,comprehensive,714.1,16.211564453125
549,N-622,24.5,2,1.0,False,none,714.1,41.23106640625
550,N-622A,4.8,2,1.0,False,none,139.5,1.9064171142578126
551,N-623,142.2,2,1.0,False,none,4146.2,9.4835576171875
552,N-623,287.7,4,1.0,True,comprehensive,8391.8,4.080627197265625
553,N-623,178.6,2,1.0,False,none,5208.1,127.825828125
554,N-623,287.7,2,1.0,False,none,8391.8,1.89482470703125
555,N-623,396.9,2,1.0,False,none,11575.5,0.9314176635742187
556,N-623,816.8,2,1.0,False,none,23822.2,0.7958796997070312
557,N-625,74.3,2,1.0,False,none,2166.1,44.09548828125
558,N-625,81.8,2,1.0,False,none,2387.0,70.9696015625
559,N-627,110.2,4,1.0,True,comprehensive,3213.5,57.62592578125
560,N-627,110.2,2,1.0,False,none,3213.5,2.33773583984375
561,N-629,81.1,2,1.0,False,none,2365.0,60.74490625
562,N-632A,6.7,2,1.0,False,none,196.8,2.1086201171875
563,N-633,578.5,2,1.0,False,none,16872.8,2.31986474609375
564,N-633,578.5,4,1.0,True,core,16872.8,5.64152490234375
565,N-634,136.1,2,1.0,False,none,3969.9,66.727859375
566,N-634,136.1,2,1.0,False,none,3969.9,41.37290234375
567,N-634,136.1,2,1.0,False,none,3969.9,9.499384765625
568,N-634,136.1,2,1.0,False,none,3969.9,6.09544775390625
569,N-634,108.1,2,1.0,False,none,3154.0,14.1333232421875
570,N-634,125.9,2,1.0,False,none,3672.8,2.318803955078125
571,N-634,136.1,2,1.0,False,none,3969.9,0.19992529296875
572,N-634,304.9,2,1.0,False,none,8893.8,24.866388671875
573,N-634,178.9,2,1.0,False,none,5218.2,0.7417891235351562
574,N-634,139.4,2,1.0,False,none,4065.7,43.4635859375
575,N-634,32.9,2,1.0,False,none,959.5,20.787669921875
576,N-634,136.1,2,1.0,False,none,3969.9,1.44519287109375
577,N-634,232.7,2,1.0,False,none,6788.4,54.619828125
578,N-634,132.8,2,1.0,False,none,3874.0,5.01828271484375
579,N-634,443.3,2,1.0,False,none,12930.5,10.8365654296875
580,N-634,144.1,2,1.0,False,none,4203.1,40.658765625
581,N-634,92.5,2,1.0,False,none,2697.8,6.5920986328125
582,N-634,75.2,2,1.0,False,none,2194.8,52.580515625
583,N-634,136.1,2,1.0,False,none,3969.9,5.8604345703125
584,N-634,95.3,2,1.0,False,none,2780.1,17.6416796875
585,N-634,194.8,2,1.0,False,none,5682.0,15.201072265625
586,N-634,136.1,4,1.0,True,comprehensive,3969.9,0.692377685546875
587,N-634,64.3,4,1.0,True,comprehensive,1876.8,69.6197890625
588,N-634,136.1,2,1.0,False,none,3969.9,1.0051134033203124
589,N-634,136.1,2,1.0,False,none,3969.9,8.572998046875
590,N-634,159.1,2,1.0,False,none,4640.8,42.852890625
591,N-634A,15.3,2,1.0,False,none,445.2,13.21705859375
592,N-655,44.1,2,1.0,False,none,1285.2,13.70348828125
593,N-6A,3.0,2,1.0,False,none,88.7,7.37156005859375
594,N-6A,127.2,2,1.0,False,none,3710.5,6.01144091796875
595,N-362,196.8,2,1.0,False,none,5740.9,8.5402587890625
596,N-354,196.8,2,1.0,False,none,5740.9,4.48536865234375
597,N-352,372.0,2,1.0,False,none,10850.0,3.528474609375
598,N-554R,196.8,2,1.0,False,none,5740.9,2.102827392578125
599,A-57,196.8,2,1.0,False,none,5740.9,5.7384130859375
600,A-92M,196.8,4,1.0,True,comprehensive,5740.9,26.11094921875
601,A-92N,196.8,4,1.0,True,comprehensive,5740.9,119.0576640625
602,A-384,196.8,2,2.5,False,none,5740.9,0.0038071789741516114
603,A-384,196.8,4,2.5,True,core,5740.9,10.515126953125
604,A-381,196.8,4,2.5,True,core,5740.9,88.4580859375
605,A-10,196.8,4,1.0,True,comprehensive,5740.9,30.34862109375
606,AP-15,196.8,4,1.0,True,comprehensive,5740.9,81.3079453125
607,AP-15,196.8,4,1.0,True,comprehensive,5740.9,1.4967728271484375
608,AP-15,196.8,2,1.0,False,none,5740.9,0.8619199829101563
609,AP-15,196.8,4,1.0,True,comprehensive,5740.9,15.7174921875
610,AP-15-R,196.8,2,1.0,False,none,5740.9,6.52292431640625
611,N-121-A,196.8,4,1.0,True,comprehensive,5740.9,62.7926875
612,N-121-A,196.8,4,1.0,True,comprehensive,5740.9,6.571908203125
613,N-644,196.8,4,1.0,True,core,5740.9,2.875853515625
614,A-66R,196.8,2,1.5,False,none,5740.9,1.1187625732421875
615,A-66R,196.8,2,1.5,False,none,5740.9,0.916190673828125
616,A-66R,196.8,2,1.5,False,none,5740.9,1.6331815185546874
617,AP-7S,496.1,4,2.5,True,comprehensive,14470.0,22.078044921875
618,AP-7S,377.8,4,2.5,True,comprehensive,11020.1,24.146013671875
619,AP-7S,574.9,4,2.5,True,comprehensive,16767.8,28.323853515625
620,AP-7S,496.1,4,2.5,True,comprehensive,14470.0,11.4924912109375
621,AP-7S,496.1,4,2.5,True,comprehensive,14470.0,4.0218232421875
622,N-4,49.1,2,1.0,False,none,1433.5,4.86884228515625
623,N-4,43.4,2,1.0,False,none,1266.5,2.138747802734375
624,N-4,196.9,2,1.0,False,none,5743.5,8.6865966796875
625,N-4,258.4,2,1.0,False,none,7537.8,12.810962890625
626,N-4,112.7,2,1.0,False,none,3287.0,5.8060126953125
627,N-4,731.2,2,1.0,False,none,21327.8,2.853867431640625
628,N-4,360.2,2,1.0,False,none,10506.5,1.799578369140625
629,N-4,170.3,2,1.0,False,none,4965.6,62.7812890625
630,N-4,183.6,2,1.0,False,none,5354.6,1.3246302490234374
631,A-7S,593.8,4,2.5,True,core,17319.2,71.159625
632,A-7S,821.1,5,2.5,True,core,23949.7,37.54093359375
633,A-7S,967.6,6,2.5,True,core,28222.0,3.5044892578125
634,A-7S,1475.3,9,2.5,True,core,43031.0,11.926494140625
635,A-7S,1060.4,6,2.5,True,core,30927.6,64.77904296875
636,A-7S,380.0,4,2.5,True,core,11082.0,13.6765732421875
637,A-7S,458.7,4,2.5,True,core,13380.0,4.5889814453125
638,A-7S,1212.5,7,2.5,True,core,35364.8,0.005550561904907226
639,A-7S,601.4,4,2.5,True,core,17540.3,23.14800390625
640,A-7S,660.7,4,2.5,True,core,19271.0,3.506138671875
641,A-7S,562.2,4,2.5,True,core,16396.5,10.1606005859375
642,A-7S,1578.1,9,2.5,True,core,46028.1,76.0178046875
643,A-7S,1212.5,7,2.5,True,core,35364.8,1.4748140869140625
644,A-7S,1212.5,7,2.5,False,none,35364.8,0.0042256050109863285
645,A-7S,1600.4,9,2.5,True,comprehensive,46679.2,21.470322265625
646,A-7S,2407.4,12,2.5,False,none,70217.2,31.492564453125
647,A-1,802.6,2,1.0,False,none,23408.9,4.8708427734375
648,A-1,802.6,4,1.0,True,core,23408.9,2.912593017578125
649,A-1,1268.0,4,1.0,True,core,36984.0,7.12384814453125
650,A-1,802.6,4,1.0,True,core,23408.9,0.2339461669921875
651,A-1,802.6,4,1.0,True,core,23408.9,15.775662109375
652,A-1,802.6,4,1.0,True,comprehensive,23408.9,39.32599609375
653,A-1,802.6,4,1.0,True,comprehensive,23408.9,0.028633132934570312
654,A-1,802.6,4,1.0,True,comprehensive,23408.9,5.14727392578125
655,A-1,802.6,4,1.0,True,comprehensive,23408.9,8.709119140625
656,A-1,802.6,4,1.0,True,comprehensive,23408.9,40.23769140625
657,A-1,802.6,4,1.0,True,comprehensive,23408.9,9.6258798828125
658,A-11,116.7,2,1.0,False,none,3403.1,40.39901953125
659,A-11,143.2,2,1.0,False,none,4177.6,9.1805146484375
660,A-11,114.8,2,1.0,False,none,3348.7,12.6485751953125
661,A-11,97.1,2,1.0,False,none,2833.0,14.084986328125
662,A-11,522.9,2,1.0,False,none,15251.1,14.4275146484375
663,A-11,143.2,2,1.0,False,none,4177.6,0.2253760223388672
664,A-11,245.1,4,1.0,True,comprehensive,7149.7,61.40194921875
665,A-11,169.8,4,1.0,True,comprehensive,4952.1,7.08333837890625
666,A-11R,196.8,2,1.0,False,none,5740.9,1.354753662109375
667,A-12,372.6,2,1.0,False,none,10868.0,73.7280546875
668,A-12,372.6,2,1.0,False,none,10868.0,0.7167020263671875
669,A-12,372.6,2,1.0,False,none,10868.0,38.56927734375
670,A-13,712.0,2,1.0,False,none,20765.3,4.16922119140625
671,A-14,184.7,2,1.0,False,none,5386.5,16.5628515625
672,A-14-R2,196.8,2,1.0,False,none,5740.9,2.8563349609375
673,A-15,171.1,4,1.0,True,comprehensive,4990.2,43.44493359375
674,A-15,171.1,4,1.0,True,comprehensive,4989.2,20.068185546875
675,A-15,171.1,4,1.0,True,comprehensive,4989.8,12.7287177734375
676,A-15,171.1,2,1.0,False,none,4989.8,0.005155639171600342
677,A-15,115.6,4,1.0,True,comprehensive,3370.5,2.52609228515625
678,A-15,218.2,4,1.0,True,comprehensive,6364.2,6.4640458984375
679,A-15,171.1,2,1.0,False,none,4989.8,0.0076058034896850585
680,A-15,171.1,4,1.0,True,comprehensive,4989.8,27.866466796875
681,A-15,171.1,4,1.0,True,comprehensive,4989.8,16.423330078125
682,A-15,171.1,2,1.0,False,none,4989.8,10.92381640625
683,A-1A,128.3,2,1.0,False,none,3740.8,6.82388232421875
684,A-2,1858.6,5,1.0,False,none,54210.1,3.420370361328125
685,A-2,2037.8,5,1.0,True,core,59436.6,52.35098046875
686,A-2,737.3,4,1.0,True,core,21504.5,72.53765625
687,A-2,595.3,4,1.0,True,core,17361.8,15.9282373046875
688,A-2,476.1,4,1.0,True,core,13886.3,76.88228125
689,A-2,771.6,4,1.0,True,core,22505.7,74.9274609375
690,A-2,2054.9,5,1.0,True,core,59934.0,2.8497998046875
691,A-2,2301.4,6,1.0,True,core,67125.4,2.05462939453125
692,A-2,2859.5,7,1.0,True,core,83402.0,4.47434619140625
693,A-2,2245.2,5,1.0,True,core,65486.2,3.594373046875
694,A-2,1405.1,4,1.0,True,core,40983.2,13.9972861328125
695,A-2,405.3,2,1.0,False,none,11821.7,14.9696376953125
696,A-2,565.1,4,1.0,True,core,16482.0,15.2158974609375
697,A-2,1008.4,4,1.0,True,core,29412.5,4.074247802734375
698,A-2,1097.6,4,1.0,True,core,32014.7,60.72746875
699,A-2,1051.3,4,1.0,True,core,30662.4,63.43140234375
700,A-2,3810.1,9,1.0,True,core,111128.1,19.53921484375
701,A-2,4754.1,11,1.0,True,core,138660.0,6.23232568359375
702,A-2,693.8,2,1.0,False,none,20236.5,16.2970615234375
703,A-2,398.6,2,1.0,False,none,11624.8,3.2729208984375
704,A-21,112.8,4,1.0,True,comprehensive,3290.9,45.2837890625
705,A-21,112.8,4,1.0,True,comprehensive,3290.9,0.00010323495417833328
706,A-21,115.5,4,1.0,True,comprehensive,3368.5,3.65678125
707,A-21,112.8,2,1.0,False,none,3290.9,0.0007712641954421997
708,A-21,112.8,2,1.0,False,none,3290.9,7.04736865234375
709,A-21,99.1,4,1.0,True,comprehensive,2890.2,10.43146484375
710,A-21,112.8,2,1.0,False,none,3290.9,0.003323352336883545
711,A-21,112.0,4,1.0,True,comprehensive,3266.2,5.834115234375
712,A-21,113.7,4,1.0,True,comprehensive,3315.5,9.361345703125
713,A-22,346.7,4,1.0,True,comprehensive,10113.4,17.7961875
714,A-22,323.4,4,1.0,True,comprehensive,9431.2,0.0030017821788787843
715,A-22,323.4,4,1.0,True,comprehensive,9431.2,1.3025067138671875
716,A-22,300.0,4,1.0,True,comprehensive,8749.1,74.9848671875
717,A-22,323.4,4,1.0,True,comprehensive,9431.2,0.2523630065917969
718,A-22,323.4,2,1.0,False,none,9431.2,13.221287109375
719,A-22-R1,120.8,2,1.0,False,none,3522.0,1.3742606201171874
720,A-22-R2,62.7,2,1.0,False,none,1828.8,1.4033453369140625
721,A-30,4043.9,12,2.5,True,core,117948.0,2.7054130859375
722,A-30,1855.2,11,2.5,True,core,54109.7,0.0019712674617767332
723,A-30,2104.8,12,2.5,True,core,61389.3,54.55346875
724,A-31,393.2,4,2.5,True,comprehensive,11469.6,32.47934375
725,A-31,854.5,5,2.5,True,comprehensive,24921.8,41.3399609375
726,A-31,1123.4,7,2.5,True,comprehensive,32766.9,6.268228515625
727,A-31,531.6,4,2.5,True,comprehensive,15506.1,76.418421875
728,A-31,1165.0,7,2.5,True,comprehensive,33979.0,68.5269453125
729,A-31,1142.8,7,2.5,True,comprehensive,33333.1,10.9459169921875
730,A-31,1451.3,9,2.5,True,comprehensive,42328.8,4.09657373046875
731,A-32,298.5,4,2.5,True,comprehensive,8706.4,47.08284765625
732,A-32,159.4,4,2.5,True,comprehensive,4648.0,31.728974609375
733,A-32,63.5,4,2.5,True,comprehensive,1852.2,10.4430166015625
734,A-33,311.8,2,2.5,False,none,9095.3,92.10225
735,A-35,670.5,4,2.5,False,none,19555.5,0.42142681884765626
736,A-35,670.5,4,2.5,True,comprehensive,19555.5,44.30251171875
737,A-35,670.5,4,2.5,False,none,19555.5,0.7537495727539063
738,A-38,687.0,4,2.5,False,none,20037.0,24.330908203125
739,A-38,886.5,5,2.5,False,none,25856.0,2.9679150390625
740,A-4,4358.1,10,1.0,False,none,127110.0,3.743321533203125
741,A-4,3814.7,9,1.0,True,core,111263.3,38.6794765625
742,A-4,1232.9,4,1.0,True,core,35958.8,21.157470703125
743,A-4,846.9,4,1.0,True,core,24701.1,54.80683203125
744,A-4,692.6,4,1.0,True,core,20200.1,49.48398828125
745,A-4,717.4,4,1.0,True,core,20924.0,116.5915
746,A-4,767.0,4,1.0,True,core,22371.6,107.8256171875
747,A-4,909.2,4,1.0,True,core,26517.0,127.2929921875
748,A-4,1546.2,4,1.0,True,core,45096.9,13.613447265625
749,A-4,1308.5,4,1.0,True,core,38164.0,0.204410400390625
750,A-4,909.2,3,1.0,False,none,26517.0,0.30657489013671874
751,A-4,420.5,2,1.0,False,none,12264.5,7.67526318359375
752,A-4,909.2,3,1.0,False,none,26517.0,0.489032958984375
753,A-4,339.1,4,1.0,True,comprehensive,9891.0,3.12467724609375
754,A-4,1181.3,4,1.0,True,comprehensive,34453.6,38.39604296875
755,A-40,401.0,2,1.0,False,none,11695.0,28.5026875
756,A-40,112.9,2,1.0,False,none,3292.8,22.121396484375
757,A-40,150.3,2,1.0,False,none,4385.1,49.3524453125
758,A-40,177.4,2,1.0,False,none,5172.8,80.025765625
759,A-41,319.3,2,1.0,False,none,9313.8,2.48184912109375
760,A-41,319.3,4,1.0,True,comprehensive,9313.8,34.41980078125
761,A-42,2465.4,6,1.0,False,none,71908.9,73.1348203125
762,A-43,352.2,4,1.0,True,comprehensive,10272.2,50.4732578125
763,A-43,318.2,4,1.0,True,comprehensive,9281.6,40.01759375
764,A-43,349.9,4,1.0,True,comprehensive,10205.1,55.28315625
765,A-43,247.2,4,1.0,True,comprehensive,7208.8,28.35954296875
766,A-44,675.6,4,1.0,True,comprehensive,19705.5,4.4516796875
767,A-44,751.0,4,1.0,True,comprehensive,21904.2,33.66700390625
768,A-44,747.0,4,1.0,True,comprehensive,21788.4,78.22825
769,A-44,420.4,2,1.0,False,none,12262.2,26.31034375
770,A-44,747.0,2,1.0,False,none,21788.4,0.0012124370336532592
771,A-44,920.0,4,1.0,True,comprehensive,26831.9,41.7912421875
772,A-45,549.7,4,1.0,True,comprehensive,16033.5,98.6178671875
773,A-45,875.2,4,1.0,True,core,25527.6,15.6523037109375
774,A-45,1223.2,4,1.0,True,core,35677.0,27.972115234375
775,A-45,875.2,4,1.0,True,core,25527.6,0.050057727813720705
776,A-45,875.2,2,1.0,False,none,25527.6,0.40028167724609376
777,A-48,1087.2,3,1.0,False,none,31709.3,37.084109375
778,A-49,1789.0,4,1.0,True,core,52178.6,87.7665
779,A-49,487.4,4,1.0,True,comprehensive,14215.0,45.13773828125
780,A-4A,57.3,2,1.0,False,none,1672.5,3.112847900390625
781,A-4R1,196.8,2,1.0,False,none,5740.9,1.578
782,A-4R2,196.8,2,1.0,False,none,5740.9,1.47312939453125
783,A-5,680.9,2,1.0,False,none,19860.8,0.3149512023925781
784,A-5,2044.0,5,1.0,True,core,59617.8,5.996076171875
785,A-5,2410.5,6,1.0,True,core,70306.5,18.6887421875
786,A-5,1212.7,4,1.0,True,core,35369.1,40.59020703125
787,A-5,781.1,4,1.0,True,core,22782.4,112.9200625
788,A-5,430.7,4,1.0,True,core,12560.8,57.2417578125
789,A-5,333.4,4,1.0,True,core,9724.4,66.712875
790,A-5,553.0,4,1.0,True,core,16128.3,23.75162890625
791,A-5,787.0,4,1.0,True,core,22955.5,4.13739013671875
792,A-5,605.5,4,1.0,True,core,17659.6,37.38540625
793,A-5,680.9,4,1.0,True,core,19860.8,14.6228984375
794,A-5,390.4,4,1.0,True,core,11387.5,13.400302734375
795,A-5,680.9,4,1.0,True,core,19860.8,0.0008938354849815369
796,A-50,292.0,4,1.0,True,comprehensive,8516.5,96.0550625
797,A-50,470.2,4,1.0,True,comprehensive,13715.2,2.857583251953125
798,A-50,381.1,4,1.0,True,comprehensive,11115.9,1.1496983642578125
799,A-52,583.1,2,1.0,False,none,17006.3,0.23211561584472656
800,A-52,311.1,4,1.0,True,comprehensive,9075.1,160.504390625
801,A-52,483.0,4,1.0,True,comprehensive,14088.3,68.6535703125
802,A-52,963.9,4,1.0,True,comprehensive,28114.5,10.883279296875
803,A-52,683.1,4,1.0,True,comprehensive,19924.4,66.169578125
804,A-52,583.1,2,1.0,False,none,17006.3,0.0038575332164764403
805,A-54,162.8,4,1.0,True,comprehensive,4747.8,38.207484375
806,A-54,260.4,4,1.0,True,comprehensive,7593.7,11.9360107421875
807,A-54,260.4,4,1.0,True,comprehensive,7593.7,18.105462890625
808,A-54,610.5,4,1.0,True,comprehensive,17807.2,8.2707763671875
809,A-54,260.4,4,1.0,True,comprehensive,7593.7,0.8461102905273438
810,A-55,1251.6,4,1.0,True,comprehensive,36506.3,2.584809326171875
811,A-55,1194.1,4,1.0,True,comprehensive,34828.5,5.003220703125
812,A-55,2085.4,5,1.0,True,core,60823.5,6.288935546875
813,A-55,1309.2,4,1.0,True,core,38184.1,12.4244423828125
814,A-8,678.5,4,1.5,True,core,19788.2,3.830447998046875
815,A-8,1587.4,6,1.5,True,core,46297.8,7.26055517578125
816,A-8,2049.5,7,1.5,True,core,59777.2,8.4325244140625
