segment_id,route_segment,daily_bev_traffic_2027,n_chargers_needed,seasonal_multiplier,is_tent,tent_tier,imd_total,length_km
817,A-8,749.8,4,1.5,True,core,21868.1,18.122994140625
818,A-8,673.3,4,1.5,True,core,19636.6,7.3043115234375
819,A-8,675.9,4,1.5,True,core,19712.4,0.003750382900238037
820,A-8,431.3,4,1.5,True,core,12580.1,40.252484375
821,A-8,381.9,4,1.5,True,core,11138.9,36.22377734375
822,A-8,329.0,4,1.5,True,core,9597.0,22.060392578125
823,A-8,295.8,4,1.5,True,core,8628.1,11.2229921875
824,A-8,262.7,4,1.5,True,core,7663.2,18.241056640625
825,A-8,310.4,4,1.5,True,core,9052.3,40.60875
826,A-91,375.2,4,1.0,True,comprehensive,10944.5,17.674291015625
827,A-92,437.0,4,1.0,True,core,12746.4,7.2836552734375
828,A-92,437.0,4,1.0,True,core,12746.4,145.516453125
829,A-92,437.0,4,1.0,True,comprehensive,12746.4,23.98074609375
830,A-92,437.0,4,1.0,True,comprehensive,12746.4,64.153953125
831,A-92,437.0,4,1.0,True,comprehensive,12746.4,54.26487109375
832,A-92,437.0,4,1.0,True,comprehensive,12746.4,79.6964140625
833,A-92,437.0,2,1.0,False,none,12746.4,17.884591796875
834,AP-1,839.2,4,1.0,True,core,24477.5,75.6348984375
835,AP-1,839.2,4,1.0,True,core,24477.5,6.34506640625
836,AP-1,839.2,4,1.0,True,core,24477.5,13.312796875
837,AP-1,839.2,4,1.0,True,core,24477.5,31.771291015625
838,AP-1,839.2,2,1.0,False,none,24477.5,1.225040283203125
839,AP-2,473.5,2,1.0,False,none,13809.7,0.3430542297363281
840,AP-2,510.2,4,1.0,True,core,14881.7,108.671546875
841,AP-2,436.7,4,1.0,True,comprehensive,12737.7,106.1468984375
842,AP-36,109.6,2,1.0,False,none,3195.9,122.5437109375
843,AP-36,294.6,2,1.0,False,none,8591.5,24.84319140625
844,AP-4,936.0,6,2.5,True,core,27301.3,66.0515625
845,AP-4,985.3,6,2.5,True,core,28737.0,5.6952080078125
846,AP-4,679.0,4,2.5,True,comprehensive,19805.6,20.609724609375
847,AP-4,936.0,6,2.5,False,none,27301.3,0.0121406192779541
848,AP-41,50.1,2,2.5,False,none,1462.4,48.45025390625
849,AP-46,470.8,3,2.5,False,none,13731.8,22.9738046875
850,AP-4A,938.3,6,2.5,False,none,27367.0,2.939207763671875
851,AP-51,321.4,4,1.0,True,comprehensive,9374.6,23.40711328125
852,AP-53,281.7,2,1.0,False,none,8215.6,56.67040625
853,AP-6,796.6,2,1.0,False,none,23234.2,0.025935239791870117
854,AP-6,1095.3,4,1.0,True,comprehensive,31946.8,21.3928671875
855,AP-6,796.6,4,1.0,True,comprehensive,23234.2,20.287953125
856,AP-6,470.8,4,1.0,True,comprehensive,13732.9,28.151125
857,AP-61,299.4,2,1.0,False,none,8733.2,27.22223046875
858,AP-66,267.5,4,1.5,True,comprehensive,7802.2,78.3544375
859,AP-68,890.3,4,1.0,True,core,25966.9,22.353169921875
860,AP-68,795.5,4,1.0,True,core,23201.0,14.0242412109375
861,AP-68,344.0,4,1.0,True,core,10032.0,32.267857421875
862,AP-68,243.1,4,1.0,True,core,7091.7,8.7546513671875
863,AP-68,353.4,4,1.0,True,core,10308.5,40.72934375
864,AP-68,380.0,4,1.0,True,core,11083.9,90.4995546875
865,AP-68,393.2,4,1.0,True,core,11469.7,63.15916015625
866,AP-68,485.8,4,1.0,True,core,14168.5,19.300869140625
867,AP-68,386.6,4,1.0,True,core,11276.8,1.9311068115234375
868,AP-68,386.6,4,1.0,True,core,11276.8,1.0313568115234375
869,AP-71,188.6,2,2.5,False,none,5500.3,37.80493359375
870,AP-71,188.6,2,2.5,False,none,5500.3,0.2827825317382813
871,AP-7N,976.8,6,2.5,False,none,28489.0,0.07963019561767579
872,AP-7N,1396.0,8,2.5,True,core,40717.3,71.76378125
873,AP-7N,2266.1,12,2.5,True,core,66095.6,64.39703515625
874,AP-7N,4010.8,12,2.5,True,core,116980.7,11.4296015625
875,AP-7N,3443.7,12,2.5,True,core,100440.3,15.011248046875
876,AP-7N,2650.7,12,2.5,True,core,77311.0,8.502255859375
877,AP-7N,2118.1,12,2.5,True,core,61778.8,41.37816015625
878,AP-7N,1529.9,9,2.5,True,core,44623.1,39.53094921875
879,AP-7N,968.9,6,2.5,True,core,28260.2,6.47276171875
880,AP-7N,911.8,6,2.5,True,core,26593.2,107.2029921875
881,AP-7N,856.9,5,2.5,True,core,24994.2,67.3726640625
882,AP-7N,1187.0,7,2.5,True,core,34621.5,42.06920703125
883,AP-7N,2076.4,12,2.5,True,core,60562.0,4.16153759765625
884,AP-7N,960.1,6,2.5,True,core,28003.4,146.326515625
885,AP-7N,1085.6,7,2.5,True,comprehensive,31663.0,1.8581373291015626
886,AP-7N,497.8,4,2.5,True,comprehensive,14520.5,30.43719921875
887,AP-7N,551.2,4,2.5,False,none,16078.1,190.7360625
888,N-1,95.0,2,1.0,False,none,2769.8,3.221488525390625
889,N-1,180.4,2,1.0,False,none,5262.2,13.468931640625
890,N-1,93.0,2,1.0,False,none,2712.8,1.86378369140625
891,N-1,15.0,2,1.0,False,none,436.2,1.5043175048828126
892,N-1,3.4,2,1.0,False,none,100.5,1.0215247802734375
893,N-1,8.4,2,1.0,False,none,243.8,2.15049169921875
894,N-1,35.4,2,1.0,False,none,1031.2,2.766902099609375
895,N-120,282.2,2,1.0,False,none,8231.9,4.778056640625
896,N-120,157.1,2,1.0,False,none,4583.0,28.42386328125
897,N-120,34.2,2,1.0,False,none,996.5,1.51307763671875
898,N-120,57.9,2,1.0,False,none,1690.2,35.64178125
899,N-120,371.0,2,1.0,False,none,10821.1,8.2773173828125
900,N-120A,67.3,2,1.0,False,none,1962.2,0.7802820434570312
901,N-120A,67.3,2,1.0,False,none,1962.2,0.9371910400390625
902,N-120A,92.5,2,1.0,False,none,2698.6,18.11030078125
903,N-120A,67.3,2,1.0,False,none,1962.2,1.607526123046875
904,N-120A,42.0,2,1.0,False,none,1225.8,5.475751953125
905,N-120A,67.3,2,1.0,False,none,1962.2,14.1389482421875
906,N-121,173.5,2,1.0,False,none,5059.2,6.65108984375
907,N-121,173.5,2,1.0,False,none,5059.2,23.728771484375
908,N-121,173.5,2,1.0,False,none,5059.2,34.96509375
909,N-122,197.8,2,1.0,False,none,5769.0,47.902703125
910,N-122,36.0,2,1.0,False,none,1051.0,2.76429150390625
911,N-122,116.6,2,1.0,False,none,3401.2,0.5521189575195312
912,N-122,116.6,2,1.0,False,none,3401.2,0.029821266174316408
913,N-122,169.3,4,1.0,True,comprehensive,4939.2,40.6551875
914,N-122,107.7,2,1.0,False,none,3140.8,64.83396875
915,N-122,41.5,2,1.0,False,none,1210.5,12.7066103515625
916,N-122,119.2,2,1.0,False,none,3476.2,26.98978125
917,N-122,116.6,2,1.0,False,none,3401.2,0.21574996948242187
918,N-122,196.7,2,1.0,False,none,5738.4,71.313078125
919,N-122,14.3,2,1.0,False,none,416.6,21.8155546875
920,N-122,116.6,2,1.0,False,none,3401.2,5.56118798828125
921,N-122,90.1,2,1.0,False,none,2628.8,28.2330390625
922,N-122,244.6,2,1.0,False,none,7134.8,1.217814453125
923,N-122,116.6,2,1.0,False,none,3401.2,0.40944021606445313
924,N-122,116.6,2,1.0,False,none,3401.2,5.59322705078125
925,N-122,116.6,4,1.0,True,comprehensive,3401.2,73.5507265625
926,N-122,116.6,2,1.0,False,none,3401.2,0.005099445819854736
927,N-122A,36.0,2,1.0,False,none,1050.4,0.32938177490234377
928,N-122A,38.3,2,1.0,False,none,1118.5,4.234451171875
929,N-122A,33.7,2,1.0,False,none,982.2,3.832443603515625
930,N-123,161.1,2,1.0,False,none,4698.2,37.51805859375
931,N-123A,66.7,2,1.0,False,none,1945.0,15.733703125
932,N-123B,196.8,2,1.0,False,none,5740.9,5.23017431640625
933,N-124,246.1,2,1.0,False,none,7177.1,7.04678271484375
934,N-124,246.1,2,1.0,False,none,7177.1,13.6232138671875
935,N-1A,6.4,2,1.0,False,none,186.2,1.2368074951171875
936,N-1A,5.2,2,1.0,False,none,152.8,1.5423701171875
937,N-1A,119.4,2,1.0,False,none,3481.6,0.5236219482421876
938,N-1R,318.2,2,1.0,False,none,9281.5,1.8808765869140625
939,N-2,24.4,2,1.0,False,none,710.5,3.000806396484375
940,N-2,4.2,2,1.0,False,none,121.2,2.951189453125
941,N-2,227.9,2,1.0,False,none,6647.8,2.705031982421875
942,N-2,17.3,2,1.0,False,none,504.7,20.712798828125
943,N-2,227.9,2,1.0,False,none,6647.8,1.743614990234375
944,N-2,26.4,2,1.0,False,none,770.0,14.99629296875
945,N-2,43.0,2,1.0,False,none,1254.8,12.609234375
946,N-2,2.2,2,1.0,False,none,65.2,8.8028115234375
947,N-2,403.0,2,1.0,False,none,11753.0,2.714535888671875
948,N-2,197.2,2,1.0,False,none,5752.2,100.672609375
949,N-2,184.3,2,1.0,False,none,5375.0,1.16225927734375
950,N-2,1592.5,4,1.0,True,core,46447.8,1.6141236572265625
951,N-2,227.9,4,1.0,True,core,6647.8,0.393052490234375
952,N-2,706.7,2,1.0,False,none,20612.5,10.1410146484375
953,N-2,356.1,2,1.0,False,none,10387.0,21.485802734375
954,N-2,507.7,2,1.0,False,none,14807.1,25.75590234375
955,N-2,227.9,2,1.0,False,none,6647.8,0.30301397705078126
956,N-2,424.7,2,1.0,False,none,12387.6,12.6716748046875
957,N-2,623.2,2,1.0,False,none,18177.2,1.721717041015625
958,N-2,227.9,2,1.0,False,none,6647.8,2.28299658203125
959,N-2,227.9,2,1.0,False,none,6647.8,0.4746610412597656
960,N-2,258.6,2,1.0,False,none,7543.5,2.8915380859375
961,N-204,40.4,2,1.0,False,none,1177.1,66.730984375
962,N-211,63.8,2,1.0,False,none,1860.0,108.2683125
963,N-211,71.7,2,1.0,False,none,2092.2,119.9110625
964,N-211,120.4,2,1.0,False,none,3512.8,85.3687734375
965,N-211A,4.5,2,1.0,False,none,131.2,4.202716796875
966,N-211A,4.5,2,1.0,False,none,131.2,1.33102587890625
967,N-232A,6.3,2,1.0,False,none,183.5,3.147232177734375
968,N-232A,6.3,2,1.0,False,none,183.5,0.09540062713623047
969,N-232B,21.5,2,1.0,False,none,628.0,1.374
970,N-234,190.4,2,1.0,False,none,5552.0,3.671614990234375
971,N-234,65.8,2,1.0,False,none,1919.6,2.9786494140625
972,N-234,5.7,2,1.0,False,none,165.2,5.63212109375
973,N-234,65.8,2,1.0,False,none,1919.6,0.4471841125488281
974,N-234,65.8,2,1.0,False,none,1919.6,1.4291591796875
975,N-234,29.4,2,1.0,False,none,856.5,13.1128154296875
976,N-234,42.9,2,1.0,False,none,1251.1,26.12305078125
977,N-234,13.6,2,1.0,False,none,397.8,3.46069921875
978,N-234,102.0,2,1.0,False,none,2976.2,143.85178125
979,N-234,65.8,2,1.0,False,none,1919.6,85.0055546875
980,N-234,70.4,2,1.0,False,none,2053.2,4.45864501953125
981,N-234,122.8,2,1.0,False,none,3583.1,130.4364140625
982,N-234A,3.8,2,1.0,False,none,110.0,1.8928406982421875
983,N-234A,8.2,2,1.0,False,none,238.6,4.40503515625
984,N-234A,12.6,2,1.0,False,none,367.2,1.1324295654296874
985,N-235,466.4,2,1.0,False,none,13603.5,0.5720863647460938
986,N-238,161.3,2,1.0,False,none,4705.5,8.886056640625
987,N-240,723.0,2,1.0,False,none,21087.4,3.069170654296875
988,N-240,297.7,2,1.0,False,none,8683.9,14.8757333984375
989,N-240,159.6,2,1.0,False,none,4655.8,16.545291015625
990,N-240,200.2,2,1.0,False,none,5838.2,1.113781494140625
991,N-240,240.7,2,1.0,False,none,7020.8,51.86851953125
992,N-240,280.2,2,1.0,False,none,8173.3,1.79313330078125
993,N-240,42.4,2,1.0,False,none,1236.1,25.5524453125
994,N-320A,8.2,2,1.0,False,none,240.1,6.89102392578125
995,N-320A,15.2,2,1.0,False,none,443.2,5.933396484375
996,N-322,83.5,2,1.0,False,none,2436.9,7.1387646484375
997,N-322,83.5,4,1.0,True,comprehensive,2436.9,0.9355556640625
998,N-322,32.4,4,1.0,True,comprehensive,943.8,11.8786796875
999,N-322,136.9,2,1.0,False,none,3992.0,7.29519287109375
1000,N-322,200.7,2,1.0,False,none,5853.7,33.71933203125
1001,N-322,80.6,2,1.0,False,none,2351.8,49.81598828125
1002,N-322,83.5,2,1.0,False,none,2436.9,100.177953125
1003,N-322,219.4,4,1.0,True,comprehensive,6398.8,9.2680673828125
1004,N-322,447.7,4,1.0,True,comprehensive,13056.5,5.047240234375
1005,N-322,72.5,2,1.0,False,none,2115.3,62.8203125
1006,N-322,52.7,2,1.0,False,none,1536.5,30.149166015625
1007,N-322A,3.6,2,1.0,False,none,106.0,1.3949393310546876
1008,N-322A,89.9,2,1.0,False,none,2620.8,0.8377293701171875
1009,N-322A,35.3,2,1.0,False,none,1029.8,1.1461558837890624
1010,N-322A,46.4,2,1.0,False,none,1353.5,14.1337138671875
1011,N-322A,5.4,2,1.0,False,none,157.5,2.162477294921875
1012,N-323,154.2,2,1.0,False,none,4498.9,12.7697294921875
1013,N-323,154.2,2,1.0,False,none,4498.9,17.715173828125
1014,N-323,154.2,2,1.0,False,none,4498.9,2.484303955078125
1015,N-323,154.2,2,1.0,False,none,4498.9,19.68161328125
1016,N-323,58.7,2,1.0,False,none,1710.9,19.69169921875
1017,N-330,142.7,2,1.0,False,none,4163.5,15.208259765625
1018,N-330,222.3,4,1.0,True,comprehensive,6484.5,7.21915673828125
1019,N-330,24.6,4,1.0,True,comprehensive,718.5,10.684115234375
1020,N-330,74.6,4,1.0,True,comprehensive,2176.5,3.286138671875
1021,N-330,105.9,4,1.0,True,comprehensive,3089.4,25.528896484375
1022,N-330A,17.1,2,1.0,False,none,498.9,5.12007666015625
1023,N-330A,12.3,2,1.0,False,none,360.0,0.8547168579101563
1024,N-330A,22.8,2,1.0,False,none,665.0,2.309413330078125
1025,N-330A,9.2,2,1.0,False,none,269.5,7.76486279296875
1026,N-330A,8.2,2,1.0,False,none,238.2,1.6772606201171876
1027,N-330A,17.1,2,1.0,False,none,498.9,5.3395693359375
1028,N-330A,17.1,2,1.0,False,none,498.9,0.2407334442138672
1029,N-330A,17.1,2,1.0,False,none,498.9,0.2576199645996094
1030,N-330A,0.7,2,1.0,False,none,19.0,8.5074921875
1031,N-330A,35.8,2,1.0,False,none,1043.0,1.6495787353515625
1032,N-330A,161.9,2,1.0,False,none,4721.2,2.13088330078125
1033,N-330A,17.1,2,1.0,False,none,498.9,2.339124755859375
1034,N-330A,21.9,2,1.0,False,none,637.8,8.749677734375
1035,N-330B,15.2,2,1.0,False,none,443.8,2.342575927734375
1036,N-331,39.7,2,1.0,False,none,1157.0,11.466
1037,N-331,182.0,2,1.0,False,none,5307.2,16.932353515625
1038,N-331,75.2,2,1.0,False,none,2192.5,10.6955205078125
1039,N-331,23.0,2,1.0,False,none,669.9,12.2277490234375
1040,N-331,17.2,2,1.0,False,none,502.2,2.60392431640625
1041,N-331,9.6,2,1.0,False,none,281.4,16.5225390625
1042,N-331,383.3,2,1.0,False,none,11178.5,1.8607457275390624
1043,N-331,54.6,2,1.0,False,none,1593.0,5.7220263671875
1044,N-331R,94.7,2,1.0,False,none,2762.0,0.08787825775146485
1045,N-331R,94.7,2,1.0,False,none,2762.0,0.6977655029296875
1046,N-332,318.2,2,1.0,False,none,9280.8,3.384534912109375
1047,N-332,997.2,3,1.0,False,none,29085.9,12.188373046875
1048,N-332,550.6,2,1.0,False,none,16059.2,7.2297841796875
1049,N-332,875.4,2,1.0,False,none,25532.1,9.3527607421875
1050,N-332,550.6,2,1.0,False,none,16059.2,2.028007080078125
1051,N-332,835.6,2,1.0,False,none,24371.2,23.0110859375
1052,N-337,415.6,2,1.0,False,none,12122.8,2.68810595703125
1053,N-337,16.0,2,1.0,False,none,467.5,1.7748582763671874
1054,N-337A,417.5,2,1.0,False,none,12178.0,1.56690869140625
1055,N-338,955.0,3,1.0,False,none,27853.8,2.20192529296875
1056,N-338,1006.8,4,1.0,True,core,29365.8,3.583681640625
1057,N-339,261.1,2,1.0,False,none,7615.0,2.32354248046875
1058,N-340,132.6,2,1.0,False,none,3866.8,5.8081728515625
1059,N-340,22.2,2,1.0,False,none,647.2,10.550087890625
1060,N-340,324.1,2,1.0,False,none,9453.4,67.0453359375
1061,N-340,39.4,2,1.0,False,none,1149.8,13.3864345703125
1062,N-340,274.8,2,1.0,False,none,8016.0,58.58834765625
1063,N-340,29.5,2,1.0,False,none,860.2,15.158259765625
1064,N-340,16.7,2,1.0,False,none,486.2,8.9885185546875
1065,N-340,169.8,2,1.0,False,none,4952.5,9.0439150390625
1066,N-340,282.7,2,1.0,False,none,8246.2,0.4400254516601563
1067,N-340,280.5,2,1.0,False,none,8181.9,19.982474609375
1068,N-340,282.7,2,1.0,False,none,8246.2,1.1254730224609375
1069,N-340,282.7,2,1.0,False,none,8246.2,0.5313424072265625
1070,N-340,707.4,2,1.0,False,none,20632.2,6.30421728515625
1071,N-340,493.4,2,1.0,False,none,14390.2,9.5015263671875
1072,N-340,282.7,2,1.0,False,none,8246.2,0.8233444213867187
1073,N-340,389.1,2,1.0,False,none,11348.0,3.54045556640625
1074,N-340A,233.8,2,1.0,False,none,6819.0,2.599342529296875
1075,N-340A,352.8,2,1.0,False,none,10291.2,6.706306640625
1076,N-340A,233.8,2,1.0,False,none,6819.0,0.03092770195007324
1077,N-340A,999.1,4,1.0,True,comprehensive,29140.2,0.91291943359375
1078,N-340A,233.8,2,1.0,False,none,6819.0,0.6202240600585938
1079,N-340A,496.9,2,1.0,False,none,14494.0,3.0727529296875
1080,N-340A,79.9,2,1.0,False,none,2330.2,0.925767578125
1081,N-340A,91.8,2,1.0,False,none,2676.2,38.3276796875
1082,N-340A,59.6,2,1.0,False,none,1737.6,21.570451171875
1083,N-340A,233.8,2,1.0,False,none,6819.0,3.295473388671875
1084,N-340A,233.8,2,1.0,False,none,6819.0,4.9476552734375
1085,N-340A,126.3,2,1.0,False,none,3685.0,3.376264892578125
1086,N-340A,233.8,2,1.0,False,none,6819.0,1.5365806884765625
1087,N-340A,1284.4,3,1.0,False,none,37461.5,0.9502694091796875
1088,N-340A,233.8,2,1.0,False,none,6819.0,1.295276123046875
1089,N-340A,292.2,2,1.0,False,none,8523.8,3.841333740234375
1090,N-340A,362.5,2,1.0,False,none,10572.0,10.2631484375
1091,N-340A,326.6,2,1.0,False,none,9525.2,1.9599521484375
1092,N-340A,132.6,2,1.0,False,none,3867.3,0.215510009765625
1093,N-340A,233.8,2,1.0,False,none,6819.0,0.73740185546875
1094,N-340A,233.8,2,1.0,False,none,6819.0,1.2789183349609374
1095,N-340A,4.5,2,1.0,False,none,131.0,0.33315707397460936
1096,N-340R,446.3,2,1.0,False,none,13016.0,1.4354180908203125
1097,N-341,147.3,4,1.0,True,comprehensive,4296.9,17.27020703125
1098,N-342,18.9,2,1.0,False,none,550.0,15.4922080078125
1099,N-343,196.8,2,1.0,False,none,5740.9,0.3843773193359375
1100,N-344,145.9,2,1.0,False,none,4256.7,1.096073974609375
1101,N-344,64.2,2,1.0,False,none,1873.4,12.6055009765625
1102,N-344,145.9,2,1.0,False,none,4256.7,70.2458125
1103,N-344,355.8,2,1.0,False,none,10376.2,5.85099072265625
1104,N-345,81.7,2,1.0,False,none,2381.8,6.9646328125
1105,N-346,94.8,4,1.0,True,comprehensive,2764.2,0.8252144775390625
1106,N-403A,60.0,2,1.0,False,none,1750.2,2.986175048828125
1107,N-420,87.2,2,1.0,False,none,2544.2,136.19425
1108,N-420,114.1,2,1.0,False,none,3328.3,1.3820660400390625
1109,N-420,57.0,2,1.0,False,none,1663.2,106.6359921875
1110,N-420,47.0,2,1.0,False,none,1371.0,106.1481640625
1111,N-420,75.6,2,1.0,False,none,2203.7,74.854875
1112,N-420,181.5,2,1.0,False,none,5293.2,106.565546875
1113,N-420,81.4,2,1.0,False,none,2373.9,0.6295745849609375
1114,N-420,81.4,2,1.0,False,none,2373.9,0.15801165771484374
1115,N-420A,82.5,2,1.0,False,none,2406.8,1.903658447265625
1116,N-420A,9.2,2,1.0,False,none,267.0,2.335681640625
1117,N-420A,249.6,2,1.0,False,none,7279.0,2.97257275390625
1118,N-420A,0.6,2,1.0,False,none,18.2,4.46957421875
1119,N-420A,0.3,2,1.0,False,none,9.5,3.343132080078125
1120,N-420A,2.8,2,1.0,False,none,81.7,2.7233974609375
1121,N-420A,69.1,2,1.0,False,none,2015.5,2.780390869140625
1122,N-420A,2.5,2,1.0,False,none,73.8,2.824576416015625
1123,N-420A,2.6,2,1.0,False,none,75.7,0.6179352416992188
1124,N-420A,16.1,2,1.0,False,none,470.3,0.3102438049316406
1125,N-420A,9.2,2,1.0,False,none,267.0,1.153256591796875
1126,N-420A,150.9,2,1.0,False,none,4400.7,0.571424072265625
1127,N-420A,0.7,2,1.0,False,none,20.2,5.1315634765625
1128,N-420A,53.8,2,1.0,False,none,1568.8,1.642099853515625
1129,N-420B,196.8,2,1.0,False,none,5740.9,0.6240385131835937
1130,N-430,95.5,2,1.0,False,none,2785.8,0.18271238708496093
1131,N-430,226.6,2,1.0,False,none,6610.0,1.325183837890625
1132,N-430,124.0,2,1.0,False,none,3615.7,216.17315625
1133,N-430,399.6,2,1.0,False,none,11654.2,1.8841002197265626
1134,N-430,95.5,2,1.0,False,none,2785.8,0.5473009033203124
1135,N-430,95.5,2,1.0,False,none,2785.8,2.532239501953125
1136,N-430,21.5,2,1.0,False,none,626.5,6.01304052734375
1137,N-430,67.1,2,1.0,False,none,1955.9,17.54268359375
1138,N-430,46.7,2,1.0,False,none,1362.7,142.287765625
1139,N-430A,20.7,2,1.0,False,none,602.8,1.41703369140625
1140,N-430A,0.8,2,1.0,False,none,22.8,12.54049609375
1141,N-430A,25.8,2,1.0,False,none,753.0,1.2296351318359375
1142,N-430A,20.7,2,1.0,False,none,602.8,1.2176307373046875
1143,N-430A,87.0,2,1.0,False,none,2536.5,6.025001953125
1144,N-430A,74.0,2,1.0,False,none,2158.8,5.8264541015625
1145,N-430C,583.8,2,1.0,False,none,17027.4,1.5333560791015626
1146,N-430C,583.8,2,1.0,False,none,17027.4,0.21110963439941408
1147,N-431,128.3,2,1.0,False,none,3742.8,6.50218505859375
1148,N-431,221.7,2,1.0,False,none,6465.1,20.356865234375
1149,N-431,383.9,2,1.0,False,none,11198.2,2.337006103515625
1150,N-431,245.8,2,1.0,False,none,7168.4,15.50834375
1151,N-432,576.3,2,1.0,False,none,16808.0,1.5597945556640624
1152,N-432,176.6,2,1.0,False,none,5149.6,69.935921875
1153,N-432,430.0,2,1.0,False,none,12541.2,2.427590087890625
1154,N-432,188.7,2,1.0,False,none,5504.2,183.17971875
1155,N-432,191.0,2,1.0,False,none,5570.1,148.62378125
1156,N-432,819.6,2,1.0,False,none,23904.5,1.43118017578125
1157,N-432A,194.0,2,1.0,False,none,5657.2,0.46930828857421875
1158,N-432A,51.6,2,1.0,False,none,1503.8,0.8523236083984375
1159,N-432A,52.3,2,1.0,False,none,1525.5,6.3001962890625
1160,N-432A,105.9,2,1.0,False,none,3090.0,6.6028623046875
1161,N-432A,50.6,2,1.0,False,none,1475.2,2.7921435546875
1162,N-435A,15.3,2,1.0,False,none,446.6,2.870605712890625
1163,N-435A,28.6,2,1.0,False,none,833.2,19.56728125
1164,N-435A,2.1,2,1.0,False,none,60.0,1.385580810546875
1165,N-435A,0.9,2,1.0,False,none,26.2,3.218431640625
1166,N-435A,158.4,2,1.0,False,none,4620.0,17.0825625
1167,N-437,424.3,2,1.0,False,none,12376.2,3.657040283203125
1168,N-442,662.6,2,1.0,False,none,19326.2,2.3935283203125
1169,N-442,260.9,2,1.0,False,none,7608.2,10.67875390625
1170,N-444,153.2,2,1.0,False,none,4469.2,4.54239404296875
1171,N-445,212.0,2,1.0,False,none,6184.8,3.240008056640625
1172,N-446,148.1,2,1.0,False,none,4320.8,2.1601162109375
1173,N-4A,39.2,2,1.0,False,none,1142.2,1.5462440185546875
1174,N-4A,2.3,2,1.0,False,none,65.8,13.5551494140625
1175,N-4A,99.4,2,1.0,False,none,2898.8,3.56383251953125
1176,N-5,60.1,2,1.0,False,none,1752.2,2.850794189453125
1177,N-5,17.7,2,1.0,False,none,517.4,37.9693671875
1178,N-5,60.1,2,1.0,False,none,1752.2,0.6308082885742188
1179,N-5,60.1,2,1.0,False,none,1752.2,4.46518505859375
1180,N-5,60.1,2,1.0,False,none,1752.2,2.083146484375
1181,N-5,135.6,2,1.0,False,none,3954.8,8.50835546875
1182,N-525,854.2,2,1.0,False,none,24915.5,3.895453857421875
1183,N-525,166.3,2,1.0,False,none,4850.5,1.7386217041015626
1184,N-6,124.3,2,1.0,False,none,3624.6,1.266862060546875
1185,N-6,614.0,2,1.0,False,none,17908.4,5.9772431640625
1186,N-6,124.3,2,1.0,False,none,3624.6,1.2553394775390625
1187,N-6,124.3,2,1.0,False,none,3624.6,2.8300029296875
1188,N-601,154.3,2,1.0,False,none,4499.1,67.9917578125
1189,N-601,1174.3,3,1.0,False,none,34249.8,10.6172265625
1190,N-601,154.3,2,1.0,False,none,4499.1,0.11266880035400391
1191,N-601,17.8,2,1.0,False,none,517.8,6.136060546875
1192,N-601,116.5,2,1.0,False,none,3396.8,122.9254140625
1193,N-601,691.6,2,1.0,False,none,20170.2,3.0731005859375
1194,N-603,181.9,2,1.0,False,none,5306.6,28.525109375
1195,N-610,85.6,2,1.0,False,none,2497.0,53.431078125
1196,N-610,64.5,2,1.0,False,none,1880.1,38.2150546875
1197,N-610A,60.1,2,1.0,False,none,1753.0,5.49888232421875
1198,N-611,30.7,2,1.0,False,none,895.2,121.7411953125
1199,N-611,22.4,2,1.0,False,none,652.0,1.5373077392578125
1200,N-611,35.3,2,1.0,False,none,1030.0,32.878734375
1201,N-611,111.8,2,1.0,False,none,3260.5,4.4702548828125
1202,N-611,290.6,2,1.0,False,none,8474.4,21.944220703125
1203,N-611A,18.2,2,1.0,False,none,530.5,4.39005126953125
1204,N-611A,5.3,2,1.0,False,none,155.3,0.35726150512695315
1205,N-611A,0.9,2,1.0,False,none,25.7,0.30910348510742186
1206,N-620,21.7,2,1.0,False,none,631.5,2.6557890625
1207,N-620,156.9,2,1.0,False,none,4575.4,11.364224609375
1208,N-620,48.2,2,1.0,False,none,1406.6,76.6697734375
1209,N-620,19.9,2,1.0,False,none,580.2,64.0260625
1210,N-620,12.5,2,1.0,False,none,363.5,13.72026953125
1211,N-620,119.6,2,1.0,False,none,3489.5,22.61183984375
1212,N-620A,55.5,2,1.0,False,none,1618.2,5.65856689453125
1213,N-620A,72.1,2,1.0,False,none,2103.8,1.8249290771484374
1214,N-620A,9.6,2,1.0,False,none,281.2,1.2440006103515624
1215,N-620A,37.4,2,1.0,False,none,1089.8,3.270181396484375
1216,N-629,245.2,2,1.0,False,none,7152.5,22.99984375
1217,N-629A,30.2,2,1.0,False,none,882.0,1.179251953125
1218,N-630,388.5,2,1.0,False,none,11331.0,1.903957275390625
1219,N-630,141.0,2,1.0,False,none,4113.2,14.557982421875
1220,N-630,143.0,2,1.0,False,none,4171.0,76.6393671875
1221,N-630,94.4,2,1.0,False,none,2753.5,51.46450390625
1222,N-630,113.5,2,1.0,False,none,3311.1,7.5118359375
1223,N-630,106.3,2,1.0,False,none,3101.1,1.1158011474609375
1224,N-630,21.7,2,1.0,False,none,631.9,54.64746875
1225,N-630,46.2,2,1.0,False,none,1347.7,53.9552890625
1226,N-630,250.0,2,1.0,False,none,7292.2,1.61652685546875
1227,N-630,106.3,2,1.0,False,none,3101.1,0.43372219848632815
1228,N-630,106.3,2,1.0,False,none,3101.1,0.7711402587890624
1229,N-630,737.5,2,1.0,False,none,21511.2,1.73033154296875
