id,brand,address,postal_code,locality,municipality,province,ccaa_id,latitude,longitude,road_side,sale_type,schedule
4375,Nº 10.935,"AVENIDA CASTILLA LA MANCHA, 26",2250,ABENGIBRE,Abengibre,ALBACETE,7,39.211417,-1.539167,D,P,L-D: 07:00-22:00
5122,REPSOL,"CR CM-332, 46,4",2152,ALATOZ,Alatoz,ALBACETE,7,39.100389,-1.346083,I,P,L-D: 7:00-23:00
13933,PLENERGY,"CALLE FEDERICO GARCIA LORCA, 1",2001,ALBACETE,Albacete,ALBACETE,7,39.000861,-1.849833,D,P,L-D: 24H
10765,CARREFOUR,"AVENIDA 1º DE MAYO, S/N",2001,ALBACETE,Albacete,ALBACETE,7,38.985667,-1.8685,N,P,L-S: 08:00-22:00; D: 09:00-21:00
12054,BP ROMICA,"CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5",2001,ALBACETE,Albacete,ALBACETE,7,39.054694,-1.832,I,P,L-D: 06:00-22:00
4438,MOEVE,"CALLE FEDERICO GARCIA LORCA, 5",2001,ALBACETE,Albacete,ALBACETE,7,38.997722,-1.846361,I,R,L-S: 05:00-23:00
16011,PLENERGY,"CALLE CONSTANTINO ROMERO, S/N",2005,ALBACETE,Albacete,ALBACETE,7,39.005528,-1.884444,D,P,L-D: 24H
14123,MOEVE,"PASEO CUBA (LA), 36",2005,ALBACETE,Albacete,ALBACETE,7,39.005083,-1.859917,N,P,L-D: 06:00-22:00
5195,REPSOL,"CL PASEO DE LA CUBA, 15",2005,ALBACETE,Albacete,ALBACETE,7,38.999722,-1.854556,D,P,L-D: 06:00-22:00
15000,A&A,"AVENIDA ESCRITOR RODRIGO RUBIO, 3",2005,ALBACETE,Albacete,ALBACETE,7,39.006889,-1.885361,D,P,L-S: 09:00-21:30
5313,CEPSA,"CALLE HERMANOS FALCÓ, 2",2002,ALBACETE,Albacete,ALBACETE,7,38.98925,-1.849028,D,P,L-D: 06:30-22:30
5116,REPSOL,"CR N-322, 337,8",2006,ALBACETE,Albacete,ALBACETE,7,38.925833,-2.031861,I,P,L-S: 06:30-21:30
14377,P347,CARRETERA NACIONAL 322 PTO KM 347 KM. 347,2006,ALBACETE,Albacete,ALBACETE,7,38.965639,-1.9355,D,P,L-S: 07:00-22:00
5208,REPSOL,"CR N-301, 244",2006,ALBACETE,Albacete,ALBACETE,7,39.027778,-1.892972,I,P,L-D: 24H
5245,REPSOL,CARRETERA JAEN KM. 2,2006,ALBACETE,Albacete,ALBACETE,7,38.994667,-1.871722,D,P,L-D: 24H
4416,INPEALSA,"AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N",2006,ALBACETE,Albacete,ALBACETE,7,38.982167,-1.853306,N,P,L-D: 07:00-23:00
5289,REPSOL,CARRETERA N-322 KM. 359,2006,ALBACETE,Albacete,ALBACETE,7,39.033139,-1.845083,D,P,L-V: 07:00-21:00; S-D: 09:00-14:00
5191,REPSOL,"PG CAMPOLLANO-P. 2-CT, S.N.",2006,ALBACETE,Albacete,ALBACETE,7,39.012583,-1.874972,D,P,L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00
4415,INPEALSA,"AVDA. DE LOS TOREROS, S/N",2006,ALBACETE,Albacete,ALBACETE,7,38.998222,-1.869889,N,P,L-D: 07:00-23:00
4372,LA PULGOSA,"CARRETERA M 3203 KM. 2,6",2006,ALBACETE,Albacete,ALBACETE,7,38.963972,-1.875944,D,P,L-D: 06:00-22:00
4795,CEPSA,"CALLE ALMANSA, 2",2006,ALBACETE,Albacete,ALBACETE,7,38.984139,-1.847083,I,P,L-D: 06:00-23:00
4428,FAMILY ENERGY,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N",2006,ALBACETE,Albacete,ALBACETE,7,38.988972,-1.847361,N,P,L-S: 07:00-23:00; D: 08:00-23:00
5318,PETROCAMP,"AVENIDA 1º DE MAYO, S/N",2006,ALBACETE,Albacete,ALBACETE,7,38.985194,-1.866806,N,P,L-D: 07:00-23:00
5222,REPSOL,"CALLE CTRA. DE JAEN, 79",2006,ALBACETE,Albacete,ALBACETE,7,38.988111,-1.883694,I,P,L-D: 06:00-22:00
5129,INPEALSA,CARRETERA NACIONAL 301 KM. 256,2099,ALBACETE,Albacete,ALBACETE,7,38.929389,-1.831639,D,P,L-D: 24H
5272,REPSOL,"AVENIDA PRINCIPE, 2",2328,SANTA ANA,Albacete,ALBACETE,7,38.900944,-1.994028,D,P,L-D: 08:00-16:00
4394,LOZANO,"CM. 3203 km 14,1",2140,SALOBRAL (EL),Albacete,ALBACETE,7,38.867556,-1.9205,D,P,L-S: 07:00-14:00; D: 09:00-14:00
8915,CORYMAR,"CTRA.AGUASNUEVAS KM 0,25",2099,SALOBRAL (EL),Albacete,ALBACETE,7,38.870278,-1.922722,D,R,L-D: 24H
4413,ABOIL,"POLIGONO CAMPOLLANO AVENIDA -0-, 69",2007,ALBACETE,Albacete,ALBACETE,7,39.021972,-1.879639,D,P,L-V: 07:00-21:00; S-D: 09:00-14:00
4790,"INLOCOR S.L. ""CEPSA""","CARRETERA C-M 332 KM. 2,6",2007,ALBACETE,Albacete,ALBACETE,7,38.998111,-1.831611,D,P,L-D: 06:00-23:30
15547,LA GAVIOTA GASOLINERA 24 HORA,"CALLE AUTOVIA, SN",2007,ALBACETE,Albacete,ALBACETE,7,39.029167,-1.888333,N,P,L-D: 24H
14612,NATURGY ES  GNV ALBACETE,"CALLE C/ AUTOVIA C/V AVD. SEXTA, S/N",2007,ALBACETE,Albacete,ALBACETE,7,39.029583,-1.888083,D,P,L-D: 24H
10129,AVANZA OIL,"POLIGONO CAMPOLLANO C/.F, 13",2007,ALBACETE,Albacete,ALBACETE,7,39.012472,-1.889417,D,P,L-D: 24H
13369,GMOIL,"AVENIDA PRIMERA, S/N",2007,ALBACETE,Albacete,ALBACETE,7,39.022139,-1.882056,D,P,L-D: 24H
9601,ALCAMPO,"SECTOR PARCELA T-3 LOCAL52, 14",2007,ALBACETE,Albacete,ALBACETE,7,39.009639,-1.878111,N,P,L-D: 24H
12801,ENERCOM CARBURANTES,"POLIGONO AVDA. 3ª, ESQUINA C/AUTOVIA, 69",2007,ALBACETE,Albacete,ALBACETE,7,39.018,-1.874333,D,P,L-D: 24H
13620,CEPSA,"POLIGONO CAMPOLLANO, 55",2007,ALBACETE,Albacete,ALBACETE,7,39.015444,-1.871361,N,P,L-V: 05:30-23:00; S: 06:30-22:30; D: 07:30-21:00
4417,INPEALSA,"POLIGONO CAMPOLLANO AVENIDA 1, 0",2007,ALBACETE,Albacete,ALBACETE,7,39.016389,-1.893944,N,P,L-V: 06:00-22:00; S: 06:00-14:00
11297,REPSOL Nº ESTACIÓN 97179,"MADRID-CARTAGENA km 248,5",2007,ALBACETE,Albacete,ALBACETE,7,38.971778,-1.845306,I,P,L-V: 06:00-22:00
9546,"REPSOL. LOS ANGELES DE LA MANCHA, S.L.","MADRID-CARTAGENA km 248,5",2007,ALBACETE,Albacete,ALBACETE,7,38.971722,-1.845278,D,P,L-D: 06:00-22:00
11087,REPSOL,AUTOVIA A-31 KM. 69,2007,ALBACETE,Albacete,ALBACETE,7,39.031528,-1.891361,I,P,L-D: 06:00-22:00
13930,VALERO 24H,"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67",2007,ALBACETE,Albacete,ALBACETE,7,39.021583,-1.886556,N,P,L-D: 24H
12763,FAST & GAS,"AVENIDA 3ª ESQUINA C/ F Nº3, 3",2007,ALBACETE,Albacete,ALBACETE,7,39.009417,-1.885694,N,P,L-D: 24H
14465,AREA LOS LLANOS,"CARRETERA DE LAS PEÑAS KM 0+238 KM. 0,238",2080,ALBACETE,Albacete,ALBACETE,7,38.970778,-1.873194,I,P,L-D: 07:00-22:00
5174,MOEVE,"AUTOVIA A-30 KM. 239,4",2080,ALBACETE,Albacete,ALBACETE,7,39.060528,-1.933056,I,P,L-D: 24H
5173,MOEVE,"AUTOVIA A-30 KM. 239,4",2080,ALBACETE,Albacete,ALBACETE,7,39.059806,-1.93325,D,P,L-D: 07:00-23:00
14287,CEPSA,"POLIGONO Nº 71, PARCELA 678, PARAJE HONDO DE LA MORENA S/N, S/N",2080,ALBACETE,Albacete,ALBACETE,7,38.969361,-1.823639,D,P,L-D: 06:30-22:30
4794,CEPSA,"CM-3203 km 41,9",2124,ALCADOZO,Alcadozo,ALBACETE,7,38.646833,-1.978917,I,P,L-D: 07:00-21:30
8097,EL JUCAR,"CARRETERA CM-3201 47,1 KM. 47,1",2210,ALCALA DEL JUCAR,Alcalá del Júcar,ALBACETE,7,39.203167,-1.433222,D,P,L-D: 08:00-20:00
5241,REPSOL,"CR N-322 276,5",2300,ALCARAZ,Alcaraz,ALBACETE,7,38.673111,-2.492222,D,P,L-D: 07:00-22:00
5134,REPSOL,CARRETERA 322 KM. 302,2330,JARDIN (EL),Alcaraz,ALBACETE,7,38.808528,-2.327639,I,P,L-V: 07:00-17:00
4877,REPSOL,"CL AVDA. DE AYORA, S.N. A",2640,ALMANSA,Almansa,ALBACETE,7,38.874583,-1.100528,D,P,L-D: 06:00-22:00
4383,SHELL,AUTOVIA A-31 KM. 140,2640,ALMANSA,Almansa,ALBACETE,7,38.875028,-1.17575,D,P,L-D: 07:00-23:00
16144,PLENERGY,"AVENIDA AYORA CON AVENIDA ADOLFO SUAREZ, S/N",2640,ALMANSA,Almansa,ALBACETE,7,38.878667,-1.100028,D,P,L-D: 24H
4798,BALLENOIL,"AVENIDA MADRID, 11",2640,ALMANSA,Almansa,ALBACETE,7,38.871556,-1.108,N,P,L-D: 24H
4872,BALLENOIL,"AVENIDA CIRCUNVALACION, 9",2640,ALMANSA,Almansa,ALBACETE,7,38.879167,-1.098889,N,P,L-D: 24H
4788,MOEVE,"AVENIDA CIRCUNVALACION, 26",2640,ALMANSA,Almansa,ALBACETE,7,38.859944,-1.08475,N,P,L-D: 06:00-22:00
4799,MOEVE,"AUTOVIA A-31 KM. 143,350",2640,ALMANSA,Almansa,ALBACETE,7,38.878278,-1.143722,I,P,L-D: 06:00-22:00
14129,GASOLINERA LOW COST PENADES,CARRETERA N-430 BADAJOZ A VALENCIA KM. 594,2640,ALMANSA,Almansa,ALBACETE,7,38.850278,-1.027694,D,P,L-D: 24H
14256,QUALITY ALMANSA,"AVENIDA INFANTE DON JUAN MANUEL, 8",2640,ALMANSA,Almansa,ALBACETE,7,38.874556,-1.102944,D,P,L-D: 24H
9035,COOPERATIVA SANTA CRUZ DE ALPERA,"BONETE, S/Nº",2690,ALPERA,Alpera,ALBACETE,7,38.958875,-1.236552,N,P,L-D: 24H
4396,E.S. BALAZOTE S.L.,"N-322 km 326,2",2320,BALAZOTE,Balazote,ALBACETE,7,38.878028,-2.150639,D,P,L-D: 06:00-22:00
4399,E.S. BARRAX S.L.,"CALLE ALBACETE, 57",2639,BARRAX,Barrax,ALBACETE,7,39.043139,-2.195139,I,P,L-D: 06:00-22:00
9254,COABA,CAMINO DE LOS GONZALOS SN,2639,BARRAX,Barrax,ALBACETE,7,39.051236,-2.192996,D,R,L-D: 24H
5269,REPSOL,"CR N-430, 566,3",2691,BONETE,Bonete,ALBACETE,7,38.876111,-1.331611,I,P,L-D: 06:00-22:00
5268,REPSOL,AUTOVIA A-31 KM. 126,2691,BONETE,Bonete,ALBACETE,7,38.875861,-1.3315,D,P,L-D: 06:00-22:00
5282,REPSOL,"CALLE CARRETERA MUNERA, 2",2610,BONILLO (EL),Bonillo (El),ALBACETE,7,38.953361,-2.535056,D,P,S-D: 07:00-15:00
4390,GASOLINERAS DEL REY,"AVDA. ALBACETE, 33",2151,CASAS DE JUAN NUÑEZ,Casas de Juan Núñez,ALBACETE,7,39.100792,-1.560857,D,P,L-D: 07:00-23:00
15626,COOPERATIVA,"CARRETERA CASAS IBAÑEZ KM. 13,8",2212,CASAS DE VES,Casas de Ves,ALBACETE,7,39.255139,-1.332194,D,R,L-V: 08:00-13:30 y 15:00-18:00
10953,NTRA SRA DE LA CABEZA,"AVDA. DEL VINO, 10",2200,CASAS-IBAÑEZ,Casas-Ibáñez,ALBACETE,7,39.291389,-1.474111,D,R,L-D: 24H
5204,MOEVE,CARRETERA ALBACETE KM. 94,2200,CASAS-IBAÑEZ,Casas-Ibáñez,ALBACETE,7,39.283944,-1.477806,I,P,L-D: 07:00-21:00
5323,GALP,"AVENIDA VALENCIA DE, 16",2660,CAUDETE,Caudete,ALBACETE,7,38.708944,-0.982111,N,P,L-D: 06:00-22:00
5142,BP PARGA I PETROL BAS BEL,"CR N-344 DIRC.VALENCIA, KM.  118.3",2660,CAUDETE,Caudete,ALBACETE,7,38.727472,-0.943,N,P,L-D: 06:00-22:00
4820,REPSOL,"AUTOVIA A-31 KM. 167,50",2660,CAUDETE,Caudete,ALBACETE,7,38.756417,-0.955833,I,P,L-D: 06:00-23:00
14203,VILA Y FAYOS,CARRETERA D-12 ESTACION KM. 32,2660,CAUDETE,Caudete,ALBACETE,7,38.711694,-0.971639,D,P,L-D: 24H
15047,HAM,CARRETERA D12 ESTACION KM. 1,2660,CAUDETE,Caudete,ALBACETE,7,38.71075,-0.973861,D,P,L-D: 24H
12074,VIRGEN DE LAS NIEVES,"CALLE VIRGEN DE LAS NIEVES, 17",2247,CENIZATE,Cenizate,ALBACETE,7,39.301,-1.664167,D,P,L-D: 24H
5170,REPSOL,AUTOVIA A-31 KM. 86,2520,CHINCHILLA DE MONTE-ARAGO,Chinchilla de Monte-Aragón,ALBACETE,7,38.937583,-1.758,D,P,L-D: 06:00-22:00
5230,REPSOL,"Ctra. AB-430 KM 530,3",2520,CHINCHILLA DE MONTE-ARAGO,Chinchilla de Monte-Aragón,ALBACETE,7,38.915972,-1.726278,I,P,L: 06:00-22:00
5171,REPSOL,AUTOVIA A-31 KM. 86,2520,CHINCHILLA DE MONTE-ARAGO,Chinchilla de Monte-Aragón,ALBACETE,7,38.938611,-1.757611,I,P,L-D: 06:00-22:00
5196,REPSOL,CL AVENIDA GENERALISIMO 107 (N-301 km 276),2510,POZO BUENO,Chinchilla de Monte-Aragón,ALBACETE,7,38.803389,-1.731861,I,P,L-D: 06:00-22:00
4800,CEPSA,AUTOVIA A31 KM. 111,2695,VILLAR DE CHINCHILLA,Chinchilla de Monte-Aragón,ALBACETE,7,38.898306,-1.502806,N,P,L-V: 06:00-22:00; S-D: 07:00-22:00
15394,DLP,"POLIGONO EL CAMPILLO A, 2",2430,ELCHE DE LA SIERRA,Elche de la Sierra,ALBACETE,7,38.460694,-2.017917,D,P,L-V: 08:00-21:00; S: 08:00-14:00
5255,CAMPSA,"CL BOLEA, 36 (CM-412 km 235,65)",2430,ELCHE DE LA SIERRA,Elche de la Sierra,ALBACETE,7,38.451306,-2.044778,D,P,L: 06:00-22:00
4422,Nº 7374,"AVDA. DOCTOR PEREZ GIL, 25",2651,FUENTE-ALAMO,Fuente-Álamo,ALBACETE,7,38.689833,-1.433306,N,P,L: 07:00-21:00
10621,SAN DIONISIO,"LA HIGUERA, 000",2651,FUENTE-ALAMO,Fuente-Álamo,ALBACETE,7,38.695348,-1.431579,D,R,L-D: 24H
4403,ES SAN ANTONIOABAD. FUENTEALBILLA,N-322 (CORDOBA-VALENCIA) km 399,2260,FUENTEALBILLA,Fuentealbilla,ALBACETE,7,39.269972,-1.548639,I,P,L-D: 07:00-20:00
4841,REPSOL,"CR A-31, 235",2110,GINETA (LA),Gineta (La),ALBACETE,7,39.086278,-1.963944,I,P,L-D: 06:00-22:00
4789,MOEVE,CARRETERA NACIONAL 322 KM. 390,2253,GOLOSALVO,Golosalvo,ALBACETE,7,39.238111,-1.635111,D,P,L: 06:00-22:00
4423,BP,"MELCHOR  DE MACANAZ, 66",2400,HELLIN,Hellín,ALBACETE,7,38.511222,-1.696972,N,P,L: 06:00-23:00
5135,REPSOL,CARRETERA N-301 KM. 316,2400,HELLIN,Hellín,ALBACETE,7,38.524444,-1.703056,I,P,L-D: 06:00-23:00
14148,GALERA ÁREAS DE SERVICIO,CARRETERA N 301-A KM. S/N,2400,HELLIN,Hellín,ALBACETE,7,38.502528,-1.677694,D,P,L-D: 24H
5312,CEPSA,"CARRETERA A-30 KM. 328,2",2400,HELLIN,Hellín,ALBACETE,7,38.417306,-1.571667,I,P,L-D: 06:00-22:00
11181,HELLIN GAS S.L.,CARRETERA TORREUCHEA KM. 1,2400,HELLIN,Hellín,ALBACETE,7,38.495972,-1.636389,D,P,L-D: 24H
10575,MOEVE,"AUTOVIA A-30 KM. 322,5",2400,HELLIN,Hellín,ALBACETE,7,38.46425,-1.596722,D,P,L-D: 06:00-22:00
4806,REPSOL,CARRETERA JAEN KM. 47,2400,HELLIN,Hellín,ALBACETE,7,38.502889,-1.714556,D,P,L-D: 07:00-22:30
4831,PETRONOR,CARRETERA MURCIA KM. 33,2400,HELLIN,Hellín,ALBACETE,7,38.506806,-1.687833,I,P,L-D: 06:00-23:00
13229,PETROGAS,CARRETERA CM 412 KM. 273,2400,HELLIN,Hellín,ALBACETE,7,38.532389,-1.694889,D,P,L-D: 06:30-22:00
11142,IDS,"POLIGONO SAN RAFAEL 3ª FASE, SN",2400,HELLIN,Hellín,ALBACETE,7,38.545111,-1.705389,N,P,L-D: 24H
14611,PLENERGY,"AVENIDA LIBERTAD, 111",2400,HELLIN,Hellín,ALBACETE,7,38.517306,-1.700417,D,P,L-D: 24H
5163,REPSOL,CARRETERA DE HELLIN KM. 104,2420,ISSO,Hellín,ALBACETE,7,38.491861,-1.741111,D,P,L-D: 06:00-23:00
8895,NO,"BALTASAR GONZALEZ SAEZ, 34 - 36",2694,HIGUERUELA,Higueruela,ALBACETE,7,38.960944,-1.444083,D,R,L-D: 24H
4852,REPSOL,"AUTOVIA A-31 KM. 103,150",2696,HOYA-GONZALO,Hoya-Gonzalo,ALBACETE,7,38.921833,-1.583389,D,P,L-D: 07:00-23:00
4393,E.S. LETUR,"CARRETERA A 45 KM. 39,8",2434,LETUR,Letur,ALBACETE,7,38.356556,-2.111056,D,P,L-D: 07:30-21:30
5232,REPSOL,"AVENIDA LEVANTE, 15",2230,MADRIGUERAS,Madrigueras,ALBACETE,7,39.233056,-1.799472,I,P,L-D: 06:00-22:00
10983,Q8,CARRETERA C-3222 KM. 9,2230,MADRIGUERAS,Madrigueras,ALBACETE,7,39.226611,-1.800611,D,P,L-S: 07:00-15:00
9252,SAT VIDEMA,AVENIDA DE LEVANTE 27,2230,MADRIGUERAS,Madrigueras,ALBACETE,7,39.232528,-1.794139,D,R,L-D: 24H
9250,SECADEMA,"CAMINO HORTIGOSA, S/N",2240,MAHORA,Mahora,ALBACETE,7,39.209972,-1.729333,N,R,L-D: 24H
9219,COOPERATIVA VITIVINICOLA SANTIAGO EL MAYOR,CARRETERA MADRID-CARTAGENA KM. S/N,2620,MINAYA,Minaya,ALBACETE,7,39.273583,-2.325056,D,R,L-D: 24H
5277,REPSOL,"CARRERA N-301, 195,2",2620,MINAYA,Minaya,ALBACETE,7,39.276056,-2.330333,D,P,L-D: 06:00-22:00
5202,LOS CORRALES,"CALLE CAPATAZ SANTIAGO, 23",2650,MONTEALEGRE DEL CASTILLO,Montealegre del Castillo,ALBACETE,7,38.785917,-1.33025,I,P,L-D: 07:00-21:00
10526,BODEGAS SANTIAGO APOSTOL,"CALLE CAPATAZ SANTIAGO, 91",2650,MONTEALEGRE DEL CASTILLO,Montealegre del Castillo,ALBACETE,7,38.789694,-1.32875,D,R,L-D: 06:30-23:00
10015,SAT MOTILLEJA,MEDIO DÍA 28,2200,MOTILLEJA,Motilleja,ALBACETE,7,39.17907,-1.788246,N,R,L-D: 24H
5213,INPEALSA,"CALLE POZO (EL), 106",2612,MUNERA,Munera,ALBACETE,7,39.043806,-2.485028,D,P,L-D: 06:30-22:30
12231,OLEOVINICOLA CAMPOS DE MUNERA S. COOP. DE C-LM,"CALLE COOPERATIVAS, 4",2612,MUNERA,Munera,ALBACETE,7,39.046139,-2.480694,N,R,L-D: 24H
9982,COOP SAN GREGORIO,CTRA DE LEDAÑA S/N km S/N,2246,NAVAS DE JORQUERA,Navas de Jorquera,ALBACETE,7,39.281778,-1.719778,N,R,L-D: 24H
5265,CAMPSA,"CR AB-702, 45,6",2530,NERPIO,Nerpio,ALBACETE,7,38.151167,-2.293444,D,P,L-D: 07:00-21:00
10619,REPSOL,"CRTA.CM km KM297,5",2652,ONTUR,Ontur,ALBACETE,7,38.622944,-1.497667,I,P,L-D: 07:00-21:00
11340,ONTALBA S. COOP DE C-LM,CAMINO DE HELLIN S/N,2652,ONTUR,Ontur,ALBACETE,7,38.609556,-1.508333,D,P,L-D: 24H
5270,REPSOL,CARRETERA N 430 KM. 429,2611,OSSA DE MONTIEL,Ossa de Montiel,ALBACETE,7,38.967167,-2.7515,I,P,L-D: 07:30-20:30
14417,VALERO 24H ENERGIA,"AVENIDA GUARDIA CIVIL, S/N",2120,PEÑAS DE SAN PEDRO,Peñas de San Pedro,ALBACETE,7,38.724028,-1.990278,D,P,L-D: 24H
4791,GASOLEOS TURBULA,CARRETERA FUENTEALAMO KM. 36,2692,PETROLA,Pétrola,ALBACETE,7,38.828806,-1.553694,I,P,L-D: 24H
11977,E.S. LEDAÑA,"CALLE ANTONIO MACHADO, 2",2099,POZO CAÑADA,Pozo Cañada,ALBACETE,7,38.805278,-1.736389,D,P,L-V: 07:00-14:00; S: 09:00-14:00
15290,POZOTRANS,"CALLE HERNAN CORTES, S/N",2099,POZO CAÑADA,Pozo Cañada,ALBACETE,7,38.813389,-1.735917,N,R,L-D: 08:00-20:00
5238,REPSOL,"CR CM-313 61,7",2141,POZOHONDO,Pozohondo,ALBACETE,7,38.717556,-1.91075,I,P,L-D: 07:00-21:00
12334,SAT SANTA CRUZ DE POZO LORENTE,"POLIGONO PARAJE RECIAL, 2",2154,POZO-LORENTE,Pozo-Lorente,ALBACETE,7,39.081278,-1.512611,I,P,L-D: 24H
4410,INLOCOR S.L.,CARRETERA M 313 KM. 50,2327,POZUELO,Pozuelo,ALBACETE,7,38.804722,-2.098778,I,P,L-D: 07:00-22:00
4793,CEPSA,"CARRETERA CM-412 KM. 199,5",2450,RIOPAR,Riópar,ALBACETE,7,38.493528,-2.411444,I,P,L-D: 08:00-20:00
4370,CANOIL,CARRETERA NACIONAL 320 KM. 289,2340,ROBLEDO,Robledo,ALBACETE,7,38.771194,-2.450028,D,P,L-V: 07:00-21:00; S: 07:00-14:30; D: 07:00-21:00
5162,REPSOL,"CARRETERA CM-3114 KM. 0,1",2630,RODA (LA),Roda (La),ALBACETE,7,39.213722,-2.156667,I,P,L-V: 06:00-10:00; S: 06:00-14:00
8958,LA REMEDIADORA,"ALFREDO ATIENZA, 149-151",2630,RODA (LA),Roda (La),ALBACETE,7,39.201139,-2.14775,D,R,L-D: 24H
9414,RODATRANS,"CR NACIONAL 301 km 210,300",2630,RODA (LA),Roda (La),ALBACETE,7,39.213667,-2.176194,N,R,L-D: 24H
5317,GALP,CARRETERA A-31 KM. 50,2630,RODA (LA),Roda (La),ALBACETE,7,39.143972,-2.05125,D,P,L-D: 07:00-23:00
5316,GALP,"AUTOVIA A-31 KM. 34,50",2630,RODA (LA),Roda (La),ALBACETE,7,39.225,-2.186083,I,P,L-D: 07:00-23:00
4894,REPSOL,"CALLE ALFREDO ATIENZA, 156",2630,RODA (LA),Roda (La),ALBACETE,7,39.201667,-2.149,D,P,L-D: 06:00-22:55
14811,HAM,"POLIGONO AVENIDA PRIMERA, 17",2630,RODA (LA),Roda (La),ALBACETE,7,39.19125,-2.143056,D,P,L-D: 24H
13480,GASPLAY,"CARRETERA AB101 KM. 0,2",2630,RODA (LA),Roda (La),ALBACETE,7,39.218389,-2.158028,N,P,L-D: 24H
11427,REPSOL,AUTOVIA A-31 KM. 40,2630,RODA (LA),Roda (La),ALBACETE,7,39.200944,-2.144639,D,P,L-D: 06:00-22:00
4891,BP CASA JUANITO RESTAURANTE,CARRETERA MADRID CARTAGENA KM. 209,2630,RODA (LA),Roda (La),ALBACETE,7,39.212361,-2.171028,N,P,L-D: 06:00-22:00
4392,"NAVARRO Y VALERO, S.L","AVENIDA DE LA PAZ, 3",2435,SOCOVOS,Socovos,ALBACETE,7,38.331361,-1.981861,D,P,L-S: 06:00-22:00; D: 06:30-22:00
11402,COOP. LA UNION AB,"CARRETERA VILLAGARCIA KM. 0,1",2100,TARAZONA DE LA MANCHA,Tarazona de la Mancha,ALBACETE,7,39.270556,-1.908778,I,R,L-D: 24H
5284,REPSOL,"CL AVENIDA DE LA RODA, 1",2100,TARAZONA DE LA MANCHA,Tarazona de la Mancha,ALBACETE,7,39.25975,-1.911389,I,P,L-D: 07:00-23:00
12953,LA GAVIOTA GASOLINERAS,"AVENIDA ALBACETE, 35",2100,TARAZONA DE LA MANCHA,Tarazona de la Mancha,ALBACETE,7,39.256194,-1.912194,D,P,L-D: 24H
13778,NTRA. SRA. DE LA ENCARNACION,"AVENIDA GUARDIA CIVIL, 162",2500,TOBARRA,Tobarra,ALBACETE,7,38.601722,-1.680833,D,P,L-D: 06:00-23:00
5219,REPSOL,"AVENIDA GUARDIA CIVIL, 233",2500,TOBARRA,Tobarra,ALBACETE,7,38.602278,-1.680917,D,P,L-D: 24H
12786,SAN ROQUE DE TOBARRA S. COOP. DE C-LM,"CAMINO CAMINO DEL GUIJARRAL, 0",2500,TOBARRA,Tobarra,ALBACETE,7,38.603306,-1.694083,I,P,L-D: 06:00-22:00
11399,E.S. TOBARRA,"AVENIDA GUARDIA CIVIL, 114",2500,TOBARRA,Tobarra,ALBACETE,7,38.594639,-1.685417,D,P,L-D: 07:00-22:00
8900,NO HAY,"CALLE SANTA CRUZ, 16",2150,VALDEGANGA,Valdeganga,ALBACETE,7,39.137222,-1.680944,D,P,L-D: 24H
12702,SAN ISIDRO,"CALLE DEL VINO, 10",2636,VILLALGORDO DEL JUCAR,Villalgordo del Júcar,ALBACETE,7,39.2935,-2.059556,N,R,L-D: 24H
4895,E.S EL GORRION,"CARRETERA CM-3114 KM. 12,7",2636,VILLALGORDO DEL JUCAR,Villalgordo del Júcar,ALBACETE,7,39.302389,-2.067639,I,P,L-D: 07:30-21:30
10053,BODEGAS SAAC,"CALLE VALENCIA, 41",2270,VILLAMALEA,Villamalea,ALBACETE,7,39.367333,-1.59325,I,P,L-D: 24H
5258,REPSOL,"CARRETERA CM-3201 KM. 22,70",2270,VILLAMALEA,Villamalea,ALBACETE,7,39.366861,-1.592778,D,P,L-S: 07:00-21:00; D: 07:00-14:00
15605,CHAMPINTER,"CARRETERA CENIZATE KM. 1,5",2270,VILLAMALEA,Villamalea,ALBACETE,7,39.35025,-1.613194,D,P,L-D: 00:00-23:59
16153,SIERRA DE ALCARAZ,"CARRETERA DE ALBACETE, 14 KM. 0",2350,VILLAPALACIOS,Villapalacios,ALBACETE,7,38.575556,-2.630167,D,R,L: 24H
4893,REPSOL,"CR N-322, 258,8",2350,VILLAPALACIOS,Villapalacios,ALBACETE,7,38.581722,-2.626222,D,P,L-D: 07:00-21:00
12015,PLENERGY,"AVENIDA REYES CATOLICOS, 138",2600,VILLARROBLEDO,Villarrobledo,ALBACETE,7,39.276917,-2.591111,D,P,L-D: 24H
5123,REPSOL,CARRETERA OSSA DE MONTIEL KM. 21,2600,VILLARROBLEDO,Villarrobledo,ALBACETE,7,39.257528,-2.613778,I,P,L-S: 06:00-22:00; D: 06:00-15:00
15524,MOLGAS,"CALLE FERNANDO ZEPPELIN, 13",2600,VILLARROBLEDO,Villarrobledo,ALBACETE,7,39.268472,-2.587083,D,P,L-D: 00:00-23:59
5167,REPSOL,"CARRETERA NACIONAL 310 KM. 137,7",2600,VILLARROBLEDO,Villarrobledo,ALBACETE,7,39.293722,-2.567139,I,P,L-S: 07:00-22:00
