segment_id,route_segment,imd_total,daily_bev_traffic_2027,seasonal_multiplier,simulated_charging_rate,n_chargers_stochastic,is_tent,tent_tier
442,N-432A,80.5,2.8,1.0,0.116,2,False,None
443,N-432A,18.0,0.6,1.0,0.125,2,False,None
444,N-432A,64.2,2.2,1.0,0.12,2,False,None
445,N-432A,539.2,18.5,1.0,0.123,2,False,None
446,N-432A,209.2,7.2,1.0,0.1175,2,False,None
447,N-432A,1523.8,52.2,1.0,0.1235,2,False,None
448,N-432A,3287.0,112.7,1.0,0.1325,2,False,None
449,N-432A,498.3,17.1,1.0,0.122,2,False,None
450,N-432A,498.3,17.1,1.0,0.116,2,False,None
451,N-432A,491.7,16.9,1.0,0.118,2,False,None
452,N-432A,2230.8,76.5,1.0,0.142,2,False,None
453,N-432A,505.0,17.3,1.0,0.1245,2,False,None
454,N-432A,193.7,6.6,1.0,0.1205,2,False,None
455,N-432A,498.3,17.1,1.0,0.138,2,False,None
456,N-432R,1953.8,67.0,1.0,0.1415,2,False,None
457,N-433,3155.6,108.2,1.0,0.13,2,False,None
458,N-433,4284.3,146.9,1.0,0.122,4,True,Comprehensive
459,N-433,2027.0,69.5,1.0,0.124,4,True,Comprehensive
460,N-435,3488.0,119.6,1.0,0.1185,2,False,None
461,N-435A,446.6,15.3,1.0,0.124,2,False,None
462,N-5,6992.8,239.8,1.0,0.1325,2,False,None
463,N-5,334.8,11.5,1.0,0.1125,2,False,None
464,N-5,3888.0,133.3,1.0,0.1315,4,True,Comprehensive
465,N-5,1752.2,60.1,1.0,0.129,2,False,None
466,N-5,707.8,24.3,1.0,0.12,2,False,None
467,N-501,6677.3,228.9,1.0,0.1175,2,False,None
468,N-501,802.6,27.5,1.0,0.128,2,False,None
469,N-501,3615.0,123.9,1.0,0.1165,4,True,Comprehensive
470,N-501,3615.0,123.9,1.0,0.13,2,False,None
471,N-501A,653.8,22.4,1.0,0.1355,2,False,None
472,N-502,2284.3,78.3,1.0,0.119,2,False,None
473,N-502,1998.0,68.5,1.0,0.1225,2,False,None
474,N-502,1711.7,58.7,1.0,0.1305,2,False,None
475,N-502A,526.2,18.0,1.0,0.118,2,False,None
476,N-502A,526.2,18.0,1.0,0.126,2,False,None
477,N-502A,526.2,18.0,1.0,0.1285,2,False,None
478,N-502A,7505.2,257.3,1.0,0.132,2,False,None
479,N-502A,526.2,18.0,1.0,0.1265,2,False,None
480,N-502A,762.5,26.1,1.0,0.1255,2,False,None
481,N-502A,526.2,18.0,1.0,0.1255,2,False,None
482,N-502A,30.8,1.1,1.0,0.1285,2,False,None
483,N-502A,40.5,1.4,1.0,0.1325,2,False,None
484,N-521,1250.2,42.9,1.0,0.115,2,False,None
485,N-521,8523.1,292.2,1.0,0.1245,2,False,None
486,N-521,5347.9,183.4,1.0,0.117,2,False,None
487,N-521,12834.5,440.0,1.0,0.131,2,False,None
488,N-521,2172.6,74.5,1.0,0.1355,2,False,None
489,N-523,3544.9,121.5,1.0,0.1175,2,False,None
490,N-523,8087.3,277.3,1.0,0.1255,2,False,None
491,N-525,1901.8,65.2,1.0,0.1365,2,False,None
492,N-525,892.9,30.6,1.0,0.1275,2,False,None
493,N-525,3943.6,135.2,1.0,0.125,2,False,None
494,N-525,5757.5,197.4,1.0,0.1115,2,False,None
495,N-525,8550.2,293.2,1.0,0.125,2,False,None
496,N-532,2540.0,87.1,1.0,0.115,2,False,None
497,N-536,2005.1,68.7,1.0,0.117,2,False,None
498,N-540,13468.0,461.8,1.0,0.1315,2,False,None
499,N-540,7132.2,244.5,1.0,0.1275,2,False,None
500,N-540,3656.5,125.4,1.0,0.1225,2,False,None
501,N-540A,175.2,6.0,1.0,0.1325,2,False,None
502,N-541,3324.3,114.0,1.0,0.1305,2,False,None
503,N-542,22214.0,761.6,1.0,0.1355,2,False,None
504,N-544,6750.0,231.4,1.0,0.1115,2,False,None
505,N-547,3638.0,124.7,1.0,0.123,2,False,None
506,N-550,21488.2,736.7,1.0,0.129,2,False,None
507,N-550,10921.5,374.5,1.0,0.139,2,False,None
508,N-550,25214.0,864.5,1.0,0.1215,2,False,None
509,N-550,12766.1,437.7,1.0,0.1255,2,False,None
510,N-550,6411.2,219.8,1.0,0.128,2,False,None
511,N-550,14178.3,486.1,1.0,0.1285,2,False,None
512,N-550,14178.3,486.1,1.0,0.122,2,False,None
513,N-550,15590.5,534.5,1.0,0.118,2,False,None
514,N-550A,10617.8,364.0,1.0,0.119,2,False,None
515,N-550A,4770.8,163.6,1.0,0.141,2,False,None
516,N-550R,7148.8,245.1,1.0,0.1195,2,False,None
517,N-551,6004.4,205.9,1.0,0.1245,2,False,None
518,N-552,11743.4,402.6,1.0,0.1315,2,False,None
519,N-554,9803.1,336.1,1.0,0.117,2,False,None
520,N-555,7669.8,263.0,1.0,0.1245,2,False,None
521,N-556,10286.8,352.7,1.0,0.121,2,False,None
522,N-559,707.2,24.2,1.0,0.1305,2,False,None
523,N-5A,2101.5,72.1,1.0,0.1215,2,False,None
524,N-5A,15810.2,542.1,1.0,0.126,2,False,None
525,N-5A,8955.9,307.1,1.0,0.129,2,False,None
526,N-6,13867.5,475.5,1.0,0.1115,2,False,None
527,N-6,6970.4,239.0,1.0,0.124,2,False,None
528,N-6,69.0,2.4,1.0,0.1265,2,False,None
529,N-6,204.2,7.0,1.0,0.133,2,False,None
530,N-6,3624.6,124.3,1.0,0.126,2,False,None
531,N-6,4039.8,138.5,1.0,0.1335,2,False,None
532,N-6,3624.6,124.3,1.0,0.122,2,False,None
533,N-6,975.5,33.4,1.0,0.1225,2,False,None
534,N-6,1440.1,49.4,1.0,0.129,2,False,None
535,N-6,2046.5,70.2,1.0,0.1435,2,False,None
536,N-6,3209.4,110.0,1.0,0.1315,2,False,None
537,N-6,17821.5,611.0,1.0,0.1185,2,False,None
538,N-6,25406.5,871.1,1.0,0.116,2,False,None
539,N-6,13716.0,470.3,1.0,0.1345,2,False,None
540,N-6,2980.7,102.2,1.0,0.1375,2,False,None
541,N-620A,24700.0,846.9,1.0,0.1235,2,False,None
542,N-620A,2609.2,89.5,1.0,0.135,2,False,None
543,N-621,1468.5,50.3,1.0,0.126,2,False,None
544,N-621,2083.3,71.4,1.0,0.1165,2,False,None
545,N-621A,60.0,2.1,1.0,0.1225,2,False,None
546,N-622,714.1,24.5,1.0,0.1355,2,False,None
547,N-622,714.1,24.5,1.0,0.126,4,True,Core
548,N-622,714.1,24.5,1.0,0.117,4,True,Comprehensive
549,N-622,714.1,24.5,1.0,0.135,2,False,None
550,N-622A,139.5,4.8,1.0,0.1335,2,False,None
551,N-623,4146.2,142.2,1.0,0.122,2,False,None
552,N-623,8391.8,287.7,1.0,0.127,4,True,Comprehensive
553,N-623,5208.1,178.6,1.0,0.116,2,False,None
554,N-623,8391.8,287.7,1.0,0.1205,2,False,None
555,N-623,11575.5,396.9,1.0,0.132,2,False,None
556,N-623,23822.2,816.8,1.0,0.117,2,False,None
557,N-625,2166.1,74.3,1.0,0.118,2,False,None
558,N-625,2387.0,81.8,1.0,0.141,2,False,None
559,N-627,3213.5,110.2,1.0,0.125,4,True,Comprehensive
560,N-627,3213.5,110.2,1.0,0.1245,2,False,None
561,N-629,2365.0,81.1,1.0,0.1295,2,False,None
562,N-632A,196.8,6.7,1.0,0.122,2,False,None
563,N-633,16872.8,578.5,1.0,0.121,2,False,None
564,N-633,16872.8,578.5,1.0,0.125,4,True,Core
565,N-634,3969.9,136.1,1.0,0.122,2,False,None
566,N-634,3969.9,136.1,1.0,0.1305,2,False,None
567,N-634,3969.9,136.1,1.0,0.1205,2,False,None
568,N-634,3969.9,136.1,1.0,0.121,2,False,None
569,N-634,3154.0,108.1,1.0,0.129,2,False,None
570,N-634,3672.8,125.9,1.0,0.116,2,False,None
571,N-634,3969.9,136.1,1.0,0.1355,2,False,None
572,N-634,8893.8,304.9,1.0,0.131,2,False,None
573,N-634,5218.2,178.9,1.0,0.129,2,False,None
574,N-634,4065.7,139.4,1.0,0.1255,2,False,None
575,N-634,959.5,32.9,1.0,0.135,2,False,None
576,N-634,3969.9,136.1,1.0,0.1245,2,False,None
577,N-634,6788.4,232.7,1.0,0.138,2,False,None
578,N-634,3874.0,132.8,1.0,0.13,2,False,None
579,N-634,12930.5,443.3,1.0,0.132,2,False,None
580,N-634,4203.1,144.1,1.0,0.124,2,False,None
581,N-634,2697.8,92.5,1.0,0.116,2,False,None
582,N-634,2194.8,75.2,1.0,0.1265,2,False,None
583,N-634,3969.9,136.1,1.0,0.129,2,False,None
584,N-634,2780.1,95.3,1.0,0.1325,2,False,None
585,N-634,5682.0,194.8,1.0,0.113,2,False,None
586,N-634,3969.9,136.1,1.0,0.1235,4,True,Comprehensive
587,N-634,1876.8,64.3,1.0,0.1215,4,True,Comprehensive
588,N-634,3969.9,136.1,1.0,0.1405,2,False,None
589,N-634,3969.9,136.1,1.0,0.1315,2,False,None
590,N-634,4640.8,159.1,1.0,0.124,2,False,None
591,N-634A,445.2,15.3,1.0,0.115,2,False,None
592,N-655,1285.2,44.1,1.0,0.114,2,False,None
593,N-6A,88.7,3.0,1.0,0.1195,2,False,None
594,N-6A,3710.5,127.2,1.0,0.125,2,False,None
595,N-362,5740.9,196.8,1.0,0.119,2,False,None
596,N-354,5740.9,196.8,1.0,0.116,2,False,None
597,N-352,10850.0,372.0,1.0,0.121,2,False,None
598,N-554R,5740.9,196.8,1.0,0.1125,2,False,None
599,A-57,5740.9,196.8,1.0,0.1415,2,False,None
600,A-92M,5740.9,196.8,1.0,0.1355,4,True,Comprehensive
601,A-92N,5740.9,196.8,1.0,0.135,4,True,Comprehensive
602,A-384,5740.9,196.8,2.5,0.1295,2,False,None
603,A-384,5740.9,196.8,2.5,0.127,4,True,Core
604,A-381,5740.9,196.8,2.5,0.1235,4,True,Core
605,A-10,5740.9,196.8,1.0,0.1225,4,True,Comprehensive
606,AP-15,5740.9,196.8,1.0,0.134,4,True,Comprehensive
607,AP-15,5740.9,196.8,1.0,0.1285,4,True,Comprehensive
608,AP-15,5740.9,196.8,1.0,0.125,2,False,None
609,AP-15,5740.9,196.8,1.0,0.136,4,True,Comprehensive
610,AP-15-R,5740.9,196.8,1.0,0.122,2,False,None
611,N-121-A,5740.9,196.8,1.0,0.148,4,True,Comprehensive
612,N-121-A,5740.9,196.8,1.0,0.133,4,True,Comprehensive
613,N-644,5740.9,196.8,1.0,0.1305,4,True,Core
614,A-66R,5740.9,196.8,1.5,0.13,2,False,None
615,A-66R,5740.9,196.8,1.5,0.13,2,False,None
616,A-66R,5740.9,196.8,1.5,0.128,2,False,None
617,AP-7S,14470.0,496.1,2.5,0.1405,4,True,Comprehensive
618,AP-7S,11020.1,377.8,2.5,0.1425,4,True,Comprehensive
619,AP-7S,16767.8,574.9,2.5,0.11,4,True,Comprehensive
620,AP-7S,14470.0,496.1,2.5,0.1175,4,True,Comprehensive
621,AP-7S,14470.0,496.1,2.5,0.12,4,True,Comprehensive
622,N-4,1433.5,49.1,1.0,0.134,2,False,None
623,N-4,1266.5,43.4,1.0,0.126,2,False,None
624,N-4,5743.5,196.9,1.0,0.1235,2,False,None
625,N-4,7537.8,258.4,1.0,0.138,2,False,None
626,N-4,3287.0,112.7,1.0,0.1335,2,False,None
627,N-4,21327.8,731.2,1.0,0.1205,2,False,None
628,N-4,10506.5,360.2,1.0,0.1135,2,False,None
629,N-4,4965.6,170.3,1.0,0.1195,2,False,None
630,N-4,5354.6,183.6,1.0,0.1295,2,False,None
631,A-7S,17319.2,593.8,2.5,0.129,4,True,Core
632,A-7S,23949.7,821.1,2.5,0.1225,5,True,Core
633,A-7S,28222.0,967.6,2.5,0.124,6,True,Core
634,A-7S,43031.0,1475.3,2.5,0.1375,10,True,Core
635,A-7S,30927.6,1060.4,2.5,0.125,7,True,Core
636,A-7S,11082.0,380.0,2.5,0.1305,4,True,Core
637,A-7S,13380.0,458.7,2.5,0.1215,4,True,Core
638,A-7S,35364.8,1212.5,2.5,0.117,7,True,Core
639,A-7S,17540.3,601.4,2.5,0.1275,4,True,Core
640,A-7S,19271.0,660.7,2.5,0.113,4,True,Core
641,A-7S,16396.5,562.2,2.5,0.132,4,True,Core
642,A-7S,46028.1,1578.1,2.5,0.1175,9,True,Core
643,A-7S,35364.8,1212.5,2.5,0.1215,7,True,Core
644,A-7S,35364.8,1212.5,2.5,0.1345,8,False,None
645,A-7S,46679.2,1600.4,2.5,0.1295,10,True,Comprehensive
646,A-7S,70217.2,2407.4,2.5,0.118,12,False,None
647,A-1,23408.9,802.6,1.0,0.1375,3,False,None
648,A-1,23408.9,802.6,1.0,0.116,4,True,Core
649,A-1,36984.0,1268.0,1.0,0.122,4,True,Core
650,A-1,23408.9,802.6,1.0,0.125,4,True,Core
651,A-1,23408.9,802.6,1.0,0.1155,4,True,Core
652,A-1,23408.9,802.6,1.0,0.1265,4,True,Comprehensive
653,A-1,23408.9,802.6,1.0,0.126,4,True,Comprehensive
654,A-1,23408.9,802.6,1.0,0.1315,4,True,Comprehensive
655,A-1,23408.9,802.6,1.0,0.1285,4,True,Comprehensive
656,A-1,23408.9,802.6,1.0,0.1365,4,True,Comprehensive
657,A-1,23408.9,802.6,1.0,0.1425,4,True,Comprehensive
658,A-11,3403.1,116.7,1.0,0.1365,2,False,None
659,A-11,4177.6,143.2,1.0,0.125,2,False,None
660,A-11,3348.7,114.8,1.0,0.1425,2,False,None
661,A-11,2833.0,97.1,1.0,0.1255,2,False,None
662,A-11,15251.1,522.9,1.0,0.125,2,False,None
663,A-11,4177.6,143.2,1.0,0.1255,2,False,None
664,A-11,7149.7,245.1,1.0,0.1255,4,True,Comprehensive
665,A-11,4952.1,169.8,1.0,0.1145,4,True,Comprehensive
666,A-11R,5740.9,196.8,1.0,0.1485,2,False,None
667,A-12,10868.0,372.6,1.0,0.127,2,False,None
668,A-12,10868.0,372.6,1.0,0.128,2,False,None
669,A-12,10868.0,372.6,1.0,0.1275,2,False,None
670,A-13,20765.3,712.0,1.0,0.1205,2,False,None
671,A-14,5386.5,184.7,1.0,0.132,2,False,None
672,A-14-R2,5740.9,196.8,1.0,0.115,2,False,None
673,A-15,4990.2,171.1,1.0,0.117,4,True,Comprehensive
674,A-15,4989.2,171.1,1.0,0.1305,4,True,Comprehensive
675,A-15,4989.8,171.1,1.0,0.139,4,True,Comprehensive
676,A-15,4989.8,171.1,1.0,0.1255,2,False,None
677,A-15,3370.5,115.6,1.0,0.128,4,True,Comprehensive
678,A-15,6364.2,218.2,1.0,0.122,4,True,Comprehensive
679,A-15,4989.8,171.1,1.0,0.1135,2,False,None
680,A-15,4989.8,171.1,1.0,0.113,4,True,Comprehensive
681,A-15,4989.8,171.1,1.0,0.135,4,True,Comprehensive
682,A-15,4989.8,171.1,1.0,0.131,2,False,None
683,A-1A,3740.8,128.3,1.0,0.1295,2,False,None
684,A-2,54210.1,1858.6,1.0,0.1185,5,False,None
685,A-2,59436.6,2037.8,1.0,0.1405,6,True,Core
686,A-2,21504.5,737.3,1.0,0.115,4,True,Core
687,A-2,17361.8,595.3,1.0,0.1235,4,True,Core
688,A-2,13886.3,476.1,1.0,0.125,4,True,Core
689,A-2,22505.7,771.6,1.0,0.116,4,True,Core
690,A-2,59934.0,2054.9,1.0,0.127,5,True,Core
691,A-2,67125.4,2301.4,1.0,0.13,6,True,Core
692,A-2,83402.0,2859.5,1.0,0.1145,7,True,Core
693,A-2,65486.2,2245.2,1.0,0.135,6,True,Core
694,A-2,40983.2,1405.1,1.0,0.1315,4,True,Core
695,A-2,11821.7,405.3,1.0,0.1115,2,False,None
696,A-2,16482.0,565.1,1.0,0.116,4,True,Core
697,A-2,29412.5,1008.4,1.0,0.127,4,True,Core
698,A-2,32014.7,1097.6,1.0,0.126,4,True,Core
699,A-2,30662.4,1051.3,1.0,0.1165,4,True,Core
700,A-2,111128.1,3810.1,1.0,0.129,10,True,Core
701,A-2,138660.0,4754.1,1.0,0.117,11,True,Core
702,A-2,20236.5,693.8,1.0,0.1225,2,False,None
703,A-2,11624.8,398.6,1.0,0.1355,2,False,None
704,A-21,3290.9,112.8,1.0,0.123,4,True,Comprehensive
705,A-21,3290.9,112.8,1.0,0.123,4,True,Comprehensive
706,A-21,3368.5,115.5,1.0,0.1355,4,True,Comprehensive
707,A-21,3290.9,112.8,1.0,0.12,2,False,None
708,A-21,3290.9,112.8,1.0,0.117,2,False,None
709,A-21,2890.2,99.1,1.0,0.127,4,True,Comprehensive
710,A-21,3290.9,112.8,1.0,0.1245,2,False,None
711,A-21,3266.2,112.0,1.0,0.1225,4,True,Comprehensive
712,A-21,3315.5,113.7,1.0,0.1285,4,True,Comprehensive
713,A-22,10113.4,346.7,1.0,0.1205,4,True,Comprehensive
714,A-22,9431.2,323.4,1.0,0.1255,4,True,Comprehensive
715,A-22,9431.2,323.4,1.0,0.129,4,True,Comprehensive
716,A-22,8749.1,300.0,1.0,0.122,4,True,Comprehensive
717,A-22,9431.2,323.4,1.0,0.1235,4,True,Comprehensive
718,A-22,9431.2,323.4,1.0,0.128,2,False,None
719,A-22-R1,3522.0,120.8,1.0,0.138,2,False,None
720,A-22-R2,1828.8,62.7,1.0,0.128,2,False,None
721,A-30,117948.0,4043.9,2.5,0.1285,12,True,Core
722,A-30,54109.7,1855.2,2.5,0.1315,12,True,Core
723,A-30,61389.3,2104.8,2.5,0.1355,12,True,Core
724,A-31,11469.6,393.2,2.5,0.112,4,True,Comprehensive
725,A-31,24921.8,854.5,2.5,0.117,5,True,Comprehensive
726,A-31,32766.9,1123.4,2.5,0.1115,6,True,Comprehensive
727,A-31,15506.1,531.6,2.5,0.1375,4,True,Comprehensive
728,A-31,33979.0,1165.0,2.5,0.116,7,True,Comprehensive
729,A-31,33333.1,1142.8,2.5,0.1255,7,True,Comprehensive
730,A-31,42328.8,1451.3,2.5,0.1375,10,True,Comprehensive
731,A-32,8706.4,298.5,2.5,0.1235,4,True,Comprehensive
732,A-32,4648.0,159.4,2.5,0.1255,4,True,Comprehensive
733,A-32,1852.2,63.5,2.5,0.1305,4,True,Comprehensive
734,A-33,9095.3,311.8,2.5,0.1245,2,False,None
735,A-35,19555.5,670.5,2.5,0.1335,5,False,None
736,A-35,19555.5,670.5,2.5,0.1165,4,True,Comprehensive
737,A-35,19555.5,670.5,2.5,0.1155,4,False,None
738,A-38,20037.0,687.0,2.5,0.132,5,False,None
739,A-38,25856.0,886.5,2.5,0.1285,6,False,None
740,A-4,127110.0,4358.1,1.0,0.139,12,False,None
741,A-4,111263.3,3814.7,1.0,0.1225,9,True,Core
742,A-4,35958.8,1232.9,1.0,0.1285,4,True,Core
743,A-4,24701.1,846.9,1.0,0.122,4,True,Core
744,A-4,20200.1,692.6,1.0,0.143,4,True,Core
745,A-4,20924.0,717.4,1.0,0.116,4,True,Core
746,A-4,22371.6,767.0,1.0,0.1295,4,True,Core
747,A-4,26517.0,909.2,1.0,0.13,4,True,Core
748,A-4,45096.9,1546.2,1.0,0.12,4,True,Core
749,A-4,38164.0,1308.5,1.0,0.1205,4,True,Core
750,A-4,26517.0,909.2,1.0,0.1235,3,False,None
751,A-4,12264.5,420.5,1.0,0.1155,2,False,None
752,A-4,26517.0,909.2,1.0,0.1165,2,False,None
753,A-4,9891.0,339.1,1.0,0.135,4,True,Comprehensive
754,A-4,34453.6,1181.3,1.0,0.133,4,True,Comprehensive
755,A-40,11695.0,401.0,1.0,0.148,2,False,None
756,A-40,3292.8,112.9,1.0,0.118,2,False,None
757,A-40,4385.1,150.3,1.0,0.134,2,False,None
758,A-40,5172.8,177.4,1.0,0.116,2,False,None
759,A-41,9313.8,319.3,1.0,0.1195,2,False,None
760,A-41,9313.8,319.3,1.0,0.1145,4,True,Comprehensive
761,A-42,71908.9,2465.4,1.0,0.1175,6,False,None
762,A-43,10272.2,352.2,1.0,0.128,4,True,Comprehensive
763,A-43,9281.6,318.2,1.0,0.1185,4,True,Comprehensive
764,A-43,10205.1,349.9,1.0,0.1285,4,True,Comprehensive
765,A-43,7208.8,247.2,1.0,0.1305,4,True,Comprehensive
766,A-44,19705.5,675.6,1.0,0.1285,4,True,Comprehensive
767,A-44,21904.2,751.0,1.0,0.1255,4,True,Comprehensive
768,A-44,21788.4,747.0,1.0,0.1205,4,True,Comprehensive
769,A-44,12262.2,420.4,1.0,0.1295,2,False,None
770,A-44,21788.4,747.0,1.0,0.121,2,False,None
771,A-44,26831.9,920.0,1.0,0.12,4,True,Comprehensive
772,A-45,16033.5,549.7,1.0,0.141,4,True,Comprehensive
773,A-45,25527.6,875.2,1.0,0.1265,4,True,Core
774,A-45,35677.0,1223.2,1.0,0.1375,4,True,Core
775,A-45,25527.6,875.2,1.0,0.1145,4,True,Core
776,A-45,25527.6,875.2,1.0,0.1195,2,False,None
777,A-48,31709.3,1087.2,1.0,0.1275,3,False,None
778,A-49,52178.6,1789.0,1.0,0.1215,5,True,Core
779,A-49,14215.0,487.4,1.0,0.126,4,True,Comprehensive
780,A-4A,1672.5,57.3,1.0,0.1095,2,False,None
781,A-4R1,5740.9,196.8,1.0,0.119,2,False,None
782,A-4R2,5740.9,196.8,1.0,0.135,2,False,None
783,A-5,19860.8,680.9,1.0,0.124,2,False,None
784,A-5,59617.8,2044.0,1.0,0.1285,5,True,Core
785,A-5,70306.5,2410.5,1.0,0.113,6,True,Core
786,A-5,35369.1,1212.7,1.0,0.109,4,True,Core
787,A-5,22782.4,781.1,1.0,0.1315,4,True,Core
788,A-5,12560.8,430.7,1.0,0.136,4,True,Core
789,A-5,9724.4,333.4,1.0,0.1285,4,True,Core
790,A-5,16128.3,553.0,1.0,0.1115,4,True,Core
791,A-5,22955.5,787.0,1.0,0.123,4,True,Core
792,A-5,17659.6,605.5,1.0,0.1215,4,True,Core
793,A-5,19860.8,680.9,1.0,0.1305,4,True,Core
794,A-5,11387.5,390.4,1.0,0.1095,4,True,Core
795,A-5,19860.8,680.9,1.0,0.1235,4,True,Core
796,A-50,8516.5,292.0,1.0,0.1305,4,True,Comprehensive
797,A-50,13715.2,470.2,1.0,0.114,4,True,Comprehensive
798,A-50,11115.9,381.1,1.0,0.137,4,True,Comprehensive
799,A-52,17006.3,583.1,1.0,0.135,2,False,None
800,A-52,9075.1,311.1,1.0,0.125,4,True,Comprehensive
801,A-52,14088.3,483.0,1.0,0.1255,4,True,Comprehensive
802,A-52,28114.5,963.9,1.0,0.1235,4,True,Comprehensive
803,A-52,19924.4,683.1,1.0,0.1275,4,True,Comprehensive
804,A-52,17006.3,583.1,1.0,0.125,2,False,None
805,A-54,4747.8,162.8,1.0,0.1285,4,True,Comprehensive
806,A-54,7593.7,260.4,1.0,0.1215,4,True,Comprehensive
807,A-54,7593.7,260.4,1.0,0.1115,4,True,Comprehensive
808,A-54,17807.2,610.5,1.0,0.1295,4,True,Comprehensive
809,A-54,7593.7,260.4,1.0,0.126,4,True,Comprehensive
810,A-55,36506.3,1251.6,1.0,0.119,4,True,Comprehensive
811,A-55,34828.5,1194.1,1.0,0.122,4,True,Comprehensive
812,A-55,60823.5,2085.4,1.0,0.114,5,True,Core
813,A-55,38184.1,1309.2,1.0,0.1445,4,True,Core
814,A-8,19788.2,678.5,1.5,0.129,4,True,Core
815,A-8,46297.8,1587.4,1.5,0.1295,6,True,Core
816,A-8,59777.2,2049.5,1.5,0.1255,8,True,Core
817,A-8,21868.1,749.8,1.5,0.13,4,True,Core
818,A-8,19636.6,673.3,1.5,0.1215,4,True,Core
819,A-8,19712.4,675.9,1.5,0.1305,4,True,Core
820,A-8,12580.1,431.3,1.5,0.1245,4,True,Core
821,A-8,11138.9,381.9,1.5,0.126,4,True,Core
822,A-8,9597.0,329.0,1.5,0.1385,4,True,Core
823,A-8,8628.1,295.8,1.5,0.13,4,True,Core
824,A-8,7663.2,262.7,1.5,0.1305,4,True,Core
825,A-8,9052.3,310.4,1.5,0.1315,4,True,Core
826,A-91,10944.5,375.2,1.0,0.127,4,True,Comprehensive
827,A-92,12746.4,437.0,1.0,0.1425,4,True,Core
828,A-92,12746.4,437.0,1.0,0.1195,4,True,Core
829,A-92,12746.4,437.0,1.0,0.1335,4,True,Comprehensive
830,A-92,12746.4,437.0,1.0,0.1215,4,True,Comprehensive
831,A-92,12746.4,437.0,1.0,0.1345,4,True,Comprehensive
832,A-92,12746.4,437.0,1.0,0.1325,4,True,Comprehensive
833,A-92,12746.4,437.0,1.0,0.1315,2,False,None
834,AP-1,24477.5,839.2,1.0,0.121,4,True,Core
835,AP-1,24477.5,839.2,1.0,0.123,4,True,Core
836,AP-1,24477.5,839.2,1.0,0.142,4,True,Core
837,AP-1,24477.5,839.2,1.0,0.1225,4,True,Core
838,AP-1,24477.5,839.2,1.0,0.1315,3,False,None
839,AP-2,13809.7,473.5,1.0,0.1225,2,False,None
840,AP-2,14881.7,510.2,1.0,0.1275,4,True,Core
841,AP-2,12737.7,436.7,1.0,0.125,4,True,Comprehensive
842,AP-36,3195.9,109.6,1.0,0.126,2,False,None
843,AP-36,8591.5,294.6,1.0,0.1235,2,False,None
844,AP-4,27301.3,936.0,2.5,0.1245,6,True,Core
845,AP-4,28737.0,985.3,2.5,0.119,6,True,Core
846,AP-4,19805.6,679.0,2.5,0.1345,5,True,Comprehensive
847,AP-4,27301.3,936.0,2.5,0.147,7,False,None
848,AP-41,1462.4,50.1,2.5,0.136,2,False,None
849,AP-46,13731.8,470.8,2.5,0.137,3,False,None
850,AP-4A,27367.0,938.3,2.5,0.122,6,False,None
851,AP-51,9374.6,321.4,1.0,0.113,4,True,Comprehensive
852,AP-53,8215.6,281.7,1.0,0.1185,2,False,None
853,AP-6,23234.2,796.6,1.0,0.117,2,False,None
854,AP-6,31946.8,1095.3,1.0,0.1155,4,True,Comprehensive
855,AP-6,23234.2,796.6,1.0,0.112,4,True,Comprehensive
856,AP-6,13732.9,470.8,1.0,0.111,4,True,Comprehensive
857,AP-61,8733.2,299.4,1.0,0.134,2,False,None
858,AP-66,7802.2,267.5,1.5,0.1145,4,True,Comprehensive
859,AP-68,25966.9,890.3,1.0,0.1335,4,True,Core
860,AP-68,23201.0,795.5,1.0,0.1365,4,True,Core
861,AP-68,10032.0,344.0,1.0,0.1285,4,True,Core
862,AP-68,7091.7,243.1,1.0,0.126,4,True,Core
863,AP-68,10308.5,353.4,1.0,0.12,4,True,Core
864,AP-68,11083.9,380.0,1.0,0.118,4,True,Core
865,AP-68,11469.7,393.2,1.0,0.118,4,True,Core
866,AP-68,14168.5,485.8,1.0,0.127,4,True,Core
867,AP-68,11276.8,386.6,1.0,0.1255,4,True,Core
868,AP-68,11276.8,386.6,1.0,0.138,4,True,Core
869,AP-71,5500.3,188.6,2.5,0.14,2,False,None
870,AP-71,5500.3,188.6,2.5,0.1235,2,False,None
871,AP-7N,28489.0,976.8,2.5,0.122,6,False,None
872,AP-7N,40717.3,1396.0,2.5,0.1255,9,True,Core
873,AP-7N,66095.6,2266.1,2.5,0.125,12,True,Core
874,AP-7N,116980.7,4010.8,2.5,0.108,12,True,Core
875,AP-7N,100440.3,3443.7,2.5,0.124,12,True,Core
876,AP-7N,77311.0,2650.7,2.5,0.1175,12,True,Core
877,AP-7N,61778.8,2118.1,2.5,0.125,12,True,Core
878,AP-7N,44623.1,1529.9,2.5,0.125,9,True,Core
879,AP-7N,28260.2,968.9,2.5,0.1235,6,True,Core
880,AP-7N,26593.2,911.8,2.5,0.1235,6,True,Core
881,AP-7N,24994.2,856.9,2.5,0.13,6,True,Core
882,AP-7N,34621.5,1187.0,2.5,0.1455,8,True,Core
883,AP-7N,60562.0,2076.4,2.5,0.122,12,True,Core
884,AP-7N,28003.4,960.1,2.5,0.123,6,True,Core
885,AP-7N,31663.0,1085.6,2.5,0.1165,6,True,Comprehensive
