;;;;GASTOS DE PRESTACIONES POR DESEMPLEO ( miles de euros) POR PROVINCIA Y TIPO DE PRESTACIÓN;;;;;;
Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Gasto Total Prestación;Gasto Prestación Contributiva;Gasto Subsidio Desempleo;Gasto Renta Activa Inserción;Gasto Subsidio Eventuales Agrarios
202001;Enero de 2020;1;Andalucía;4;Almería;28592,38;17550,17;8631,6;1273,83;1136,78
202001;Enero de 2020;1;Andalucía;11;Cádiz;65193,74;37235,64;20805,68;3563,19;3588,8
202001;Enero de 2020;1;Andalucía;14;Córdoba;39530,71;16292,88;13926,86;1569,9;7741,07
202001;Enero de 2020;1;Andalucía;18;Granada;44676,47;22373,5;15530,14;1898,84;4873,79
202001;Enero de 2020;1;Andalucía;21;Huelva;33394,29;19418,39;9513,65;1088,25;3374
202001;Enero de 2020;1;Andalucía;23;Jaén;27782,29;11643,56;9229,53;1096,43;5812
202001;Enero de 2020;1;Andalucía;29;Málaga;77650,63;49965,33;21430,38;2900,24;3353,35
202001;Enero de 2020;1;Andalucía;41;Sevilla;94080,08;46888,51;31769,74;4306,83;11113,78
202001;Enero de 2020;2;Aragón;22;Huesca;6782,24;5397,68;1270,02;114,54;0
202001;Enero de 2020;2;Aragón;44;Teruel;4173,2;3134,14;978,87;60,19;0
202001;Enero de 2020;2;Aragón;50;Zaragoza;31198,92;23905,99;6647,34;645,56;0
202001;Enero de 2020;3;Asturias, Principado de;33;Asturias;35287,36;25205,74;9026,33;1055,29;0
202001;Enero de 2020;4;Balears, Illes;7;Balears, Illes;110751,66;94241,06;15986,98;523,62;0
202001;Enero de 2020;5;Canarias;35;Palmas, Las;50572,41;33073,39;15110,17;2386,29;0
202001;Enero de 2020;5;Canarias;38;Santa Cruz de Tenerife;45533,45;28353,12;14766,15;2413,75;0
202001;Enero de 2020;6;Cantabria;39;Cantabria;21236,73;15369,45;5365,9;501,38;0
202001;Enero de 2020;7;Castilla y León;5;Ávila;5567,53;3608,95;1758,63;199,95;0
202001;Enero de 2020;7;Castilla y León;9;Burgos;12752,39;9320,86;3186,42;245,11;0
202001;Enero de 2020;7;Castilla y León;24;León;15618,95;10220,02;4908,59;490,23;0
202001;Enero de 2020;7;Castilla y León;34;Palencia;5429,68;3932,41;1363,53;133,74;0
202001;Enero de 2020;7;Castilla y León;37;Salamanca;10784,87;6918,53;3469,71;396,63;0
202001;Enero de 2020;7;Castilla y León;40;Segovia;4542,62;3393,64;1061,87;87,11;0
202001;Enero de 2020;7;Castilla y León;42;Soria;2528,06;1941,63;550,15;36,28;0
202001;Enero de 2020;7;Castilla y León;47;Valladolid;15558,5;11585,44;3601,38;371,68;0
202001;Enero de 2020;7;Castilla y León;49;Zamora;5691,77;3580,42;1904,94;206,41;0
202001;Enero de 2020;8;Castilla - La Mancha;2;Albacete;15469,27;9610,04;5070,6;788,63;0
202001;Enero de 2020;8;Castilla - La Mancha;13;Ciudad Real;19654,81;11472,39;7011,66;1170,57;0
202001;Enero de 2020;8;Castilla - La Mancha;16;Cuenca;6132,56;3984,28;1905,04;243,24;0
202001;Enero de 2020;8;Castilla - La Mancha;19;Guadalajara;9612,2;7150,48;2239,66;222,06;0
202001;Enero de 2020;8;Castilla - La Mancha;45;Toledo;26366,66;16048,72;9172,77;1145,17;0
202001;Enero de 2020;9;Cataluña;8;Barcelona;201125,5;155753,98;41949,8;3421,72;0
202001;Enero de 2020;9;Cataluña;17;Girona;35420,72;27439,53;7452,35;528,41;0
202001;Enero de 2020;9;Cataluña;25;Lleida;14911,61;11488,23;3083,48;339,57;0
202001;Enero de 2020;9;Cataluña;43;Tarragona;38717,42;29189,6;8849,04;678,35;0
202001;Enero de 2020;10;Comunitat Valenciana;3;Alicante/Alacant;74961,75;49365,46;22495,49;3100,28;0
202001;Enero de 2020;10;Comunitat Valenciana;12;Castellón/Castelló;22833,24;15927,58;6276,26;628,91;0
