;;;;GASTOS DE PRESTACIONES POR DESEMPLEO ( miles de euros) POR PROVINCIA Y TIPO DE PRESTACIÓN;;;;;;
201802;Febrero de 2018;7;Castilla y León;37;Salamanca;9308,99;6013,54;2631,97;504,29;0
201802;Febrero de 2018;7;Castilla y León;40;Segovia;3660,8;2664,92;847,27;127,34;0
201802;Febrero de 2018;7;Castilla y León;42;Soria;2071,67;1559,99;429,33;63,09;0
201802;Febrero de 2018;7;Castilla y León;47;Valladolid;14360,77;10888,48;2716,21;602,36;0
201802;Febrero de 2018;7;Castilla y León;49;Zamora;5103,07;3254,94;1471,23;305,1;0
201802;Febrero de 2018;8;Castilla - La Mancha;2;Albacete;13066,28;7735,98;4061,44;974,8;0
201802;Febrero de 2018;8;Castilla - La Mancha;13;Ciudad Real;16734,13;8793,96;5860,36;1522,69;0
201802;Febrero de 2018;8;Castilla - La Mancha;16;Cuenca;5462,74;3320,18;1631,17;378,41;0
201802;Febrero de 2018;8;Castilla - La Mancha;19;Guadalajara;8249,67;6055,06;1847,2;283,04;0
201802;Febrero de 2018;8;Castilla - La Mancha;45;Toledo;22405,45;12915,49;7306,73;1612,91;0
201802;Febrero de 2018;9;Cataluña;8;Barcelona;164991,66;124909,12;33498,18;5398,32;0
201802;Febrero de 2018;9;Cataluña;17;Girona;28552,97;21216,39;6353,82;797,64;0
201802;Febrero de 2018;9;Cataluña;25;Lleida;11841,63;8749,77;2517,99;451,17;0
201802;Febrero de 2018;9;Cataluña;43;Tarragona;31059,36;22417,38;7242,48;1105,74;0
201802;Febrero de 2018;10;Comunitat Valenciana;3;Alicante/Alacant;59881,16;37603,13;16821,68;4187,1;0
201802;Febrero de 2018;10;Comunitat Valenciana;12;Castellón/Castelló;17448,78;11428,91;4790,2;977,06;0
201802;Febrero de 2018;10;Comunitat Valenciana;46;Valencia/Valéncia;76024,7;49221,82;19962,85;5358,29;0
201802;Febrero de 2018;11;Extremadura;6;Badajoz;33136,84;14175,43;11982,22;2029,12;4288,06
201802;Febrero de 2018;11;Extremadura;10;Cáceres;18683,95;8445,92;6554,56;923,81;2530,38
201802;Febrero de 2018;12;Galicia;15;Coruña, A;32766,05;23186,51;7739,72;1502,89;0
201802;Febrero de 2018;12;Galicia;27;Lugo;8487,61;5778,85;2201,26;401,75;0
201802;Febrero de 2018;12;Galicia;32;Ourense;7928,07;4784,76;2600,05;437,86;0
201802;Febrero de 2018;12;Galicia;36;Pontevedra;30486,09;19932,55;8500,13;1622,68;0
201802;Febrero de 2018;13;Madrid, Comunidad de;28;Madrid;183562,02;147138,7;28966,21;6194,94;0
201802;Febrero de 2018;14;Murcia, Región de;30;Murcia;45687,57;31437,21;9977,28;3109,91;0
201802;Febrero de 2018;15;Navarra, Comunidad Foral de;31;Navarra;16853,46;13343,52;3065,87;403,97;0
201802;Febrero de 2018;16;País Vasco;1;Araba/Álava;7874,47;6443,77;1260,31;157,94;0
201802;Febrero de 2018;16;País Vasco;20;Gipuzkoa;16695,6;13921,92;2464,84;292;0
201802;Febrero de 2018;16;País Vasco;48;Bizkaia;27982,36;22580,68;4683,86;657,87;0
201802;Febrero de 2018;17;Rioja, La;26;Rioja, La;8560,6;6551,74;1630,86;313,01;0
201802;Febrero de 2018;18;Ceuta;51;Ceuta;2454,67;1067,41;882,8;303,21;0
201802;Febrero de 2018;19;Melilla;52;Melilla;1894,27;907,81;618,21;220,39;0
201803;Marzo de 2018;1;Andalucía;4;Almería;23206,89;12792,21;6994,89;1544,45;1184,02
201803;Marzo de 2018;1;Andalucía;11;Cádiz;49258,67;23126,49;16669,45;4193,62;3450,65
201803;Marzo de 2018;1;Andalucía;14;Córdoba;36618,9;14146,66;11859,92;1864,12;7898,19
201803;Marzo de 2018;1;Andalucía;18;Granada;38322,32;17231,89;12741,65;2307,35;5037,39
201803;Marzo de 2018;1;Andalucía;21;Huelva;22249,83;10183,94;7158,69;1305,96;3068,53
201803;Marzo de 2018;1;Andalucía;23;Jaén;30213,88;12397,86;9438,16;1439,25;6380,67
201803;Marzo de 2018;1;Andalucía;29;Málaga;59206,76;33126,55;17438,44;3767,76;3504,01
201803;Marzo de 2018;1;Andalucía;41;Sevilla;82875,69;36141,08;26899,89;5531,29;11823,9
201803;Marzo de 2018;2;Aragón;22;Huesca;5010,07;3862,97;929,1;164,14;0
201803;Marzo de 2018;2;Aragón;44;Teruel;2861,38;2058,24;660,16;108,06;0
201803;Marzo de 2018;2;Aragón;50;Zaragoza;23536,18;17852,42;4582,97;919,46;0
201803;Marzo de 2018;3;Asturias, Principado de;33;Asturias;27655,71;19532,56;6492,2;1417,31;0
201803;Marzo de 2018;4;Balears, Illes;7;Balears, Illes;53163,47;39616,2;12744,68;711,06;0
201803;Marzo de 2018;5;Canarias;35;Palmas, Las;40800,66;26071,17;10535,18;3141,42;0
201803;Marzo de 2018;5;Canarias;38;Santa Cruz de Tenerife;36694,78;21388,83;11298,68;3043,83;0
201803;Marzo de 2018;6;Cantabria;39;Cantabria;16736,85;11712,9;4170,06;731,07;0
201803;Marzo de 2018;7;Castilla y León;5;Ávila;4626,36;2823,16;1438,55;271,15;0
201803;Marzo de 2018;7;Castilla y León;9;Burgos;9212,05;6465,74;2291,09;370,72;0
201803;Marzo de 2018;7;Castilla y León;24;León;12942,16;8929,16;3212,44;625,97;0
201803;Marzo de 2018;7;Castilla y León;34;Palencia;4375,35;3099,27;1070,39;168,99;0
201803;Marzo de 2018;7;Castilla y León;37;Salamanca;8829,12;5547,31;2606,2;504,61;0
201803;Marzo de 2018;7;Castilla y León;40;Segovia;3427,78;2443,67;828,83;133,08;0
201803;Marzo de 2018;7;Castilla y León;42;Soria;2070,87;1561,16;425,81;66,2;0
201803;Marzo de 2018;7;Castilla y León;47;Valladolid;13939,02;10470,53;2719,79;594,7;0
201803;Marzo de 2018;7;Castilla y León;49;Zamora;4724,96;2888,42;1457,28;301,2;0
201803;Marzo de 2018;8;Castilla - La Mancha;2;Albacete;12817,12;7414,17;4128,24;963,79;0
201803;Marzo de 2018;8;Castilla - La Mancha;13;Ciudad Real;16740,35;8656,55;5995,07;1515,33;0
201803;Marzo de 2018;8;Castilla - La Mancha;16;Cuenca;5320,98;3203,26;1616,52;364,48;0
201803;Marzo de 2018;8;Castilla - La Mancha;19;Guadalajara;7894,5;5703,41;1834,76;284,98;0
201803;Marzo de 2018;8;Castilla - La Mancha;45;Toledo;22208,1;12638,17;7369,46;1603,27;0
201803;Marzo de 2018;9;Cataluña;8;Barcelona;158578,08;119476,44;32642,74;5229,3;0
201803;Marzo de 2018;9;Cataluña;17;Girona;23446,41;16727,37;5751,83;766,55;0
201803;Marzo de 2018;9;Cataluña;25;Lleida;11306,31;8255,23;2471,84;451,22;0
201803;Marzo de 2018;9;Cataluña;43;Tarragona;26056,53;17962,64;6715,68;1075,25;0
201803;Marzo de 2018;10;Comunitat Valenciana;3;Alicante/Alacant;55760,77;33855,4;16407,68;4133,77;0
201803;Marzo de 2018;10;Comunitat Valenciana;12;Castellón/Castelló;16732,89;10569,65;4909,68;973,6;0
201803;Marzo de 2018;10;Comunitat Valenciana;46;Valencia/Valéncia;73732,89;47355,32;19612,04;5230,94;0
201803;Marzo de 2018;11;Extremadura;6;Badajoz;33026,25;13984,96;12070,93;2062,11;4222,97
201803;Marzo de 2018;11;Extremadura;10;Cáceres;18324,18;8002,81;6604,47;940,01;2531,71
201803;Marzo de 2018;12;Galicia;15;Coruña, A;30486,65;21047,97;7600,92;1498,11;0
201803;Marzo de 2018;12;Galicia;27;Lugo;7737,28;5045,28;2177,31;406,23;0
201803;Marzo de 2018;12;Galicia;32;Ourense;7602,09;4487,96;2558,61;442,75;0
201803;Marzo de 2018;12;Galicia;36;Pontevedra;28978,04;18644,27;8291,12;1600,76;0
201803;Marzo de 2018;13;Madrid, Comunidad de;28;Madrid;178999,13;142800,61;28772,71;6084,76;0
201803;Marzo de 2018;14;Murcia, Región de;30;Murcia;42946,48;28914,94;9741,93;3058,77;0
201803;Marzo de 2018;15;Navarra, Comunidad Foral de;31;Navarra;16111,52;12667,98;3004,4;397,59;0
201803;Marzo de 2018;16;País Vasco;1;Araba/Álava;7624,73;6213,78;1245,86;151,97;0
201803;Marzo de 2018;16;País Vasco;20;Gipuzkoa;15558,53;12829,4;2428,02;285,85;0
201803;Marzo de 2018;16;País Vasco;48;Bizkaia;26730,42;21386,44;4632,22;652,71;0
201803;Marzo de 2018;17;Rioja, La;26;Rioja, La;8194,39;6208,79;1608,71;304,04;0
201803;Marzo de 2018;18;Ceuta;51;Ceuta;2341,34;981,35;851,54;295,07;0
201803;Marzo de 2018;19;Melilla;52;Melilla;1801,73;848,75;577,66;222,03;0
201804;Abril de 2018;1;Andalucía;4;Almería;23168,77;12942,1;6858,04;1513,9;1175,87
201804;Abril de 2018;1;Andalucía;11;Cádiz;45443,93;20248,16;15842,3;4143,78;3397,96
201804;Abril de 2018;1;Andalucía;14;Córdoba;35029,82;12615,61;11969,28;1865,93;7720,49
201804;Abril de 2018;1;Andalucía;18;Granada;36026,79;15553,77;12306,85;2283,01;4900,07
201804;Abril de 2018;1;Andalucía;21;Huelva;19269,86;8318,25;6358,21;1287,36;2803,23
201804;Abril de 2018;1;Andalucía;23;Jaén;28795,74;10986,99;9596,32;1429,28;6226,66
201804;Abril de 2018;1;Andalucía;29;Málaga;54361,14;28892,63;16765,23;3728,97;3589,62
201804;Abril de 2018;1;Andalucía;41;Sevilla;79580,69;34009,36;26131,54;5407,4;11530,07
201804;Abril de 2018;2;Aragón;22;Huesca;4935,62;3819,91;907,12;157,85;0
201804;Abril de 2018;2;Aragón;44;Teruel;2782,67;1989,03;651,27;108,03;0
201804;Abril de 2018;2;Aragón;50;Zaragoza;23693,42;18138,18;4482,69;893,09;0
201804;Abril de 2018;3;Asturias, Principado de;33;Asturias;27031,04;19245,9;6180,41;1392,04;0
201804;Abril de 2018;4;Balears, Illes;7;Balears, Illes;34276,46;24030,86;9468,47;682,31;0
201804;Abril de 2018;5;Canarias;35;Palmas, Las;40990,06;26404,32;10445,7;3119,63;0
201804;Abril de 2018;5;Canarias;38;Santa Cruz de Tenerife;36159,86;21019,8;11146,93;3022,97;0
201804;Abril de 2018;6;Cantabria;39;Cantabria;15547,54;10797,98;3906,58;722,58;0
201804;Abril de 2018;7;Castilla y León;5;Ávila;4317,41;2540,76;1414,74;273,25;0
201804;Abril de 2018;7;Castilla y León;9;Burgos;8685,08;6036,16;2199,82;367,98;0
201804;Abril de 2018;7;Castilla y León;24;León;12027,35;8150,91;3083,89;625,82;0
201804;Abril de 2018;7;Castilla y León;34;Palencia;4133,92;2908,82;1028,89;158,12;0
201804;Abril de 2018;7;Castilla y León;37;Salamanca;8716,71;5487,59;2562,27;497,72;0
201804;Abril de 2018;7;Castilla y León;40;Segovia;3153,82;2216,68;787,73;129,68;0
201804;Abril de 2018;7;Castilla y León;42;Soria;1915,32;1418,49;416,17;65,47;0
201804;Abril de 2018;7;Castilla y León;47;Valladolid;13187,28;9812,06;2638,28;582,69;0
201804;Abril de 2018;7;Castilla y León;49;Zamora;4536,68;2736,26;1428,49;297,03;0
201804;Abril de 2018;8;Castilla - La Mancha;2;Albacete;12509,3;6999,08;4256,13;943,29;0
201804;Abril de 2018;8;Castilla - La Mancha;13;Ciudad Real;16997,14;8747,58;6174,4;1504,09;0
201804;Abril de 2018;8;Castilla - La Mancha;16;Cuenca;5162,75;3068,35;1598,62;357,02;0
201804;Abril de 2018;8;Castilla - La Mancha;19;Guadalajara;7798,55;5613,86;1834,86;278,52;0
201804;Abril de 2018;8;Castilla - La Mancha;45;Toledo;22146,24;12376,61;7600,27;1588,73;0
201804;Abril de 2018;9;Cataluña;8;Barcelona;154053,56;116069,06;31620,37;5161,35;0
201804;Abril de 2018;9;Cataluña;17;Girona;20262,03;14547,8;4757,29;745,59;0
201804;Abril de 2018;9;Cataluña;25;Lleida;10868,35;7926,42;2377,32;434,84;0
201804;Abril de 2018;9;Cataluña;43;Tarragona;22590,5;15276,18;5965,34;1052,14;0
201804;Abril de 2018;10;Comunitat Valenciana;3;Alicante/Alacant;54184,33;32885,34;15894,39;4042,39;0
201804;Abril de 2018;10;Comunitat Valenciana;12;Castellón/Castelló;16785,2;10573,59;4953,31;959,49;0
201804;Abril de 2018;10;Comunitat Valenciana;46;Valencia/Valéncia;73460,37;47239,33;19521,38;5182,55;0
201804;Abril de 2018;11;Extremadura;6;Badajoz;30469,24;12161,08;11414,82;2039;4145,17
201804;Abril de 2018;11;Extremadura;10;Cáceres;17071,14;7059,87;6343,21;932,34;2484,95
201804;Abril de 2018;12;Galicia;15;Coruña, A;29660,73;20445,45;7402,73;1464,98;0
201804;Abril de 2018;12;Galicia;27;Lugo;7287,85;4690,91;2095,62;393,72;0
201804;Abril de 2018;12;Galicia;32;Ourense;7422,91;4338,83;2531,75;435,41;0
201804;Abril de 2018;12;Galicia;36;Pontevedra;28036,64;18033,13;7983,57;1592,11;0
201804;Abril de 2018;13;Madrid, Comunidad de;28;Madrid;176870,62;141360,28;28053,6;6078,35;0
201804;Abril de 2018;14;Murcia, Región de;30;Murcia;40972,41;27395,36;9375,85;3006,85;0
201804;Abril de 2018;15;Navarra, Comunidad Foral de;31;Navarra;15658,38;12357,96;2878,87;381,26;0
201804;Abril de 2018;16;País Vasco;1;Araba/Álava;7585,32;6198,64;1210,63;158,94;0
201804;Abril de 2018;16;País Vasco;20;Gipuzkoa;15242,28;12600,21;2348,45;277,38;0
201804;Abril de 2018;16;País Vasco;48;Bizkaia;26551,39;21316;4523,05;655;0
201804;Abril de 2018;17;Rioja, La;26;Rioja, La;7992,17;6021,42;1616,27;290,23;0
201804;Abril de 2018;18;Ceuta;51;Ceuta;2343,29;1029,37;809,25;299,57;0
201804;Abril de 2018;19;Melilla;52;Melilla;1745,79;805,85;568;214,88;0
201805;Mayo de 2018;1;Andalucía;4;Almería;24336,08;14130,56;6911,98;1478,39;1164,18
201805;Mayo de 2018;1;Andalucía;11;Cádiz;42492,64;18410,02;14959,36;4070,08;3326,91
201805;Mayo de 2018;1;Andalucía;14;Córdoba;34689,25;11783,1;12357,97;1834,67;7888,69
201805;Mayo de 2018;1;Andalucía;18;Granada;35586,05;15160,63;12288,7;2238,39;4976,13
201805;Mayo de 2018;1;Andalucía;21;Huelva;18044,97;7742,93;5927,53;1249,51;2655,2
201805;Mayo de 2018;1;Andalucía;23;Jaén;28552,13;10232,53;9980,42;1414,29;6380,9
201805;Mayo de 2018;1;Andalucía;29;Málaga;52258,34;27343,74;16275,23;3692,12;3659,9
201805;Mayo de 2018;1;Andalucía;41;Sevilla;77452,5;32558,26;25699,41;5368,87;11424,03
201805;Mayo de 2018;2;Aragón;22;Huesca;4889,16;3824,12;873,27;150,71;0
201805;Mayo de 2018;2;Aragón;44;Teruel;2695,35;1944,47;615,4;103,15;0
201805;Mayo de 2018;2;Aragón;50;Zaragoza;22499,5;17138,58;4315,53;878,72;0
201805;Mayo de 2018;3;Asturias, Principado de;33;Asturias;26043,24;18556,36;5886,2;1393,2;0
201805;Mayo de 2018;4;Balears, Illes;7;Balears, Illes;23351,27;17402,64;5199,48;656,38;0
201805;Mayo de 2018;5;Canarias;35;Palmas, Las;41523,23;27148,64;10339,82;3086,3;0
201805;Mayo de 2018;5;Canarias;38;Santa Cruz de Tenerife;36212,94;21222,43;11056,35;2989,32;0
201805;Mayo de 2018;6;Cantabria;39;Cantabria;14485,74;9961,38;3704,72;703,45;0
201805;Mayo de 2018;7;Castilla y León;5;Ávila;4052,78;2344,56;1351,38;269,44;0
201805;Mayo de 2018;7;Castilla y León;9;Burgos;8563,95;5977,31;2154,91;357,98;0
201805;Mayo de 2018;7;Castilla y León;24;León;11479,72;7716,99;2996,62;606,22;0
201805;Mayo de 2018;7;Castilla y León;34;Palencia;3916,78;2729,17;993,79;156,66;0
201805;Mayo de 2018;7;Castilla y León;37;Salamanca;8273,61;5194,01;2430,79;490,29;0
201805;Mayo de 2018;7;Castilla y León;40;Segovia;3001,76;2101,46;747,55;132,71;0
201805;Mayo de 2018;7;Castilla y León;42;Soria;1751,47;1285,33;391,35;60,71;0
201805;Mayo de 2018;7;Castilla y León;47;Valladolid;12428,08;9153,62;2558,49;568,39;0
201805;Mayo de 2018;7;Castilla y León;49;Zamora;4254,2;2504,48;1380,85;293,65;0
201805;Mayo de 2018;8;Castilla - La Mancha;2;Albacete;11578,08;6285,91;4074,41;924,88;0
201805;Mayo de 2018;8;Castilla - La Mancha;13;Ciudad Real;15827,84;7855,61;5923,55;1507,17;0
201805;Mayo de 2018;8;Castilla - La Mancha;16;Cuenca;5087,05;3046,22;1560,27;352,99;0
201805;Mayo de 2018;8;Castilla - La Mancha;19;Guadalajara;7374,34;5224,29;1798,43;280,04;0
201805;Mayo de 2018;8;Castilla - La Mancha;45;Toledo;21080,19;11549,48;7402,68;1580,61;0
201805;Mayo de 2018;9;Cataluña;8;Barcelona;149605,67;113026,79;30413,12;5054,12;0
201805;Mayo de 2018;9;Cataluña;17;Girona;18330,61;13156,77;4237,07;729,52;0
201805;Mayo de 2018;9;Cataluña;25;Lleida;10300,97;7555,78;2201,39;419,17;0
201805;Mayo de 2018;9;Cataluña;43;Tarragona;21215,18;14495,37;5409,51;1046,97;0
201805;Mayo de 2018;10;Comunitat Valenciana;3;Alicante/Alacant;51630,83;30897,78;15483,11;3983,04;0
201805;Mayo de 2018;10;Comunitat Valenciana;12;Castellón/Castelló;16867,9;10617,15;5005,7;953,56;0
201805;Mayo de 2018;10;Comunitat Valenciana;46;Valencia/Valéncia;72232,27;46423,72;19213,54;5144,66;0
201805;Mayo de 2018;11;Extremadura;6;Badajoz;28245,59;10766,88;10814,55;2007,51;3989,13
201805;Mayo de 2018;11;Extremadura;10;Cáceres;15561,61;6189,4;5966,5;916,04;2261,2
201805;Mayo de 2018;12;Galicia;15;Coruña, A;28597,98;19639,56;7169,13;1460,61;0
201805;Mayo de 2018;12;Galicia;27;Lugo;6965,31;4454,74;2008,47;397,49;0
201805;Mayo de 2018;12;Galicia;32;Ourense;7011,05;4046,46;2421,78;435,01;0
201805;Mayo de 2018;12;Galicia;36;Pontevedra;26296,87;16757,71;7583,85;1561,24;0
201805;Mayo de 2018;13;Madrid, Comunidad de;28;Madrid;173169,1;138564,05;27310,64;5964,75;0
201805;Mayo de 2018;14;Murcia, Región de;30;Murcia;40395,83;27525,35;8848,08;2930,25;0
201805;Mayo de 2018;15;Navarra, Comunidad Foral de;31;Navarra;14274,97;11199,88;2677;363,58;0
201805;Mayo de 2018;16;País Vasco;1;Araba/Álava;7622,34;6292,57;1159,26;151,69;0
201805;Mayo de 2018;16;País Vasco;20;Gipuzkoa;14807,46;12263,41;2253,76;273,57;0
201805;Mayo de 2018;16;País Vasco;48;Bizkaia;25416,84;20327,3;4407,68;631,3;0
201805;Mayo de 2018;17;Rioja, La;26;Rioja, La;7375,26;5505,14;1526,58;288,13;0
201805;Mayo de 2018;18;Ceuta;51;Ceuta;2172,14;904,63;754,53;305,09;0
201805;Mayo de 2018;19;Melilla;52;Melilla;1843,92;877,21;599,98;217,15;0
201806;Junio de 2018;1;Andalucía;4;Almería;29035,33;18714,9;7098,8;1459;1167,08
201806;Junio de 2018;1;Andalucía;11;Cádiz;40761,32;17848,69;14141,66;4047,83;3223,32
201806;Junio de 2018;1;Andalucía;14;Córdoba;35239,06;11844,57;12788,22;1823,96;8049,19
201806;Junio de 2018;1;Andalucía;18;Granada;35999,29;15602,45;12385,96;2210,84;4994,24
201806;Junio de 2018;1;Andalucía;21;Huelva;20758,81;10614,72;5888,38;1262,73;2577,94
201806;Junio de 2018;1;Andalucía;23;Jaén;28835,92;10008,69;10452,75;1406,03;6485,11
201806;Junio de 2018;1;Andalucía;29;Málaga;50104,23;25909,77;15720,15;3651,4;3690,01
201806;Junio de 2018;1;Andalucía;41;Sevilla;77056,59;32743,95;25385,3;5338,08;11446,55
201806;Junio de 2018;2;Aragón;22;Huesca;4209,13;3240,87;794,23;142,84;0
201806;Junio de 2018;2;Aragón;44;Teruel;2502,97;1800,33;577,17;96,91;0
201806;Junio de 2018;2;Aragón;50;Zaragoza;21246,04;16243,98;4034,31;833,74;0
