node_name_voltage,pss_number,substation_code,electrical_system,autonomous_community,possible_connection_transport,possible_connection_distribution,possible_connection_overall,wscr_nodal_capacity_mw,wscr_nodal_margin_mw,wscr_limiting_criterion,static_generation_nodal_capacity_mw,static_generation_zone,static_generation_nodal_margin_mw,static_generation_zonal_margin_mw,static_generation_limiting_scope,static_storage_nodal_capacity_mw,static_storage_zone,static_storage_nodal_margin_mw,static_storage_zonal_margin_mw,static_storage_limiting_scope
MUNIESA 400,13034,50398,SEPE,Aragón,SI,NO,SI,937,-153,WSCR_Nudo,2769,N/A,1679,N/A,Est_Gen_Nudo,3082,N/A,1992,N/A,Est_Alm_Nudo
MURCIA 220,24186,50399,SEPE,Región de Murcia,NO,SI,SI,93,93,WSCR_Nudo,679,E39_SEPE,679,1574,Est_Gen_Nudo,689,E39_SEPE,689,1642,Est_Alm_Nudo
MURTERAR 220,29715,50400,SEB,Islas Baleares,SI,NO,SI,170,1,WSCR_Nudo,369,E20_SEB,244,123,Est_Gen_Zona,413,E20_SEB,244,123,Est_Alm_Zona
MURUARTE 400,12067,50401,SEPE,Comunidad Foral de Navarra,SI,NO,SI,668,668,WSCR_Nudo,1727,E139_SEPE,1727,1499,Est_Gen_Zona,1900,E139_SEPE,1900,1833,Est_Alm_Zona
MURUARTE 220,22153,50401,SEPE,Comunidad Foral de Navarra,SI,NO,SI,231,4,WSCR_Nudo,759,"E139_SEPE, E251_SEPE, E270_SEPE",532,-435,Est_Gen_Zona,1071,"E139_SEPE, E251_SEPE, E270_SEPE",843,22,Est_Alm_Zona
NARAIO 400,11051,51282,SEPE,Galicia,NO,SI,SI,0,0,WSCR_Nudo,1496,E354_SEPE,1496,1496,Est_Gen_Nudo/Est_Gen_Zona,1673,E354_SEPE,1673,1673,Est_Alm_Nudo/Est_Alm_Zona
NARCEA 400,11050,50402,SEPE,Principado de Asturias,SI,SI,SI,385,385,WSCR_Nudo,1300,E6_SEPE,1283,3032,Est_Gen_Nudo,1766,E6_SEPE,1744,4013,Est_Alm_Nudo
NORTE 220,24190,51239,SEPE,Comunidad de Madrid,NO,SI,SI,901,901,WSCR_Nudo,774,E216_SEPE,774,856,Est_Gen_Nudo,850,E216_SEPE,850,931,Est_Alm_Nudo
NOVELDA 220,24061,50403,SEPE,Comunidad Valenciana,SI,SI,SI,365,155,WSCR_Nudo,1566,N/A,1357,N/A,Est_Gen_Nudo,1606,N/A,1397,N/A,Est_Alm_Nudo
NUDO VIARIO 220,23193,50404,SEPE,Cataluña,NO,NO,NO,707,707,WSCR_Nudo,827,N/A,827,N/A,Est_Gen_Nudo,843,N/A,843,N/A,Est_Alm_Nudo
NUEVA CASARES 220,25124,50405,SEPE,Andalucía,SI,SI,SI,318,178,WSCR_Nudo,552,N/A,381,N/A,Est_Gen_Nudo,567,N/A,396,N/A,Est_Alm_Nudo
NUEVA ESCOMBRERAS 400,14051,50406,SEPE,Región de Murcia,SI,NO,SI,370,370,WSCR_Zona,2748,E170_SEPE_Bin,341,362,Est_Gen_Nudo,3609,E170_SEPE_Bin,1202,1204,Est_Alm_Nudo
NUEVA ESCOMBRERAS (NUEVA ESCOMBRERAS B) 400,54051,50406,SEPE,Región de Murcia,NO,NO,NO,391,391,WSCR_Zona,2671,"E170_SEPE_Bin, E331_SEPE",2671,362,Est_Gen_Zona,3455,"E170_SEPE_Bin, E331_SEPE",3455,1204,Est_Alm_Zona
NUEVA MECO 220,24179,51426,SEPE,Comunidad de Madrid,NO,NO,NO,79,79,WSCR_Nudo,722,"E292_SEPE, E346_SEPE",722,-127,Est_Gen_Zona,828,"E292_SEPE, E346_SEPE",828,210,Est_Alm_Zona
NUEVO CAUCE 220,24184,51365,SEPE,Comunidad Valenciana,NO,SI,SI,591,591,WSCR_Nudo,730,"E287_SEPE, E340_SEPE",730,1131,Est_Gen_Nudo,746,"E287_SEPE, E340_SEPE",746,1223,Est_Alm_Nudo
NUEVO VIGO 220,21021,50777,SEPE,Galicia,NO,NO,NO,301,301,WSCR_Nudo,709,E280_SEPE,709,27,Est_Gen_Zona,749,E280_SEPE,749,27,Est_Alm_Zona
NUREDDUNA 66,39840,50407,SEB,Islas Baleares,NO,SI,SI,159,142,WSCR_Nudo,81,N/A,69,N/A,Est_Gen_Nudo,86,N/A,69,N/A,Est_Alm_Nudo
O INCIO 220,21091,52088,SEPE,Galicia,NO,NO,NO,267,267,WSCR_Nudo,575,E329_SEPE,575,1584,Est_Gen_Nudo,637,E329_SEPE,637,1727,Est_Alm_Nudo
OLITE 220,22134,50408,SEPE,Comunidad Foral de Navarra,SI,NO,SI,324,65,WSCR_Nudo,859,"E196_SEPE, E251_SEPE",608,-435,Est_Gen_Zona,867,"E196_SEPE, E251_SEPE",608,22,Est_Alm_Zona
OLIVARES 220,25123,50409,SEPE,Andalucía,NO,SI,SI,322,263,WSCR_Nudo,698,N/A,510,N/A,Est_Gen_Nudo,822,N/A,633,N/A,Est_Alm_Nudo
OLMEDILLA 220,24195,50411,SEPE,Castilla-La Mancha,SI,SI,SI,309,156,WSCR_Nudo,685,E83_SEPE,458,1006,Est_Gen_Nudo,719,E83_SEPE,493,1011,Est_Alm_Nudo
OLMEDILLA (COFRENTES) 400,14090,50411,SEPE,Castilla-La Mancha,SI,SI,SI,1360,158,WSCR_Nudo,2599,E83_SEPE,1233,1006,Est_Gen_Zona,2604,E83_SEPE,1238,1011,Est_Alm_Zona
OLMEDO 400,12068,50412,SEPE,Castilla y León,SI,NO,SI,906,419,WSCR_Nudo,1621,E182_SEPE,1134,1809,Est_Gen_Nudo,2059,E182_SEPE,1572,2776,Est_Alm_Nudo
ONCALA 220,23195,50413,SEPE,Castilla y León,SI,SI,SI,354,-55,WSCR_Nudo,390,E13_SEPE,-19,682,Est_Gen_Nudo,390,E13_SEPE,-19,828,Est_Alm_Nudo
ONDINAS 220,21090,50414,SEPE,Castilla y León,SI,NO,SI,106,56,WSCR_Nudo,200,N/A,70,N/A,Est_Gen_Nudo,200,N/A,70,N/A,Est_Alm_Nudo
ONUBA 220,25125,50415,SEPE,Andalucía,SI,SI,SI,565,419,WSCR_Nudo,623,E314_SEPE,135,-239,Est_Gen_Zona,669,E314_SEPE,181,-141,Est_Alm_Zona
ORCOYEN 220,22130,50416,SEPE,Comunidad Foral de Navarra,SI,SI,SI,432,253,WSCR_Nudo,784,E251_SEPE,657,-435,Est_Gen_Zona,954,E251_SEPE,745,22,Est_Alm_Zona
ORGIVA 220,25127,50417,SEPE,Andalucía,NO,SI,SI,221,221,WSCR_Nudo,563,E218_SEPE,218,364,Est_Gen_Nudo,643,E218_SEPE,298,364,Est_Alm_Nudo
ORMAIZTEGUI 220,22135,50418,SEPE,País Vasco,NO,SI,SI,625,625,WSCR_Nudo,791,N/A,726,N/A,Est_Gen_Nudo,852,N/A,788,N/A,Est_Alm_Nudo
ORTIGUERO 220,21088,52087,SEPE,Principado de Asturias,NO,SI,SI,227,227,WSCR_Nudo,626,E320_SEPE,626,384,Est_Gen_Zona,732,E320_SEPE,732,384,Est_Alm_Zona
ORTUELLA 220,22140,50419,SEPE,País Vasco,NO,SI,SI,630,630,WSCR_Nudo,1170,N/A,705,N/A,Est_Gen_Nudo,1179,N/A,705,N/A,Est_Alm_Nudo
OTERO 220,24200,50420,SEPE,Castilla y León,NO,SI,SI,100,100,WSCR_Nudo,239,N/A,239,N/A,Est_Gen_Nudo,239,N/A,239,N/A,Est_Alm_Nudo
PALAFOX 220,24203,50421,SEPE,Comunidad de Madrid,NO,SI,SI,872,872,WSCR_Nudo,787,N/A,787,N/A,Est_Gen_Nudo,812,N/A,812,N/A,Est_Alm_Nudo
PALAU 220,23205,50422,SEPE,Cataluña,NO,SI,SI,702,622,WSCR_Nudo,744,N/A,742,N/A,Est_Gen_Nudo,928,N/A,847,N/A,Est_Alm_Nudo
PALENCIA 220,22150,50423,SEPE,Castilla y León,SI,SI,SI,467,195,WSCR_Nudo,1497,N/A,1138,N/A,Est_Gen_Nudo,1764,N/A,1406,N/A,Est_Alm_Nudo
PALMA NOVA 66,39855,50424,SEB,Islas Baleares,NO,SI,SI,5,5,WSCR_Nudo,120,N/A,120,N/A,Est_Gen_Nudo,125,N/A,125,N/A,Est_Alm_Nudo
PALOS 400,15028,50425,SEPE,Andalucía,SI,NO,SI,512,512,WSCR_Nudo,2200,E51_SEPE,1038,481,Est_Gen_Zona,2500,E51_SEPE,1338,1283,Est_Alm_Zona
PALOS 220,25131,50425,SEPE,Andalucía,SI,NO,SI,472,0,WSCR_Nudo,1770,E51_SEPE,1213,481,Est_Gen_Zona,2019,E51_SEPE,1462,1283,Est_Alm_Zona
PARAMO DE POZA 220,22167,50426,SEPE,Castilla y León,SI,NO,SI,142,0,WSCR_Nudo,237,E12_SEPE,50,291,Est_Gen_Nudo,267,E12_SEPE,80,405,Est_Alm_Nudo
PARLA 220,24216,50427,SEPE,Comunidad de Madrid,SI,SI,SI,646,362,WSCR_Nudo,598,E291_SEPE,314,568,Est_Gen_Nudo,650,E291_SEPE,366,873,Est_Alm_Nudo
PARQUE CENTRAL 220,24199,50428,SEPE,Comunidad Valenciana,NO,SI,SI,612,612,WSCR_Nudo,851,"E184_SEPE, E340_SEPE",851,841,Est_Gen_Zona,867,"E184_SEPE, E340_SEPE",867,841,Est_Alm_Zona
PARQUE EOLICO DO SIL 220,21123,50429,SEPE,Galicia,SI,NO,SI,277,176,WSCR_Nudo,480,N/A,379,N/A,Est_Gen_Nudo,598,N/A,497,N/A,Est_Alm_Nudo
PARQUE INGENIEROS 220,24223,50430,SEPE,Comunidad de Madrid,NO,SI,SI,961,961,WSCR_Nudo,1267,N/A,1267,N/A,Est_Gen_Nudo,1319,N/A,1289,N/A,Est_Alm_Nudo
PATRAIX 220,24208,50431,SEPE,Comunidad Valenciana,NO,SI,SI,311,311,WSCR_Nudo,679,"E287_SEPE, E340_SEPE",679,1131,Est_Gen_Nudo,694,"E287_SEPE, E340_SEPE",694,1223,Est_Alm_Nudo
PAZOS DE BORBEN 220,21092,50432,SEPE,Galicia,NO,SI,SI,500,500,WSCR_Nudo,1166,E328_SEPE,830,618,Est_Gen_Zona,1342,E328_SEPE,1001,788,Est_Alm_Zona
PENAGOS 400,11060,50433,SEPE,Cantabria,NO,NO,NO,633,633,WSCR_Nudo,2177,E72_SEPE,2177,2642,Est_Gen_Nudo,2329,E72_SEPE,2329,2919,Est_Alm_Nudo
PENAGOS 220,21115,50433,SEPE,Cantabria,NO,NO,NO,152,152,WSCR_Nudo,1277,"E228_SEPE, E72_SEPE",1277,452,Est_Gen_Zona,1394,"E228_SEPE, E72_SEPE",1394,452,Est_Alm_Zona
PENEDES 220,23394,50434,SEPE,Cataluña,SI,SI,SI,510,391,WSCR_Nudo,336,E208_SEPE,251,40,Est_Gen_Zona,383,E208_SEPE,251,745,Est_Alm_Nudo
PEÑADRADA 220,21110,50435,SEPE,Castilla y León,SI,NO,SI,142,113,WSCR_Nudo,170,N/A,133,N/A,Est_Gen_Nudo,200,N/A,133,N/A,Est_Alm_Nudo
PEÑAFLOR 400,13035,50436,SEPE,Aragón,SI,NO,SI,937,421,WSCR_Nudo,2359,E67_SEPE,1843,1785,Est_Gen_Zona,3037,E67_SEPE,2521,2066,Est_Alm_Zona
PEÑAFLOR 220,23210,50436,SEPE,Aragón,SI,SI,SI,352,-34,WSCR_Nudo,1508,E67_SEPE,908,1785,Est_Gen_Nudo,1990,E67_SEPE,1390,2066,Est_Alm_Nudo
PEÑALBA 400,13036,50437,SEPE,Aragón,NO,NO,NO,901,901,WSCR_Nudo,2313,E261_SEPE,2313,2324,Est_Gen_Nudo,2325,E261_SEPE,2325,2325,Est_Alm_Nudo/Est_Alm_Zona
PEÑALBA 220,23209,50437,SEPE,Aragón,NO,NO,NO,602,602,WSCR_Nudo,971,"E261_SEPE, E299_SEPE",971,1297,Est_Gen_Nudo,1609,"E261_SEPE, E299_SEPE",1609,1602,Est_Alm_Zona
PEÑARRUBIA 400,14057,50438,SEPE,Región de Murcia,SI,SI,SI,700,224,WSCR_Nudo,2564,N/A,2039,N/A,Est_Gen_Nudo,2578,N/A,2053,N/A,Est_Alm_Nudo
PERAFORT 220,23215,50439,SEPE,Cataluña,SI,SI,SI,608,551,WSCR_Nudo,852,N/A,516,N/A,Est_Gen_Nudo,1611,N/A,1275,N/A,Est_Alm_Nudo
PESOZ 400,11023,50440,SEPE,Principado de Asturias,SI,SI,SI,782,138,WSCR_Nudo,3317,E227_SEPE,2282,1449,Est_Gen_Zona,3463,E227_SEPE,2282,1851,Est_Alm_Zona
PICON 220,24213,50441,SEPE,Castilla-La Mancha,SI,NO,SI,329,32,WSCR_Nudo,1237,N/A,940,N/A,Est_Gen_Nudo,1314,N/A,1017,N/A,Est_Alm_Nudo
PIELAGOS 220,21118,51251,SEPE,Cantabria,NO,SI,SI,381,381,WSCR_Nudo,755,N/A,755,N/A,Est_Gen_Nudo,838,N/A,838,N/A,Est_Alm_Nudo
PIEROLA 400,13045,50442,SEPE,Cataluña,SI,SI,SI,1102,1102,WSCR_Nudo,1061,E89_SEPE,695,695,Est_Gen_Nudo/Est_Gen_Zona,1229,E89_SEPE,863,863,Est_Alm_Nudo/Est_Alm_Zona
PIEROLA 220,23220,50442,SEPE,Cataluña,SI,NO,SI,556,556,WSCR_Nudo,558,E89_SEPE,558,695,Est_Gen_Nudo,659,E89_SEPE,659,863,Est_Alm_Nudo
"PILAR, EL 220",24068,50443,SEPE,Comunidad de Madrid,NO,SI,SI,151,151,WSCR_Nudo,1018,E45_SEPE,1018,1245,Est_Gen_Nudo,1048,E45_SEPE,1048,1389,Est_Alm_Nudo
PINAR DE REY 400,15025,50444,SEPE,Andalucía,SI,NO,SI,1564,1391,WSCR_Nudo,2710,"E47_SEPE, E48_SEPE",1765,722,Est_Gen_Zona,2841,"E47_SEPE, E48_SEPE",1896,1009,Est_Alm_Zona
PINAR DE REY 220,25130,50444,SEPE,Andalucía,SI,SI,SI,132,35,WSCR_Zona,647,"E146_SEPE_Bin, E48_SEPE",-396,722,Est_Gen_Nudo,746,"E146_SEPE_Bin, E48_SEPE",-297,1009,Est_Alm_Nudo
PINAR DE REY (PINAR DE REY B) 220,65130,50444,SEPE,Andalucía,SI,NO,SI,402,190,WSCR_Zona,1354,"E146_SEPE_Bin, E40_SEPE, E47_SEPE",1142,1063,Est_Gen_Zona,1401,"E146_SEPE_Bin, E40_SEPE, E47_SEPE",1189,1063,Est_Alm_Zona
PINTO 220,24214,50445,SEPE,Comunidad de Madrid,SI,SI,SI,350,345,WSCR_Nudo,608,E291_SEPE,600,568,Est_Gen_Zona,690,E291_SEPE,683,873,Est_Alm_Nudo
PINTO AYUDEN 220,24218,50446,SEPE,Comunidad de Madrid,SI,SI,SI,761,756,WSCR_Nudo,397,E214_SEPE,385,385,Est_Gen_Nudo/Est_Gen_Zona,805,E214_SEPE,793,806,Est_Alm_Nudo
PLASENCIA 220,24224,50447,SEPE,Extremadura,SI,SI,SI,293,83,WSCR_Nudo,544,E16_SEPE,146,240,Est_Gen_Nudo,576,E16_SEPE,146,240,Est_Alm_Nudo
PLATEA 400,13046,51355,SEPE,Aragón,NO,SI,SI,819,819,WSCR_Nudo,4534,N/A,4534,N/A,Est_Gen_Nudo,4695,N/A,4695,N/A,Est_Alm_Nudo
PLAYA BLANCA 132,29430,50448,SEC,Canarias,NO,NO,NO,47,47,WSCR_Nudo,128,E27_SEC,128,116,Est_Gen_Zona,140,E27_SEC,140,116,Est_Alm_Zona
PLAYA BLANCA 66,39430,50448,SEC,Canarias,NO,SI,SI,48,25,WSCR_Nudo,116,E27_SEC,96,116,Est_Gen_Nudo,120,E27_SEC,96,116,Est_Alm_Nudo
PLAZA 220,23221,50449,SEPE,Aragón,NO,SI,SI,244,-22,WSCR_Nudo,668,E351_SEPE,116,612,Est_Gen_Nudo,616,E351_SEPE,116,811,Est_Alm_Nudo
PLAZA II (MONCASI) 220,23219,51443,SEPE,Aragón,SI,NO,SI,0,0,WSCR_Nudo,1087,E351_SEPE,1087,612,Est_Gen_Zona,1294,E351_SEPE,1294,811,Est_Alm_Zona
POBLA 220,23225,50450,SEPE,Cataluña,SI,NO,SI,474,287,WSCR_Nudo,612,N/A,425,N/A,Est_Gen_Nudo,784,N/A,597,N/A,Est_Alm_Nudo
POLA DE GORDON 400,11007,50451,SEPE,Castilla y León,NO,NO,NO,930,930,WSCR_Nudo,1735,E281_SEPE,1735,2730,Est_Gen_Nudo,1846,E281_SEPE,1846,4837,Est_Alm_Nudo
POLIGONO 220,25134,50452,SEPE,Andalucía,NO,SI,SI,433,433,WSCR_Nudo,481,N/A,440,N/A,Est_Gen_Nudo,504,N/A,440,N/A,Est_Alm_Nudo
POLIGONO BALEARES 66,39865,50453,SEB,Islas Baleares,NO,SI,SI,30,0,WSCR_Nudo,86,N/A,52,N/A,Est_Gen_Nudo,91,N/A,54,N/A,Est_Alm_Nudo
POLIGONO C 220,24212,50454,SEPE,Comunidad de Madrid,NO,SI,SI,911,911,WSCR_Nudo,522,E213_SEPE,401,433,Est_Gen_Nudo,594,E213_SEPE,401,433,Est_Alm_Nudo
POLIGONO GRANADILLA 66,39335,50455,SEC,Canarias,NO,SI,SI,53,24,WSCR_Nudo,115,E19_SEC,52,170,Est_Gen_Nudo,117,E19_SEC,54,175,Est_Alm_Nudo
POLIGONO GUIMAR 66,39340,50456,SEC,Canarias,NO,SI,SI,94,44,WSCR_Nudo,59,N/A,9,N/A,Est_Gen_Nudo,65,N/A,9,N/A,Est_Alm_Nudo
POLLENSA 66,39870,50457,SEB,Islas Baleares,NO,SI,SI,86,39,WSCR_Nudo,93,N/A,50,N/A,Est_Gen_Nudo,97,N/A,50,N/A,Est_Alm_Nudo
PONT DE SUERT 220,23200,50458,SEPE,Cataluña,NO,SI,SI,362,362,WSCR_Nudo,254,E26_SEPE,64,-15,Est_Gen_Zona,396,E26_SEPE,206,-15,Est_Alm_Zona
PORIS 220,29342,50748,SEC,Canarias,SI,NO,SI,116,26,WSCR_Nudo,429,E15_SEC,339,307,Est_Gen_Zona,452,E15_SEC,362,325,Est_Alm_Zona
PORIS 66,39342,50748,SEC,Canarias,SI,NO,SI,54,-1,WSCR_Nudo,254,"E10_SEC, E15_SEC",198,-38,Est_Gen_Zona,271,"E10_SEC, E15_SEC",215,-21,Est_Alm_Zona
PORTO COLOM 66,39780,50459,SEB,Islas Baleares,NO,SI,SI,54,41,WSCR_Nudo,109,N/A,75,N/A,Est_Gen_Nudo,128,N/A,94,N/A,Est_Alm_Nudo
PORTODEMOUROS 220,21105,50460,SEPE,Galicia,SI,SI,SI,235,140,WSCR_Nudo,751,N/A,455,N/A,Est_Gen_Nudo,843,N/A,547,N/A,Est_Alm_Nudo
POZA DE LA SAL 220,22158,50471,SEPE,Castilla y León,NO,NO,NO,1,1,WSCR_Nudo,694,E12_SEPE,694,291,Est_Gen_Zona,738,E12_SEPE,738,405,Est_Alm_Zona
PRADA 220,21120,50472,SEPE,Galicia,SI,NO,SI,382,278,WSCR_Nudo,142,E176_SEPE,-1,428,Est_Gen_Nudo,170,E176_SEPE,-1,562,Est_Alm_Nudo
PRADILLOS 220,24191,50473,SEPE,Castilla-La Mancha,SI,SI,SI,638,279,WSCR_Nudo,981,E291_SEPE,540,568,Est_Gen_Nudo,983,E291_SEPE,542,873,Est_Alm_Nudo
PRADO SANTO DOMINGO 220,24204,50474,SEPE,Comunidad de Madrid,SI,SI,SI,748,600,WSCR_Nudo,353,N/A,206,N/A,Est_Gen_Nudo,400,N/A,253,N/A,Est_Alm_Nudo
PROSPERIDAD 220,24215,UFD-50546,SEPE,Comunidad de Madrid,NO,SI,SI,914,914,WSCR_Nudo,851,N/A,851,N/A,Est_Gen_Nudo,1042,N/A,1042,N/A,Est_Alm_Nudo
PTE.SAN FERNANDO 220,24220,50475,SEPE,Comunidad de Madrid,NO,SI,SI,402,402,WSCR_Nudo,550,E341_SEPE,448,448,Est_Gen_Nudo/Est_Gen_Zona,607,E341_SEPE,448,448,Est_Alm_Nudo/Est_Alm_Zona
PUEBLA DE GUZMAN 400,15034,50476,SEPE,Andalucía,NO,NO,NO,629,629,WSCR_Nudo,2074,E52_SEPE,2074,2964,Est_Gen_Nudo,2232,E52_SEPE,2232,3156,Est_Alm_Nudo
PUEBLA DE GUZMAN 220,25136,50476,SEPE,Andalucía,SI,SI,SI,497,3,WSCR_Nudo,988,E52_SEPE,134,2964,Est_Gen_Nudo,1086,E52_SEPE,203,3156,Est_Alm_Nudo
PUEBLA DE SANABRIA 220,21170,50477,SEPE,Castilla y León,NO,NO,NO,156,156,WSCR_Nudo,352,E176_SEPE,316,428,Est_Gen_Nudo,394,E176_SEPE,358,562,Est_Alm_Nudo
PUENTE BIBEY 220,21095,50478,SEPE,Galicia,SI,NO,SI,585,585,WSCR_Nudo,868,N/A,654,N/A,Est_Gen_Nudo,969,N/A,684,N/A,Est_Alm_Nudo
PUENTE PRINCESA 220,24219,UFD-50551,SEPE,Comunidad de Madrid,NO,SI,SI,862,832,WSCR_Nudo,138,E198_SEPE,138,384,Est_Gen_Nudo,569,E198_SEPE,539,862,Est_Alm_Nudo
PUENTE S.MIGUEL 220,21125,50479,SEPE,Cantabria,SI,SI,SI,430,430,WSCR_Nudo,1057,N/A,647,N/A,Est_Gen_Nudo,1066,N/A,657,N/A,Est_Alm_Nudo
PUENTELARRA 220,22160,50480,SEPE,País Vasco,NO,SI,SI,553,553,WSCR_Nudo,1254,N/A,905,N/A,Est_Gen_Nudo,1031,N/A,905,N/A,Est_Alm_Nudo
PUENTES G.R. 400,11055,50481,SEPE,Galicia,SI,SI,SI,800,195,WSCR_Nudo,3358,N/A,1174,N/A,Est_Gen_Nudo,3776,N/A,1592,N/A,Est_Alm_Nudo
PUERTO 220,21127,50482,SEPE,Galicia,NO,SI,SI,388,388,WSCR_Nudo,408,"E244_SEPE, E279_SEPE",408,364,Est_Gen_Zona,429,"E244_SEPE, E279_SEPE",429,364,Est_Alm_Zona
PUERTO DE LA CRUZ 400,15041,50483,SEPE,Andalucía,NO,NO,NO,0,0,WSCR_Nudo,3221,E49_SEPE,3221,2583,Est_Gen_Zona,3392,E49_SEPE,3392,2583,Est_Alm_Zona
PUERTO DE LA CRUZ 220,25163,50483,SEPE,Andalucía,SI,NO,SI,155,0,WSCR_Nudo,401,E49_SEPE,93,2583,Est_Gen_Nudo,506,E49_SEPE,93,2583,Est_Alm_Nudo
PUERTO DE PALMA 66,39918,51444,SEB,Islas Baleares,NO,NO,NO,65,65,WSCR_Nudo,77,N/A,77,N/A,Est_Gen_Nudo,79,N/A,79,N/A,Est_Alm_Nudo
PUERTO DE SANTA MARIA 220,25133,50484,SEPE,Andalucía,SI,SI,SI,231,128,WSCR_Nudo,636,N/A,450,N/A,Est_Gen_Nudo,647,N/A,461,N/A,Est_Alm_Nudo
PUERTO DEL ROSARIO 132,29435,50749,SEC,Canarias,NO,NO,NO,49,49,WSCR_Nudo,251,E25_SEC,251,233,Est_Gen_Zona,277,E25_SEC,277,247,Est_Alm_Zona
PUERTO DEL ROSARIO 66,39435,50749,SEC,Canarias,SI,NO,SI,29,-20,WSCR_Nudo,166,E25_SEC,117,233,Est_Gen_Nudo,185,E25_SEC,136,247,Est_Alm_Nudo
PUERTO REAL 220,25135,50485,SEPE,Andalucía,NO,SI,SI,322,72,WSCR_Nudo,1352,N/A,714,N/A,Est_Gen_Nudo,1563,N/A,925,N/A,Est_Alm_Nudo
PUERTOLLANO 220,25137,50486,SEPE,Castilla-La Mancha,NO,SI,SI,575,491,WSCR_Nudo,827,"E20_SEPE, E323_SEPE",620,49,Est_Gen_Zona,1109,"E20_SEPE, E323_SEPE",902,378,Est_Alm_Zona
PUIGPELAT 220,23228,50487,SEPE,Cataluña,SI,SI,SI,539,307,WSCR_Nudo,336,E208_SEPE,63,40,Est_Gen_Zona,644,E208_SEPE,371,745,Est_Alm_Nudo
PUJALT 220,23226,50488,SEPE,Cataluña,SI,NO,SI,257,0,WSCR_Nudo,278,E205_SEPE,2,15,Est_Gen_Nudo,359,E205_SEPE,2,509,Est_Alm_Nudo
PUNTA GRANDE 66,39440,50489,SEC,Canarias,SI,SI,SI,31,20,WSCR_Nudo,117,N/A,-42,N/A,Est_Gen_Nudo,126,N/A,-32,N/A,Est_Alm_Nudo
QUART DE POBLET 220,24221,50490,SEPE,Comunidad Valenciana,NO,SI,SI,567,531,WSCR_Nudo,365,E185_SEPE,343,328,Est_Gen_Zona,438,E185_SEPE,397,377,Est_Alm_Zona
QUEL 220,22165,50491,SEPE,La Rioja,SI,SI,SI,318,55,WSCR_Nudo,608,N/A,272,N/A,Est_Gen_Nudo,676,N/A,339,N/A,Est_Alm_Nudo
QUEREÑO 220,21130,50492,SEPE,Galicia,SI,NO,SI,198,89,WSCR_Nudo,230,E5_SEPE,87,1285,Est_Gen_Nudo,257,E5_SEPE,113,1285,Est_Alm_Nudo
QUINTANA DE LA SERENA 400,15047,51412,SEPE,Extremadura,SI,SI,SI,540,540,WSCR_Nudo,903,N/A,903,N/A,Est_Gen_Nudo,1294,N/A,1294,N/A,Est_Alm_Nudo
QUINTOS 220,25145,50493,SEPE,Andalucía,SI,SI,SI,702,438,WSCR_Nudo,502,E192_SEPE,114,-279,Est_Gen_Zona,676,E192_SEPE,288,1294,Est_Alm_Nudo
RAFAL 66,39875,50494,SEB,Islas Baleares,NO,SI,SI,68,48,WSCR_Nudo,214,N/A,202,N/A,Est_Gen_Nudo,227,N/A,202,N/A,Est_Alm_Nudo
REGOELLE 220,21133,50752,SEPE,Galicia,SI,NO,SI,348,14,WSCR_Nudo,546,N/A,46,N/A,Est_Gen_Nudo,731,N/A,100,N/A,Est_Alm_Nudo
RENEDO 220,22170,50495,SEPE,Castilla y León,SI,SI,SI,399,234,WSCR_Nudo,592,N/A,302,N/A,Est_Gen_Nudo,843,N/A,552,N/A,Est_Alm_Nudo
REQUENA 400,14097,50496,SEPE,Comunidad Valenciana,SI,NO,SI,1168,822,WSCR_Nudo,3469,N/A,3123,N/A,Est_Gen_Nudo,3736,N/A,3390,N/A,Est_Alm_Nudo
RETAMAR 220,24225,50497,SEPE,Comunidad de Madrid,NO,SI,SI,725,725,WSCR_Nudo,585,N/A,573,N/A,Est_Gen_Nudo,692,N/A,680,N/A,Est_Alm_Nudo
RIBA-ROJA 220,23240,50499,SEPE,Cataluña,SI,SI,SI,336,0,WSCR_Nudo,588,E29_SEPE,-21,-21,Est_Gen_Nudo/Est_Gen_Zona,646,E29_SEPE,36,36,Est_Alm_Nudo/Est_Alm_Zona
RICOBAYO 220,22175,50500,SEPE,Castilla y León,SI,SI,SI,544,99,WSCR_Nudo,670,N/A,53,N/A,Est_Gen_Nudo,705,N/A,88,N/A,Est_Alm_Nudo
RIERA DE CALDES 220,23229,50501,SEPE,Cataluña,NO,SI,SI,694,684,WSCR_Nudo,1200,E207_SEPE,1186,1377,Est_Gen_Nudo,1351,E207_SEPE,1327,1469,Est_Alm_Nudo
RIOCAYA 400,15085,51392,SEPE,Extremadura,NO,NO,NO,0,0,WSCR_Nudo,3043,"E269_SEPE, E327_SEPE",3043,2399,Est_Gen_Zona,3077,"E269_SEPE, E327_SEPE",3077,2549,Est_Alm_Zona
RIUDARENES 220,23248,50753,SEPE,Cataluña,NO,SI,SI,329,329,WSCR_Nudo,2570,E357_SEPE,2570,2606,Est_Gen_Nudo,2636,E357_SEPE,2636,2699,Est_Alm_Nudo
ROBLA 400,11030,50502,SEPE,Castilla y León,SI,SI,SI,1626,1041,WSCR_Nudo,4157,N/A,3373,N/A,Est_Gen_Nudo,4590,N/A,3807,N/A,Est_Alm_Nudo
