request_id,request_received_date,request_type,transport_node_name_voltage,transport_position,autonomous_community,requested_access_capacity_mw,publication_month_end_date,contest_node
DEA-30372-24,2024-05-14,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PLAZA II (MONCASI) 220,PZII220-CON1,Aragón,50,,SI
DEA-31135-24,2024-06-07,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PLAZA II (MONCASI) 220,PZII220-CON1,Aragón,150,,SI
DEA-30124-24,2024-05-01,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,PLAZA II (MONCASI) 220,"PZII220-CON1, PZII220-CON2",Aragón,300,,SI
GENT-48357-25,2026-01-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUEREÑO 220,QRN220-EER,Galicia,45,,NO
GENT-48395-25,2026-01-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUEREÑO 220,QRN220-EER,Galicia,30,,NO
GENT-AC3-42140-25,2025-07-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUEREÑO 220,QRN220-EER,Galicia,25,,NO
GENT-48407-25,2026-01-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUEREÑO 220,QRN220-GR1,Galicia,50,,NO
AUT-39395-25,2025-04-16,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,QUINTANA DE LA SERENA 400,QSRN400-EER1,Extremadura,5,,SI
AUT-38440-25,2025-03-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,QUINTANA DE LA SERENA 400,QSRN400-EER1,Extremadura,0.5,,SI
GENT-AC18-44462-25,2025-10-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUEL 220,QUE220-GR0,La Rioja,5,,NO
GENT-40083-25,2025-05-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,50,,SI
GENT-40524-25,2025-05-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,44.496000000000002,,SI
GENT-40596-25,2025-05-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,49,,SI
GENT-40600-25,2025-05-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,49,,SI
GENT-40679-25,2025-05-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,25,,SI
GENT-40691-25,2025-05-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,25,,SI
GENT-39166-25,2025-04-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,49.98,,SI
GENT-36862-25,2025-02-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,49.98,,SI
GENT-37013-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,50,,SI
GENT-37079-25,2025-02-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,50,,SI
GENT-37897-25,2025-02-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,QUINTOS 220,QUI220-NUQU1,Andalucía,45,,SI
AUT-43175-25,2025-09-22,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LOS RAMOS 220,RAM220-CCMA,Andalucía,208,,NO
AUT-41367-25,2025-06-27,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LOS RAMOS 220,RAM220-CCMA,Andalucía,208,,NO
GENT-36428-24,2024-12-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS RAMOS 220,RAM220-CCMA,Andalucía,50,,NO
GENT-35971-24,2024-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS RAMOS 220,RAM220-CCMA,Andalucía,40,,NO
GENT-30092-24,2024-05-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS RAMOS 220,RAM220-CCMA,Andalucía,40,,NO
GENT-30350-24,2024-05-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS RAMOS 220,RAM220-CCMA,Andalucía,50,,NO
GENT-30717-24,2024-05-22,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LOS RAMOS 220,RAM220-CCMA,Andalucía,45,,NO
GENT-AC4-42305-25,2025-07-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,15,,NO
GENT-AC2-41138-25,2025-06-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,35,,NO
GENT-37324-25,2025-02-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,35.119999999999997,,NO
GENT-34857-24,2024-11-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,49.98,,NO
GENT-35134-24,2024-11-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,55,,NO
GENT-35392-24,2024-11-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,49.99,,NO
GENT-34732-24,2024-11-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,49.9,,NO
GENT-34950-24,2024-11-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBIO 220,RBO220-TRP1,Cataluña,43,,NO
AUT-30990-24,2024-05-31,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ROCIO 220,RCI220-RLW1,Andalucía,55,,NO
DEA-32082-24,2024-07-15,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RENEDO 220,REN220-CON1,Castilla y León,100,,SI
DEA-32592-24,2024-08-06,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RENEDO 220,REN220-CON1,Castilla y León,50,,SI
DEA-33093-24,2024-09-06,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RENEDO 220,REN220-CON2,Castilla y León,100,,SI
DEA-33310-24,2024-09-12,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RENEDO 220,REN220-CON2,Castilla y León,50,,SI
AUT-48252-25,2025-12-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,REQUENA 400,REQ400-ATP1,Comunidad Valenciana,24.95,,NO
AUT-43308-25,2025-10-01,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,REQUENA 400,REQ400-C1RQ1,Comunidad Valenciana,1,,NO
AUT-32789-24,2024-08-22,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,REQUENA 400,REQ400-C1RQ1,Comunidad Valenciana,1,,NO
AUT-31970-24,2024-07-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,REQUENA 400,REQ400-C1RQ1,Comunidad Valenciana,1,,NO
DEA-36090-24,2024-12-17,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,RETAMAR 220,"RET220-TRP1, RET220-TRP2, RET220-TRP6, RET220-TRP7",Comunidad de Madrid,17.148,,NO
GENT-41534-25,2025-07-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SON REUS 220,REU220-TG10,Islas Baleares,31,,NO
GENT-39124-25,2025-04-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SON REUS 220,REU220-TV11,Islas Baleares,30.73,,NO
GENT-40912-25,2025-06-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,REGOELLE 220,RGO220-LGA1,Galicia,131.01,,NO
GENT-41417-25,2025-06-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,REGOELLE 220,RGO220-LGA1,Galicia,25,,NO
GENT-41450-25,2025-06-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,REGOELLE 220,RGO220-LGA1,Galicia,25,,NO
GENT-41463-25,2025-06-30,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,REGOELLE 220,RGO220-LGA1,Galicia,25,,NO
AUT-34089-24,2024-10-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,REGOELLE 220,RGO220-LGA1,Galicia,10,,NO
AUT-32021-24,2024-07-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,RICOBAYO 220,RIC220-CLRI1,Castilla y León,1,,NO
GENT-21521-23,2023-04-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RICOBAYO 220,RIC220-CLRI1,Castilla y León,49,,NO
GENT-22738-23,2023-06-15,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RICOBAYO 220,RIC220-CLRI1,Castilla y León,40,,NO
DEA-AC1-35854-24,2024-12-23,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,ROBLA 400,ROB400-CON1,Castilla y León,375,,NO
DEA-31315-24,2024-06-14,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,ROBLA 400,ROB400-CON1,Castilla y León,241.63,,NO
GENT-AC7-41316-25,2025-07-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ROBLA 400,ROB400-GR1,Castilla y León,50,,NO
GENT-39240-25,2025-04-15,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ROBLA 400,ROB400-GR1,Castilla y León,44.46,,NO
GENT-29715-24,2024-04-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ROBLA 400,ROB400-GR1,Castilla y León,620,,NO
AUT-34469-24,2024-10-29,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,ROBLA 400,"ROB400-GR1
ROB400-GR2",Castilla y León,200,,NO
GENT-AC9-42868-25,2025-09-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ROBLA 400,ROB400-GR2,Castilla y León,50,,NO
GENT-AC8-41363-25,2025-07-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ROBLA 400,ROB400-GR2,Castilla y León,50,,NO
AUT-40536-25,2025-05-28,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,RONDA 400,RON400-EER,Andalucía,1,,NO
GENT-48106-25,2025-12-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBI 220,RUB220-C1RB1,Cataluña,100,,SI
AUT-42796-25,2025-08-19,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,RUBI 220,RUB220-C1RB1,Cataluña,19.75,,SI
AUT-42797-25,2025-08-19,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,RUBI 220,RUB220-C1RB1,Cataluña,19.75,,SI
GENT-29716-24,2024-04-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,RUBI 400,RUB400-C2RB1,Cataluña,198,,NO
AUT-30340-24,2024-05-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,RUEDA DE JALON 400,RUD400-GIF1,Aragón,34,,NO
AUT-33652-24,2024-09-24,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,RUEDA DE JALON 400,RUD400-GIF2,Aragón,33.5,,NO
DEA-AC8-36641-25,2025-01-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,RIOCAYA (CAMPO MAIOR) 400,RYA400-CON,Extremadura,300,,SI
DEA-38962-25,2025-04-11,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RIOCAYA (CAMPO MAIOR) 400,RYA400-EF1,Extremadura,200,,SI
DEA-38431-25,2025-03-24,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RIOCAYA (CAMPO MAIOR) 400,RYA400-EF1,Extremadura,200,,SI
DEA-38450-25,2025-03-11,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,RIOCAYA (CAMPO MAIOR) 400,RYA400-EF1,Extremadura,300,,SI
GENT-30832-24,2024-05-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,S.AGUSTIN 220,SAG220-GR1,Galicia,50,,NO
GENT-30833-24,2024-05-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,S.AGUSTIN 220,SAG220-GR1,Galicia,50,,NO
GENT-AC8-45234-25,2025-12-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SAX 400,SAX400-C1SX1,Comunidad Valenciana,76,,NO
AUT-43873-25,2025-10-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SAX 400,SAX400-C1SX1,Comunidad Valenciana,1,,NO
AUT-39048-25,2025-04-01,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SAX 400,SAX400-C1SX1,Comunidad Valenciana,44,,NO
AUT-40389-25,2025-06-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SABON 220,SBO220-GR1/CCB,Galicia,191,,NO
DEA-38483-25,2025-04-11,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,SABON 220,"SBO220-TRP11,SBO220-TRP12",Galicia,168,,NO
DEA-31984-24,2024-07-11,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,EL SERRALLO 220,SELL220-CON1,Comunidad Valenciana,286,,SI
DEA-32212-24,2024-07-19,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,EL SERRALLO 220,SELL220-CON1,Comunidad Valenciana,272.08,,SI
GENT-AC5-42901-25,2025-08-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,EL SEQUERO 220,SEQ220-CSQR1,La Rioja,19,,NO
GENT-AC4-42227-25,2025-07-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SERNA 220,SER220-TRP3,Comunidad Foral de Navarra,14.26,,NO
AUT-35087-24,2024-11-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SERNA 400,SER400-LBRD1,Comunidad Foral de Navarra,40.5,,NO
AUT-34134-24,2024-10-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SAN FERNANDO 400,SFE400-EER,Comunidad de Madrid,223.66,,NO
GENT-30829-24,2024-05-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SEGORBE 220,SGB220-CMO,Comunidad Valenciana,100,,NO
AUT-30047-24,2024-04-29,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,SAGUNTUM 220,"SGTM220-CON1, SGTM220-CON2",Comunidad Valenciana,420,,NO
DEA-35783-24,2025-01-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,SAGUNTUM 220,SGTM220-CON3,Comunidad Valenciana,100,,NO
DEA-30621-24,2024-05-21,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,SAGUNTUM 220,"SGTM220-CON3, SGTM220-CON4",Comunidad Valenciana,420,,NO
DEA-47930-25,2026-01-09,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,SANGÜESA 220,SGU220-CON,Comunidad Foral de Navarra,300,,NO
DEA-44697-25,2025-11-25,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,SANGÜESA 220,SGU220-CON,Comunidad Foral de Navarra,51,,NO
AUT-35878-24,2024-12-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SEGOVIA 400,SGV400-MAJA1,Castilla y León,25,,NO
AUT-36673-25,2025-01-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SEGOVIA 400,SGV400-MAJA1,Castilla y León,97.75,,NO
AUT-43543-25,2025-09-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SEGOVIA 400,SGV400-TRP2,Castilla y León,178.5,,NO
GENT-AC17-43813-25,2025-10-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SOLORZANO 220,SLZ220-C1SZ1,Cantabria,49.738,,NO
GENT-AC3-48213-25,2025-12-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LA SOLANA 220,SNA220-C1SL1,Castilla-La Mancha,19.100000000000001,,NO
GENT-AC3-44079-25,2025-10-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LA SOLANA 220,SNA220-C1SL1,Castilla-La Mancha,19.100000000000001,,NO
GENT-42670-25,2025-08-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LA SOLANA 220,SNA220-C1SL1,Castilla-La Mancha,50,,NO
GENT-37630-25,2025-03-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,LA SOLANA 220,SNA220-C1SL1,Castilla-La Mancha,17,,NO
AUT-34488-24,2024-11-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,LA SOLANA 220,SNA220-C1SL1,Castilla-La Mancha,32.5,,NO
GENT-AC3-42813-25,2025-08-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTA ENGRACIA 220,SNG220-C1SN1,La Rioja,40,,NO
AUT-36584-25,2025-01-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SANTA ENGRACIA 400,SNG400-ARU1,La Rioja,1,,NO
AUT-36596-25,2025-01-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SANTA ENGRACIA 400,SNG400-ARU2,La Rioja,1,,NO
AUT-43877-25,2025-10-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SANTA ENGRACIA 400,SNG400-C2SN1,La Rioja,23,,NO
AUT-AC1-43876-25,2025-10-07,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,SANTA ENGRACIA 400,SNG400-C2SN1,La Rioja,33.5,,NO
AUT-38957-25,2025-04-02,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SANTA ENGRACIA 400,SNG400-C2SN1,La Rioja,23,,NO
AUT-32494-24,2024-08-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SS.REYES 220,SSR220-EER,Comunidad de Madrid,24.95,,NO
AUT-42938-25,2025-08-27,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SS.REYES (SS.REYES B) 220,SSR220-FUTTR5,Comunidad de Madrid,10,,NO
DEA-AC9-35754-24,2024-12-24,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,SALTERAS 220,STA220-CLC,Andalucía,30,,NO
AUT-43520-25,2025-09-25,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SALTERAS 220,STA220-CSCF1,Andalucía,5,,NO
AUT-34297-24,2024-10-16,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SALTERAS 220,STA220-EER,Andalucía,1,,NO
GENT-45006-25,2025-11-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,50,,NO
GENT-AC5-45172-25,2025-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,200,,NO
GENT-36160-24,2025-01-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,40,,NO
GENT-35980-24,2024-12-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,50,,NO
GENT-35991-24,2024-12-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,38,,NO
GENT-36153-24,2024-12-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,40,,NO
GENT-36170-24,2024-12-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,25,,NO
GENT-36178-24,2024-12-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,29,,NO
GENT-35491-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTURCE 220,STC220-GR4,País Vasco,50,,NO
AUT-40029-25,2025-05-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SANTIPONCE 220,STP220-FVAJ1,Andalucía,12,,SI
AUT-39193-25,2025-04-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,SANTIPONCE 220,STP220-FVAJ1,Andalucía,150,,SI
GENT-AC6-48440-26,2026-01-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,4.5999999999999996,,NO
GENT-AC6-43844-25,2025-10-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,20,,NO
GENT-AC5-39917-25,2025-05-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,20,,NO
GENT-AC5-39919-25,2025-05-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,12,,NO
GENT-AC6-39920-25,2025-05-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,12,,NO
GENT-AC4-39207-25,2025-04-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,12,,NO
GENT-AC4-39208-25,2025-04-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,20,,NO
GENT-AC5-39206-25,2025-04-08,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,SANTIZ 220,STZ220-TESO,Castilla y León,12,,NO
GENT-37564-25,2025-02-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,44,,NO
GENT-37575-25,2025-02-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.99,,NO
GENT-37578-25,2025-02-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.99,,NO
GENT-36513-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.9,,NO
GENT-36520-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.9,,NO
GENT-36613-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,35,,NO
GENT-36633-25,2025-01-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,35,,NO
GENT-36642-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,35,,NO
GENT-36803-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49,,NO
GENT-37382-25,2025-02-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.99,,NO
GENT-37388-25,2025-02-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49,,NO
GENT-37389-25,2025-02-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49,,NO
GENT-37395-25,2025-02-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,50,,NO
GENT-37409-25,2025-02-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,50,,NO
GENT-37486-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.99,,NO
GENT-37492-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,50,,NO
GENT-37511-25,2025-02-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-C1TF1,Comunidad Foral de Navarra,49.734999999999999,,NO
GENT-38110-25,2025-03-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-TRP3,Comunidad Foral de Navarra,20,,NO
GENT-38264-25,2025-03-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-TRP3,Comunidad Foral de Navarra,49.99,,NO
GENT-36586-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-TRP3,Comunidad Foral de Navarra,25,,NO
GENT-37551-25,2025-02-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TAFALLA 220,TAF220-TRP3,Comunidad Foral de Navarra,44.496000000000002,,NO
AUT-48254-25,2025-12-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,TARRAGONA 220,TAR220-CNJA1,Cataluña,24.95,,NO
AUT-41439-25,2025-06-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,TARRAGONA 220,TAR220-CNJA1,Cataluña,100,,NO
AUT-48367-25,2025-12-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,TABERNAS 220,TBA220-LSRA1,Andalucía,39.927999999999997,,NO
AUT-48367-25,2025-12-29,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,TABERNAS 220,TBA220-LSRA1,Andalucía,0.24,,NO
