request_id,request_received_date,request_type,transport_node_name_voltage,transport_position,autonomous_community,requested_access_capacity_mw,publication_month_end_date,contest_node
DEA-AC1-29209-24,2024-03-22,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,CISNEROS 220,CISN220-CON1,Comunidad de Madrid,50,,NO
DEA-AC1-29206-24,2024-03-22,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,CISNEROS 220,CISN220-CON2,Comunidad de Madrid,50,,NO
AUT-34834-24,2024-11-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CISNEROS 220,CISN220-EER,Comunidad de Madrid,22.5,,NO
AUT-29663-24,2024-04-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CISNEROS 220,CISN220-EER,Comunidad de Madrid,19.574999999999999,,NO
AUT-48253-25,2025-12-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,24.95,,NO
AUT-47904-25,2025-12-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,25,,NO
AUT-47934-25,2025-12-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,25,,NO
GENT-37919-25,2025-02-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,50,,NO
GENT-35250-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,49.99,,NO
GENT-35541-24,2024-12-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,49,,NO
GENT-35592-24,2024-12-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,50,,NO
GENT-35600-24,2024-12-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,50,,NO
GENT-35603-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,42,,NO
GENT-35638-24,2024-12-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAN JARDI 220,CJD220-C1CJ1,Cataluña,50,,NO
AUT-48324-25,2025-12-23,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CASTEJON 400,CJN400-CTPR1,Comunidad Foral de Navarra,167.5,,NO
AUT-36476-25,2025-01-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CASTEJON 400,CJN400-CTPR1,Comunidad Foral de Navarra,132,,NO
AUT-33003-24,2024-09-09,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CASTEJON 400,CJN400-CTPR1,Comunidad Foral de Navarra,132,,NO
GENT-AC4-44993-25,2025-12-23,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASTEJON 400,CJN400-ELR2,Comunidad Foral de Navarra,100,,NO
GENT-AC5-45156-25,2025-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASTEJON 400,CJN400-GR2,Comunidad Foral de Navarra,200,,NO
GENT-38593-25,2025-03-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,49.99,,SI
GENT-39046-25,2025-04-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,49.99,,SI
AUT-32568-24,2024-08-05,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARTUJOS 220,CJS220-EER,Aragón,10.19,,SI
GENT-35301-24,2024-11-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,50,,SI
GENT-35524-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,17,,SI
GENT-35526-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,17,,SI
GENT-35527-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,17,,SI
GENT-35528-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,17,,SI
GENT-35529-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,17,,SI
GENT-35678-24,2024-12-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,49.734999999999999,,SI
GENT-35713-24,2024-12-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,49,,SI
GENT-35969-24,2024-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,17,,SI
GENT-36430-24,2024-12-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,49,,SI
GENT-36540-25,2025-01-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARTUJOS 220,CJS220-EER,Aragón,50,,SI
DEA-AC1-25084-23,2023-10-06,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,CARTUJOS 220,CJS220-RCL,Aragón,4,,SI
AUT-44636-25,2025-11-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CALATORAO 220,CLAT220-CON1,Aragón,1,,NO
DEA-AC1-27397-23,2023-12-21,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,CALATORAO 220,CLAT220-CON3,Aragón,150,,NO
DEA-AC1-27415-23,2023-12-21,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,CALATORAO 220,CLAT220-CON4,Aragón,150,,NO
AUT-36591-25,2025-01-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CASTELLET 220,CLT220-C1CS1,Cataluña,1,,NO
GENT-AC7-47324-25,2025-12-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CILLAMAYOR 220,CMA220-PAC,Castilla y León,45,,NO
GENT-36250-24,2024-12-20,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CILLAMAYOR 220,CMA220-PAC,Castilla y León,49.9,,NO
GENT-18310-23,2023-01-03,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CILLAMAYOR 220,CMA220-PAC,Castilla y León,49.26,,NO
GENT-23787-23,2023-07-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CILLAMAYOR 220,CMA220-PAC,Castilla y León,45,,NO
GENT-25142-23,2023-09-26,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CILLAMAYOR 220,CMA220-PAC,Castilla y León,40,,NO
AUT-37199-25,2025-01-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,COMPLUTUM 220,CMPT220-C1CM1,Comunidad de Madrid,6.5,,NO
AUT-36335-24,2025-01-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,COMPLUTUM 220,CMPT220-C1CM1,Comunidad de Madrid,37.5,,NO
AUT-AC3-36602-25,2025-01-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,COMPLUTUM 220,CMPT220-C1CM1,Comunidad de Madrid,6.5,,NO
AUT-AC1-31230-24,2024-06-10,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,COMPLUTUM 220,CMPT220-C1CM1,Comunidad de Madrid,37.5,,NO
GENT-AC8-45213-25,2025-12-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARMONITA 400,CMT400-CCAR1,Extremadura,11,,NO
AUT-41890-25,2025-08-14,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARMONITA 400,CMT400-CCAR1,Extremadura,1,,NO
GENT-AC6-42952-25,2025-08-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARMONITA 400,CMT400-CCAR1,Extremadura,120,,NO
GENT-AC6-42461-25,2025-07-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARMONITA 400,CMT400-CCAR1,Extremadura,120,,NO
AUT-44021-25,2025-10-15,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAÑAVERAL 400,CNAV400-ADCV1,Extremadura,16.5,,NO
AUT-43709-25,2025-10-01,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAÑAVERAL 400,CNAV400-ADCV1,Extremadura,0.24,,NO
AUT-42665-25,2025-08-08,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAÑAVERAL 400,CNAV400-EER2,Extremadura,16.5,,NO
GENT-AC5-43391-25,2025-09-22,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAÑAVERAL 400,CNAV400-PIZ1,Extremadura,36,,NO
GENT-AC4-42764-25,2025-08-18,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAÑAVERAL 400,CNAV400-PIZ1,Extremadura,36,,NO
DEA-32306-24,2024-07-24,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,COMPOSTILLA 220,COM220-CON1,Castilla y León,350,,SI
DEA-33265-24,2024-09-15,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,COMPOSTILLA 220,COM220-CON1,Castilla y León,10,,SI
GENT-35512-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CONSO 220,CON220-EER1,Galicia,50,,NO
GENT-35679-24,2024-12-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CONSO 220,CON220-EER1,Galicia,49,,NO
GENT-35019-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CONSO 220,CON220-EER2,Galicia,49.734999999999999,,NO
GENT-41283-25,2025-06-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CONSO 220,CON220-GR2,Galicia,54.7,,NO
GENT-38807-25,2025-03-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CONSO 220,CON220-GR3,Galicia,50,,NO
GENT-38331-25,2025-03-07,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,50,,NO
GENT-36754-25,2025-02-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,49.99,,NO
GENT-36793-25,2025-01-29,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,49,,NO
GENT-37393-25,2025-02-06,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,50,,NO
GENT-37529-25,2025-02-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,49.98,,NO
GENT-37532-25,2025-02-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,49.98,,NO
GENT-35520-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORDOVILLA 220,COR220-EER,Comunidad Foral de Navarra,49.9,,NO
AUT-36519-25,2025-01-10,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAPARACENA 220,CPR220-DEHS1,Andalucía,10,,NO
AUT-31481-24,2024-06-20,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAPARACENA 400,CPR220-EER2,Andalucía,1,,SI
GENT-AC4-47853-25,2025-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAPARACENA 400,CPR400-CPRO1,Andalucía,20,,SI
GENT-AC5-47851-25,2025-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAPARACENA 400,CPR400-CPRO1,Andalucía,20,,SI
GENT-AC5-47854-25,2025-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAPARACENA 400,CPR400-CPRO1,Andalucía,25,,SI
GENT-AC6-44295-25,2025-10-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAPARACENA 400,CPR400-CPRO1,Andalucía,229.12,,SI
AUT-40947-25,2025-06-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CAPARACENA 400,CPR400-CPRO1,Andalucía,13,,SI
GENT-AC9-39144-25,2025-04-04,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAPARACENA 400,CPR400-CPRO1,Andalucía,22,,SI
GENT-AC7-38145-25,2025-02-28,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CAPARACENA 400,CPR400-CPRO1,Andalucía,19.93,,SI
GENT-AC15-43509-25,2025-10-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASAQUEMADA 220,CQU220-TRP1,Andalucía,30,,NO
GENT-AC7-43510-25,2025-10-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASAQUEMADA 220,CQU220-TRP1,Andalucía,30,,NO
GENT-AC2-38787-25,2025-03-24,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASAQUEMADA 220,CQU220-TRP1,Andalucía,22,,NO
AUT-43681-25,2025-09-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARRIL 400,CRIL400-CLCA1,Región de Murcia,0.24,,SI
AUT-40223-25,2025-05-19,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARRIL 400,CRIL400-CLCA1,Región de Murcia,300,,SI
AUT-39953-25,2025-05-07,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARRIL 400,CRIL400-CLCA1,Región de Murcia,50,,SI
DEA-24704-23,2023-09-01,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,CARTAMA 220,CRM220-CON1,Andalucía,60,,SI
DEA-27455-23,2023-12-22,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,CARTAMA 220,CRM220-CON1,Andalucía,150,,SI
GENT-42684-25,2025-08-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORNATEL 220,CRN220-GR1,Galicia,17,,NO
GENT-41354-25,2025-06-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORNATEL 220,CRN220-GR1,Galicia,49.98,,NO
GENT-41357-25,2025-06-27,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORNATEL 220,CRN220-GR1,Galicia,49.98,,NO
GENT-41516-25,2025-07-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CORNATEL 220,CRN220-GR1,Galicia,50,,NO
DEA-32687-24,2024-08-26,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,CERRATO 400,CRTO400-CON1,Castilla y León,150,,SI
DEA-34230-24,2024-10-14,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,CERRATO 400,CRTO400-CON1,Castilla y León,125,,SI
DEA-34231-24,2024-10-14,Solicitud de consumo solicitando permiso en posición con motivación dedicada a la conexión de consumo.,CERRATO 400,CRTO400-CON1,Castilla y León,100,,SI
AUT-44001-25,2025-10-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CASTALLA 220,CSTA220-C1CL1,Comunidad Valenciana,50,,NO
GENT-40211-25,2025-05-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASTRELO 220,CTL220-GR1,Galicia,42,,NO
GENT-39796-25,2025-05-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASTRELO 220,CTL220-GR1,Galicia,35,,NO
GENT-39824-25,2025-05-09,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASTRELO 220,CTL220-GR1,Galicia,50,,NO
GENT-40798-25,2025-06-05,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CASTRELO 220,CTL220-GR2,Galicia,40.9,,NO
AUT-30868-24,2024-05-29,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,COTORROS 400,CTRR400-EER1,Castilla y León,54,,NO
AUT-48255-25,2025-12-26,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CONSTANTI 220,CTT220-C1CO1,Cataluña,24.95,,NO
AUT-41437-25,2025-06-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CONSTANTI 220,CTT220-C1CO1,Cataluña,100,,NO
AUT-44253-25,2025-10-31,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARROYUELAS 220,CYL220-MCS,Castilla-La Mancha,5,,SI
AUT-44253-25,2025-10-31,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARROYUELAS 220,CYL220-MCS,Castilla-La Mancha,70,,SI
AUT-43688-25,2025-09-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,CARROYUELAS 220,CYL220-MCS,Castilla-La Mancha,0.24,,SI
GENT-AC7-37668-25,2025-03-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARROYUELAS 220,CYL220-MCS,Castilla-La Mancha,18.5,,SI
GENT-AC6-36605-25,2025-01-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,CARROYUELAS 220,CYL220-MCS,Castilla-La Mancha,18.5,,SI
AUT-34512-24,2024-10-25,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DON ALVARO 400,DALV400-EER1,Extremadura,54.5,,SI
AUT-35962-24,2024-12-13,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DON ALVARO 400,DALV400-EER1,Extremadura,300,,SI
GENT-AC8-47836-25,2025-12-15,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,10,,NO
GENT-AC4-43739-25,2025-10-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,20,,NO
GENT-AC6-43736-25,2025-10-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,10,,NO
GENT-AC7-43735-25,2025-10-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,10,,NO
GENT-AC7-43738-25,2025-10-01,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,10,,NO
AUT-42362-25,2025-07-30,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,70,,NO
AUT-AC4-34936-24,2024-11-12,Solicitud de actualización de consumo existente destinada a incrementar la capacidad de acceso otorgado.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,50,,NO
AUT-34165-24,2024-10-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,70,,NO
AUT-26465-23,2023-11-17,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DAGANZO 220,DGZ220-DAPR1,Comunidad de Madrid,40,,NO
AUT-45862-25,2025-12-05,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DOS HERMANAS 220,DHR220-SIZ,Andalucía,7,,NO
AUT-35933-24,2024-12-11,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,DON RODRIGO (DON RODRIGO B) 220,DRO220-CSGA1,Andalucía,15.5,,NO
GENT-AC17-43223-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.82,,NO
GENT-AC5-43198-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,25,,NO
GENT-AC5-43200-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,25,,NO
GENT-AC6-43217-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC6-43219-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC6-43220-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC6-43222-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC6-43967-25,2025-10-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC7-43215-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC7-43225-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,42.83,,NO
GENT-AC7-43226-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,29.72,,NO
GENT-AC8-43216-25,2025-09-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC6-39285-25,2025-04-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,42.83,,NO
GENT-AC6-39293-25,2025-04-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC6-39298-25,2025-04-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,40.83,,NO
GENT-AC8-39286-25,2025-04-11,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,DON RODRIGO 400,DRO400-MTLL1,Andalucía,11,,NO
GENT-AC1-29386-24,2024-04-25,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ALMARAZ E.T. 220,"EAM220-VCN1, EAM220-VCN2, EAM220-VCN3",Extremadura,15,,NO
AUT-40031-25,2025-05-12,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,EBORA 220,EBR220-C3EB1,Castilla-La Mancha,9,,NO
AUT-37283-25,2025-02-03,Solicitud de consumo en régimen de autoconsumo para instalación de consumo conectada en posición de evacuación de generación.,EBORA 220,EBR220-C3EB1,Castilla-La Mancha,9,,NO
GENT-35596-24,2024-12-02,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.99,,SI
GENT-35605-24,2024-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,58,,SI
GENT-35640-24,2024-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,58,,SI
GENT-35641-24,2024-12-13,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,58,,SI
GENT-35680-24,2024-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,58,,SI
GENT-35681-24,2024-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,58,,SI
GENT-35684-24,2024-12-12,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,35,,SI
GENT-35821-24,2024-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.9,,SI
GENT-35838-24,2024-12-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.99,,SI
GENT-35857-24,2024-12-10,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.99,,SI
GENT-36048-24,2024-12-19,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.99,,SI
GENT-36049-24,2024-12-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.9,,SI
GENT-36060-24,2024-12-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.9,,SI
GENT-36061-24,2024-12-16,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.9,,SI
GENT-36079-24,2024-12-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49.9,,SI
GENT-36091-24,2024-12-17,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,40,,SI
GENT-36196-24,2024-12-31,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
GENT-36274-24,2024-12-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
GENT-36275-24,2024-12-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
GENT-36276-24,2024-12-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
GENT-36277-24,2024-12-21,Solicitud de almacenamiento conectado a la red de transporte que consume energía de la red.,ESCUCHA 220,ECH220-GR1,Aragón,49,,SI
