Provincias	Categoría	Meses	Total
39 Cantabria	Tres estrellas de oro	Mayo	50,73
39 Cantabria	Tres estrellas de oro	Junio	55,21
39 Cantabria	Tres estrellas de oro	Julio	65,08
39 Cantabria	Tres estrellas de oro	Agosto	77,46
39 Cantabria	Tres estrellas de oro	Septiembre	56,18
39 Cantabria	Tres estrellas de oro	Octubre	48,24
39 Cantabria	Tres estrellas de oro	Noviembre	39,34
39 Cantabria	Tres estrellas de oro	Diciembre	27,95
39 Cantabria	Dos estrellas de oro	Total	46,79
39 Cantabria	Dos estrellas de oro	Enero	35,10
39 Cantabria	Dos estrellas de oro	Febrero	26,19
39 Cantabria	Dos estrellas de oro	Marzo	30,30
39 Cantabria	Dos estrellas de oro	Abril	28,74
39 Cantabria	Dos estrellas de oro	Mayo	37,21
39 Cantabria	Dos estrellas de oro	Junio	44,66
39 Cantabria	Dos estrellas de oro	Julio	62,44
39 Cantabria	Dos estrellas de oro	Agosto	77,24
39 Cantabria	Dos estrellas de oro	Septiembre	47,64
39 Cantabria	Dos estrellas de oro	Octubre	37,92
39 Cantabria	Dos estrellas de oro	Noviembre	26,78
39 Cantabria	Dos estrellas de oro	Diciembre	27,51
39 Cantabria	Una estrella de oro	Total	47,40
39 Cantabria	Una estrella de oro	Enero	17,57
39 Cantabria	Una estrella de oro	Febrero	21,94
39 Cantabria	Una estrella de oro	Marzo	33,70
39 Cantabria	Una estrella de oro	Abril	34,21
39 Cantabria	Una estrella de oro	Mayo	37,19
39 Cantabria	Una estrella de oro	Junio	48,37
39 Cantabria	Una estrella de oro	Julio	62,59
39 Cantabria	Una estrella de oro	Agosto	74,21
39 Cantabria	Una estrella de oro	Septiembre	54,93
39 Cantabria	Una estrella de oro	Octubre	42,13
39 Cantabria	Una estrella de oro	Noviembre	51,72
39 Cantabria	Una estrella de oro	Diciembre	16,74
39 Cantabria	Total estrellas de plata	Total	33,44
39 Cantabria	Total estrellas de plata	Enero	15,81
39 Cantabria	Total estrellas de plata	Febrero	19,73
39 Cantabria	Total estrellas de plata	Marzo	26,83
39 Cantabria	Total estrellas de plata	Abril	22,60
39 Cantabria	Total estrellas de plata	Mayo	27,88
39 Cantabria	Total estrellas de plata	Junio	28,75
39 Cantabria	Total estrellas de plata	Julio	55,05
39 Cantabria	Total estrellas de plata	Agosto	69,47
39 Cantabria	Total estrellas de plata	Septiembre	32,65
39 Cantabria	Total estrellas de plata	Octubre	26,41
39 Cantabria	Total estrellas de plata	Noviembre	15,96
39 Cantabria	Total estrellas de plata	Diciembre	15,54
39 Cantabria	Dos y tres estrellas de plata	Total	34,88
39 Cantabria	Dos y tres estrellas de plata	Enero	15,42
39 Cantabria	Dos y tres estrellas de plata	Febrero	22,26
39 Cantabria	Dos y tres estrellas de plata	Marzo	28,85
39 Cantabria	Dos y tres estrellas de plata	Abril	26,18
39 Cantabria	Dos y tres estrellas de plata	Mayo	28,33
39 Cantabria	Dos y tres estrellas de plata	Junio	28,34
39 Cantabria	Dos y tres estrellas de plata	Julio	61,33
39 Cantabria	Dos y tres estrellas de plata	Agosto	73,89
39 Cantabria	Dos y tres estrellas de plata	Septiembre	30,66
39 Cantabria	Dos y tres estrellas de plata	Octubre	27,13
39 Cantabria	Dos y tres estrellas de plata	Noviembre	13,57
39 Cantabria	Dos y tres estrellas de plata	Diciembre	14,26
39 Cantabria	Una estrella de plata	Total	30,03
39 Cantabria	Una estrella de plata	Enero	16,46
39 Cantabria	Una estrella de plata	Febrero	14,57
39 Cantabria	Una estrella de plata	Marzo	22,90
39 Cantabria	Una estrella de plata	Abril	14,65
39 Cantabria	Una estrella de plata	Mayo	26,94
39 Cantabria	Una estrella de plata	Junio	29,70
39 Cantabria	Una estrella de plata	Julio	40,66
39 Cantabria	Una estrella de plata	Agosto	58,90
39 Cantabria	Una estrella de plata	Septiembre	38,65
39 Cantabria	Una estrella de plata	Octubre	24,44
39 Cantabria	Una estrella de plata	Noviembre	23,27
39 Cantabria	Una estrella de plata	Diciembre	19,56
12 Castellón/Castelló	Total	Total	51,44
12 Castellón/Castelló	Total	Enero	25,98
12 Castellón/Castelló	Total	Febrero	37,65
12 Castellón/Castelló	Total	Marzo	43,32
12 Castellón/Castelló	Total	Abril	39,70
12 Castellón/Castelló	Total	Mayo	46,64
12 Castellón/Castelló	Total	Junio	53,86
12 Castellón/Castelló	Total	Julio	65,96
12 Castellón/Castelló	Total	Agosto	75,78
12 Castellón/Castelló	Total	Septiembre	60,82
12 Castellón/Castelló	Total	Octubre	44,18
12 Castellón/Castelló	Total	Noviembre	37,68
12 Castellón/Castelló	Total	Diciembre	31,50
12 Castellón/Castelló	Total estrellas de oro	Total	53,90
12 Castellón/Castelló	Total estrellas de oro	Enero	29,20
12 Castellón/Castelló	Total estrellas de oro	Febrero	39,84
12 Castellón/Castelló	Total estrellas de oro	Marzo	45,26
12 Castellón/Castelló	Total estrellas de oro	Abril	41,28
12 Castellón/Castelló	Total estrellas de oro	Mayo	48,81
12 Castellón/Castelló	Total estrellas de oro	Junio	56,11
12 Castellón/Castelló	Total estrellas de oro	Julio	68,69
12 Castellón/Castelló	Total estrellas de oro	Agosto	78,80
12 Castellón/Castelló	Total estrellas de oro	Septiembre	63,36
12 Castellón/Castelló	Total estrellas de oro	Octubre	45,85
12 Castellón/Castelló	Total estrellas de oro	Noviembre	40,00
12 Castellón/Castelló	Total estrellas de oro	Diciembre	33,44
12 Castellón/Castelló	Cinco estrellas de oro	Total	.
12 Castellón/Castelló	Cinco estrellas de oro	Enero	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Febrero	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Marzo	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Abril	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Mayo	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Junio	.
12 Castellón/Castelló	Cinco estrellas de oro	Julio	.
12 Castellón/Castelló	Cinco estrellas de oro	Agosto	.
12 Castellón/Castelló	Cinco estrellas de oro	Septiembre	.
12 Castellón/Castelló	Cinco estrellas de oro	Octubre	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Noviembre	0,00
12 Castellón/Castelló	Cinco estrellas de oro	Diciembre	0,00
12 Castellón/Castelló	Cuatro estrellas de oro	Total	60,19
12 Castellón/Castelló	Cuatro estrellas de oro	Enero	32,94
12 Castellón/Castelló	Cuatro estrellas de oro	Febrero	47,67
12 Castellón/Castelló	Cuatro estrellas de oro	Marzo	49,79
12 Castellón/Castelló	Cuatro estrellas de oro	Abril	45,15
12 Castellón/Castelló	Cuatro estrellas de oro	Mayo	56,48
12 Castellón/Castelló	Cuatro estrellas de oro	Junio	64,94
12 Castellón/Castelló	Cuatro estrellas de oro	Julio	73,27
12 Castellón/Castelló	Cuatro estrellas de oro	Agosto	82,95
12 Castellón/Castelló	Cuatro estrellas de oro	Septiembre	72,84
12 Castellón/Castelló	Cuatro estrellas de oro	Octubre	50,65
12 Castellón/Castelló	Cuatro estrellas de oro	Noviembre	44,92
12 Castellón/Castelló	Cuatro estrellas de oro	Diciembre	35,16
12 Castellón/Castelló	Tres estrellas de oro	Total	46,05
12 Castellón/Castelló	Tres estrellas de oro	Enero	30,33
12 Castellón/Castelló	Tres estrellas de oro	Febrero	32,39
12 Castellón/Castelló	Tres estrellas de oro	Marzo	43,65
12 Castellón/Castelló	Tres estrellas de oro	Abril	42,57
12 Castellón/Castelló	Tres estrellas de oro	Mayo	41,88
12 Castellón/Castelló	Tres estrellas de oro	Junio	45,09
12 Castellón/Castelló	Tres estrellas de oro	Julio	60,84
12 Castellón/Castelló	Tres estrellas de oro	Agosto	69,62
12 Castellón/Castelló	Tres estrellas de oro	Septiembre	42,82
12 Castellón/Castelló	Tres estrellas de oro	Octubre	39,53
12 Castellón/Castelló	Tres estrellas de oro	Noviembre	39,61
12 Castellón/Castelló	Tres estrellas de oro	Diciembre	33,93
12 Castellón/Castelló	Dos estrellas de oro	Total	42,44
12 Castellón/Castelló	Dos estrellas de oro	Enero	25,46
12 Castellón/Castelló	Dos estrellas de oro	Febrero	29,39
12 Castellón/Castelló	Dos estrellas de oro	Marzo	32,32
12 Castellón/Castelló	Dos estrellas de oro	Abril	25,93
12 Castellón/Castelló	Dos estrellas de oro	Mayo	31,50
12 Castellón/Castelló	Dos estrellas de oro	Junio	41,66
12 Castellón/Castelló	Dos estrellas de oro	Julio	64,10
12 Castellón/Castelló	Dos estrellas de oro	Agosto	78,32
12 Castellón/Castelló	Dos estrellas de oro	Septiembre	52,81
12 Castellón/Castelló	Dos estrellas de oro	Octubre	27,21
12 Castellón/Castelló	Dos estrellas de oro	Noviembre	25,23
12 Castellón/Castelló	Dos estrellas de oro	Diciembre	32,30
12 Castellón/Castelló	Una estrella de oro	Total	25,16
12 Castellón/Castelló	Una estrella de oro	Enero	13,06
12 Castellón/Castelló	Una estrella de oro	Febrero	16,30
12 Castellón/Castelló	Una estrella de oro	Marzo	16,81
12 Castellón/Castelló	Una estrella de oro	Abril	16,09
12 Castellón/Castelló	Una estrella de oro	Mayo	19,06
12 Castellón/Castelló	Una estrella de oro	Junio	26,89
12 Castellón/Castelló	Una estrella de oro	Julio	38,68
12 Castellón/Castelló	Una estrella de oro	Agosto	53,18
12 Castellón/Castelló	Una estrella de oro	Septiembre	30,49
12 Castellón/Castelló	Una estrella de oro	Octubre	19,22
12 Castellón/Castelló	Una estrella de oro	Noviembre	11,55
12 Castellón/Castelló	Una estrella de oro	Diciembre	14,03
12 Castellón/Castelló	Total estrellas de plata	Total	19,32
12 Castellón/Castelló	Total estrellas de plata	Enero	11,31
12 Castellón/Castelló	Total estrellas de plata	Febrero	19,81
12 Castellón/Castelló	Total estrellas de plata	Marzo	20,93
12 Castellón/Castelló	Total estrellas de plata	Abril	16,14
12 Castellón/Castelló	Total estrellas de plata	Mayo	16,47
12 Castellón/Castelló	Total estrellas de plata	Junio	16,90
12 Castellón/Castelló	Total estrellas de plata	Julio	27,45
12 Castellón/Castelló	Total estrellas de plata	Agosto	33,65
12 Castellón/Castelló	Total estrellas de plata	Septiembre	19,58
12 Castellón/Castelló	Total estrellas de plata	Octubre	14,40
12 Castellón/Castelló	Total estrellas de plata	Noviembre	9,91
12 Castellón/Castelló	Total estrellas de plata	Diciembre	11,39
12 Castellón/Castelló	Dos y tres estrellas de plata	Total	22,59
12 Castellón/Castelló	Dos y tres estrellas de plata	Enero	21,42
12 Castellón/Castelló	Dos y tres estrellas de plata	Febrero	29,77
12 Castellón/Castelló	Dos y tres estrellas de plata	Marzo	26,61
12 Castellón/Castelló	Dos y tres estrellas de plata	Abril	17,59
12 Castellón/Castelló	Dos y tres estrellas de plata	Mayo	21,56
12 Castellón/Castelló	Dos y tres estrellas de plata	Junio	20,24
12 Castellón/Castelló	Dos y tres estrellas de plata	Julio	31,73
12 Castellón/Castelló	Dos y tres estrellas de plata	Agosto	31,62
12 Castellón/Castelló	Dos y tres estrellas de plata	Septiembre	17,72
12 Castellón/Castelló	Dos y tres estrellas de plata	Octubre	14,42
12 Castellón/Castelló	Dos y tres estrellas de plata	Noviembre	14,71
12 Castellón/Castelló	Dos y tres estrellas de plata	Diciembre	20,05
12 Castellón/Castelló	Una estrella de plata	Total	18,47
12 Castellón/Castelló	Una estrella de plata	Enero	8,50
12 Castellón/Castelló	Una estrella de plata	Febrero	17,03
12 Castellón/Castelló	Una estrella de plata	Marzo	19,07
12 Castellón/Castelló	Una estrella de plata	Abril	15,59
12 Castellón/Castelló	Una estrella de plata	Mayo	14,91
12 Castellón/Castelló	Una estrella de plata	Junio	15,85
12 Castellón/Castelló	Una estrella de plata	Julio	26,73
12 Castellón/Castelló	Una estrella de plata	Agosto	34,03
12 Castellón/Castelló	Una estrella de plata	Septiembre	19,98
12 Castellón/Castelló	Una estrella de plata	Octubre	14,39
12 Castellón/Castelló	Una estrella de plata	Noviembre	8,62
12 Castellón/Castelló	Una estrella de plata	Diciembre	9,23
13 Ciudad Real	Total	Total	29,87
13 Ciudad Real	Total	Enero	19,67
13 Ciudad Real	Total	Febrero	24,41
13 Ciudad Real	Total	Marzo	33,02
13 Ciudad Real	Total	Abril	33,92
13 Ciudad Real	Total	Mayo	31,51
13 Ciudad Real	Total	Junio	31,03
13 Ciudad Real	Total	Julio	31,08
13 Ciudad Real	Total	Agosto	32,49
13 Ciudad Real	Total	Septiembre	31,95
13 Ciudad Real	Total	Octubre	32,77
13 Ciudad Real	Total	Noviembre	30,19
13 Ciudad Real	Total	Diciembre	24,32
13 Ciudad Real	Total estrellas de oro	Total	35,66
13 Ciudad Real	Total estrellas de oro	Enero	23,41
13 Ciudad Real	Total estrellas de oro	Febrero	28,81
13 Ciudad Real	Total estrellas de oro	Marzo	38,31
13 Ciudad Real	Total estrellas de oro	Abril	40,68
13 Ciudad Real	Total estrellas de oro	Mayo	38,92
13 Ciudad Real	Total estrellas de oro	Junio	37,03
13 Ciudad Real	Total estrellas de oro	Julio	37,63
13 Ciudad Real	Total estrellas de oro	Agosto	37,91
13 Ciudad Real	Total estrellas de oro	Septiembre	38,31
13 Ciudad Real	Total estrellas de oro	Octubre	38,47
13 Ciudad Real	Total estrellas de oro	Noviembre	36,75
13 Ciudad Real	Total estrellas de oro	Diciembre	28,94
13 Ciudad Real	Cinco estrellas de oro	Total	.
13 Ciudad Real	Cinco estrellas de oro	Enero	0,00
13 Ciudad Real	Cinco estrellas de oro	Febrero	0,00
13 Ciudad Real	Cinco estrellas de oro	Marzo	0,00
13 Ciudad Real	Cinco estrellas de oro	Abril	.
13 Ciudad Real	Cinco estrellas de oro	Mayo	.
13 Ciudad Real	Cinco estrellas de oro	Junio	.
13 Ciudad Real	Cinco estrellas de oro	Julio	.
13 Ciudad Real	Cinco estrellas de oro	Agosto	.
13 Ciudad Real	Cinco estrellas de oro	Septiembre	.
13 Ciudad Real	Cinco estrellas de oro	Octubre	.
13 Ciudad Real	Cinco estrellas de oro	Noviembre	.
13 Ciudad Real	Cinco estrellas de oro	Diciembre	.
13 Ciudad Real	Cuatro estrellas de oro	Total	43,61
13 Ciudad Real	Cuatro estrellas de oro	Enero	29,25
13 Ciudad Real	Cuatro estrellas de oro	Febrero	35,38
13 Ciudad Real	Cuatro estrellas de oro	Marzo	46,85
13 Ciudad Real	Cuatro estrellas de oro	Abril	48,71
13 Ciudad Real	Cuatro estrellas de oro	Mayo	45,91
13 Ciudad Real	Cuatro estrellas de oro	Junio	44,45
13 Ciudad Real	Cuatro estrellas de oro	Julio	44,97
13 Ciudad Real	Cuatro estrellas de oro	Agosto	43,11
13 Ciudad Real	Cuatro estrellas de oro	Septiembre	46,38
13 Ciudad Real	Cuatro estrellas de oro	Octubre	49,11
13 Ciudad Real	Cuatro estrellas de oro	Noviembre	47,02
13 Ciudad Real	Cuatro estrellas de oro	Diciembre	38,55
13 Ciudad Real	Tres estrellas de oro	Total	39,31
13 Ciudad Real	Tres estrellas de oro	Enero	27,31
13 Ciudad Real	Tres estrellas de oro	Febrero	32,95
13 Ciudad Real	Tres estrellas de oro	Marzo	41,98
13 Ciudad Real	Tres estrellas de oro	Abril	43,44
13 Ciudad Real	Tres estrellas de oro	Mayo	45,73
13 Ciudad Real	Tres estrellas de oro	Junio	38,94
13 Ciudad Real	Tres estrellas de oro	Julio	41,22
13 Ciudad Real	Tres estrellas de oro	Agosto	44,83
13 Ciudad Real	Tres estrellas de oro	Septiembre	41,57
13 Ciudad Real	Tres estrellas de oro	Octubre	41,71
13 Ciudad Real	Tres estrellas de oro	Noviembre	38,14
13 Ciudad Real	Tres estrellas de oro	Diciembre	29,84
13 Ciudad Real	Dos estrellas de oro	Total	25,28
13 Ciudad Real	Dos estrellas de oro	Enero	14,67
13 Ciudad Real	Dos estrellas de oro	Febrero	19,72
13 Ciudad Real	Dos estrellas de oro	Marzo	24,52
13 Ciudad Real	Dos estrellas de oro	Abril	30,04
13 Ciudad Real	Dos estrellas de oro	Mayo	27,36
13 Ciudad Real	Dos estrellas de oro	Junio	28,06
13 Ciudad Real	Dos estrellas de oro	Julio	28,58
13 Ciudad Real	Dos estrellas de oro	Agosto	29,68
13 Ciudad Real	Dos estrellas de oro	Septiembre	28,84
13 Ciudad Real	Dos estrellas de oro	Octubre	25,52
13 Ciudad Real	Dos estrellas de oro	Noviembre	24,31
13 Ciudad Real	Dos estrellas de oro	Diciembre	20,34
13 Ciudad Real	Una estrella de oro	Total	15,82
13 Ciudad Real	Una estrella de oro	Enero	11,10
13 Ciudad Real	Una estrella de oro	Febrero	13,32
13 Ciudad Real	Una estrella de oro	Marzo	24,31
13 Ciudad Real	Una estrella de oro	Abril	22,07
13 Ciudad Real	Una estrella de oro	Mayo	14,10
13 Ciudad Real	Una estrella de oro	Junio	17,26
13 Ciudad Real	Una estrella de oro	Julio	17,06
13 Ciudad Real	Una estrella de oro	Agosto	15,06
13 Ciudad Real	Una estrella de oro	Septiembre	15,61
13 Ciudad Real	Una estrella de oro	Octubre	12,86
13 Ciudad Real	Una estrella de oro	Noviembre	16,59
13 Ciudad Real	Una estrella de oro	Diciembre	10,37
13 Ciudad Real	Total estrellas de plata	Total	15,05
13 Ciudad Real	Total estrellas de plata	Enero	10,70
13 Ciudad Real	Total estrellas de plata	Febrero	14,21
13 Ciudad Real	Total estrellas de plata	Marzo	19,82
13 Ciudad Real	Total estrellas de plata	Abril	17,19
13 Ciudad Real	Total estrellas de plata	Mayo	14,15
13 Ciudad Real	Total estrellas de plata	Junio	16,45
13 Ciudad Real	Total estrellas de plata	Julio	14,13
13 Ciudad Real	Total estrellas de plata	Agosto	17,92
13 Ciudad Real	Total estrellas de plata	Septiembre	13,46
13 Ciudad Real	Total estrellas de plata	Octubre	17,48
13 Ciudad Real	Total estrellas de plata	Noviembre	13,42
13 Ciudad Real	Total estrellas de plata	Diciembre	10,50
13 Ciudad Real	Dos y tres estrellas de plata	Total	13,66
13 Ciudad Real	Dos y tres estrellas de plata	Enero	9,63
13 Ciudad Real	Dos y tres estrellas de plata	Febrero	12,72
13 Ciudad Real	Dos y tres estrellas de plata	Marzo	17,38
13 Ciudad Real	Dos y tres estrellas de plata	Abril	18,57
13 Ciudad Real	Dos y tres estrellas de plata	Mayo	11,76
13 Ciudad Real	Dos y tres estrellas de plata	Junio	15,65
13 Ciudad Real	Dos y tres estrellas de plata	Julio	13,01
13 Ciudad Real	Dos y tres estrellas de plata	Agosto	15,82
13 Ciudad Real	Dos y tres estrellas de plata	Septiembre	10,97
13 Ciudad Real	Dos y tres estrellas de plata	Octubre	16,17
13 Ciudad Real	Dos y tres estrellas de plata	Noviembre	11,75
13 Ciudad Real	Dos y tres estrellas de plata	Diciembre	8,17
13 Ciudad Real	Una estrella de plata	Total	19,05
13 Ciudad Real	Una estrella de plata	Enero	13,92
13 Ciudad Real	Una estrella de plata	Febrero	18,27
13 Ciudad Real	Una estrella de plata	Marzo	27,08
13 Ciudad Real	Una estrella de plata	Abril	12,63
13 Ciudad Real	Una estrella de plata	Mayo	20,74
13 Ciudad Real	Una estrella de plata	Junio	19,35
13 Ciudad Real	Una estrella de plata	Julio	17,56
13 Ciudad Real	Una estrella de plata	Agosto	25,10
13 Ciudad Real	Una estrella de plata	Septiembre	20,43
13 Ciudad Real	Una estrella de plata	Octubre	20,57
13 Ciudad Real	Una estrella de plata	Noviembre	17,58
13 Ciudad Real	Una estrella de plata	Diciembre	15,75
14 Córdoba	Total	Total	47,45
14 Córdoba	Total	Enero	35,18
14 Córdoba	Total	Febrero	44,53
14 Córdoba	Total	Marzo	52,08
14 Córdoba	Total	Abril	54,07
14 Córdoba	Total	Mayo	57,27
14 Córdoba	Total	Junio	46,08
14 Córdoba	Total	Julio	39,01
14 Córdoba	Total	Agosto	43,20
14 Córdoba	Total	Septiembre	51,57
14 Córdoba	Total	Octubre	56,08
14 Córdoba	Total	Noviembre	47,60
14 Córdoba	Total	Diciembre	41,00
14 Córdoba	Total estrellas de oro	Total	52,12
14 Córdoba	Total estrellas de oro	Enero	39,67
14 Córdoba	Total estrellas de oro	Febrero	49,85
14 Córdoba	Total estrellas de oro	Marzo	55,34
14 Córdoba	Total estrellas de oro	Abril	59,19
14 Córdoba	Total estrellas de oro	Mayo	63,50
14 Córdoba	Total estrellas de oro	Junio	49,60
14 Córdoba	Total estrellas de oro	Julio	43,77
14 Córdoba	Total estrellas de oro	Agosto	49,35
14 Córdoba	Total estrellas de oro	Septiembre	55,67
14 Córdoba	Total estrellas de oro	Octubre	60,57
14 Córdoba	Total estrellas de oro	Noviembre	53,42
14 Córdoba	Total estrellas de oro	Diciembre	44,04
14 Córdoba	Cinco estrellas de oro	Total	.
14 Córdoba	Cinco estrellas de oro	Enero	.
14 Córdoba	Cinco estrellas de oro	Febrero	.
14 Córdoba	Cinco estrellas de oro	Marzo	.
14 Córdoba	Cinco estrellas de oro	Abril	.
14 Córdoba	Cinco estrellas de oro	Mayo	.
14 Córdoba	Cinco estrellas de oro	Junio	.
14 Córdoba	Cinco estrellas de oro	Julio	.
14 Córdoba	Cinco estrellas de oro	Agosto	.
14 Córdoba	Cinco estrellas de oro	Septiembre	.
14 Córdoba	Cinco estrellas de oro	Octubre	.
14 Córdoba	Cinco estrellas de oro	Noviembre	.
14 Córdoba	Cinco estrellas de oro	Diciembre	.
14 Córdoba	Cuatro estrellas de oro	Total	59,29
14 Córdoba	Cuatro estrellas de oro	Enero	47,76
14 Córdoba	Cuatro estrellas de oro	Febrero	57,03
14 Córdoba	Cuatro estrellas de oro	Marzo	63,01
14 Córdoba	Cuatro estrellas de oro	Abril	65,45
14 Córdoba	Cuatro estrellas de oro	Mayo	71,33
14 Córdoba	Cuatro estrellas de oro	Junio	57,04
14 Córdoba	Cuatro estrellas de oro	Julio	52,45
14 Córdoba	Cuatro estrellas de oro	Agosto	60,89
14 Córdoba	Cuatro estrellas de oro	Septiembre	62,60
14 Córdoba	Cuatro estrellas de oro	Octubre	67,24
14 Córdoba	Cuatro estrellas de oro	Noviembre	57,89
14 Córdoba	Cuatro estrellas de oro	Diciembre	48,26
14 Córdoba	Tres estrellas de oro	Total	47,02
14 Córdoba	Tres estrellas de oro	Enero	36,23
14 Córdoba	Tres estrellas de oro	Febrero	45,51
14 Córdoba	Tres estrellas de oro	Marzo	50,75
14 Córdoba	Tres estrellas de oro	Abril	56,26
14 Córdoba	Tres estrellas de oro	Mayo	59,34
14 Córdoba	Tres estrellas de oro	Junio	47,10
14 Córdoba	Tres estrellas de oro	Julio	37,26
14 Córdoba	Tres estrellas de oro	Agosto	36,42
14 Córdoba	Tres estrellas de oro	Septiembre	49,79
14 Córdoba	Tres estrellas de oro	Octubre	53,43
14 Córdoba	Tres estrellas de oro	Noviembre	51,41
14 Córdoba	Tres estrellas de oro	Diciembre	39,79
14 Córdoba	Dos estrellas de oro	Total	38,14
14 Córdoba	Dos estrellas de oro	Enero	25,52
14 Córdoba	Dos estrellas de oro	Febrero	30,95
14 Córdoba	Dos estrellas de oro	Marzo	40,49
14 Córdoba	Dos estrellas de oro	Abril	46,55
14 Córdoba	Dos estrellas de oro	Mayo	50,91
14 Córdoba	Dos estrellas de oro	Junio	31,02
14 Córdoba	Dos estrellas de oro	Julio	20,13
14 Córdoba	Dos estrellas de oro	Agosto	28,46
14 Córdoba	Dos estrellas de oro	Septiembre	44,38
14 Córdoba	Dos estrellas de oro	Octubre	52,07
14 Córdoba	Dos estrellas de oro	Noviembre	45,53
14 Córdoba	Dos estrellas de oro	Diciembre	35,03
14 Córdoba	Una estrella de oro	Total	50,94
14 Córdoba	Una estrella de oro	Enero	28,98
14 Córdoba	Una estrella de oro	Febrero	56,99
14 Córdoba	Una estrella de oro	Marzo	54,66
14 Córdoba	Una estrella de oro	Abril	57,15
14 Córdoba	Una estrella de oro	Mayo	55,79
14 Córdoba	Una estrella de oro	Junio	50,35
14 Córdoba	Una estrella de oro	Julio	49,05
14 Córdoba	Una estrella de oro	Agosto	50,43
14 Córdoba	Una estrella de oro	Septiembre	51,65
14 Córdoba	Una estrella de oro	Octubre	57,01
14 Córdoba	Una estrella de oro	Noviembre	47,26
14 Córdoba	Una estrella de oro	Diciembre	48,97
14 Córdoba	Total estrellas de plata	Total	30,97
14 Córdoba	Total estrellas de plata	Enero	20,64
14 Córdoba	Total estrellas de plata	Febrero	26,75
14 Córdoba	Total estrellas de plata	Marzo	40,13
14 Córdoba	Total estrellas de plata	Abril	36,85
14 Córdoba	Total estrellas de plata	Mayo	35,99
14 Córdoba	Total estrellas de plata	Junio	33,79
14 Córdoba	Total estrellas de plata	Julio	20,94
14 Córdoba	Total estrellas de plata	Agosto	18,39
14 Córdoba	Total estrellas de plata	Septiembre	37,73
14 Córdoba	Total estrellas de plata	Octubre	40,29
14 Córdoba	Total estrellas de plata	Noviembre	26,95
14 Córdoba	Total estrellas de plata	Diciembre	29,72
14 Córdoba	Dos y tres estrellas de plata	Total	28,55
14 Córdoba	Dos y tres estrellas de plata	Enero	21,16
14 Córdoba	Dos y tres estrellas de plata	Febrero	31,43
14 Córdoba	Dos y tres estrellas de plata	Marzo	32,62
14 Córdoba	Dos y tres estrellas de plata	Abril	36,44
14 Córdoba	Dos y tres estrellas de plata	Mayo	39,40
14 Córdoba	Dos y tres estrellas de plata	Junio	31,99
14 Córdoba	Dos y tres estrellas de plata	Julio	20,94
14 Córdoba	Dos y tres estrellas de plata	Agosto	18,39
14 Córdoba	Dos y tres estrellas de plata	Septiembre	38,12
14 Córdoba	Dos y tres estrellas de plata	Octubre	37,72
14 Córdoba	Dos y tres estrellas de plata	Noviembre	31,13
14 Córdoba	Dos y tres estrellas de plata	Diciembre	26,42
14 Córdoba	Una estrella de plata	Total	32,99
14 Córdoba	Una estrella de plata	Enero	20,34
14 Córdoba	Una estrella de plata	Febrero	24,11
14 Córdoba	Una estrella de plata	Marzo	45,22
14 Córdoba	Una estrella de plata	Abril	37,10
14 Córdoba	Una estrella de plata	Mayo	34,11
14 Córdoba	Una estrella de plata	Junio	34,76
14 Córdoba	Una estrella de plata	Julio	.
14 Córdoba	Una estrella de plata	Agosto	.
14 Córdoba	Una estrella de plata	Septiembre	37,52
14 Córdoba	Una estrella de plata	Octubre	41,59
14 Córdoba	Una estrella de plata	Noviembre	24,38
14 Córdoba	Una estrella de plata	Diciembre	31,50
15 Coruña, A	Total	Total	45,30
15 Coruña, A	Total	Enero	26,42
15 Coruña, A	Total	Febrero	29,55
15 Coruña, A	Total	Marzo	34,31
15 Coruña, A	Total	Abril	40,85
15 Coruña, A	Total	Mayo	50,26
15 Coruña, A	Total	Junio	50,07
15 Coruña, A	Total	Julio	56,33
15 Coruña, A	Total	Agosto	69,66
15 Coruña, A	Total	Septiembre	57,99
15 Coruña, A	Total	Octubre	48,21
15 Coruña, A	Total	Noviembre	34,61
15 Coruña, A	Total	Diciembre	29,42
15 Coruña, A	Total estrellas de oro	Total	48,27
15 Coruña, A	Total estrellas de oro	Enero	29,01
15 Coruña, A	Total estrellas de oro	Febrero	33,32
15 Coruña, A	Total estrellas de oro	Marzo	37,61
15 Coruña, A	Total estrellas de oro	Abril	43,16
15 Coruña, A	Total estrellas de oro	Mayo	55,16
15 Coruña, A	Total estrellas de oro	Junio	54,12
15 Coruña, A	Total estrellas de oro	Julio	59,19
15 Coruña, A	Total estrellas de oro	Agosto	72,30
15 Coruña, A	Total estrellas de oro	Septiembre	59,38
15 Coruña, A	Total estrellas de oro	Octubre	50,17
15 Coruña, A	Total estrellas de oro	Noviembre	38,12
15 Coruña, A	Total estrellas de oro	Diciembre	33,73
15 Coruña, A	Cinco estrellas de oro	Total	67,20
15 Coruña, A	Cinco estrellas de oro	Enero	.
15 Coruña, A	Cinco estrellas de oro	Febrero	.
