Provincias	Categoría	Meses	Total
42 Soria	Una estrella de plata	Septiembre	13,53
42 Soria	Una estrella de plata	Octubre	12,94
42 Soria	Una estrella de plata	Noviembre	17,74
42 Soria	Una estrella de plata	Diciembre	14,00
43 Tarragona	Total	Total	61,35
43 Tarragona	Total	Enero	23,46
43 Tarragona	Total	Febrero	29,22
43 Tarragona	Total	Marzo	34,86
43 Tarragona	Total	Abril	45,89
43 Tarragona	Total	Mayo	61,79
43 Tarragona	Total	Junio	69,72
43 Tarragona	Total	Julio	74,35
43 Tarragona	Total	Agosto	82,86
43 Tarragona	Total	Septiembre	66,82
43 Tarragona	Total	Octubre	55,58
43 Tarragona	Total	Noviembre	30,09
43 Tarragona	Total	Diciembre	35,52
43 Tarragona	Total estrellas de oro	Total	62,58
43 Tarragona	Total estrellas de oro	Enero	24,44
43 Tarragona	Total estrellas de oro	Febrero	30,30
43 Tarragona	Total estrellas de oro	Marzo	35,65
43 Tarragona	Total estrellas de oro	Abril	46,99
43 Tarragona	Total estrellas de oro	Mayo	63,15
43 Tarragona	Total estrellas de oro	Junio	70,33
43 Tarragona	Total estrellas de oro	Julio	75,22
43 Tarragona	Total estrellas de oro	Agosto	83,65
43 Tarragona	Total estrellas de oro	Septiembre	67,93
43 Tarragona	Total estrellas de oro	Octubre	56,90
43 Tarragona	Total estrellas de oro	Noviembre	31,18
43 Tarragona	Total estrellas de oro	Diciembre	35,91
43 Tarragona	Cinco estrellas de oro	Total	26,88
43 Tarragona	Cinco estrellas de oro	Enero	.
43 Tarragona	Cinco estrellas de oro	Febrero	.
43 Tarragona	Cinco estrellas de oro	Marzo	26,12
43 Tarragona	Cinco estrellas de oro	Abril	.
43 Tarragona	Cinco estrellas de oro	Mayo	.
43 Tarragona	Cinco estrellas de oro	Junio	.
43 Tarragona	Cinco estrellas de oro	Julio	.
43 Tarragona	Cinco estrellas de oro	Agosto	.
43 Tarragona	Cinco estrellas de oro	Septiembre	.
43 Tarragona	Cinco estrellas de oro	Octubre	.
43 Tarragona	Cinco estrellas de oro	Noviembre	.
43 Tarragona	Cinco estrellas de oro	Diciembre	28,74
43 Tarragona	Cuatro estrellas de oro	Total	64,82
43 Tarragona	Cuatro estrellas de oro	Enero	23,88
43 Tarragona	Cuatro estrellas de oro	Febrero	28,14
43 Tarragona	Cuatro estrellas de oro	Marzo	33,22
43 Tarragona	Cuatro estrellas de oro	Abril	48,33
43 Tarragona	Cuatro estrellas de oro	Mayo	65,69
43 Tarragona	Cuatro estrellas de oro	Junio	75,99
43 Tarragona	Cuatro estrellas de oro	Julio	79,82
43 Tarragona	Cuatro estrellas de oro	Agosto	85,93
43 Tarragona	Cuatro estrellas de oro	Septiembre	71,80
43 Tarragona	Cuatro estrellas de oro	Octubre	60,71
43 Tarragona	Cuatro estrellas de oro	Noviembre	32,55
43 Tarragona	Cuatro estrellas de oro	Diciembre	39,87
43 Tarragona	Tres estrellas de oro	Total	62,90
43 Tarragona	Tres estrellas de oro	Enero	30,71
43 Tarragona	Tres estrellas de oro	Febrero	35,49
43 Tarragona	Tres estrellas de oro	Marzo	45,50
43 Tarragona	Tres estrellas de oro	Abril	47,52
43 Tarragona	Tres estrellas de oro	Mayo	61,85
43 Tarragona	Tres estrellas de oro	Junio	64,51
43 Tarragona	Tres estrellas de oro	Julio	70,74
43 Tarragona	Tres estrellas de oro	Agosto	82,35
43 Tarragona	Tres estrellas de oro	Septiembre	64,61
43 Tarragona	Tres estrellas de oro	Octubre	52,15
43 Tarragona	Tres estrellas de oro	Noviembre	30,74
43 Tarragona	Tres estrellas de oro	Diciembre	27,65
43 Tarragona	Dos estrellas de oro	Total	38,74
43 Tarragona	Dos estrellas de oro	Enero	22,70
43 Tarragona	Dos estrellas de oro	Febrero	35,89
43 Tarragona	Dos estrellas de oro	Marzo	35,15
43 Tarragona	Dos estrellas de oro	Abril	32,45
43 Tarragona	Dos estrellas de oro	Mayo	36,61
43 Tarragona	Dos estrellas de oro	Junio	41,85
43 Tarragona	Dos estrellas de oro	Julio	53,48
43 Tarragona	Dos estrellas de oro	Agosto	63,41
43 Tarragona	Dos estrellas de oro	Septiembre	39,13
43 Tarragona	Dos estrellas de oro	Octubre	32,35
43 Tarragona	Dos estrellas de oro	Noviembre	27,39
43 Tarragona	Dos estrellas de oro	Diciembre	25,64
43 Tarragona	Una estrella de oro	Total	27,41
43 Tarragona	Una estrella de oro	Enero	9,63
43 Tarragona	Una estrella de oro	Febrero	15,10
43 Tarragona	Una estrella de oro	Marzo	20,14
43 Tarragona	Una estrella de oro	Abril	20,47
43 Tarragona	Una estrella de oro	Mayo	22,24
43 Tarragona	Una estrella de oro	Junio	32,17
43 Tarragona	Una estrella de oro	Julio	37,46
43 Tarragona	Una estrella de oro	Agosto	59,50
43 Tarragona	Una estrella de oro	Septiembre	33,28
43 Tarragona	Una estrella de oro	Octubre	17,15
43 Tarragona	Una estrella de oro	Noviembre	12,72
43 Tarragona	Una estrella de oro	Diciembre	15,31
43 Tarragona	Total estrellas de plata	Total	30,60
43 Tarragona	Total estrellas de plata	Enero	15,85
43 Tarragona	Total estrellas de plata	Febrero	20,43
43 Tarragona	Total estrellas de plata	Marzo	20,93
43 Tarragona	Total estrellas de plata	Abril	17,63
43 Tarragona	Total estrellas de plata	Mayo	20,99
43 Tarragona	Total estrellas de plata	Junio	48,55
43 Tarragona	Total estrellas de plata	Julio	46,98
43 Tarragona	Total estrellas de plata	Agosto	57,56
43 Tarragona	Total estrellas de plata	Septiembre	30,06
43 Tarragona	Total estrellas de plata	Octubre	18,67
43 Tarragona	Total estrellas de plata	Noviembre	16,89
43 Tarragona	Total estrellas de plata	Diciembre	29,85
43 Tarragona	Dos y tres estrellas de plata	Total	30,60
43 Tarragona	Dos y tres estrellas de plata	Enero	.
43 Tarragona	Dos y tres estrellas de plata	Febrero	.
43 Tarragona	Dos y tres estrellas de plata	Marzo	.
43 Tarragona	Dos y tres estrellas de plata	Abril	.
43 Tarragona	Dos y tres estrellas de plata	Mayo	.
43 Tarragona	Dos y tres estrellas de plata	Junio	.
43 Tarragona	Dos y tres estrellas de plata	Julio	.
43 Tarragona	Dos y tres estrellas de plata	Agosto	.
43 Tarragona	Dos y tres estrellas de plata	Septiembre	.
43 Tarragona	Dos y tres estrellas de plata	Octubre	.
43 Tarragona	Dos y tres estrellas de plata	Noviembre	.
43 Tarragona	Dos y tres estrellas de plata	Diciembre	.
43 Tarragona	Una estrella de plata	Total	.
43 Tarragona	Una estrella de plata	Enero	.
43 Tarragona	Una estrella de plata	Febrero	.
43 Tarragona	Una estrella de plata	Marzo	.
43 Tarragona	Una estrella de plata	Abril	.
43 Tarragona	Una estrella de plata	Mayo	.
43 Tarragona	Una estrella de plata	Junio	.
43 Tarragona	Una estrella de plata	Julio	.
43 Tarragona	Una estrella de plata	Agosto	.
43 Tarragona	Una estrella de plata	Septiembre	.
43 Tarragona	Una estrella de plata	Octubre	.
43 Tarragona	Una estrella de plata	Noviembre	.
43 Tarragona	Una estrella de plata	Diciembre	.
44 Teruel	Total	Total	34,12
44 Teruel	Total	Enero	21,97
44 Teruel	Total	Febrero	28,43
44 Teruel	Total	Marzo	35,76
44 Teruel	Total	Abril	31,16
44 Teruel	Total	Mayo	36,66
44 Teruel	Total	Junio	33,94
44 Teruel	Total	Julio	33,13
44 Teruel	Total	Agosto	46,41
44 Teruel	Total	Septiembre	41,32
44 Teruel	Total	Octubre	39,11
44 Teruel	Total	Noviembre	28,40
44 Teruel	Total	Diciembre	30,07
44 Teruel	Total estrellas de oro	Total	38,92
44 Teruel	Total estrellas de oro	Enero	25,84
44 Teruel	Total estrellas de oro	Febrero	32,82
44 Teruel	Total estrellas de oro	Marzo	39,89
44 Teruel	Total estrellas de oro	Abril	36,24
44 Teruel	Total estrellas de oro	Mayo	42,27
44 Teruel	Total estrellas de oro	Junio	39,66
44 Teruel	Total estrellas de oro	Julio	38,71
44 Teruel	Total estrellas de oro	Agosto	52,41
44 Teruel	Total estrellas de oro	Septiembre	46,16
44 Teruel	Total estrellas de oro	Octubre	44,04
44 Teruel	Total estrellas de oro	Noviembre	33,35
44 Teruel	Total estrellas de oro	Diciembre	31,62
44 Teruel	Cinco estrellas de oro	Total	.
44 Teruel	Cinco estrellas de oro	Enero	.
44 Teruel	Cinco estrellas de oro	Febrero	.
44 Teruel	Cinco estrellas de oro	Marzo	.
44 Teruel	Cinco estrellas de oro	Abril	.
44 Teruel	Cinco estrellas de oro	Mayo	.
44 Teruel	Cinco estrellas de oro	Junio	.
44 Teruel	Cinco estrellas de oro	Julio	.
44 Teruel	Cinco estrellas de oro	Agosto	.
44 Teruel	Cinco estrellas de oro	Septiembre	.
44 Teruel	Cinco estrellas de oro	Octubre	.
44 Teruel	Cinco estrellas de oro	Noviembre	.
44 Teruel	Cinco estrellas de oro	Diciembre	.
44 Teruel	Cuatro estrellas de oro	Total	43,51
44 Teruel	Cuatro estrellas de oro	Enero	30,15
44 Teruel	Cuatro estrellas de oro	Febrero	36,94
44 Teruel	Cuatro estrellas de oro	Marzo	46,10
44 Teruel	Cuatro estrellas de oro	Abril	39,80
44 Teruel	Cuatro estrellas de oro	Mayo	48,49
44 Teruel	Cuatro estrellas de oro	Junio	45,26
44 Teruel	Cuatro estrellas de oro	Julio	42,63
44 Teruel	Cuatro estrellas de oro	Agosto	54,07
44 Teruel	Cuatro estrellas de oro	Septiembre	53,27
44 Teruel	Cuatro estrellas de oro	Octubre	48,88
44 Teruel	Cuatro estrellas de oro	Noviembre	41,63
44 Teruel	Cuatro estrellas de oro	Diciembre	30,47
44 Teruel	Tres estrellas de oro	Total	45,31
44 Teruel	Tres estrellas de oro	Enero	30,46
44 Teruel	Tres estrellas de oro	Febrero	39,62
44 Teruel	Tres estrellas de oro	Marzo	44,56
44 Teruel	Tres estrellas de oro	Abril	42,48
44 Teruel	Tres estrellas de oro	Mayo	48,26
44 Teruel	Tres estrellas de oro	Junio	44,60
44 Teruel	Tres estrellas de oro	Julio	46,56
44 Teruel	Tres estrellas de oro	Agosto	57,77
44 Teruel	Tres estrellas de oro	Septiembre	51,20
44 Teruel	Tres estrellas de oro	Octubre	52,47
44 Teruel	Tres estrellas de oro	Noviembre	42,14
44 Teruel	Tres estrellas de oro	Diciembre	38,70
44 Teruel	Dos estrellas de oro	Total	29,19
44 Teruel	Dos estrellas de oro	Enero	19,16
44 Teruel	Dos estrellas de oro	Febrero	24,69
44 Teruel	Dos estrellas de oro	Marzo	32,26
44 Teruel	Dos estrellas de oro	Abril	28,42
44 Teruel	Dos estrellas de oro	Mayo	31,24
44 Teruel	Dos estrellas de oro	Junio	29,87
44 Teruel	Dos estrellas de oro	Julio	28,21
44 Teruel	Dos estrellas de oro	Agosto	43,18
44 Teruel	Dos estrellas de oro	Septiembre	35,47
44 Teruel	Dos estrellas de oro	Octubre	33,84
44 Teruel	Dos estrellas de oro	Noviembre	18,22
44 Teruel	Dos estrellas de oro	Diciembre	23,63
44 Teruel	Una estrella de oro	Total	21,03
44 Teruel	Una estrella de oro	Enero	11,21
44 Teruel	Una estrella de oro	Febrero	10,79
44 Teruel	Una estrella de oro	Marzo	18,65
44 Teruel	Una estrella de oro	Abril	19,45
44 Teruel	Una estrella de oro	Mayo	25,41
44 Teruel	Una estrella de oro	Junio	26,82
44 Teruel	Una estrella de oro	Julio	17,64
44 Teruel	Una estrella de oro	Agosto	50,29
44 Teruel	Una estrella de oro	Septiembre	25,90
44 Teruel	Una estrella de oro	Octubre	14,53
44 Teruel	Una estrella de oro	Noviembre	10,98
44 Teruel	Una estrella de oro	Diciembre	20,49
44 Teruel	Total estrellas de plata	Total	20,54
44 Teruel	Total estrellas de plata	Enero	12,34
44 Teruel	Total estrellas de plata	Febrero	15,77
44 Teruel	Total estrellas de plata	Marzo	23,57
44 Teruel	Total estrellas de plata	Abril	17,93
44 Teruel	Total estrellas de plata	Mayo	22,27
44 Teruel	Total estrellas de plata	Junio	19,19
44 Teruel	Total estrellas de plata	Julio	17,10
44 Teruel	Total estrellas de plata	Agosto	29,07
44 Teruel	Total estrellas de plata	Septiembre	26,56
44 Teruel	Total estrellas de plata	Octubre	24,72
44 Teruel	Total estrellas de plata	Noviembre	11,94
44 Teruel	Total estrellas de plata	Diciembre	25,42
44 Teruel	Dos y tres estrellas de plata	Total	20,54
44 Teruel	Dos y tres estrellas de plata	Enero	.
44 Teruel	Dos y tres estrellas de plata	Febrero	.
44 Teruel	Dos y tres estrellas de plata	Marzo	.
44 Teruel	Dos y tres estrellas de plata	Abril	.
44 Teruel	Dos y tres estrellas de plata	Mayo	.
44 Teruel	Dos y tres estrellas de plata	Junio	.
44 Teruel	Dos y tres estrellas de plata	Julio	.
44 Teruel	Dos y tres estrellas de plata	Agosto	.
44 Teruel	Dos y tres estrellas de plata	Septiembre	.
44 Teruel	Dos y tres estrellas de plata	Octubre	.
44 Teruel	Dos y tres estrellas de plata	Noviembre	.
44 Teruel	Dos y tres estrellas de plata	Diciembre	.
44 Teruel	Una estrella de plata	Total	.
44 Teruel	Una estrella de plata	Enero	.
44 Teruel	Una estrella de plata	Febrero	.
44 Teruel	Una estrella de plata	Marzo	.
44 Teruel	Una estrella de plata	Abril	.
44 Teruel	Una estrella de plata	Mayo	.
44 Teruel	Una estrella de plata	Junio	.
44 Teruel	Una estrella de plata	Julio	.
44 Teruel	Una estrella de plata	Agosto	.
44 Teruel	Una estrella de plata	Septiembre	.
44 Teruel	Una estrella de plata	Octubre	.
44 Teruel	Una estrella de plata	Noviembre	.
44 Teruel	Una estrella de plata	Diciembre	.
45 Toledo	Total	Total	42,11
45 Toledo	Total	Enero	30,65
45 Toledo	Total	Febrero	33,16
45 Toledo	Total	Marzo	39,91
45 Toledo	Total	Abril	46,15
45 Toledo	Total	Mayo	50,14
45 Toledo	Total	Junio	45,35
45 Toledo	Total	Julio	38,11
45 Toledo	Total	Agosto	43,69
45 Toledo	Total	Septiembre	50,17
45 Toledo	Total	Octubre	51,66
45 Toledo	Total	Noviembre	39,08
45 Toledo	Total	Diciembre	35,37
45 Toledo	Total estrellas de oro	Total	48,91
45 Toledo	Total estrellas de oro	Enero	36,55
45 Toledo	Total estrellas de oro	Febrero	39,22
45 Toledo	Total estrellas de oro	Marzo	47,29
45 Toledo	Total estrellas de oro	Abril	54,17
45 Toledo	Total estrellas de oro	Mayo	58,02
45 Toledo	Total estrellas de oro	Junio	51,91
45 Toledo	Total estrellas de oro	Julio	44,16
45 Toledo	Total estrellas de oro	Agosto	51,79
45 Toledo	Total estrellas de oro	Septiembre	57,04
45 Toledo	Total estrellas de oro	Octubre	58,59
45 Toledo	Total estrellas de oro	Noviembre	44,01
45 Toledo	Total estrellas de oro	Diciembre	41,32
45 Toledo	Cinco estrellas de oro	Total	.
45 Toledo	Cinco estrellas de oro	Enero	0,00
45 Toledo	Cinco estrellas de oro	Febrero	0,00
45 Toledo	Cinco estrellas de oro	Marzo	0,00
45 Toledo	Cinco estrellas de oro	Abril	0,00
45 Toledo	Cinco estrellas de oro	Mayo	0,00
45 Toledo	Cinco estrellas de oro	Junio	0,00
45 Toledo	Cinco estrellas de oro	Julio	0,00
45 Toledo	Cinco estrellas de oro	Agosto	0,00
45 Toledo	Cinco estrellas de oro	Septiembre	0,00
45 Toledo	Cinco estrellas de oro	Octubre	0,00
45 Toledo	Cinco estrellas de oro	Noviembre	0,00
45 Toledo	Cinco estrellas de oro	Diciembre	0,00
45 Toledo	Cuatro estrellas de oro	Total	55,76
45 Toledo	Cuatro estrellas de oro	Enero	42,27
45 Toledo	Cuatro estrellas de oro	Febrero	46,94
45 Toledo	Cuatro estrellas de oro	Marzo	55,09
45 Toledo	Cuatro estrellas de oro	Abril	59,68
45 Toledo	Cuatro estrellas de oro	Mayo	64,42
45 Toledo	Cuatro estrellas de oro	Junio	57,92
45 Toledo	Cuatro estrellas de oro	Julio	51,24
45 Toledo	Cuatro estrellas de oro	Agosto	60,52
45 Toledo	Cuatro estrellas de oro	Septiembre	64,49
45 Toledo	Cuatro estrellas de oro	Octubre	66,46
45 Toledo	Cuatro estrellas de oro	Noviembre	50,29
45 Toledo	Cuatro estrellas de oro	Diciembre	45,59
45 Toledo	Tres estrellas de oro	Total	46,18
45 Toledo	Tres estrellas de oro	Enero	33,98
45 Toledo	Tres estrellas de oro	Febrero	36,12
45 Toledo	Tres estrellas de oro	Marzo	45,91
45 Toledo	Tres estrellas de oro	Abril	53,06
45 Toledo	Tres estrellas de oro	Mayo	56,03
45 Toledo	Tres estrellas de oro	Junio	50,42
45 Toledo	Tres estrellas de oro	Julio	39,85
45 Toledo	Tres estrellas de oro	Agosto	45,37
45 Toledo	Tres estrellas de oro	Septiembre	54,03
45 Toledo	Tres estrellas de oro	Octubre	54,65
45 Toledo	Tres estrellas de oro	Noviembre	41,52
45 Toledo	Tres estrellas de oro	Diciembre	41,22
45 Toledo	Dos estrellas de oro	Total	35,90
45 Toledo	Dos estrellas de oro	Enero	27,46
45 Toledo	Dos estrellas de oro	Febrero	25,78
45 Toledo	Dos estrellas de oro	Marzo	29,44
45 Toledo	Dos estrellas de oro	Abril	41,14
45 Toledo	Dos estrellas de oro	Mayo	45,07
45 Toledo	Dos estrellas de oro	Junio	38,71
45 Toledo	Dos estrellas de oro	Julio	33,99
45 Toledo	Dos estrellas de oro	Agosto	39,19
45 Toledo	Dos estrellas de oro	Septiembre	41,50
45 Toledo	Dos estrellas de oro	Octubre	45,21
45 Toledo	Dos estrellas de oro	Noviembre	32,53
45 Toledo	Dos estrellas de oro	Diciembre	27,61
45 Toledo	Una estrella de oro	Total	33,42
45 Toledo	Una estrella de oro	Enero	.
45 Toledo	Una estrella de oro	Febrero	28,68
45 Toledo	Una estrella de oro	Marzo	32,24
45 Toledo	Una estrella de oro	Abril	.
45 Toledo	Una estrella de oro	Mayo	42,18
45 Toledo	Una estrella de oro	Junio	.
45 Toledo	Una estrella de oro	Julio	31,20
45 Toledo	Una estrella de oro	Agosto	.
45 Toledo	Una estrella de oro	Septiembre	.
45 Toledo	Una estrella de oro	Octubre	.
45 Toledo	Una estrella de oro	Noviembre	.
45 Toledo	Una estrella de oro	Diciembre	.
45 Toledo	Total estrellas de plata	Total	27,09
45 Toledo	Total estrellas de plata	Enero	18,23
45 Toledo	Total estrellas de plata	Febrero	20,48
45 Toledo	Total estrellas de plata	Marzo	23,56
45 Toledo	Total estrellas de plata	Abril	28,09
45 Toledo	Total estrellas de plata	Mayo	32,44
45 Toledo	Total estrellas de plata	Junio	30,78
45 Toledo	Total estrellas de plata	Julio	24,68
45 Toledo	Total estrellas de plata	Agosto	25,91
45 Toledo	Total estrellas de plata	Septiembre	34,00
45 Toledo	Total estrellas de plata	Octubre	35,69
45 Toledo	Total estrellas de plata	Noviembre	28,32
45 Toledo	Total estrellas de plata	Diciembre	22,67
45 Toledo	Dos y tres estrellas de plata	Total	28,78
45 Toledo	Dos y tres estrellas de plata	Enero	17,06
45 Toledo	Dos y tres estrellas de plata	Febrero	20,11
45 Toledo	Dos y tres estrellas de plata	Marzo	26,69
45 Toledo	Dos y tres estrellas de plata	Abril	31,19
45 Toledo	Dos y tres estrellas de plata	Mayo	35,60
45 Toledo	Dos y tres estrellas de plata	Junio	33,93
45 Toledo	Dos y tres estrellas de plata	Julio	27,12
45 Toledo	Dos y tres estrellas de plata	Agosto	27,57
45 Toledo	Dos y tres estrellas de plata	Septiembre	36,66
45 Toledo	Dos y tres estrellas de plata	Octubre	37,32
45 Toledo	Dos y tres estrellas de plata	Noviembre	29,52
45 Toledo	Dos y tres estrellas de plata	Diciembre	22,62
45 Toledo	Una estrella de plata	Total	23,61
45 Toledo	Una estrella de plata	Enero	20,70
45 Toledo	Una estrella de plata	Febrero	21,32
45 Toledo	Una estrella de plata	Marzo	16,58
45 Toledo	Una estrella de plata	Abril	21,72
45 Toledo	Una estrella de plata	Mayo	26,28
45 Toledo	Una estrella de plata	Junio	24,99
45 Toledo	Una estrella de plata	Julio	20,38
45 Toledo	Una estrella de plata	Agosto	22,68
45 Toledo	Una estrella de plata	Septiembre	28,61
45 Toledo	Una estrella de plata	Octubre	31,77
45 Toledo	Una estrella de plata	Noviembre	25,82
45 Toledo	Una estrella de plata	Diciembre	22,78
46 Valencia/València	Total	Total	61,31
46 Valencia/València	Total	Enero	45,33
46 Valencia/València	Total	Febrero	53,40
46 Valencia/València	Total	Marzo	60,95
46 Valencia/València	Total	Abril	62,17
46 Valencia/València	Total	Mayo	65,15
46 Valencia/València	Total	Junio	66,39
46 Valencia/València	Total	Julio	71,42
46 Valencia/València	Total	Agosto	76,19
46 Valencia/València	Total	Septiembre	69,07
46 Valencia/València	Total	Octubre	60,78
46 Valencia/València	Total	Noviembre	50,63
46 Valencia/València	Total	Diciembre	43,29
46 Valencia/València	Total estrellas de oro	Total	62,37
46 Valencia/València	Total estrellas de oro	Enero	46,55
46 Valencia/València	Total estrellas de oro	Febrero	54,86
46 Valencia/València	Total estrellas de oro	Marzo	62,05
46 Valencia/València	Total estrellas de oro	Abril	62,80
46 Valencia/València	Total estrellas de oro	Mayo	66,51
46 Valencia/València	Total estrellas de oro	Junio	68,20
46 Valencia/València	Total estrellas de oro	Julio	72,71
46 Valencia/València	Total estrellas de oro	Agosto	76,47
46 Valencia/València	Total estrellas de oro	Septiembre	70,04
46 Valencia/València	Total estrellas de oro	Octubre	61,92
46 Valencia/València	Total estrellas de oro	Noviembre	50,89
46 Valencia/València	Total estrellas de oro	Diciembre	42,92
46 Valencia/València	Cinco estrellas de oro	Total	55,87
46 Valencia/València	Cinco estrellas de oro	Enero	46,51
46 Valencia/València	Cinco estrellas de oro	Febrero	57,18
46 Valencia/València	Cinco estrellas de oro	Marzo	62,98
46 Valencia/València	Cinco estrellas de oro	Abril	67,76
46 Valencia/València	Cinco estrellas de oro	Mayo	66,78
46 Valencia/València	Cinco estrellas de oro	Junio	.
46 Valencia/València	Cinco estrellas de oro	Julio	.
46 Valencia/València	Cinco estrellas de oro	Agosto	.
46 Valencia/València	Cinco estrellas de oro	Septiembre	.
46 Valencia/València	Cinco estrellas de oro	Octubre	69,33
46 Valencia/València	Cinco estrellas de oro	Noviembre	37,41
46 Valencia/València	Cinco estrellas de oro	Diciembre	38,21
46 Valencia/València	Cuatro estrellas de oro	Total	66,84
46 Valencia/València	Cuatro estrellas de oro	Enero	49,54
46 Valencia/València	Cuatro estrellas de oro	Febrero	58,86
46 Valencia/València	Cuatro estrellas de oro	Marzo	66,90
46 Valencia/València	Cuatro estrellas de oro	Abril	66,96
46 Valencia/València	Cuatro estrellas de oro	Mayo	71,20
46 Valencia/València	Cuatro estrellas de oro	Junio	71,95
46 Valencia/València	Cuatro estrellas de oro	Julio	77,17
46 Valencia/València	Cuatro estrellas de oro	Agosto	79,95
46 Valencia/València	Cuatro estrellas de oro	Septiembre	74,25
46 Valencia/València	Cuatro estrellas de oro	Octubre	69,06
46 Valencia/València	Cuatro estrellas de oro	Noviembre	54,05
46 Valencia/València	Cuatro estrellas de oro	Diciembre	46,05
46 Valencia/València	Tres estrellas de oro	Total	65,32
46 Valencia/València	Tres estrellas de oro	Enero	53,62
46 Valencia/València	Tres estrellas de oro	Febrero	61,63
46 Valencia/València	Tres estrellas de oro	Marzo	61,35
46 Valencia/València	Tres estrellas de oro	Abril	62,18
46 Valencia/València	Tres estrellas de oro	Mayo	66,07
46 Valencia/València	Tres estrellas de oro	Junio	70,11
46 Valencia/València	Tres estrellas de oro	Julio	74,68
46 Valencia/València	Tres estrellas de oro	Agosto	80,43
46 Valencia/València	Tres estrellas de oro	Septiembre	70,13
46 Valencia/València	Tres estrellas de oro	Octubre	65,09
46 Valencia/València	Tres estrellas de oro	Noviembre	55,33
46 Valencia/València	Tres estrellas de oro	Diciembre	47,80
46 Valencia/València	Dos estrellas de oro	Total	42,99
46 Valencia/València	Dos estrellas de oro	Enero	21,92
46 Valencia/València	Dos estrellas de oro	Febrero	29,32
46 Valencia/València	Dos estrellas de oro	Marzo	45,91
46 Valencia/València	Dos estrellas de oro	Abril	48,87
46 Valencia/València	Dos estrellas de oro	Mayo	51,75
46 Valencia/València	Dos estrellas de oro	Junio	52,15
46 Valencia/València	Dos estrellas de oro	Julio	53,78
46 Valencia/València	Dos estrellas de oro	Agosto	55,36
46 Valencia/València	Dos estrellas de oro	Septiembre	55,08
46 Valencia/València	Dos estrellas de oro	Octubre	26,73
46 Valencia/València	Dos estrellas de oro	Noviembre	39,16
46 Valencia/València	Dos estrellas de oro	Diciembre	25,76
46 Valencia/València	Una estrella de oro	Total	54,66
46 Valencia/València	Una estrella de oro	Enero	37,76
46 Valencia/València	Una estrella de oro	Febrero	48,66
46 Valencia/València	Una estrella de oro	Marzo	57,27
46 Valencia/València	Una estrella de oro	Abril	53,15
46 Valencia/València	Una estrella de oro	Mayo	58,93
46 Valencia/València	Una estrella de oro	Junio	54,16
46 Valencia/València	Una estrella de oro	Julio	58,12
46 Valencia/València	Una estrella de oro	Agosto	69,53
46 Valencia/València	Una estrella de oro	Septiembre	61,57
46 Valencia/València	Una estrella de oro	Octubre	56,79
46 Valencia/València	Una estrella de oro	Noviembre	48,03
46 Valencia/València	Una estrella de oro	Diciembre	44,54
46 Valencia/València	Total estrellas de plata	Total	53,89
46 Valencia/València	Total estrellas de plata	Enero	38,53
46 Valencia/València	Total estrellas de plata	Febrero	44,40
46 Valencia/València	Total estrellas de plata	Marzo	52,90
46 Valencia/València	Total estrellas de plata	Abril	57,20
46 Valencia/València	Total estrellas de plata	Mayo	55,17
46 Valencia/València	Total estrellas de plata	Junio	53,05
46 Valencia/València	Total estrellas de plata	Julio	61,95
46 Valencia/València	Total estrellas de plata	Agosto	73,97
46 Valencia/València	Total estrellas de plata	Septiembre	61,22
46 Valencia/València	Total estrellas de plata	Octubre	53,05
46 Valencia/València	Total estrellas de plata	Noviembre	48,94
46 Valencia/València	Total estrellas de plata	Diciembre	45,55
46 Valencia/València	Dos y tres estrellas de plata	Total	56,99
46 Valencia/València	Dos y tres estrellas de plata	Enero	40,38
46 Valencia/València	Dos y tres estrellas de plata	Febrero	50,00
46 Valencia/València	Dos y tres estrellas de plata	Marzo	55,81
46 Valencia/València	Dos y tres estrellas de plata	Abril	57,88
46 Valencia/València	Dos y tres estrellas de plata	Mayo	63,83
46 Valencia/València	Dos y tres estrellas de plata	Junio	60,49
46 Valencia/València	Dos y tres estrellas de plata	Julio	57,81
46 Valencia/València	Dos y tres estrellas de plata	Agosto	69,44
46 Valencia/València	Dos y tres estrellas de plata	Septiembre	64,59
46 Valencia/València	Dos y tres estrellas de plata	Octubre	61,19
46 Valencia/València	Dos y tres estrellas de plata	Noviembre	53,84
46 Valencia/València	Dos y tres estrellas de plata	Diciembre	47,99
46 Valencia/València	Una estrella de plata	Total	53,38
46 Valencia/València	Una estrella de plata	Enero	38,23
46 Valencia/València	Una estrella de plata	Febrero	43,43
46 Valencia/València	Una estrella de plata	Marzo	52,42
46 Valencia/València	Una estrella de plata	Abril	57,08
46 Valencia/València	Una estrella de plata	Mayo	53,73
46 Valencia/València	Una estrella de plata	Junio	51,82
46 Valencia/València	Una estrella de plata	Julio	62,63
46 Valencia/València	Una estrella de plata	Agosto	74,59
46 Valencia/València	Una estrella de plata	Septiembre	60,63
46 Valencia/València	Una estrella de plata	Octubre	51,68
46 Valencia/València	Una estrella de plata	Noviembre	48,09
46 Valencia/València	Una estrella de plata	Diciembre	45,22
47 Valladolid	Total	Total	44,10
47 Valladolid	Total	Enero	32,42
47 Valladolid	Total	Febrero	35,91
47 Valladolid	Total	Marzo	43,39
47 Valladolid	Total	Abril	40,81
47 Valladolid	Total	Mayo	47,02
47 Valladolid	Total	Junio	48,19
47 Valladolid	Total	Julio	45,87
