province_code,province_name,metric,year,month_number,period,value
20,Gipuzkoa,Pernoctaciones,2025,7,2025M07,362629
20,Gipuzkoa,Pernoctaciones,2025,6,2025M06,318078
20,Gipuzkoa,Pernoctaciones,2025,5,2025M05,312348
20,Gipuzkoa,Pernoctaciones,2025,4,2025M04,285046
20,Gipuzkoa,Pernoctaciones,2025,3,2025M03,224102
20,Gipuzkoa,Pernoctaciones,2025,2,2025M02,176246
20,Gipuzkoa,Pernoctaciones,2025,1,2025M01,162298
20,Gipuzkoa,Pernoctaciones,2025,12,2025M12,112847
20,Gipuzkoa,Pernoctaciones,2025,11,2025M11,126314
20,Gipuzkoa,Pernoctaciones,2025,10,2025M10,134814
20,Gipuzkoa,Pernoctaciones,2025,9,2025M09,142458
20,Gipuzkoa,Pernoctaciones,2025,8,2025M08,165775
20,Gipuzkoa,Pernoctaciones,2025,7,2025M07,138316
20,Gipuzkoa,Pernoctaciones,2025,6,2025M06,126660
20,Gipuzkoa,Pernoctaciones,2025,5,2025M05,129450
20,Gipuzkoa,Pernoctaciones,2025,4,2025M04,130658
20,Gipuzkoa,Pernoctaciones,2025,3,2025M03,132571
20,Gipuzkoa,Pernoctaciones,2025,2,2025M02,103529
20,Gipuzkoa,Pernoctaciones,2025,1,2025M01,92555
20,Gipuzkoa,Pernoctaciones,2025,12,2025M12,75625
20,Gipuzkoa,Pernoctaciones,2025,11,2025M11,88459
20,Gipuzkoa,Pernoctaciones,2025,10,2025M10,164176
20,Gipuzkoa,Pernoctaciones,2025,9,2025M09,201682
20,Gipuzkoa,Pernoctaciones,2025,8,2025M08,222951
20,Gipuzkoa,Pernoctaciones,2025,7,2025M07,224313
20,Gipuzkoa,Pernoctaciones,2025,6,2025M06,191418
20,Gipuzkoa,Pernoctaciones,2025,5,2025M05,182898
20,Gipuzkoa,Pernoctaciones,2025,4,2025M04,154388
20,Gipuzkoa,Pernoctaciones,2025,3,2025M03,91531
20,Gipuzkoa,Pernoctaciones,2025,2,2025M02,72717
20,Gipuzkoa,Pernoctaciones,2025,1,2025M01,69743
26,"Rioja, La",Viajero,2025,12,2025M12,44635
26,"Rioja, La",Viajero,2025,11,2025M11,49725
26,"Rioja, La",Viajero,2025,10,2025M10,66389
26,"Rioja, La",Viajero,2025,9,2025M09,72643
26,"Rioja, La",Viajero,2025,8,2025M08,89950
26,"Rioja, La",Viajero,2025,7,2025M07,65018
26,"Rioja, La",Viajero,2025,6,2025M06,59385
26,"Rioja, La",Viajero,2025,5,2025M05,69250
26,"Rioja, La",Viajero,2025,4,2025M04,52684
26,"Rioja, La",Viajero,2025,3,2025M03,42151
26,"Rioja, La",Viajero,2025,2,2025M02,34531
26,"Rioja, La",Viajero,2025,1,2025M01,29430
26,"Rioja, La",Viajero,2025,12,2025M12,39725
26,"Rioja, La",Viajero,2025,11,2025M11,42836
26,"Rioja, La",Viajero,2025,10,2025M10,48816
26,"Rioja, La",Viajero,2025,9,2025M09,46609
26,"Rioja, La",Viajero,2025,8,2025M08,71733
26,"Rioja, La",Viajero,2025,7,2025M07,49276
26,"Rioja, La",Viajero,2025,6,2025M06,41220
26,"Rioja, La",Viajero,2025,5,2025M05,46945
26,"Rioja, La",Viajero,2025,4,2025M04,39415
26,"Rioja, La",Viajero,2025,3,2025M03,36481
26,"Rioja, La",Viajero,2025,2,2025M02,30611
26,"Rioja, La",Viajero,2025,1,2025M01,25678
26,"Rioja, La",Viajero,2025,12,2025M12,4910
26,"Rioja, La",Viajero,2025,11,2025M11,6889
26,"Rioja, La",Viajero,2025,10,2025M10,17573
26,"Rioja, La",Viajero,2025,9,2025M09,26034
26,"Rioja, La",Viajero,2025,8,2025M08,18217
26,"Rioja, La",Viajero,2025,7,2025M07,15742
26,"Rioja, La",Viajero,2025,6,2025M06,18164
26,"Rioja, La",Viajero,2025,5,2025M05,22305
26,"Rioja, La",Viajero,2025,4,2025M04,13269
26,"Rioja, La",Viajero,2025,3,2025M03,5669
26,"Rioja, La",Viajero,2025,2,2025M02,3919
26,"Rioja, La",Viajero,2025,1,2025M01,3752
26,"Rioja, La",Pernoctaciones,2025,12,2025M12,73419
26,"Rioja, La",Pernoctaciones,2025,11,2025M11,88124
26,"Rioja, La",Pernoctaciones,2025,10,2025M10,120354
26,"Rioja, La",Pernoctaciones,2025,9,2025M09,126289
26,"Rioja, La",Pernoctaciones,2025,8,2025M08,144984
26,"Rioja, La",Pernoctaciones,2025,7,2025M07,108197
26,"Rioja, La",Pernoctaciones,2025,6,2025M06,106146
26,"Rioja, La",Pernoctaciones,2025,5,2025M05,118051
26,"Rioja, La",Pernoctaciones,2025,4,2025M04,91927
26,"Rioja, La",Pernoctaciones,2025,3,2025M03,72279
26,"Rioja, La",Pernoctaciones,2025,2,2025M02,58691
26,"Rioja, La",Pernoctaciones,2025,1,2025M01,49293
26,"Rioja, La",Pernoctaciones,2025,12,2025M12,64388
26,"Rioja, La",Pernoctaciones,2025,11,2025M11,74755
26,"Rioja, La",Pernoctaciones,2025,10,2025M10,88347
26,"Rioja, La",Pernoctaciones,2025,9,2025M09,84090
26,"Rioja, La",Pernoctaciones,2025,8,2025M08,117833
26,"Rioja, La",Pernoctaciones,2025,7,2025M07,83214
26,"Rioja, La",Pernoctaciones,2025,6,2025M06,72382
26,"Rioja, La",Pernoctaciones,2025,5,2025M05,83390
26,"Rioja, La",Pernoctaciones,2025,4,2025M04,69659
26,"Rioja, La",Pernoctaciones,2025,3,2025M03,61850
26,"Rioja, La",Pernoctaciones,2025,2,2025M02,51263
26,"Rioja, La",Pernoctaciones,2025,1,2025M01,42483
26,"Rioja, La",Pernoctaciones,2025,12,2025M12,9031
26,"Rioja, La",Pernoctaciones,2025,11,2025M11,13368
26,"Rioja, La",Pernoctaciones,2025,10,2025M10,32007
26,"Rioja, La",Pernoctaciones,2025,9,2025M09,42199
26,"Rioja, La",Pernoctaciones,2025,8,2025M08,27151
26,"Rioja, La",Pernoctaciones,2025,7,2025M07,24983
26,"Rioja, La",Pernoctaciones,2025,6,2025M06,33764
26,"Rioja, La",Pernoctaciones,2025,5,2025M05,34661
26,"Rioja, La",Pernoctaciones,2025,4,2025M04,22268
26,"Rioja, La",Pernoctaciones,2025,3,2025M03,10429
26,"Rioja, La",Pernoctaciones,2025,2,2025M02,7428
26,"Rioja, La",Pernoctaciones,2025,1,2025M01,6809
