province_code,province_name,metric,year,month_number,period,value
04,Almería,Viajero,2025,12,2025M12,50357
04,Almería,Viajero,2025,11,2025M11,55620
04,Almería,Viajero,2025,10,2025M10,115073
04,Almería,Viajero,2025,9,2025M09,188306
04,Almería,Viajero,2025,8,2025M08,276757
04,Almería,Viajero,2025,7,2025M07,238971
04,Almería,Viajero,2025,6,2025M06,211544
04,Almería,Viajero,2025,5,2025M05,147501
04,Almería,Viajero,2025,4,2025M04,112552
04,Almería,Viajero,2025,3,2025M03,69431
04,Almería,Viajero,2025,2,2025M02,64254
04,Almería,Viajero,2025,1,2025M01,36785
04,Almería,Viajero,2025,12,2025M12,38528
04,Almería,Viajero,2025,11,2025M11,42064
04,Almería,Viajero,2025,10,2025M10,81044
04,Almería,Viajero,2025,9,2025M09,146143
04,Almería,Viajero,2025,8,2025M08,230759
04,Almería,Viajero,2025,7,2025M07,194704
04,Almería,Viajero,2025,6,2025M06,175501
04,Almería,Viajero,2025,5,2025M05,115078
04,Almería,Viajero,2025,4,2025M04,85455
04,Almería,Viajero,2025,3,2025M03,52946
04,Almería,Viajero,2025,2,2025M02,51449
04,Almería,Viajero,2025,1,2025M01,26043
04,Almería,Viajero,2025,12,2025M12,11829
04,Almería,Viajero,2025,11,2025M11,13556
04,Almería,Viajero,2025,10,2025M10,34028
04,Almería,Viajero,2025,9,2025M09,42163
04,Almería,Viajero,2025,8,2025M08,45998
04,Almería,Viajero,2025,7,2025M07,44268
04,Almería,Viajero,2025,6,2025M06,36043
04,Almería,Viajero,2025,5,2025M05,32422
04,Almería,Viajero,2025,4,2025M04,27097
04,Almería,Viajero,2025,3,2025M03,16484
04,Almería,Viajero,2025,2,2025M02,12805
04,Almería,Viajero,2025,1,2025M01,10742
04,Almería,Pernoctaciones,2025,12,2025M12,113005
04,Almería,Pernoctaciones,2025,11,2025M11,137136
04,Almería,Pernoctaciones,2025,10,2025M10,319058
04,Almería,Pernoctaciones,2025,9,2025M09,688993
04,Almería,Pernoctaciones,2025,8,2025M08,1025660
04,Almería,Pernoctaciones,2025,7,2025M07,934056
04,Almería,Pernoctaciones,2025,6,2025M06,696228
04,Almería,Pernoctaciones,2025,5,2025M05,477718
04,Almería,Pernoctaciones,2025,4,2025M04,382981
04,Almería,Pernoctaciones,2025,3,2025M03,245142
04,Almería,Pernoctaciones,2025,2,2025M02,187060
04,Almería,Pernoctaciones,2025,1,2025M01,90711
04,Almería,Pernoctaciones,2025,12,2025M12,80823
04,Almería,Pernoctaciones,2025,11,2025M11,84812
04,Almería,Pernoctaciones,2025,10,2025M10,184681
04,Almería,Pernoctaciones,2025,9,2025M09,497553
04,Almería,Pernoctaciones,2025,8,2025M08,808303
04,Almería,Pernoctaciones,2025,7,2025M07,741323
04,Almería,Pernoctaciones,2025,6,2025M06,521661
04,Almería,Pernoctaciones,2025,5,2025M05,351956
04,Almería,Pernoctaciones,2025,4,2025M04,273876
04,Almería,Pernoctaciones,2025,3,2025M03,183413
04,Almería,Pernoctaciones,2025,2,2025M02,143553
04,Almería,Pernoctaciones,2025,1,2025M01,57276
04,Almería,Pernoctaciones,2025,12,2025M12,32182
04,Almería,Pernoctaciones,2025,11,2025M11,52324
04,Almería,Pernoctaciones,2025,10,2025M10,134377
04,Almería,Pernoctaciones,2025,9,2025M09,191440
04,Almería,Pernoctaciones,2025,8,2025M08,217357
04,Almería,Pernoctaciones,2025,7,2025M07,192732
04,Almería,Pernoctaciones,2025,6,2025M06,174567
04,Almería,Pernoctaciones,2025,5,2025M05,125763
04,Almería,Pernoctaciones,2025,4,2025M04,109105
04,Almería,Pernoctaciones,2025,3,2025M03,61729
04,Almería,Pernoctaciones,2025,2,2025M02,43507
04,Almería,Pernoctaciones,2025,1,2025M01,33435
11,Cádiz,Viajero,2025,12,2025M12,136573
11,Cádiz,Viajero,2025,11,2025M11,155202
11,Cádiz,Viajero,2025,10,2025M10,278880
11,Cádiz,Viajero,2025,9,2025M09,311452
11,Cádiz,Viajero,2025,8,2025M08,381409
11,Cádiz,Viajero,2025,7,2025M07,371412
11,Cádiz,Viajero,2025,6,2025M06,346407
11,Cádiz,Viajero,2025,5,2025M05,308771
11,Cádiz,Viajero,2025,4,2025M04,259883
11,Cádiz,Viajero,2025,3,2025M03,147453
11,Cádiz,Viajero,2025,2,2025M02,127353
11,Cádiz,Viajero,2025,1,2025M01,106835
11,Cádiz,Viajero,2025,12,2025M12,96936
11,Cádiz,Viajero,2025,11,2025M11,101636
11,Cádiz,Viajero,2025,10,2025M10,160796
11,Cádiz,Viajero,2025,9,2025M09,203871
11,Cádiz,Viajero,2025,8,2025M08,294193
11,Cádiz,Viajero,2025,7,2025M07,279008
11,Cádiz,Viajero,2025,6,2025M06,243945
11,Cádiz,Viajero,2025,5,2025M05,202150
11,Cádiz,Viajero,2025,4,2025M04,165206
11,Cádiz,Viajero,2025,3,2025M03,91488
11,Cádiz,Viajero,2025,2,2025M02,86588
11,Cádiz,Viajero,2025,1,2025M01,70464
11,Cádiz,Viajero,2025,12,2025M12,39636
11,Cádiz,Viajero,2025,11,2025M11,53566
11,Cádiz,Viajero,2025,10,2025M10,118085
11,Cádiz,Viajero,2025,9,2025M09,107580
11,Cádiz,Viajero,2025,8,2025M08,87216
11,Cádiz,Viajero,2025,7,2025M07,92404
11,Cádiz,Viajero,2025,6,2025M06,102462
11,Cádiz,Viajero,2025,5,2025M05,106621
11,Cádiz,Viajero,2025,4,2025M04,94677
11,Cádiz,Viajero,2025,3,2025M03,55965
11,Cádiz,Viajero,2025,2,2025M02,40765
11,Cádiz,Viajero,2025,1,2025M01,36371
11,Cádiz,Pernoctaciones,2025,12,2025M12,286419
11,Cádiz,Pernoctaciones,2025,11,2025M11,372704
11,Cádiz,Pernoctaciones,2025,10,2025M10,823552
11,Cádiz,Pernoctaciones,2025,9,2025M09,1046929
11,Cádiz,Pernoctaciones,2025,8,2025M08,1395922
11,Cádiz,Pernoctaciones,2025,7,2025M07,1285232
11,Cádiz,Pernoctaciones,2025,6,2025M06,1032410
11,Cádiz,Pernoctaciones,2025,5,2025M05,884462
11,Cádiz,Pernoctaciones,2025,4,2025M04,686011
11,Cádiz,Pernoctaciones,2025,3,2025M03,374464
11,Cádiz,Pernoctaciones,2025,2,2025M02,292027
11,Cádiz,Pernoctaciones,2025,1,2025M01,245841
11,Cádiz,Pernoctaciones,2025,12,2025M12,191686
11,Cádiz,Pernoctaciones,2025,11,2025M11,211342
11,Cádiz,Pernoctaciones,2025,10,2025M10,366178
11,Cádiz,Pernoctaciones,2025,9,2025M09,611358
11,Cádiz,Pernoctaciones,2025,8,2025M08,1078753
11,Cádiz,Pernoctaciones,2025,7,2025M07,949021
11,Cádiz,Pernoctaciones,2025,6,2025M06,641944
11,Cádiz,Pernoctaciones,2025,5,2025M05,491618
11,Cádiz,Pernoctaciones,2025,4,2025M04,388410
11,Cádiz,Pernoctaciones,2025,3,2025M03,193600
11,Cádiz,Pernoctaciones,2025,2,2025M02,164966
11,Cádiz,Pernoctaciones,2025,1,2025M01,146569
11,Cádiz,Pernoctaciones,2025,12,2025M12,94733
11,Cádiz,Pernoctaciones,2025,11,2025M11,161362
11,Cádiz,Pernoctaciones,2025,10,2025M10,457373
11,Cádiz,Pernoctaciones,2025,9,2025M09,435571
11,Cádiz,Pernoctaciones,2025,8,2025M08,317169
11,Cádiz,Pernoctaciones,2025,7,2025M07,336211
11,Cádiz,Pernoctaciones,2025,6,2025M06,390466
11,Cádiz,Pernoctaciones,2025,5,2025M05,392844
11,Cádiz,Pernoctaciones,2025,4,2025M04,297601
11,Cádiz,Pernoctaciones,2025,3,2025M03,180863
11,Cádiz,Pernoctaciones,2025,2,2025M02,127062
11,Cádiz,Pernoctaciones,2025,1,2025M01,99272
14,Córdoba,Viajero,2025,12,2025M12,91730
14,Córdoba,Viajero,2025,11,2025M11,98095
14,Córdoba,Viajero,2025,10,2025M10,116774
14,Córdoba,Viajero,2025,9,2025M09,95418
14,Córdoba,Viajero,2025,8,2025M08,86686
14,Córdoba,Viajero,2025,7,2025M07,80770
14,Córdoba,Viajero,2025,6,2025M06,97055
14,Córdoba,Viajero,2025,5,2025M05,118799
14,Córdoba,Viajero,2025,4,2025M04,121701
14,Córdoba,Viajero,2025,3,2025M03,98204
14,Córdoba,Viajero,2025,2,2025M02,81664
14,Córdoba,Viajero,2025,1,2025M01,78080
14,Córdoba,Viajero,2025,12,2025M12,61547
14,Córdoba,Viajero,2025,11,2025M11,60803
14,Córdoba,Viajero,2025,10,2025M10,59423
14,Córdoba,Viajero,2025,9,2025M09,50856
14,Córdoba,Viajero,2025,8,2025M08,52016
14,Córdoba,Viajero,2025,7,2025M07,48246
14,Córdoba,Viajero,2025,6,2025M06,55263
14,Córdoba,Viajero,2025,5,2025M05,62399
14,Córdoba,Viajero,2025,4,2025M04,59171
14,Córdoba,Viajero,2025,3,2025M03,57394
14,Córdoba,Viajero,2025,2,2025M02,54584
14,Córdoba,Viajero,2025,1,2025M01,52793
14,Córdoba,Viajero,2025,12,2025M12,30183
14,Córdoba,Viajero,2025,11,2025M11,37292
14,Córdoba,Viajero,2025,10,2025M10,57351
14,Córdoba,Viajero,2025,9,2025M09,44562
14,Córdoba,Viajero,2025,8,2025M08,34670
14,Córdoba,Viajero,2025,7,2025M07,32524
14,Córdoba,Viajero,2025,6,2025M06,41791
14,Córdoba,Viajero,2025,5,2025M05,56400
14,Córdoba,Viajero,2025,4,2025M04,62531
14,Córdoba,Viajero,2025,3,2025M03,40810
14,Córdoba,Viajero,2025,2,2025M02,27080
14,Córdoba,Viajero,2025,1,2025M01,25287
14,Córdoba,Pernoctaciones,2025,12,2025M12,155107
14,Córdoba,Pernoctaciones,2025,11,2025M11,164454
14,Córdoba,Pernoctaciones,2025,10,2025M10,193047
14,Córdoba,Pernoctaciones,2025,9,2025M09,164230
14,Córdoba,Pernoctaciones,2025,8,2025M08,156436
14,Córdoba,Pernoctaciones,2025,7,2025M07,133177
14,Córdoba,Pernoctaciones,2025,6,2025M06,161811
14,Córdoba,Pernoctaciones,2025,5,2025M05,212766
14,Córdoba,Pernoctaciones,2025,4,2025M04,205700
14,Córdoba,Pernoctaciones,2025,3,2025M03,173303
14,Córdoba,Pernoctaciones,2025,2,2025M02,137782
14,Córdoba,Pernoctaciones,2025,1,2025M01,132076
14,Córdoba,Pernoctaciones,2025,12,2025M12,106324
14,Córdoba,Pernoctaciones,2025,11,2025M11,104570
14,Córdoba,Pernoctaciones,2025,10,2025M10,100091
14,Córdoba,Pernoctaciones,2025,9,2025M09,87555
14,Córdoba,Pernoctaciones,2025,8,2025M08,96040
14,Córdoba,Pernoctaciones,2025,7,2025M07,79200
14,Córdoba,Pernoctaciones,2025,6,2025M06,93208
14,Córdoba,Pernoctaciones,2025,5,2025M05,119481
14,Córdoba,Pernoctaciones,2025,4,2025M04,107355
14,Córdoba,Pernoctaciones,2025,3,2025M03,104793
14,Córdoba,Pernoctaciones,2025,2,2025M02,91963
14,Córdoba,Pernoctaciones,2025,1,2025M01,90046
14,Córdoba,Pernoctaciones,2025,12,2025M12,48783
14,Córdoba,Pernoctaciones,2025,11,2025M11,59884
14,Córdoba,Pernoctaciones,2025,10,2025M10,92956
14,Córdoba,Pernoctaciones,2025,9,2025M09,76675
14,Córdoba,Pernoctaciones,2025,8,2025M08,60395
14,Córdoba,Pernoctaciones,2025,7,2025M07,53977
14,Córdoba,Pernoctaciones,2025,6,2025M06,68603
14,Córdoba,Pernoctaciones,2025,5,2025M05,93285
14,Córdoba,Pernoctaciones,2025,4,2025M04,98345
14,Córdoba,Pernoctaciones,2025,3,2025M03,68510
14,Córdoba,Pernoctaciones,2025,2,2025M02,45819
14,Córdoba,Pernoctaciones,2025,1,2025M01,42031
18,Granada,Viajero,2025,12,2025M12,219278
18,Granada,Viajero,2025,11,2025M11,205815
18,Granada,Viajero,2025,10,2025M10,269229
18,Granada,Viajero,2025,9,2025M09,261673
18,Granada,Viajero,2025,8,2025M08,265970
18,Granada,Viajero,2025,7,2025M07,240435
18,Granada,Viajero,2025,6,2025M06,243803
18,Granada,Viajero,2025,5,2025M05,257371
18,Granada,Viajero,2025,4,2025M04,260939
18,Granada,Viajero,2025,3,2025M03,229683
18,Granada,Viajero,2025,2,2025M02,220647
18,Granada,Viajero,2025,1,2025M01,193901
18,Granada,Viajero,2025,12,2025M12,132221
18,Granada,Viajero,2025,11,2025M11,114387
18,Granada,Viajero,2025,10,2025M10,130914
18,Granada,Viajero,2025,9,2025M09,129012
18,Granada,Viajero,2025,8,2025M08,160100
18,Granada,Viajero,2025,7,2025M07,129953
18,Granada,Viajero,2025,6,2025M06,129378
18,Granada,Viajero,2025,5,2025M05,120041
18,Granada,Viajero,2025,4,2025M04,129467
18,Granada,Viajero,2025,3,2025M03,125370
18,Granada,Viajero,2025,2,2025M02,140887
18,Granada,Viajero,2025,1,2025M01,114419
18,Granada,Viajero,2025,12,2025M12,87057
18,Granada,Viajero,2025,11,2025M11,91429
18,Granada,Viajero,2025,10,2025M10,138315
18,Granada,Viajero,2025,9,2025M09,132661
18,Granada,Viajero,2025,8,2025M08,105870
18,Granada,Viajero,2025,7,2025M07,110482
18,Granada,Viajero,2025,6,2025M06,114425
18,Granada,Viajero,2025,5,2025M05,137330
18,Granada,Viajero,2025,4,2025M04,131472
18,Granada,Viajero,2025,3,2025M03,104312
18,Granada,Viajero,2025,2,2025M02,79760
18,Granada,Viajero,2025,1,2025M01,79482
18,Granada,Pernoctaciones,2025,12,2025M12,433327
18,Granada,Pernoctaciones,2025,11,2025M11,412016
18,Granada,Pernoctaciones,2025,10,2025M10,558102
18,Granada,Pernoctaciones,2025,9,2025M09,583945
18,Granada,Pernoctaciones,2025,8,2025M08,638415
18,Granada,Pernoctaciones,2025,7,2025M07,543231
18,Granada,Pernoctaciones,2025,6,2025M06,527901
18,Granada,Pernoctaciones,2025,5,2025M05,549063
18,Granada,Pernoctaciones,2025,4,2025M04,562550
18,Granada,Pernoctaciones,2025,3,2025M03,495434
18,Granada,Pernoctaciones,2025,2,2025M02,432044
18,Granada,Pernoctaciones,2025,1,2025M01,376791
18,Granada,Pernoctaciones,2025,12,2025M12,261087
18,Granada,Pernoctaciones,2025,11,2025M11,218580
18,Granada,Pernoctaciones,2025,10,2025M10,252672
18,Granada,Pernoctaciones,2025,9,2025M09,282367
18,Granada,Pernoctaciones,2025,8,2025M08,400546
18,Granada,Pernoctaciones,2025,7,2025M07,307804
18,Granada,Pernoctaciones,2025,6,2025M06,278026
18,Granada,Pernoctaciones,2025,5,2025M05,248014
18,Granada,Pernoctaciones,2025,4,2025M04,279147
18,Granada,Pernoctaciones,2025,3,2025M03,257973
18,Granada,Pernoctaciones,2025,2,2025M02,257814
18,Granada,Pernoctaciones,2025,1,2025M01,211034
18,Granada,Pernoctaciones,2025,12,2025M12,172240
18,Granada,Pernoctaciones,2025,11,2025M11,193436
18,Granada,Pernoctaciones,2025,10,2025M10,305431
18,Granada,Pernoctaciones,2025,9,2025M09,301577
18,Granada,Pernoctaciones,2025,8,2025M08,237869
18,Granada,Pernoctaciones,2025,7,2025M07,235427
18,Granada,Pernoctaciones,2025,6,2025M06,249876
18,Granada,Pernoctaciones,2025,5,2025M05,301049
18,Granada,Pernoctaciones,2025,4,2025M04,283403
18,Granada,Pernoctaciones,2025,3,2025M03,237461
18,Granada,Pernoctaciones,2025,2,2025M02,174231
18,Granada,Pernoctaciones,2025,1,2025M01,165757
21,Huelva,Viajero,2025,12,2025M12,27887
21,Huelva,Viajero,2025,11,2025M11,31547
21,Huelva,Viajero,2025,10,2025M10,78195
21,Huelva,Viajero,2025,9,2025M09,153033
21,Huelva,Viajero,2025,8,2025M08,181444
21,Huelva,Viajero,2025,7,2025M07,172504
21,Huelva,Viajero,2025,6,2025M06,156786
21,Huelva,Viajero,2025,5,2025M05,129725
21,Huelva,Viajero,2025,4,2025M04,97701
21,Huelva,Viajero,2025,3,2025M03,51106
21,Huelva,Viajero,2025,2,2025M02,37989
21,Huelva,Viajero,2025,1,2025M01,23195
21,Huelva,Viajero,2025,12,2025M12,23538
21,Huelva,Viajero,2025,11,2025M11,25447
21,Huelva,Viajero,2025,10,2025M10,56029
21,Huelva,Viajero,2025,9,2025M09,110252
21,Huelva,Viajero,2025,8,2025M08,130463
21,Huelva,Viajero,2025,7,2025M07,133751
21,Huelva,Viajero,2025,6,2025M06,110289
21,Huelva,Viajero,2025,5,2025M05,96706
21,Huelva,Viajero,2025,4,2025M04,64308
21,Huelva,Viajero,2025,3,2025M03,39055
21,Huelva,Viajero,2025,2,2025M02,30959
21,Huelva,Viajero,2025,1,2025M01,18654
21,Huelva,Viajero,2025,12,2025M12,4350
21,Huelva,Viajero,2025,11,2025M11,6100
21,Huelva,Viajero,2025,10,2025M10,22166
21,Huelva,Viajero,2025,9,2025M09,42781
21,Huelva,Viajero,2025,8,2025M08,50981
21,Huelva,Viajero,2025,7,2025M07,38753
21,Huelva,Viajero,2025,6,2025M06,46496
21,Huelva,Viajero,2025,5,2025M05,33019
21,Huelva,Viajero,2025,4,2025M04,33392
21,Huelva,Viajero,2025,3,2025M03,12051
21,Huelva,Viajero,2025,2,2025M02,7030
21,Huelva,Viajero,2025,1,2025M01,4541
21,Huelva,Pernoctaciones,2025,12,2025M12,55284
21,Huelva,Pernoctaciones,2025,11,2025M11,74234
21,Huelva,Pernoctaciones,2025,10,2025M10,234221
21,Huelva,Pernoctaciones,2025,9,2025M09,557615
21,Huelva,Pernoctaciones,2025,8,2025M08,746129
21,Huelva,Pernoctaciones,2025,7,2025M07,697257
21,Huelva,Pernoctaciones,2025,6,2025M06,544851
21,Huelva,Pernoctaciones,2025,5,2025M05,410861
21,Huelva,Pernoctaciones,2025,4,2025M04,323776
21,Huelva,Pernoctaciones,2025,3,2025M03,144951
21,Huelva,Pernoctaciones,2025,2,2025M02,103528
21,Huelva,Pernoctaciones,2025,1,2025M01,54499
21,Huelva,Pernoctaciones,2025,12,2025M12,41931
21,Huelva,Pernoctaciones,2025,11,2025M11,49365
21,Huelva,Pernoctaciones,2025,10,2025M10,127430
21,Huelva,Pernoctaciones,2025,9,2025M09,336370
21,Huelva,Pernoctaciones,2025,8,2025M08,487857
21,Huelva,Pernoctaciones,2025,7,2025M07,487846
21,Huelva,Pernoctaciones,2025,6,2025M06,319714
21,Huelva,Pernoctaciones,2025,5,2025M05,271509
21,Huelva,Pernoctaciones,2025,4,2025M04,181765
21,Huelva,Pernoctaciones,2025,3,2025M03,97642
21,Huelva,Pernoctaciones,2025,2,2025M02,69786
21,Huelva,Pernoctaciones,2025,1,2025M01,35960
21,Huelva,Pernoctaciones,2025,12,2025M12,13354
21,Huelva,Pernoctaciones,2025,11,2025M11,24869
21,Huelva,Pernoctaciones,2025,10,2025M10,106792
21,Huelva,Pernoctaciones,2025,9,2025M09,221245
21,Huelva,Pernoctaciones,2025,8,2025M08,258273
21,Huelva,Pernoctaciones,2025,7,2025M07,209411
21,Huelva,Pernoctaciones,2025,6,2025M06,225138
21,Huelva,Pernoctaciones,2025,5,2025M05,139351
21,Huelva,Pernoctaciones,2025,4,2025M04,142011
21,Huelva,Pernoctaciones,2025,3,2025M03,47309
21,Huelva,Pernoctaciones,2025,2,2025M02,33742
21,Huelva,Pernoctaciones,2025,1,2025M01,18539
23,Jaén,Viajero,2025,12,2025M12,43604
23,Jaén,Viajero,2025,11,2025M11,47778
23,Jaén,Viajero,2025,10,2025M10,60169
23,Jaén,Viajero,2025,9,2025M09,52177
23,Jaén,Viajero,2025,8,2025M08,57597
23,Jaén,Viajero,2025,7,2025M07,45927
23,Jaén,Viajero,2025,6,2025M06,52512
23,Jaén,Viajero,2025,5,2025M05,60330
23,Jaén,Viajero,2025,4,2025M04,58742
23,Jaén,Viajero,2025,3,2025M03,42570
23,Jaén,Viajero,2025,2,2025M02,39187
23,Jaén,Viajero,2025,1,2025M01,32724
23,Jaén,Viajero,2025,12,2025M12,39887
23,Jaén,Viajero,2025,11,2025M11,42854
23,Jaén,Viajero,2025,10,2025M10,52018
23,Jaén,Viajero,2025,9,2025M09,44426
23,Jaén,Viajero,2025,8,2025M08,50380
23,Jaén,Viajero,2025,7,2025M07,39614
23,Jaén,Viajero,2025,6,2025M06,46755
23,Jaén,Viajero,2025,5,2025M05,50581
23,Jaén,Viajero,2025,4,2025M04,51266
23,Jaén,Viajero,2025,3,2025M03,38026
23,Jaén,Viajero,2025,2,2025M02,35579
23,Jaén,Viajero,2025,1,2025M01,30010
23,Jaén,Viajero,2025,12,2025M12,3717
23,Jaén,Viajero,2025,11,2025M11,4923
23,Jaén,Viajero,2025,10,2025M10,8151
23,Jaén,Viajero,2025,9,2025M09,7751
23,Jaén,Viajero,2025,8,2025M08,7217
23,Jaén,Viajero,2025,7,2025M07,6313
23,Jaén,Viajero,2025,6,2025M06,5757
23,Jaén,Viajero,2025,5,2025M05,9749
23,Jaén,Viajero,2025,4,2025M04,7476
23,Jaén,Viajero,2025,3,2025M03,4544
23,Jaén,Viajero,2025,2,2025M02,3608
23,Jaén,Viajero,2025,1,2025M01,2715
23,Jaén,Pernoctaciones,2025,12,2025M12,75179
23,Jaén,Pernoctaciones,2025,11,2025M11,86673
23,Jaén,Pernoctaciones,2025,10,2025M10,105039
23,Jaén,Pernoctaciones,2025,9,2025M09,90564
23,Jaén,Pernoctaciones,2025,8,2025M08,112551
23,Jaén,Pernoctaciones,2025,7,2025M07,82383
23,Jaén,Pernoctaciones,2025,6,2025M06,92175
23,Jaén,Pernoctaciones,2025,5,2025M05,106729
23,Jaén,Pernoctaciones,2025,4,2025M04,110880
23,Jaén,Pernoctaciones,2025,3,2025M03,79077
23,Jaén,Pernoctaciones,2025,2,2025M02,67200
23,Jaén,Pernoctaciones,2025,1,2025M01,57336
23,Jaén,Pernoctaciones,2025,12,2025M12,68965
23,Jaén,Pernoctaciones,2025,11,2025M11,78143
23,Jaén,Pernoctaciones,2025,10,2025M10,92194
23,Jaén,Pernoctaciones,2025,9,2025M09,77987
23,Jaén,Pernoctaciones,2025,8,2025M08,101886
23,Jaén,Pernoctaciones,2025,7,2025M07,72256
23,Jaén,Pernoctaciones,2025,6,2025M06,82901
23,Jaén,Pernoctaciones,2025,5,2025M05,90751
23,Jaén,Pernoctaciones,2025,4,2025M04,97646
23,Jaén,Pernoctaciones,2025,3,2025M03,70759
23,Jaén,Pernoctaciones,2025,2,2025M02,61679
23,Jaén,Pernoctaciones,2025,1,2025M01,53177
23,Jaén,Pernoctaciones,2025,12,2025M12,6214
23,Jaén,Pernoctaciones,2025,11,2025M11,8530
23,Jaén,Pernoctaciones,2025,10,2025M10,12844
23,Jaén,Pernoctaciones,2025,9,2025M09,12577
23,Jaén,Pernoctaciones,2025,8,2025M08,10665
23,Jaén,Pernoctaciones,2025,7,2025M07,10127
23,Jaén,Pernoctaciones,2025,6,2025M06,9273
23,Jaén,Pernoctaciones,2025,5,2025M05,15978
23,Jaén,Pernoctaciones,2025,4,2025M04,13234
23,Jaén,Pernoctaciones,2025,3,2025M03,8319
23,Jaén,Pernoctaciones,2025,2,2025M02,5521
23,Jaén,Pernoctaciones,2025,1,2025M01,4159
29,Málaga,Viajero,2025,12,2025M12,329153
29,Málaga,Viajero,2025,11,2025M11,394575
29,Málaga,Viajero,2025,10,2025M10,618584
29,Málaga,Viajero,2025,9,2025M09,641763
29,Málaga,Viajero,2025,8,2025M08,722501
29,Málaga,Viajero,2025,7,2025M07,671077
29,Málaga,Viajero,2025,6,2025M06,612924
29,Málaga,Viajero,2025,5,2025M05,637204
29,Málaga,Viajero,2025,4,2025M04,587800
29,Málaga,Viajero,2025,3,2025M03,423051
29,Málaga,Viajero,2025,2,2025M02,368010
29,Málaga,Viajero,2025,1,2025M01,270005
29,Málaga,Viajero,2025,12,2025M12,140369
29,Málaga,Viajero,2025,11,2025M11,148879
29,Málaga,Viajero,2025,10,2025M10,163815
29,Málaga,Viajero,2025,9,2025M09,194673
29,Málaga,Viajero,2025,8,2025M08,291484
29,Málaga,Viajero,2025,7,2025M07,266023
29,Málaga,Viajero,2025,6,2025M06,195165
29,Málaga,Viajero,2025,5,2025M05,169534
29,Málaga,Viajero,2025,4,2025M04,171551
29,Málaga,Viajero,2025,3,2025M03,132671
29,Málaga,Viajero,2025,2,2025M02,153408
29,Málaga,Viajero,2025,1,2025M01,98341
29,Málaga,Viajero,2025,12,2025M12,188784
29,Málaga,Viajero,2025,11,2025M11,245696
29,Málaga,Viajero,2025,10,2025M10,454770
29,Málaga,Viajero,2025,9,2025M09,447090
29,Málaga,Viajero,2025,8,2025M08,431017
29,Málaga,Viajero,2025,7,2025M07,405053
29,Málaga,Viajero,2025,6,2025M06,417759
29,Málaga,Viajero,2025,5,2025M05,467670
29,Málaga,Viajero,2025,4,2025M04,416249
29,Málaga,Viajero,2025,3,2025M03,290380
29,Málaga,Viajero,2025,2,2025M02,214602
29,Málaga,Viajero,2025,1,2025M01,171664
29,Málaga,Pernoctaciones,2025,12,2025M12,962561
29,Málaga,Pernoctaciones,2025,11,2025M11,1239031
29,Málaga,Pernoctaciones,2025,10,2025M10,2261407
29,Málaga,Pernoctaciones,2025,9,2025M09,2344703
29,Málaga,Pernoctaciones,2025,8,2025M08,2865636
29,Málaga,Pernoctaciones,2025,7,2025M07,2588361
29,Málaga,Pernoctaciones,2025,6,2025M06,2290250
29,Málaga,Pernoctaciones,2025,5,2025M05,2174815
29,Málaga,Pernoctaciones,2025,4,2025M04,1995196
29,Málaga,Pernoctaciones,2025,3,2025M03,1457296
29,Málaga,Pernoctaciones,2025,2,2025M02,1160539
29,Málaga,Pernoctaciones,2025,1,2025M01,846283
29,Málaga,Pernoctaciones,2025,12,2025M12,282864
29,Málaga,Pernoctaciones,2025,11,2025M11,294421
29,Málaga,Pernoctaciones,2025,10,2025M10,339091
29,Málaga,Pernoctaciones,2025,9,2025M09,490033
29,Málaga,Pernoctaciones,2025,8,2025M08,935256
29,Málaga,Pernoctaciones,2025,7,2025M07,770668
29,Málaga,Pernoctaciones,2025,6,2025M06,463100
29,Málaga,Pernoctaciones,2025,5,2025M05,389748
29,Málaga,Pernoctaciones,2025,4,2025M04,438421
29,Málaga,Pernoctaciones,2025,3,2025M03,281012
29,Málaga,Pernoctaciones,2025,2,2025M02,302301
29,Málaga,Pernoctaciones,2025,1,2025M01,188480
29,Málaga,Pernoctaciones,2025,12,2025M12,679696
29,Málaga,Pernoctaciones,2025,11,2025M11,944610
29,Málaga,Pernoctaciones,2025,10,2025M10,1922316
29,Málaga,Pernoctaciones,2025,9,2025M09,1854670
29,Málaga,Pernoctaciones,2025,8,2025M08,1930380
29,Málaga,Pernoctaciones,2025,7,2025M07,1817692
29,Málaga,Pernoctaciones,2025,6,2025M06,1827151
29,Málaga,Pernoctaciones,2025,5,2025M05,1785067
29,Málaga,Pernoctaciones,2025,4,2025M04,1556775
29,Málaga,Pernoctaciones,2025,3,2025M03,1176285
29,Málaga,Pernoctaciones,2025,2,2025M02,858238
29,Málaga,Pernoctaciones,2025,1,2025M01,657803
41,Sevilla,Viajero,2025,12,2025M12,298309
41,Sevilla,Viajero,2025,11,2025M11,317715
41,Sevilla,Viajero,2025,10,2025M10,366742
41,Sevilla,Viajero,2025,9,2025M09,351790
41,Sevilla,Viajero,2025,8,2025M08,314675
41,Sevilla,Viajero,2025,7,2025M07,297892
41,Sevilla,Viajero,2025,6,2025M06,331000
41,Sevilla,Viajero,2025,5,2025M05,366777
41,Sevilla,Viajero,2025,4,2025M04,347906
41,Sevilla,Viajero,2025,3,2025M03,309457
41,Sevilla,Viajero,2025,2,2025M02,270998
41,Sevilla,Viajero,2025,1,2025M01,253879
41,Sevilla,Viajero,2025,12,2025M12,152082
