province_code,province_name,month_name,month_number,occupancy_rate_pct,annual_occupancy_rate_pct,seasonal_multiplier
47,Valladolid,Mayo,5,47.02,44.1,1.0662
47,Valladolid,Junio,6,48.19,44.1,1.0927
47,Valladolid,Julio,7,45.87,44.1,1.0401
47,Valladolid,Agosto,8,51.45,44.1,1.1667
47,Valladolid,Septiembre,9,50.75,44.1,1.1508
47,Valladolid,Octubre,10,47.17,44.1,1.0696
47,Valladolid,Noviembre,11,46.36,44.1,1.0512
47,Valladolid,Diciembre,12,39.31,44.1,0.8914
49,Zamora,Enero,1,24.3,35.61,0.6824
49,Zamora,Febrero,2,28.56,35.61,0.802
49,Zamora,Marzo,3,32.37,35.61,0.909
49,Zamora,Abril,4,30.26,35.61,0.8498
49,Zamora,Mayo,5,36.14,35.61,1.0149
49,Zamora,Junio,6,37.68,35.61,1.0581
49,Zamora,Julio,7,41.16,35.61,1.1559
49,Zamora,Agosto,8,51.27,35.61,1.4398
49,Zamora,Septiembre,9,41.95,35.61,1.178
49,Zamora,Octubre,10,38.01,35.61,1.0674
49,Zamora,Noviembre,11,30.79,35.61,0.8646
49,Zamora,Diciembre,12,27.68,35.61,0.7773
50,Zaragoza,Enero,1,34.72,48.73,0.7125
50,Zaragoza,Febrero,2,43.62,48.73,0.8951
50,Zaragoza,Marzo,3,47.68,48.73,0.9785
50,Zaragoza,Abril,4,48.2,48.73,0.9891
50,Zaragoza,Mayo,5,52.88,48.73,1.0852
50,Zaragoza,Junio,6,50.75,48.73,1.0415
50,Zaragoza,Julio,7,51.08,48.73,1.0482
50,Zaragoza,Agosto,8,53.5,48.73,1.0979
50,Zaragoza,Septiembre,9,52.07,48.73,1.0685
50,Zaragoza,Octubre,10,54.52,48.73,1.1188
50,Zaragoza,Noviembre,11,50.36,48.73,1.0334
50,Zaragoza,Diciembre,12,43.12,48.73,0.8849
51,Ceuta,Enero,1,34.58,47.69,0.7251
51,Ceuta,Febrero,2,36.26,47.69,0.7603
51,Ceuta,Marzo,3,47.56,47.69,0.9973
51,Ceuta,Abril,4,64.17,47.69,1.3456
51,Ceuta,Mayo,5,43.58,47.69,0.9138
51,Ceuta,Junio,6,49.08,47.69,1.0291
51,Ceuta,Julio,7,54.25,47.69,1.1376
51,Ceuta,Agosto,8,74.03,47.69,1.5523
51,Ceuta,Septiembre,9,43.37,47.69,0.9094
51,Ceuta,Octubre,10,45.54,47.69,0.9549
51,Ceuta,Noviembre,11,39.84,47.69,0.8354
51,Ceuta,Diciembre,12,41.19,47.69,0.8637
52,Melilla,Enero,1,30.34,44.33,0.6844
52,Melilla,Febrero,2,38.42,44.33,0.8667
52,Melilla,Marzo,3,36.12,44.33,0.8148
52,Melilla,Abril,4,42.02,44.33,0.9479
52,Melilla,Mayo,5,45.6,44.33,1.0286
52,Melilla,Junio,6,52.14,44.33,1.1762
52,Melilla,Julio,7,40.62,44.33,0.9163
52,Melilla,Agosto,8,62.64,44.33,1.413
52,Melilla,Septiembre,9,53.1,44.33,1.1978
52,Melilla,Octubre,10,49.69,44.33,1.1209
52,Melilla,Noviembre,11,43.08,44.33,0.9718
52,Melilla,Diciembre,12,38.5,44.33,0.8685
