Any,Data,Codi_Postal,Sector_Economic,Tram_Horari,Valor
2020,2020-01-01,08001,Indústria,De 00:00:00 a 05:59:59 h,757
2020,2020-01-01,08001,Indústria,De 06:00:00 a 11:59:59 h,905
2020,2020-01-01,08001,Indústria,De 12:00:00 a 17:59:59 h,1232
2020,2020-01-01,08001,Indústria,De 18:00:00 a 23:59:59 h,1251
2020,2020-01-01,08001,Indústria,No consta,0
2020,2020-01-01,08001,Residencial,De 00:00:00 a 05:59:59 h,29333
2020,2020-01-01,08001,Residencial,De 06:00:00 a 11:59:59 h,29978
2020,2020-01-01,08001,Residencial,De 12:00:00 a 17:59:59 h,43340
2020,2020-01-01,08001,Residencial,De 18:00:00 a 23:59:59 h,48967
2020,2020-01-01,08001,Residencial,No consta,0
2020,2020-01-01,08001,Serveis,De 00:00:00 a 05:59:59 h,54880
2020,2020-01-01,08001,Serveis,De 06:00:00 a 11:59:59 h,61121
2020,2020-01-01,08001,Serveis,De 12:00:00 a 17:59:59 h,69358
2020,2020-01-01,08001,Serveis,De 18:00:00 a 23:59:59 h,71560
2020,2020-01-01,08001,Serveis,No consta,0
2020,2020-01-01,08002,Indústria,De 00:00:00 a 05:59:59 h,2337
2020,2020-01-01,08002,Indústria,De 06:00:00 a 11:59:59 h,3228
2020,2020-01-01,08002,Indústria,De 12:00:00 a 17:59:59 h,3638
2020,2020-01-01,08002,Indústria,De 18:00:00 a 23:59:59 h,3326
2020,2020-01-01,08002,Indústria,No consta,0
2020,2020-01-01,08002,Residencial,De 00:00:00 a 05:59:59 h,23553
2020,2020-01-01,08002,Residencial,De 06:00:00 a 11:59:59 h,25417
2020,2020-01-01,08002,Residencial,De 12:00:00 a 17:59:59 h,32484
2020,2020-01-01,08002,Residencial,De 18:00:00 a 23:59:59 h,35578
2020,2020-01-01,08002,Residencial,No consta,0
2020,2020-01-01,08002,Serveis,De 00:00:00 a 05:59:59 h,87766
2020,2020-01-01,08002,Serveis,De 06:00:00 a 11:59:59 h,99934
2020,2020-01-01,08002,Serveis,De 12:00:00 a 17:59:59 h,111240
2020,2020-01-01,08002,Serveis,De 18:00:00 a 23:59:59 h,117500
2020,2020-01-01,08002,Serveis,No consta,0
2020,2020-01-01,08003,Indústria,De 00:00:00 a 05:59:59 h,3534
2020,2020-01-01,08003,Indústria,De 06:00:00 a 11:59:59 h,3716
2020,2020-01-01,08003,Indústria,De 12:00:00 a 17:59:59 h,4851
2020,2020-01-01,08003,Indústria,De 18:00:00 a 23:59:59 h,4662
2020,2020-01-01,08003,Indústria,No consta,0
2020,2020-01-01,08003,Residencial,De 00:00:00 a 05:59:59 h,32243
2020,2020-01-01,08003,Residencial,De 06:00:00 a 11:59:59 h,34325
2020,2020-01-01,08003,Residencial,De 12:00:00 a 17:59:59 h,48759
2020,2020-01-01,08003,Residencial,De 18:00:00 a 23:59:59 h,55917
2020,2020-01-01,08003,Residencial,No consta,0
2020,2020-01-01,08003,Serveis,De 00:00:00 a 05:59:59 h,109771
2020,2020-01-01,08003,Serveis,De 06:00:00 a 11:59:59 h,124461
2020,2020-01-01,08003,Serveis,De 12:00:00 a 17:59:59 h,134970
2020,2020-01-01,08003,Serveis,De 18:00:00 a 23:59:59 h,129616
2020,2020-01-01,08003,Serveis,No consta,0
2020,2020-01-01,08004,Indústria,De 00:00:00 a 05:59:59 h,53788
2020,2020-01-01,08004,Indústria,De 06:00:00 a 11:59:59 h,51343
2020,2020-01-01,08004,Indústria,De 12:00:00 a 17:59:59 h,47111
2020,2020-01-01,08004,Indústria,De 18:00:00 a 23:59:59 h,47363
2020,2020-01-01,08004,Indústria,No consta,0
2020,2020-01-01,08004,Residencial,De 00:00:00 a 05:59:59 h,32462
2020,2020-01-01,08004,Residencial,De 06:00:00 a 11:59:59 h,32028
2020,2020-01-01,08004,Residencial,De 12:00:00 a 17:59:59 h,48714
2020,2020-01-01,08004,Residencial,De 18:00:00 a 23:59:59 h,57729
2020,2020-01-01,08004,Residencial,No consta,0
2020,2020-01-01,08004,Serveis,De 00:00:00 a 05:59:59 h,52123
2020,2020-01-01,08004,Serveis,De 06:00:00 a 11:59:59 h,51303
2020,2020-01-01,08004,Serveis,De 12:00:00 a 17:59:59 h,52399
2020,2020-01-01,08004,Serveis,De 18:00:00 a 23:59:59 h,53386
2020,2020-01-01,08004,Serveis,No consta,0
2020,2020-01-01,08005,Indústria,De 00:00:00 a 05:59:59 h,3747
2020,2020-01-01,08005,Indústria,De 06:00:00 a 11:59:59 h,3965
2020,2020-01-01,08005,Indústria,De 12:00:00 a 17:59:59 h,5065
2020,2020-01-01,08005,Indústria,De 18:00:00 a 23:59:59 h,4619
2020,2020-01-01,08005,Indústria,No consta,0
2020,2020-01-01,08005,Residencial,De 00:00:00 a 05:59:59 h,43022
2020,2020-01-01,08005,Residencial,De 06:00:00 a 11:59:59 h,46743
2020,2020-01-01,08005,Residencial,De 12:00:00 a 17:59:59 h,61959
2020,2020-01-01,08005,Residencial,De 18:00:00 a 23:59:59 h,69898
2020,2020-01-01,08005,Residencial,No consta,0
2020,2020-01-01,08005,Serveis,De 00:00:00 a 05:59:59 h,99355
2020,2020-01-01,08005,Serveis,De 06:00:00 a 11:59:59 h,107055
2020,2020-01-01,08005,Serveis,De 12:00:00 a 17:59:59 h,112827
2020,2020-01-01,08005,Serveis,De 18:00:00 a 23:59:59 h,114129
2020,2020-01-01,08005,Serveis,No consta,0
2020,2020-01-01,08006,Indústria,De 00:00:00 a 05:59:59 h,2611
2020,2020-01-01,08006,Indústria,De 06:00:00 a 11:59:59 h,4523
2020,2020-01-01,08006,Indústria,De 12:00:00 a 17:59:59 h,4943
2020,2020-01-01,08006,Indústria,De 18:00:00 a 23:59:59 h,3414
2020,2020-01-01,08006,Indústria,No consta,0
2020,2020-01-01,08006,No especificat,De 00:00:00 a 05:59:59 h,60
2020,2020-01-01,08006,No especificat,De 06:00:00 a 11:59:59 h,96
2020,2020-01-01,08006,No especificat,De 12:00:00 a 17:59:59 h,101
2020,2020-01-01,08006,No especificat,De 18:00:00 a 23:59:59 h,91
2020,2020-01-01,08006,No especificat,No consta,0
2020,2020-01-01,08006,Residencial,De 00:00:00 a 05:59:59 h,25216
2020,2020-01-01,08006,Residencial,De 06:00:00 a 11:59:59 h,26129
2020,2020-01-01,08006,Residencial,De 12:00:00 a 17:59:59 h,37046
2020,2020-01-01,08006,Residencial,De 18:00:00 a 23:59:59 h,43622
2020,2020-01-01,08006,Residencial,No consta,0
2020,2020-01-01,08006,Serveis,De 00:00:00 a 05:59:59 h,39481
2020,2020-01-01,08006,Serveis,De 06:00:00 a 11:59:59 h,43801
2020,2020-01-01,08006,Serveis,De 12:00:00 a 17:59:59 h,45881
2020,2020-01-01,08006,Serveis,De 18:00:00 a 23:59:59 h,44981
2020,2020-01-01,08006,Serveis,No consta,0
2020,2020-01-01,08007,Indústria,De 00:00:00 a 05:59:59 h,1578
2020,2020-01-01,08007,Indústria,De 06:00:00 a 11:59:59 h,2089
2020,2020-01-01,08007,Indústria,De 12:00:00 a 17:59:59 h,2449
2020,2020-01-01,08007,Indústria,De 18:00:00 a 23:59:59 h,2301
2020,2020-01-01,08007,Indústria,No consta,0
2020,2020-01-01,08007,No especificat,De 00:00:00 a 05:59:59 h,47
2020,2020-01-01,08007,No especificat,De 06:00:00 a 11:59:59 h,45
2020,2020-01-01,08007,No especificat,De 12:00:00 a 17:59:59 h,51
2020,2020-01-01,08007,No especificat,De 18:00:00 a 23:59:59 h,53
2020,2020-01-01,08007,No especificat,No consta,0
2020,2020-01-01,08007,Residencial,De 00:00:00 a 05:59:59 h,18466
2020,2020-01-01,08007,Residencial,De 06:00:00 a 11:59:59 h,21224
2020,2020-01-01,08007,Residencial,De 12:00:00 a 17:59:59 h,25294
2020,2020-01-01,08007,Residencial,De 18:00:00 a 23:59:59 h,26857
2020,2020-01-01,08007,Residencial,No consta,0
2020,2020-01-01,08007,Serveis,De 00:00:00 a 05:59:59 h,45970
2020,2020-01-01,08007,Serveis,De 06:00:00 a 11:59:59 h,54865
2020,2020-01-01,08007,Serveis,De 12:00:00 a 17:59:59 h,62683
2020,2020-01-01,08007,Serveis,De 18:00:00 a 23:59:59 h,61488
2020,2020-01-01,08007,Serveis,No consta,0
2020,2020-01-01,08008,Indústria,De 00:00:00 a 05:59:59 h,692
2020,2020-01-01,08008,Indústria,De 06:00:00 a 11:59:59 h,1042
2020,2020-01-01,08008,Indústria,De 12:00:00 a 17:59:59 h,1208
2020,2020-01-01,08008,Indústria,De 18:00:00 a 23:59:59 h,1196
2020,2020-01-01,08008,Indústria,No consta,0
2020,2020-01-01,08008,No especificat,De 00:00:00 a 05:59:59 h,204
2020,2020-01-01,08008,No especificat,De 06:00:00 a 11:59:59 h,214
2020,2020-01-01,08008,No especificat,De 12:00:00 a 17:59:59 h,440
2020,2020-01-01,08008,No especificat,De 18:00:00 a 23:59:59 h,125
2020,2020-01-01,08008,No especificat,No consta,0
2020,2020-01-01,08008,Residencial,De 00:00:00 a 05:59:59 h,9353
2020,2020-01-01,08008,Residencial,De 06:00:00 a 11:59:59 h,10590
2020,2020-01-01,08008,Residencial,De 12:00:00 a 17:59:59 h,12588
2020,2020-01-01,08008,Residencial,De 18:00:00 a 23:59:59 h,14029
2020,2020-01-01,08008,Residencial,No consta,0
2020,2020-01-01,08008,Serveis,De 00:00:00 a 05:59:59 h,21526
2020,2020-01-01,08008,Serveis,De 06:00:00 a 11:59:59 h,28966
2020,2020-01-01,08008,Serveis,De 12:00:00 a 17:59:59 h,33326
2020,2020-01-01,08008,Serveis,De 18:00:00 a 23:59:59 h,32296
2020,2020-01-01,08008,Serveis,No consta,4
2020,2020-01-01,08009,Indústria,De 00:00:00 a 05:59:59 h,599
2020,2020-01-01,08009,Indústria,De 06:00:00 a 11:59:59 h,693
2020,2020-01-01,08009,Indústria,De 12:00:00 a 17:59:59 h,857
2020,2020-01-01,08009,Indústria,De 18:00:00 a 23:59:59 h,872
2020,2020-01-01,08009,Indústria,No consta,0
2020,2020-01-01,08009,Residencial,De 00:00:00 a 05:59:59 h,15771
2020,2020-01-01,08009,Residencial,De 06:00:00 a 11:59:59 h,16424
2020,2020-01-01,08009,Residencial,De 12:00:00 a 17:59:59 h,21627
2020,2020-01-01,08009,Residencial,De 18:00:00 a 23:59:59 h,25157
2020,2020-01-01,08009,Residencial,No consta,0
2020,2020-01-01,08009,Serveis,De 00:00:00 a 05:59:59 h,17456
2020,2020-01-01,08009,Serveis,De 06:00:00 a 11:59:59 h,21248
2020,2020-01-01,08009,Serveis,De 12:00:00 a 17:59:59 h,23492
2020,2020-01-01,08009,Serveis,De 18:00:00 a 23:59:59 h,22915
2020,2020-01-01,08009,Serveis,No consta,0
2020,2020-01-01,08010,Indústria,De 00:00:00 a 05:59:59 h,436
2020,2020-01-01,08010,Indústria,De 06:00:00 a 11:59:59 h,481
2020,2020-01-01,08010,Indústria,De 12:00:00 a 17:59:59 h,541
2020,2020-01-01,08010,Indústria,De 18:00:00 a 23:59:59 h,525
2020,2020-01-01,08010,Indústria,No consta,0
2020,2020-01-01,08010,Residencial,De 00:00:00 a 05:59:59 h,10719
2020,2020-01-01,08010,Residencial,De 06:00:00 a 11:59:59 h,11319
2020,2020-01-01,08010,Residencial,De 12:00:00 a 17:59:59 h,14082
2020,2020-01-01,08010,Residencial,De 18:00:00 a 23:59:59 h,15801
2020,2020-01-01,08010,Residencial,No consta,0
2020,2020-01-01,08010,Serveis,De 00:00:00 a 05:59:59 h,21249
2020,2020-01-01,08010,Serveis,De 06:00:00 a 11:59:59 h,25937
2020,2020-01-01,08010,Serveis,De 12:00:00 a 17:59:59 h,29255
2020,2020-01-01,08010,Serveis,De 18:00:00 a 23:59:59 h,28224
2020,2020-01-01,08010,Serveis,No consta,0
2020,2020-01-01,08011,Indústria,De 00:00:00 a 05:59:59 h,3666
2020,2020-01-01,08011,Indústria,De 06:00:00 a 11:59:59 h,5170
2020,2020-01-01,08011,Indústria,De 12:00:00 a 17:59:59 h,5670
2020,2020-01-01,08011,Indústria,De 18:00:00 a 23:59:59 h,4827
2020,2020-01-01,08011,Indústria,No consta,0
2020,2020-01-01,08011,No especificat,De 00:00:00 a 05:59:59 h,525
2020,2020-01-01,08011,No especificat,De 06:00:00 a 11:59:59 h,798
2020,2020-01-01,08011,No especificat,De 12:00:00 a 17:59:59 h,723
2020,2020-01-01,08011,No especificat,De 18:00:00 a 23:59:59 h,566
2020,2020-01-01,08011,No especificat,No consta,0
2020,2020-01-01,08011,Residencial,De 00:00:00 a 05:59:59 h,46518
2020,2020-01-01,08011,Residencial,De 06:00:00 a 11:59:59 h,48011
2020,2020-01-01,08011,Residencial,De 12:00:00 a 17:59:59 h,68762
2020,2020-01-01,08011,Residencial,De 18:00:00 a 23:59:59 h,78459
2020,2020-01-01,08011,Residencial,No consta,0
2020,2020-01-01,08011,Serveis,De 00:00:00 a 05:59:59 h,64639
2020,2020-01-01,08011,Serveis,De 06:00:00 a 11:59:59 h,74716
2020,2020-01-01,08011,Serveis,De 12:00:00 a 17:59:59 h,84853
2020,2020-01-01,08011,Serveis,De 18:00:00 a 23:59:59 h,87048
2020,2020-01-01,08011,Serveis,No consta,0
2020,2020-01-01,08012,Indústria,De 00:00:00 a 05:59:59 h,991
2020,2020-01-01,08012,Indústria,De 06:00:00 a 11:59:59 h,1046
2020,2020-01-01,08012,Indústria,De 12:00:00 a 17:59:59 h,1151
2020,2020-01-01,08012,Indústria,De 18:00:00 a 23:59:59 h,1216
2020,2020-01-01,08012,Indústria,No consta,0
2020,2020-01-01,08012,Residencial,De 00:00:00 a 05:59:59 h,27308
2020,2020-01-01,08012,Residencial,De 06:00:00 a 11:59:59 h,28137
2020,2020-01-01,08012,Residencial,De 12:00:00 a 17:59:59 h,41107
2020,2020-01-01,08012,Residencial,De 18:00:00 a 23:59:59 h,50346
2020,2020-01-01,08012,Residencial,No consta,0
2020,2020-01-01,08012,Serveis,De 00:00:00 a 05:59:59 h,16271
2020,2020-01-01,08012,Serveis,De 06:00:00 a 11:59:59 h,18994
2020,2020-01-01,08012,Serveis,De 12:00:00 a 17:59:59 h,22511
2020,2020-01-01,08012,Serveis,De 18:00:00 a 23:59:59 h,23085
2020,2020-01-01,08012,Serveis,No consta,0
2020,2020-01-01,08013,Indústria,De 00:00:00 a 05:59:59 h,2715
2020,2020-01-01,08013,Indústria,De 06:00:00 a 11:59:59 h,2912
2020,2020-01-01,08013,Indústria,De 12:00:00 a 17:59:59 h,3142
2020,2020-01-01,08013,Indústria,De 18:00:00 a 23:59:59 h,3509
2020,2020-01-01,08013,Indústria,No consta,0
2020,2020-01-01,08013,Residencial,De 00:00:00 a 05:59:59 h,56541
2020,2020-01-01,08013,Residencial,De 06:00:00 a 11:59:59 h,58029
2020,2020-01-01,08013,Residencial,De 12:00:00 a 17:59:59 h,83100
2020,2020-01-01,08013,Residencial,De 18:00:00 a 23:59:59 h,96385
2020,2020-01-01,08013,Residencial,No consta,0
2020,2020-01-01,08013,Serveis,De 00:00:00 a 05:59:59 h,34710
2020,2020-01-01,08013,Serveis,De 06:00:00 a 11:59:59 h,43591
2020,2020-01-01,08013,Serveis,De 12:00:00 a 17:59:59 h,50122
2020,2020-01-01,08013,Serveis,De 18:00:00 a 23:59:59 h,48885
2020,2020-01-01,08013,Serveis,No consta,0
2020,2020-01-01,08014,Indústria,De 00:00:00 a 05:59:59 h,4047
2020,2020-01-01,08014,Indústria,De 06:00:00 a 11:59:59 h,5028
2020,2020-01-01,08014,Indústria,De 12:00:00 a 17:59:59 h,4382
2020,2020-01-01,08014,Indústria,De 18:00:00 a 23:59:59 h,4379
2020,2020-01-01,08014,Indústria,No consta,0
2020,2020-01-01,08014,Residencial,De 00:00:00 a 05:59:59 h,41748
2020,2020-01-01,08014,Residencial,De 06:00:00 a 11:59:59 h,42850
2020,2020-01-01,08014,Residencial,De 12:00:00 a 17:59:59 h,65531
2020,2020-01-01,08014,Residencial,De 18:00:00 a 23:59:59 h,77250
2020,2020-01-01,08014,Residencial,No consta,0
2020,2020-01-01,08014,Serveis,De 00:00:00 a 05:59:59 h,86049
2020,2020-01-01,08014,Serveis,De 06:00:00 a 11:59:59 h,89403
2020,2020-01-01,08014,Serveis,De 12:00:00 a 17:59:59 h,96886
2020,2020-01-01,08014,Serveis,De 18:00:00 a 23:59:59 h,98876
2020,2020-01-01,08014,Serveis,No consta,0
2020,2020-01-01,08015,Indústria,De 00:00:00 a 05:59:59 h,1715
2020,2020-01-01,08015,Indústria,De 06:00:00 a 11:59:59 h,1780
2020,2020-01-01,08015,Indústria,De 12:00:00 a 17:59:59 h,1857
2020,2020-01-01,08015,Indústria,De 18:00:00 a 23:59:59 h,2253
2020,2020-01-01,08015,Indústria,No consta,0
2020,2020-01-01,08015,Residencial,De 00:00:00 a 05:59:59 h,40480
2020,2020-01-01,08015,Residencial,De 06:00:00 a 11:59:59 h,41044
2020,2020-01-01,08015,Residencial,De 12:00:00 a 17:59:59 h,61219
2020,2020-01-01,08015,Residencial,De 18:00:00 a 23:59:59 h,70935
2020,2020-01-01,08015,Residencial,No consta,0
2020,2020-01-01,08015,Serveis,De 00:00:00 a 05:59:59 h,70559
2020,2020-01-01,08015,Serveis,De 06:00:00 a 11:59:59 h,75909
2020,2020-01-01,08015,Serveis,De 12:00:00 a 17:59:59 h,86272
2020,2020-01-01,08015,Serveis,De 18:00:00 a 23:59:59 h,81276
2020,2020-01-01,08015,Serveis,No consta,11
2020,2020-01-01,08016,Indústria,De 00:00:00 a 05:59:59 h,1177
2020,2020-01-01,08016,Indústria,De 06:00:00 a 11:59:59 h,1793
2020,2020-01-01,08016,Indústria,De 12:00:00 a 17:59:59 h,1866
2020,2020-01-01,08016,Indústria,De 18:00:00 a 23:59:59 h,1600
2020,2020-01-01,08016,Indústria,No consta,0
2020,2020-01-01,08016,Residencial,De 00:00:00 a 05:59:59 h,36164
2020,2020-01-01,08016,Residencial,De 06:00:00 a 11:59:59 h,36511
2020,2020-01-01,08016,Residencial,De 12:00:00 a 17:59:59 h,59175
2020,2020-01-01,08016,Residencial,De 18:00:00 a 23:59:59 h,67530
2020,2020-01-01,08016,Residencial,No consta,0
2020,2020-01-01,08016,Serveis,De 00:00:00 a 05:59:59 h,24458
2020,2020-01-01,08016,Serveis,De 06:00:00 a 11:59:59 h,27148
2020,2020-01-01,08016,Serveis,De 12:00:00 a 17:59:59 h,31594
2020,2020-01-01,08016,Serveis,De 18:00:00 a 23:59:59 h,34170
2020,2020-01-01,08016,Serveis,No consta,0
2020,2020-01-01,08017,Indústria,De 00:00:00 a 05:59:59 h,1034
2020,2020-01-01,08017,Indústria,De 06:00:00 a 11:59:59 h,1097
2020,2020-01-01,08017,Indústria,De 12:00:00 a 17:59:59 h,1134
2020,2020-01-01,08017,Indústria,De 18:00:00 a 23:59:59 h,1195
2020,2020-01-01,08017,Indústria,No consta,0
2020,2020-01-01,08017,Residencial,De 00:00:00 a 05:59:59 h,34502
2020,2020-01-01,08017,Residencial,De 06:00:00 a 11:59:59 h,36245
2020,2020-01-01,08017,Residencial,De 12:00:00 a 17:59:59 h,44488
2020,2020-01-01,08017,Residencial,De 18:00:00 a 23:59:59 h,52756
2020,2020-01-01,08017,Residencial,No consta,0
2020,2020-01-01,08017,Serveis,De 00:00:00 a 05:59:59 h,57617
2020,2020-01-01,08017,Serveis,De 06:00:00 a 11:59:59 h,64955
2020,2020-01-01,08017,Serveis,De 12:00:00 a 17:59:59 h,69061
