,fecha,valor
1070,2021-12-06,15998917
1071,2021-12-07,17882285
1072,2021-12-08,16389441
1073,2021-12-09,20464446
1074,2021-12-10,19420761
1075,2021-12-11,16674632
1076,2021-12-12,15757022
1077,2021-12-13,19218981
1078,2021-12-14,19396061
1079,2021-12-15,19302015
1080,2021-12-16,19328926
1081,2021-12-17,18995082
1082,2021-12-18,16493768
1083,2021-12-19,16001658
1084,2021-12-20,19525551
1085,2021-12-21,19662465
1086,2021-12-22,19534972
1087,2021-12-23,18589527
1088,2021-12-24,17126261
1089,2021-12-25,13907267
1090,2021-12-26,13973210
1091,2021-12-27,16640803
1092,2021-12-28,16508122
1093,2021-12-29,16297606
1094,2021-12-30,16140465
1095,2021-12-31,15438463
1096,2022-01-01,13490528
1097,2022-01-02,14133482
1098,2022-01-03,17275212
1099,2022-01-04,17055843
1100,2022-01-05,17436581
1101,2022-01-06,15403329
1102,2022-01-07,18321778
1103,2022-01-08,16520953
1104,2022-01-09,15727711
1105,2022-01-10,19688974
1106,2022-01-11,19296405
1107,2022-01-12,19479710
1108,2022-01-13,19952155
1109,2022-01-14,19813535
1110,2022-01-15,16980223
1111,2022-01-16,16235985
1112,2022-01-17,20178193
1113,2022-01-18,20460476
1114,2022-01-19,20415295
1115,2022-01-20,20252401
1116,2022-01-21,20501491
1117,2022-01-22,17647864
1118,2022-01-23,16636122
1119,2022-01-24,20726229
1120,2022-01-25,20531854
1121,2022-01-26,20298548
1122,2022-01-27,19968754
1123,2022-01-28,19270722
1124,2022-01-29,16232031
1125,2022-01-30,15136197
1126,2022-01-31,18561189
1127,2022-02-01,18735376
1128,2022-02-02,18524098
1129,2022-02-03,18476721
1130,2022-02-04,18152028
1131,2022-02-05,15695018
1132,2022-02-06,14837952
1133,2022-02-07,18552421
1134,2022-02-08,18604211
1135,2022-02-09,18498349
1136,2022-02-10,18628837
1137,2022-02-11,18341413
1138,2022-02-12,16014946
1139,2022-02-13,14930171
1140,2022-02-14,18227557
1141,2022-02-15,18557671
1142,2022-02-16,18512920
1143,2022-02-17,17974401
1144,2022-02-18,17553051
1145,2022-02-19,15750721
1146,2022-02-20,14728667
1147,2022-02-21,18039375
1148,2022-02-22,18129801
1149,2022-02-23,18042549
1150,2022-02-24,17823192
1151,2022-02-25,17814312
1152,2022-02-26,15718256
1153,2022-02-27,14714668
1154,2022-02-28,17945079
1155,2022-03-01,18073857
1156,2022-03-02,18407466
1157,2022-03-03,17756903
1158,2022-03-04,17551045
1159,2022-03-05,15192430
1160,2022-03-06,14768133
1161,2022-03-07,18160754
1162,2022-03-08,18446839
1163,2022-03-09,18204216
1164,2022-03-10,17969890
1165,2022-03-11,17714070
1166,2022-03-12,15661173
1167,2022-03-13,14616668
1168,2022-03-14,18192380
1169,2022-03-15,17983772
1170,2022-03-16,17887820
1171,2022-03-17,17634916
1172,2022-03-18,17349166
1173,2022-03-19,15497633
1174,2022-03-20,14565629
1175,2022-03-21,17564131
1176,2022-03-22,17905230
1177,2022-03-23,18117768
1178,2022-03-24,18220561
1179,2022-03-25,17518510
1180,2022-03-26,15696732
1181,2022-03-27,14202730
1182,2022-03-28,17261785
1183,2022-03-29,17480204
1184,2022-03-30,17532230
1185,2022-03-31,17143866
1186,2022-04-01,17417419
1187,2022-04-02,15654342
1188,2022-04-03,15383924
1189,2022-04-04,18923438
1190,2022-04-05,18369721
1191,2022-04-06,17864515
1192,2022-04-07,17148118
1193,2022-04-08,16502657
1194,2022-04-09,14305096
1195,2022-04-10,13295467
1196,2022-04-11,15897248
1197,2022-04-12,16432687
1198,2022-04-13,16528556
1199,2022-04-14,15241193
1200,2022-04-15,13047561
1201,2022-04-16,13086904
1202,2022-04-17,12453810
1203,2022-04-18,13437651
1204,2022-04-19,16297825
1205,2022-04-20,16740402
1206,2022-04-21,17261621
1207,2022-04-22,16601809
1208,2022-04-23,14850949
1209,2022-04-24,13675555
1210,2022-04-25,16451235
1211,2022-04-26,16520236
1212,2022-04-27,16439369
1213,2022-04-28,16393773
1214,2022-04-29,16237513
1215,2022-04-30,14025825
1216,2022-05-01,13255788
1217,2022-05-02,16177352
1218,2022-05-03,16436092
1219,2022-05-04,16565511
1220,2022-05-05,16542037
1221,2022-05-06,16316363
1222,2022-05-07,14240544
1223,2022-05-08,13362665
1224,2022-05-09,16439809
1225,2022-05-10,16653492
1226,2022-05-11,16775634
1227,2022-05-12,16794182
1228,2022-05-13,16607535
1229,2022-05-14,14598369
1230,2022-05-15,13881275
1231,2022-05-16,17158110
1232,2022-05-17,17495312
1233,2022-05-18,18257385
1234,2022-05-19,18416208
1235,2022-05-20,18225036
1236,2022-05-21,16017919
1237,2022-05-22,15413319
1238,2022-05-23,18628340
1239,2022-05-24,17973926
1240,2022-05-25,17053466
1241,2022-05-26,17319698
1242,2022-05-27,17438478
1243,2022-05-28,15508009
1244,2022-05-29,14345352
1245,2022-05-30,17400283
1246,2022-05-31,17463624
1247,2022-06-01,18494273
1248,2022-06-02,18356001
1249,2022-06-03,18256962
1250,2022-06-04,15706626
1251,2022-06-05,14609244
1252,2022-06-06,15908203
1253,2022-06-07,19331847
1254,2022-06-08,19245700
1255,2022-06-09,18835580
1256,2022-06-10,18918221
1257,2022-06-11,16554092
1258,2022-06-12,16095621
1259,2022-06-13,20494369
1260,2022-06-14,20228286
1261,2022-06-15,21150620
1262,2022-06-16,21998650
1263,2022-06-17,22204116
1264,2022-06-18,18685581
1265,2022-06-19,17128941
1266,2022-06-20,21383342
1267,2022-06-21,21511999
1268,2022-06-22,20608464
1269,2022-06-23,19672722
1270,2022-06-24,16123589
1271,2022-06-25,16178212
1272,2022-06-26,15764668
1273,2022-06-27,19936124
1274,2022-06-28,19595401
1275,2022-06-29,20251040
1276,2022-06-30,20036135
1277,2022-07-01,19256072
1278,2022-07-02,16131255
1279,2022-07-03,15620633
1280,2022-07-04,20228347
1281,2022-07-05,20928361
1282,2022-07-06,20422328
1283,2022-07-07,20342900
1284,2022-07-08,20233432
1285,2022-07-09,17164220
1286,2022-07-10,16460073
1287,2022-07-11,20872139
1288,2022-07-12,21685789
1289,2022-07-13,22160643
1290,2022-07-14,22360033
1291,2022-07-15,22575098
1292,2022-07-16,18824836
1293,2022-07-17,17603742
1294,2022-07-18,22465677
1295,2022-07-19,22990834
1296,2022-07-20,22860307
1297,2022-07-21,22777764
1298,2022-07-22,22935399
1299,2022-07-23,19043910
1300,2022-07-24,18547419
1301,2022-07-25,22656960
1302,2022-07-26,22309536
1303,2022-07-27,21538074
1304,2022-07-28,21764062
1305,2022-07-29,21319678
1306,2022-07-30,17548861
1307,2022-07-31,16729996
1308,2022-08-01,20124767
1309,2022-08-02,20389345
1310,2022-08-03,20377902
1311,2022-08-04,20285744
1312,2022-08-05,19554101
1313,2022-08-06,16430584
1314,2022-08-07,15792256
1315,2022-08-08,18386156
1316,2022-08-09,18889615
1317,2022-08-10,19033962
1318,2022-08-11,19119059
1319,2022-08-12,19465469
1320,2022-08-13,17066739
1321,2022-08-14,15865311
1322,2022-08-15,15801131
1323,2022-08-16,18050610
1324,2022-08-17,17446434
1325,2022-08-18,15550485
1326,2022-08-19,15343585
1327,2022-08-20,14386295
1328,2022-08-21,14223128
1329,2022-08-22,17143162
1330,2022-08-23,17640832
1331,2022-08-24,18305906
1332,2022-08-25,18304420
1333,2022-08-26,18141638
1334,2022-08-27,15645028
1335,2022-08-28,15169460
1336,2022-08-29,18851345
1337,2022-08-30,19346707
1338,2022-08-31,17573374
1339,2022-09-01,19425541
1340,2022-09-02,19998438
1341,2022-09-03,16824085
1342,2022-09-04,16574786
1343,2022-09-05,21125360
1344,2022-09-06,21858949
1345,2022-09-07,21333904
1346,2022-09-08,20195033
1347,2022-09-09,19600740
1348,2022-09-10,16670328
1349,2022-09-11,16451170
1350,2022-09-12,21460209
1351,2022-09-13,21161377
1352,2022-09-14,19933517
1353,2022-09-15,20466343
1354,2022-09-16,19697579
1355,2022-09-17,15907924
1356,2022-09-18,14462446
1357,2022-09-19,18387987
1358,2022-09-20,18565020
1359,2022-09-21,18307612
1360,2022-09-22,18085527
1361,2022-09-23,17967962
1362,2022-09-24,14356752
1363,2022-09-25,13645175
1364,2022-09-26,15138868
1365,2022-09-27,16972314
1366,2022-09-28,17057470
1367,2022-09-29,17041032
1368,2022-09-30,16385142
1369,2022-10-01,14153230
1370,2022-10-02,13402170
1371,2022-10-03,16721013
1372,2022-10-04,16990662
1373,2022-10-05,17015524
1374,2022-10-06,17059104
1375,2022-10-07,16740448
1376,2022-10-08,14456537
1377,2022-10-09,13535569
1378,2022-10-10,16603883
1379,2022-10-11,16713258
1380,2022-10-12,13988379
1381,2022-10-13,16799141
1382,2022-10-14,16738767
1383,2022-10-15,14641730
1384,2022-10-16,13894615
1385,2022-10-17,17336174
1386,2022-10-18,17529439
1387,2022-10-19,17545405
1388,2022-10-20,17491675
1389,2022-10-21,17283127
1390,2022-10-22,14671402
1391,2022-10-23,13837247
1392,2022-10-24,17114383
1393,2022-10-25,17226993
1394,2022-10-26,17427945
1395,2022-10-27,17044883
1396,2022-10-28,16467728
1397,2022-10-29,13781513
1398,2022-10-30,13438460
1399,2022-10-31,15229360
1400,2022-11-01,13750660
1401,2022-11-02,16227585
1402,2022-11-03,16319367
1403,2022-11-04,15771344
1404,2022-11-05,13632078
1405,2022-11-06,13004815
1406,2022-11-07,15836906
1407,2022-11-08,16127361
1408,2022-11-09,16126143
1409,2022-11-10,16009583
1410,2022-11-11,15894768
1411,2022-11-12,13924836
1412,2022-11-13,13052575
1413,2022-11-14,15913711
1414,2022-11-15,15985340
1415,2022-11-16,15989022
1416,2022-11-17,15972391
1417,2022-11-18,15753436
1418,2022-11-19,13762676
1419,2022-11-20,13254745
1420,2022-11-21,16510987
1421,2022-11-22,17172066
1422,2022-11-23,16755883
1423,2022-11-24,16617345
1424,2022-11-25,16328104
1425,2022-11-26,14421030
1426,2022-11-27,13919817
1427,2022-11-28,17054568
1428,2022-11-29,17143778
1429,2022-11-30,17138527
1430,2022-12-01,18103509
1431,2022-12-02,17899636
1432,2022-12-03,15474829
1433,2022-12-04,15055468
1434,2022-12-05,35414514
1435,2022-12-06,14871774
1436,2022-12-07,17199749
1437,2022-12-08,14944826
1438,2022-12-09,16172314
1439,2022-12-10,14596610
1440,2022-12-11,15103172
1441,2022-12-12,19078619
1442,2022-12-13,18539347
1443,2022-12-14,17810506
1444,2022-12-15,17492676
1445,2022-12-16,17267796
1446,2022-12-17,15304345
1447,2022-12-18,14645586
1448,2022-12-19,17455962
1449,2022-12-20,17336673
1450,2022-12-21,17073618
1451,2022-12-22,16798453
1452,2022-12-23,16005199
1453,2022-12-24,13872791
1454,2022-12-25,12411356
1455,2022-12-26,13258890
1456,2022-12-27,15489081
1457,2022-12-28,15733064
1458,2022-12-29,15829224
1459,2022-12-30,15438321
1460,2022-12-31,13526834
