,fecha,valor
343,2019-12-10,20291002
344,2019-12-11,20434391
345,2019-12-12,20828866
346,2019-12-13,19802725
347,2019-12-14,16488808
348,2019-12-15,15537852
349,2019-12-16,19510290
350,2019-12-17,19338085
351,2019-12-18,19084702
352,2019-12-19,19179916
353,2019-12-20,18701754
354,2019-12-21,15757497
355,2019-12-22,14858886
356,2019-12-23,17846965
357,2019-12-24,17203930
358,2019-12-25,13977551
359,2019-12-26,15019596
360,2019-12-27,17441021
361,2019-12-28,15698068
362,2019-12-29,15139650
363,2019-12-30,18197160
364,2019-12-31,17685555
365,2020-01-01,19450983
366,2020-01-02,24306329
367,2020-01-03,24802710
368,2020-01-04,21447163
369,2020-01-05,20320514
370,2020-01-06,20310638
371,2020-01-07,26089577
372,2020-01-08,26604626
373,2020-01-09,26618185
374,2020-01-10,26759652
375,2020-01-11,22517716
376,2020-01-12,21556980
377,2020-01-13,27620754
378,2020-01-14,27472551
379,2020-01-15,27129263
380,2020-01-16,26822982
381,2020-01-17,26078291
382,2020-01-18,22123685
383,2020-01-19,21282348
384,2020-01-20,28476453
385,2020-01-21,28921002
386,2020-01-22,27721315
387,2020-01-23,26609670
388,2020-01-24,26166735
389,2020-01-25,22038352
390,2020-01-26,20163747
391,2020-01-27,26177174
392,2020-01-28,26181170
393,2020-01-29,26161655
394,2020-01-30,25868798
395,2020-01-31,24800737
396,2020-02-01,15832822
397,2020-02-02,14544975
398,2020-02-03,18277649
399,2020-02-04,18412283
400,2020-02-05,18925763
401,2020-02-06,19274666
402,2020-02-07,19349033
403,2020-02-08,16443334
404,2020-02-09,15255918
405,2020-02-10,18873409
406,2020-02-11,18883573
407,2020-02-12,19480652
408,2020-02-13,18956277
409,2020-02-14,18926094
410,2020-02-15,15890507
411,2020-02-16,14921492
412,2020-02-17,18669442
413,2020-02-18,19033366
414,2020-02-19,19217556
415,2020-02-20,19153554
416,2020-02-21,18632808
417,2020-02-22,15725638
418,2020-02-23,14410154
419,2020-02-24,18279624
420,2020-02-25,18649033
421,2020-02-26,18622033
422,2020-02-27,18639844
423,2020-02-28,18347843
424,2020-02-29,15173196
425,2020-03-01,14137548
426,2020-03-02,17977514
427,2020-03-03,18637308
428,2020-03-04,18297948
429,2020-03-05,17983734
430,2020-03-06,18109340
431,2020-03-07,15511544
432,2020-03-08,14265037
433,2020-03-09,17942972
434,2020-03-10,18022949
435,2020-03-11,17735612
436,2020-03-12,17454475
437,2020-03-13,16968192
438,2020-03-14,14207929
439,2020-03-15,13273148
440,2020-03-16,15863057
441,2020-03-17,15202468
442,2020-03-18,14678102
443,2020-03-19,14427943
444,2020-03-20,14385338
445,2020-03-21,13073408
446,2020-03-22,12598866
447,2020-03-23,14348815
448,2020-03-24,14427444
449,2020-03-25,14713893
450,2020-03-26,14909982
451,2020-03-27,14990458
452,2020-03-28,13278746
453,2020-03-29,11915312
454,2020-03-30,14406104
455,2020-03-31,14338342
456,2020-04-01,14530016
457,2020-04-02,14161840
458,2020-04-03,13867419
459,2020-04-04,12822124
460,2020-04-05,12235468
461,2020-04-06,13234196
462,2020-04-07,13237473
463,2020-04-08,12983039
464,2020-04-09,12816733
465,2020-04-10,12092047
466,2020-04-11,12138664
467,2020-04-12,11751866
468,2020-04-13,12471043
469,2020-04-14,13283667
470,2020-04-15,13417646
471,2020-04-16,13370987
472,2020-04-17,13340260
473,2020-04-18,12486793
474,2020-04-19,12160831
475,2020-04-20,13547768
476,2020-04-21,13848829
477,2020-04-22,13794357
478,2020-04-23,13608651
479,2020-04-24,13379553
480,2020-04-25,12378647
481,2020-04-26,11848231
482,2020-04-27,13355391
483,2020-04-28,13465550
484,2020-04-29,13418618
485,2020-04-30,13057691
486,2020-05-01,11847254
487,2020-05-02,12108643
488,2020-05-03,11717986
489,2020-05-04,13622208
490,2020-05-05,13875112
491,2020-05-06,13990801
492,2020-05-07,13916456
493,2020-05-08,13929787
494,2020-05-09,12579213
495,2020-05-10,11997481
496,2020-05-11,13733042
497,2020-05-12,13804375
498,2020-05-13,13826151
499,2020-05-14,13913064
500,2020-05-15,13719331
501,2020-05-16,12465584
502,2020-05-17,11744511
503,2020-05-18,13775382
504,2020-05-19,14046326
505,2020-05-20,14311397
506,2020-05-21,14707018
507,2020-05-22,14895323
508,2020-05-23,13303330
509,2020-05-24,12380143
510,2020-05-25,14614054
511,2020-05-26,15024224
512,2020-05-27,14969183
513,2020-05-28,14939789
514,2020-05-29,15073372
515,2020-05-30,13186459
516,2020-05-31,11973337
517,2020-06-01,13210135
518,2020-06-02,15260996
519,2020-06-03,15815463
520,2020-06-04,15215116
521,2020-06-05,15045809
522,2020-06-06,13594934
523,2020-06-07,12618134
524,2020-06-08,15006369
525,2020-06-09,15312646
526,2020-06-10,15399375
527,2020-06-11,15650467
528,2020-06-12,15859250
529,2020-06-13,13892240
530,2020-06-14,12828207
531,2020-06-15,16023703
532,2020-06-16,16089188
533,2020-06-17,16038610
534,2020-06-18,15963215
535,2020-06-19,15926123
536,2020-06-20,14174393
537,2020-06-21,13231782
538,2020-06-22,16922519
539,2020-06-23,17133494
540,2020-06-24,14749819
541,2020-06-25,17819400
542,2020-06-26,17940312
543,2020-06-27,15643695
544,2020-06-28,14644558
545,2020-06-29,19111897
546,2020-06-30,18878437
547,2020-07-01,19881183
548,2020-07-02,20134343
549,2020-07-03,18104721
550,2020-07-04,15314120
551,2020-07-05,14825380
552,2020-07-06,19438873
553,2020-07-07,19248945
554,2020-07-08,19446657
555,2020-07-09,19705458
556,2020-07-10,19083732
557,2020-07-11,16285817
558,2020-07-12,14616643
559,2020-07-13,19173591
560,2020-07-14,19188030
561,2020-07-15,18951721
562,2020-07-16,18297327
563,2020-07-17,18182059
564,2020-07-18,15874788
565,2020-07-19,14859063
566,2020-07-20,19226707
567,2020-07-21,19666883
568,2020-07-22,19391555
569,2020-07-23,19823278
570,2020-07-24,19747051
571,2020-07-25,16853764
572,2020-07-26,15564623
573,2020-07-27,20398919
574,2020-07-28,20616319
575,2020-07-29,20527613
576,2020-07-30,20822178
577,2020-07-31,20370806
578,2020-08-01,17652366
579,2020-08-02,15821010
580,2020-08-03,18078322
581,2020-08-04,17866618
582,2020-08-05,18247380
583,2020-08-06,18826084
584,2020-08-07,18748848
585,2020-08-08,16348782
586,2020-08-09,15408126
587,2020-08-10,18896573
588,2020-08-11,18940984
589,2020-08-12,19050368
590,2020-08-13,19123829
591,2020-08-14,18302144
592,2020-08-15,15600318
593,2020-08-16,14667439
594,2020-08-17,17739452
595,2020-08-18,17747541
596,2020-08-19,18338467
597,2020-08-20,18869326
598,2020-08-21,19052699
599,2020-08-22,16824534
600,2020-08-23,14729916
601,2020-08-24,18276466
602,2020-08-25,19332629
603,2020-08-26,19891525
604,2020-08-27,19945088
605,2020-08-28,19482438
606,2020-08-29,14593503
607,2020-08-30,13125549
608,2020-08-31,16157666
609,2020-09-01,16935157
610,2020-09-02,17166169
611,2020-09-03,17536617
612,2020-09-04,17747054
613,2020-09-05,15320417
614,2020-09-06,14091030
615,2020-09-07,17041897
616,2020-09-08,16844834
617,2020-09-09,16915563
618,2020-09-10,16997677
619,2020-09-11,14705467
620,2020-09-12,14824664
621,2020-09-13,14090877
622,2020-09-14,18498410
623,2020-09-15,19006056
624,2020-09-16,19303901
625,2020-09-17,19098931
626,2020-09-18,18334064
627,2020-09-19,15842174
628,2020-09-20,14056237
629,2020-09-21,17760486
630,2020-09-22,17945207
631,2020-09-23,17993463
632,2020-09-24,15251010
633,2020-09-25,16152907
634,2020-09-26,13811668
635,2020-09-27,12856097
636,2020-09-28,16194642
637,2020-09-29,16623620
638,2020-09-30,16553641
639,2020-10-01,16701936
640,2020-10-02,16249030
641,2020-10-03,13627378
642,2020-10-04,12754371
643,2020-10-05,15873671
644,2020-10-06,16121065
645,2020-10-07,16507353
646,2020-10-08,16640544
647,2020-10-09,16587310
648,2020-10-10,14182181
649,2020-10-11,12557861
650,2020-10-12,13277858
651,2020-10-13,16053858
652,2020-10-14,16319347
653,2020-10-15,16455294
654,2020-10-16,16386470
655,2020-10-17,14071799
656,2020-10-18,13077269
657,2020-10-19,16313934
658,2020-10-20,16413583
659,2020-10-21,16442928
660,2020-10-22,16462782
661,2020-10-23,16063435
662,2020-10-24,13770142
663,2020-10-25,13272370
664,2020-10-26,15985928
665,2020-10-27,16286977
666,2020-10-28,16198137
667,2020-10-29,16109427
668,2020-10-30,15809254
669,2020-10-31,13560509
670,2020-11-01,12759882
671,2020-11-02,15637584
672,2020-11-03,15888666
673,2020-11-04,16054890
674,2020-11-05,16007883
675,2020-11-06,15852148
676,2020-11-07,13985573
677,2020-11-08,12791032
678,2020-11-09,15732487
679,2020-11-10,15899007
680,2020-11-11,15904161
681,2020-11-12,15984188
682,2020-11-13,15782398
683,2020-11-14,13867620
684,2020-11-15,12852846
685,2020-11-16,15810862
686,2020-11-17,15887634
687,2020-11-18,15985605
688,2020-11-19,15968676
689,2020-11-20,16207030
690,2020-11-21,14452011
691,2020-11-22,13762586
692,2020-11-23,17118429
693,2020-11-24,17292243
694,2020-11-25,17103123
695,2020-11-26,16953706
696,2020-11-27,16790688
697,2020-11-28,15077205
698,2020-11-29,13848110
699,2020-11-30,16624719
700,2020-12-01,17600219
701,2020-12-02,17964737
702,2020-12-03,18477969
703,2020-12-04,18293001
704,2020-12-05,16404419
705,2020-12-06,15433288
706,2020-12-07,18132476
707,2020-12-08,16365727
708,2020-12-09,19761691
709,2020-12-10,19351554
710,2020-12-11,19015392
711,2020-12-12,16059625
712,2020-12-13,15306564
713,2020-12-14,18616192
714,2020-12-15,18244706
715,2020-12-16,18184709
716,2020-12-17,18267721
717,2020-12-18,17988097
718,2020-12-19,15324772
719,2020-12-20,14636962
720,2020-12-21,17722361
721,2020-12-22,17820610
722,2020-12-23,17518975
723,2020-12-24,16825901
724,2020-12-25,14427554
725,2020-12-26,14991137
726,2020-12-27,15714666
727,2020-12-28,18373783
728,2020-12-29,18319950
729,2020-12-30,18697355
730,2020-12-31,17497777
731,2021-01-01,15137300
732,2021-01-02,16270607
733,2021-01-03,16204520
734,2021-01-04,20010496
735,2021-01-05,20189739
736,2021-01-06,16993046
737,2021-01-07,21401418
738,2021-01-08,21520295
739,2021-01-09,18795676
740,2021-01-10,17801954
741,2021-01-11,21817167
742,2021-01-12,22293188
743,2021-01-13,21808821
744,2021-01-14,21457161
745,2021-01-15,20851284
746,2021-01-16,17451015
747,2021-01-17,16062187
748,2021-01-18,20112424
749,2021-01-19,19787940
750,2021-01-20,19630460
751,2021-01-21,18876473
752,2021-01-22,18735613
753,2021-01-23,15871065
754,2021-01-24,14697718
755,2021-01-25,18699304
756,2021-01-26,18690135
757,2021-01-27,18356433
758,2021-01-28,17768431
759,2021-01-29,16931538
760,2021-01-30,14509154
761,2021-01-31,13702497
762,2021-02-01,16962602
763,2021-02-02,16829755
764,2021-02-03,16678953
765,2021-02-04,16920402
766,2021-02-05,16854869
767,2021-02-06,14485507
768,2021-02-07,14226982
769,2021-02-08,17852123
770,2021-02-09,18047012
771,2021-02-10,18048491
772,2021-02-11,17679816
773,2021-02-12,17448729
774,2021-02-13,14731157
775,2021-02-14,15014015
776,2021-02-15,18681110
777,2021-02-16,18251665
778,2021-02-17,17857274
779,2021-02-18,17921914
780,2021-02-19,17656001
781,2021-02-20,15091084
782,2021-02-21,14495609
783,2021-02-22,18020321
784,2021-02-23,17436778
785,2021-02-24,17140386
786,2021-02-25,17126165
787,2021-02-26,17024853
788,2021-02-27,14527606
789,2021-02-28,13416205
790,2021-03-01,17001802
791,2021-03-02,17416468
792,2021-03-03,17193560
793,2021-03-04,17075322
794,2021-03-05,16833083
795,2021-03-06,14629971
796,2021-03-07,13966057
797,2021-03-08,17451235
798,2021-03-09,17536963
799,2021-03-10,17504689
800,2021-03-11,17113497
801,2021-03-12,17071423
802,2021-03-13,14416680
803,2021-03-14,13672432
804,2021-03-15,16914874
805,2021-03-16,16977380
806,2021-03-17,16955303
807,2021-03-18,17214194
808,2021-03-19,17815197
809,2021-03-20,15222379
810,2021-03-21,14144627
811,2021-03-22,17346677
812,2021-03-23,17295551
813,2021-03-24,17050467
814,2021-03-25,16895067
815,2021-03-26,16651067
816,2021-03-27,14003534
817,2021-03-28,12259962
818,2021-03-29,15787490
819,2021-03-30,15762686
820,2021-03-31,15182200
821,2021-04-01,15007329
822,2021-04-02,13012130
823,2021-04-03,13086920
824,2021-04-04,12563203
825,2021-04-05,13355670
826,2021-04-06,16328148
827,2021-04-07,16994281
828,2021-04-08,16766905
829,2021-04-09,16908883
830,2021-04-10,15099271
831,2021-04-11,14110676
832,2021-04-12,17050218
833,2021-04-13,17011391
834,2021-04-14,16977864
835,2021-04-15,16953031
836,2021-04-16,17010795
837,2021-04-17,15019332
838,2021-04-18,13977317
839,2021-04-19,16769751
840,2021-04-20,16824719
841,2021-04-21,17053307
842,2021-04-22,16912545
843,2021-04-23,16368472
844,2021-04-24,14360043
845,2021-04-25,13579722
846,2021-04-26,16519323
847,2021-04-27,16576151
848,2021-04-28,16510322
849,2021-04-29,16462932
850,2021-04-30,16059270
851,2021-05-01,13435507
852,2021-05-02,13269469
853,2021-05-03,16151122
854,2021-05-04,16084024
855,2021-05-05,16180703
856,2021-05-06,16194282
857,2021-05-07,15971871
858,2021-05-08,14019677
859,2021-05-09,13258406
860,2021-05-10,16083858
861,2021-05-11,16153150
862,2021-05-12,16110713
863,2021-05-13,16170775
864,2021-05-14,16082173
865,2021-05-15,14063648
866,2021-05-16,13319931
867,2021-05-17,15983966
868,2021-05-18,16212279
869,2021-05-19,16152092
870,2021-05-20,16117193
871,2021-05-21,15817659
872,2021-05-22,13673896
873,2021-05-23,12689086
874,2021-05-24,13544341
875,2021-05-25,15959506
876,2021-05-26,16050069
877,2021-05-27,16211528
878,2021-05-28,16279888
879,2021-05-29,14365778
880,2021-05-30,13601574
881,2021-05-31,16408316
882,2021-06-01,17027880
883,2021-06-02,17386942
884,2021-06-03,17187810
885,2021-06-04,16963757
886,2021-06-05,14710297
887,2021-06-06,13494484
888,2021-06-07,16922760
889,2021-06-08,17493863
890,2021-06-09,17846868
891,2021-06-10,18212020
892,2021-06-11,18325085
893,2021-06-12,16161490
894,2021-06-13,15225318
895,2021-06-14,20014394
896,2021-06-15,20595864
897,2021-06-16,20506956
898,2021-06-17,19985291
899,2021-06-18,19578789
900,2021-06-19,16861408
901,2021-06-20,15038955
902,2021-06-21,19163757
903,2021-06-22,18817314
904,2021-06-23,17312442
905,2021-06-24,14150908
906,2021-06-25,16759286
907,2021-06-26,15386457
908,2021-06-27,14592350
909,2021-06-28,18646980
910,2021-06-29,18599369
911,2021-06-30,18079611
912,2021-07-01,19269711
913,2021-07-02,19167656
914,2021-07-03,16790052
915,2021-07-04,15802844
916,2021-07-05,19704728
917,2021-07-06,20484194
918,2021-07-07,19193856
919,2021-07-08,18832296
920,2021-07-09,18801907
921,2021-07-10,16559687
922,2021-07-11,15574299
923,2021-07-12,19547969
924,2021-07-13,18018028
925,2021-07-14,18133556
926,2021-07-15,18685424
927,2021-07-16,18560333
928,2021-07-17,16199140
929,2021-07-18,15277662
930,2021-07-19,19992180
931,2021-07-20,20537797
932,2021-07-21,21008487
933,2021-07-22,21326584
934,2021-07-23,20991970
935,2021-07-24,17571827
936,2021-07-25,15865035
937,2021-07-26,19276536
938,2021-07-27,19634895
939,2021-07-28,19637540
940,2021-07-29,19679108
941,2021-07-30,20027717
942,2021-07-31,16124525
943,2021-08-01,13954592
944,2021-08-02,17081756
945,2021-08-03,17729145
946,2021-08-04,17563245
947,2021-08-05,17678015
948,2021-08-06,17475130
949,2021-08-07,15859370
950,2021-08-08,13833512
951,2021-08-09,16001960
952,2021-08-10,16346380
953,2021-08-11,16758341
954,2021-08-12,17633806
955,2021-08-13,17935990
956,2021-08-14,16844139
957,2021-08-15,15832199
958,2021-08-16,18312339
959,2021-08-17,17106584
960,2021-08-18,16931654
961,2021-08-19,16785979
962,2021-08-20,17137627
963,2021-08-21,16276518
964,2021-08-22,15116670
965,2021-08-23,17869573
966,2021-08-24,17676446
967,2021-08-25,17590872
968,2021-08-26,17915558
969,2021-08-27,18689557
970,2021-08-28,15937011
971,2021-08-29,14608048
972,2021-08-30,17518853
973,2021-08-31,17809312
974,2021-09-01,17861287
975,2021-09-02,17932473
976,2021-09-03,18136567
977,2021-09-04,15603337
978,2021-09-05,15128371
979,2021-09-06,19815590
980,2021-09-07,20000736
981,2021-09-08,20223865
982,2021-09-09,20200936
983,2021-09-10,18955276
984,2021-09-11,15166007
985,2021-09-12,15779993
986,2021-09-13,19943899
987,2021-09-14,20934018
988,2021-09-15,20862063
989,2021-09-16,19746883
990,2021-09-17,19210003
991,2021-09-18,16274413
992,2021-09-19,14402525
993,2021-09-20,17439923
994,2021-09-21,17063881
995,2021-09-22,17250056
996,2021-09-23,17288489
997,2021-09-24,14733732
998,2021-09-25,15542541
999,2021-09-26,14623496
1000,2021-09-27,18351394
1001,2021-09-28,18671826
1002,2021-09-29,18410580
1003,2021-09-30,17823341
1004,2021-10-01,17423292
1005,2021-10-02,15060339
1006,2021-10-03,14426759
1007,2021-10-04,16696674
1008,2021-10-05,16768097
1009,2021-10-06,16990103
1010,2021-10-07,16883675
1011,2021-10-08,16607930
1012,2021-10-09,14309789
1013,2021-10-10,13286003
1014,2021-10-11,15697406
1015,2021-10-12,13608251
1016,2021-10-13,16494045
1017,2021-10-14,16594791
1018,2021-10-15,16697086
1019,2021-10-16,14418310
1020,2021-10-17,13557051
1021,2021-10-18,16832994
1022,2021-10-19,17308643
1023,2021-10-20,17363470
1024,2021-10-21,17169449
1025,2021-10-22,16653452
1026,2021-10-23,14300389
1027,2021-10-24,13532813
1028,2021-10-25,16686843
1029,2021-10-26,17028440
1030,2021-10-27,16906807
1031,2021-10-28,16695788
1032,2021-10-29,16635561
1033,2021-10-30,14541413
1034,2021-10-31,13613857
1035,2021-11-01,13927699
1036,2021-11-02,16540063
1037,2021-11-03,16915686
1038,2021-11-04,17274081
1039,2021-11-05,17239592
1040,2021-11-06,15098135
1041,2021-11-07,14357727
1042,2021-11-08,17563980
1043,2021-11-09,18089271
1044,2021-11-10,18192041
1045,2021-11-11,17963042
1046,2021-11-12,17378144
1047,2021-11-13,14838763
1048,2021-11-14,14177991
1049,2021-11-15,17756480
1050,2021-11-16,18319348
1051,2021-11-17,18165817
1052,2021-11-18,18276337
1053,2021-11-19,18022670
1054,2021-11-20,15642175
1055,2021-11-21,14605920
1056,2021-11-22,18194761
1057,2021-11-23,18835458
1058,2021-11-24,18940419
1059,2021-11-25,19112627
1060,2021-11-26,18946705
1061,2021-11-27,16856051
1062,2021-11-28,16946019
1063,2021-11-29,20569470
1064,2021-11-30,19988298
1065,2021-12-01,20181241
1066,2021-12-02,19742982
1067,2021-12-03,19620684
1068,2021-12-04,16231883
1069,2021-12-05,15391991
