id_terraza,id_local,id_distrito_local,desc_distrito_local,wikidata_distrito,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_clase_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,nom_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,Escalera,id_planta_agrupado,id_local_agrupado,coordenada_x_agrupacion,coordenada_y_agrupacion,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,id_clase_ndp_terraza,ID_VIAL,DESC_CLASE,DESC_NOMBRE,nom_terraza,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra
2795,270096513,5,Chamartín,http://www.wikidata.org/entity/Q1766348,505,NUEVA ESPAÑA,11026855,1,142900,CALLE,CARLOS CAAMAÑO,NUM,3,28016,"443204,6","4479500,51",1,Puerta Calle,1,Abierto,20,,PB,,,,RESTAURANTE SAMM,1,Anual,1,Abierta,"112,04","112,04",06/07/2015,11026855,1,142900,CALLE,CARLOS CAAMAÑO,NUM,3,,Otros,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,25,25,150,
2796,150001619,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1502,PUEBLO NUEVO,11107332,1,448100,CALLE,LUIS RUIZ,NUM,75,28017,"446093,56","4475493,46",1,Puerta Calle,1,Abierto,260,,PB,,,,BAR NARANJO,1,Anual,1,Abierta,"13,92","13,92",07/07/2015,11107332,1,448100,CALLE,LUIS RUIZ,NUM,75,,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,8,8,20,
2797,280072046,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1502,PUEBLO NUEVO,11107332,1,448100,CALLE,LUIS RUIZ,NUM,75,28017,"446099,56","4475494,46",1,Puerta Calle,1,Abierto,250,,PB,,,,EL RINCON DE ANA,1,Anual,1,Abierta,"27,84","27,84",07/07/2015,11107332,1,448100,CALLE,LUIS RUIZ,NUM,75,,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,4,4,10,
2798,270187028,20,San Blas,http://www.wikidata.org/entity/Q2001937,2001,SIMANCAS,11134062,1,762600,CALLE,VALDECANILLAS,NUM,61,28037,"447136,56","4476061,44",1,Puerta Calle,1,Abierto,10,,PB,,,,RESTAURANTE GRILL STILL,2,Estacional,1,Abierta,"32,4",,07/07/2015,11134062,1,762600,CALLE,VALDECANILLAS,NUM,61,,Acera,08:00:00,22:00:00,,,08:00:00,22:00:00,,,0,,10,,40,
2799,270139429,10,Latina,http://www.wikidata.org/entity/Q794954,1002,PUERTA DEL ANGEL,11060273,1,139300,CALLE,CARAMUEL,NUM,27,28011,"438355,6","4473670,54",1,Puerta Calle,1,Abierto,30,,PB,,,,BAR LA SIESTA,1,Anual,1,Abierta,"4,14","4,14",07/07/2015,11060273,1,139300,CALLE,CARAMUEL,NUM,27,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:30:00,10:00:00,00:00:00,0,0,4,4,8,
2800,60000528,6,Tetuán,http://www.wikidata.org/entity/Q1773540,605,VALDEACEDERAS,11033868,1,455400,CALLE,MAGDALENA DIEZ,NUM,3,28039,"440956,61","4479523,54",1,Puerta Calle,1,Abierto,20,,PB,,,,EL SABROSO,1,Anual,1,Abierta,"2,34","2,34",07/07/2015,11033868,1,455400,CALLE,MAGDALENA DIEZ,NUM,3,,Acera,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,0,0,1,1,3,
2801,270156371,12,Usera,http://www.wikidata.org/entity/Q953368,1205,MOSCARDO,11084533,1,622800,CALLE,QUINCE DE AGOSTO,NUM,8,28026,"439747,59","4470961,53",1,Puerta Calle,1,Abierto,10,,PB,,,,BAR PACO,1,Anual,1,Abierta,"7,35","7,35",07/07/2015,11084533,1,622800,CALLE,QUINCE DE AGOSTO,NUM,8,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,8,8,16,
2802,120000543,12,Usera,http://www.wikidata.org/entity/Q953368,1203,SAN FERMIN,11082179,1,583100,CAMINO,PERALES,NUM,124,28041,"441572,56","4469198,51",1,Puerta Calle,1,Abierto,10,,PB,,,,CAFETERIA EL BALON DE ORO,2,Estacional,1,Abierta,"64,44",,07/07/2015,11082179,1,583100,CAMINO,PERALES,NUM,124,,Acera,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,35,,87,
2807,270081451,4,Salamanca,http://www.wikidata.org/entity/Q1773521,405,LISTA,11019475,1,610450,CALLE,PRINCIPE DE VERGARA,NUM,60,28006,"442375,58","4475949,51",1,Puerta Calle,1,Abierto,10,,PB,,,,PIMIENTO VERDE,2,Estacional,1,Abierta,"23,4",,09/07/2015,11019475,1,610450,CALLE,PRINCIPE DE VERGARA,NUM,60,,Acera,10:00:00,00:00:00,,,10:00:00,00:00:00,,,0,,6,,24,
2808,270020010,1,Centro,http://www.wikidata.org/entity/Q1763376,102,EMBAJADORES,11003147,1,695900,CALLE,SANTA ISABEL,NUM,1,28012,"440653,59","4473751,52",1,Puerta Calle,1,Abierto,50,,PB,,,,BAR EL TRES,1,Anual,1,Abierta,"4,32","4,32",09/07/2015,31027701,1,81600,CALLE,ATOCHA,NUM,50,,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0,3,3,6,
2810,280008837,1,Centro,http://www.wikidata.org/entity/Q1763376,102,EMBAJADORES,11003006,1,71000,CALLE,ARGUMOSA,NUM,11,28012,"440680,59","4473308,52",1,Puerta Calle,1,Abierto,20,,PB,,,,LA BUGA DEL LOBO,1,Anual,1,Abierta,"20,52","20,52",09/07/2015,11003006,1,71000,CALLE,ARGUMOSA,NUM,11,,Acera,10:00:00,00:30:00,10:00:00,23:00:00,10:00:00,02:00:00,10:00:00,23:00:00,0,0,8,8,26,
2811,270032724,10,Latina,http://www.wikidata.org/entity/Q794954,1004,ALUCHE,11065527,1,621850,CALLE,QUERO,NUM,37,28024,"435454,62","4471468,56",1,Puerta Calle,1,Abierto,10,,PB,,,,RESTAURANTE,1,Anual,1,Abierta,"47,04","47,04",10/07/2015,11065527,1,621850,CALLE,QUERO,NUM,37,,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,12,12,48,
2812,270478320,10,Latina,http://www.wikidata.org/entity/Q794954,1003,LUCERO,11063186,1,362700,CALLE,HIGUERAS,NUM,53,28047,"436782,61","4472876,56",1,Puerta Calle,1,Abierto,10,,PB,,,,CPK,1,Anual,1,Abierta,24,24,10/07/2015,11063186,1,362700,CALLE,HIGUERAS,NUM,53,,Acera,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:30:00,10:00:00,00:00:00,0,0,7,7,24,
2814,280056070,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,1106,BUENAVISTA,31023237,1,31000175,AVENIDA,PESETA,NUM,76,28054,"436090,58","4468196,55",1,Puerta Calle,1,Abierto,10,,PB,,,,RESTAURANTE BAR MEJOR IMPOSIBLE,1,Anual,1,Abierta,"43,52","43,52",13/07/2015,31023237,1,31000175,AVENIDA,PESETA,NUM,76,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,16,16,64,
2815,280056077,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,1106,BUENAVISTA,31023457,1,31000018,CALLE,MORALES,NUM,10,28054,"435782,58","4468179,55",1,Puerta Calle,1,Abierto,70,,PB,,,,"IL POMO D'ORO"" + ""SPECIALITÁ TRADIZIONALI ITALIANE CUCINA CASARECCIA",2,Estacional,1,Abierta,"41,94",,13/07/2015,31023457,1,31000018,CALLE,MORALES,NUM,10,F,Acera,10:00:00,00:00:00,,,10:00:00,00:30:00,,,0,,12,,42,F
2816,270542333,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,1104,VISTA ALEGRE,11074734,1,346300,CALLE,GUABAIRO,NUM,1,28047,"436761,6","4471004,55",1,Puerta Calle,1,Abierto,10,,PB,,,,HOSTAL CAFE BAR DON PEDRO,1,Anual,1,Abierta,"29,16","29,16",13/07/2015,11074734,1,346300,CALLE,GUABAIRO,NUM,1,,Acera,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:30:00,10:00:00,00:00:00,0,0,9,9,36,
2817,270396536,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,1102,OPAÑEL,11070157,1,549100,AVENIDA,OPORTO,NUM,28,28019,"438659,59","4470787,53",1,Puerta Calle,1,Abierto,50,,PB,,,,BAR CARUL,1,Anual,1,Abierta,"16,56","16,56",13/07/2015,11070157,1,549100,AVENIDA,OPORTO,NUM,28,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:30:00,10:00:00,00:00:00,0,0,5,6,18,
2818,130001804,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,1302,SAN DIEGO,11091227,1,665400,AVENIDA,SAN DIEGO,NUM,37,28053,"443131,57","4471080,49",1,Puerta Calle,1,Abierto,10,,PB,,,,PASTELERIA,2,Estacional,1,Abierta,"2,6",,14/07/2015,11091227,1,665400,AVENIDA,SAN DIEGO,NUM,37,,Acera,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,3,,6,
2819,280031396,6,Tetuán,http://www.wikidata.org/entity/Q1773540,604,ALMENARA,11032333,1,328800,CALLE,MATILDE LANDA,NUM,28,28029,"441201,61","4480490,54",1,Puerta Calle,1,Abierto,50,,PB,,,,LAKEDADA,1,Anual,1,Abierta,"3,15","3,15",14/07/2015,11032331,1,328800,CALLE,MATILDE LANDA,NUM,28,B,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,2,2,6,
2820,30001256,3,Retiro,http://www.wikidata.org/entity/Q2002296,304,IBIZA,11012444,1,529200,CALLE,NARVAEZ,NUM,45,28009,"442652,58","4474514,5",1,Puerta Calle,1,Abierto,20,,PB,,,,TABERNA LAS BOTAS,1,Anual,1,Abierta,"43,66","43,66",14/07/2015,11012444,1,529200,CALLE,NARVAEZ,NUM,45,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,15,15,44,
2823,270477596,3,Retiro,http://www.wikidata.org/entity/Q2002296,301,PACIFICO,11010639,1,352200,CALLE,GUTENBERG,NUM,3,28014,"442152,58","4472928,51",1,Puerta Calle,1,Abierto,20,,PB,,,,CAFETERIA YEMEN,2,Estacional,1,Abierta,"25,92",,14/07/2015,11010639,1,352200,CALLE,GUTENBERG,NUM,3,,Acera,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,0,8,0,32,
2824,30001231,3,Retiro,http://www.wikidata.org/entity/Q2002296,304,IBIZA,11012520,1,502300,AVENIDA,MENENDEZ PELAYO,NUM,19,28009,"442388,58","4474571,51",1,Puerta Calle,1,Abierto,10,,PB,,,,LA FONDA DE ALGORA,1,Anual,1,Abierta,"5,27","5,27",14/07/2015,11012520,1,502300,AVENIDA,MENENDEZ PELAYO,NUM,19,,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0,8,8,24,
2825,280020112,3,Retiro,http://www.wikidata.org/entity/Q2002296,303,ESTRELLA,11011909,1,221700,CALLE,CRUZ DEL SUR,NUM,1,28007,"443333,57","4473755,49",1,Puerta Calle,1,Abierto,10,,PB,,,,EL RINCON DE ESTRELLA,1,Anual,1,Abierta,"10,19","10,19",14/07/2015,11011909,1,221700,CALLE,CRUZ DEL SUR,NUM,1,,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0,5,5,10,
2827,270325561,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,1306,NUMANCIA,11099398,1,616187,CALLE,PUERTO DE CANENCIA,NUM,5,28038,"444070,56","4472444,48",1,Puerta Calle,1,Abierto,10,,PB,,,,MESON LA COLONIA,2,Estacional,1,Abierta,"74,25",,15/07/2015,11099398,1,616187,CALLE,PUERTO DE CANENCIA,NUM,5,,Acera,10:00:00,01:00:00,,,10:00:00,01:30:00,,,0,,10,,40,
2828,270313148,5,Chamartín,http://www.wikidata.org/entity/Q1766348,503,CIUDAD JARDIN,11023817,1,534300,CALLE,NIEREMBERG,NUM,17,28002,"443015,59","4477650,5",1,Puerta Calle,1,Abierto,30,,PB,,,,BAR EL CRUCE,1,Anual,1,Abierta,"7,92","7,92",16/07/2015,11023817,1,534300,CALLE,NIEREMBERG,NUM,17,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,4,4,16,
2829,285006877,5,Chamartín,http://www.wikidata.org/entity/Q1766348,502,PROSPERIDAD,11022772,1,172300,CALLE,CLARA DEL REY,NUM,17,28002,"442965,58","4476927,5",1,Puerta Calle,1,Abierto,30,,PB,,,,LA TASQUITA DEL PEREIRA,1,Anual,1,Abierta,30,30,16/07/2015,11022772,1,172300,CALLE,CLARA DEL REY,NUM,17,,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0,12,12,48,
2830,50002162,5,Chamartín,http://www.wikidata.org/entity/Q1766348,501,EL VISO,11020927,1,353200,PASEO,LA HABANA,NUM,25,28036,"441754,6","4478051,52",1,Puerta Calle,1,Abierto,10,,PB,,,,RODILLA,1,Anual,1,Abierta,"18,05","18,05",16/07/2015,11020927,1,353200,PASEO,LA HABANA,NUM,25,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,5,5,20,
2831,280021917,5,Chamartín,http://www.wikidata.org/entity/Q1766348,503,CIUDAD JARDIN,11023728,1,606400,CALLE,PRADILLO,NUM,30,28002,"442945,59","4477768,51",1,Puerta Calle,1,Abierto,30,,PB,,,,TATE'S,2,Estacional,1,Abierta,"17,28",,16/07/2015,31042682,1,534300,CALLE,NIEREMBERG,NUM,20,,Acera,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,12,,24,
2832,270175591,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1507,COLINA,11111979,1,78700,CALLE,ARTURO SORIA,NUM,187,28043,"444132,59","4478817,49",1,Puerta Calle,1,Abierto,80,,PB,,,,BAR CASLA,1,Anual,1,Abierta,"17,58","17,58",17/07/2015,11111979,1,78700,CALLE,ARTURO SORIA,NUM,187,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,4,4,16,
2834,285045722,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1503,QUINTANA,11108847,1,638100,PLAZA,REVERENCIA,NUM,4,28027,"445537,57","4476501,47",1,Puerta Calle,1,Abierto,20,,PB,,,,LAS BRASAS CON COCINA,2,Estacional,1,Abierta,31,,17/07/2015,11108847,1,638100,PLAZA,REVERENCIA,NUM,4,,Plaza con bandas permanentes de circulación rodada,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,8,,32,
2835,280071748,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1502,PUEBLO NUEVO,11106263,1,285400,CALLE,EZEQUIEL SOLANA,NUM,93,28017,"445524,57","4475407,47",1,Puerta Calle,1,Abierto,30,,PB,,,,BAR LOS TOROS,1,Anual,1,Abierta,"20,34","20,34",17/07/2015,11106263,1,285400,CALLE,EZEQUIEL SOLANA,NUM,93,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:30:00,10:00:00,00:00:00,0,0,4,4,8,
2836,270546095,10,Latina,http://www.wikidata.org/entity/Q794954,1004,ALUCHE,11065375,1,621850,CALLE,QUERO,NUM,87,28024,"435456,62","4471226,56",1,Puerta Calle,1,Abierto,20,,PB,,,,TABERNA ECHULA,1,Anual,1,Abierta,"98,34","49,23",17/07/2015,11065375,1,621850,CALLE,QUERO,NUM,87,,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,23,12,92,
2838,50001999,5,Chamartín,http://www.wikidata.org/entity/Q1766348,502,PROSPERIDAD,11022355,1,210200,CALLE,CORAZON DE MARIA,NUM,37,28002,"443404,58","4477342,5",1,Puerta Calle,1,Abierto,20,,PB,,,,TABERNA DEL VOLAPIE JEREZ 1872,1,Anual,1,Abierta,"47,18","47,18",20/07/2015,11022355,1,210200,CALLE,CORAZON DE MARIA,NUM,37,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,23,23,72,
2840,270542009,5,Chamartín,http://www.wikidata.org/entity/Q1766348,501,EL VISO,11020889,1,353200,PASEO,LA HABANA,NUM,7,28036,"441532,6","4477856,52",1,Puerta Calle,1,Abierto,20,,PB,,,,LA ENCINITA,1,Anual,1,Abierta,"50,92","30,4",20/07/2015,11020889,1,353200,PASEO,LA HABANA,NUM,7,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,16,10,58,
2841,270216911,5,Chamartín,http://www.wikidata.org/entity/Q1766348,502,PROSPERIDAD,11021900,1,310200,CALLE,FRANCISCO SILVELA,NUM,96,28002,"442464,59","4476664,51",1,Puerta Calle,1,Abierto,10,,PB,,,,TABERNA ARANZAZU,1,Anual,1,Abierta,"24,76","24,76",20/07/2015,11021900,1,310200,CALLE,FRANCISCO SILVELA,NUM,96,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,8,8,28,
2844,285033620,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,1902,VALDEBERNARDO,20124370,1,2478,BULEVAR,JOSE PRAT,NUM,9,28032,"447048,54","4472158,44",1,Puerta Calle,1,Abierto,10,,PB,,,,BAR-RESTAURANTE CASA MANOLO,1,Anual,1,Abierta,"52,37","36,5",21/07/2015,20124370,1,2478,BULEVAR,JOSE PRAT,NUM,9,B,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,10,10,40,B
2845,270019965,19,Vicálvaro,http://www.wikidata.org/entity/Q589403,1901,CASCO H.VICALVARO,11133068,1,78200,PASEO,ARTILLEROS,NUM,29,28032,"448350,54","4473027,42",1,Puerta Calle,1,Abierto,20,,PB,,,,CAFETERIA CALAVI I,2,Estacional,1,Abierta,"22,1",,22/07/2015,20048918,1,786760,CALLE,VILLAJIMENA,NUM,2,A,Bulevar,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,10,,25,
2847,270440534,3,Retiro,http://www.wikidata.org/entity/Q2002296,301,PACIFICO,11010856,1,499700,AVENIDA,MEDITERRANEO,NUM,12,28007,"442577,58","4473167,5",1,Puerta Calle,1,Abierto,40,,PB,,,,RESTAURANTE LA DEHESA CATELLANA II,1,Anual,1,Abierta,"37,65","31,2",22/07/2015,11010856,1,499700,AVENIDA,MEDITERRANEO,NUM,12,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,10,8,40,
2848,90001367,9,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,905,VALDEMARIN,31019727,1,763525,AVENIDA,VALDEMARIN,NUM,165,28023,"432752,66","4479931,63",1,Puerta Calle,1,Abierto,40,,PB,,,,COPA DE BALON,1,Anual,1,Abierta,"20,33","20,33",23/07/2015,31019727,1,763525,AVENIDA,VALDEMARIN,NUM,165,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,24,24,75,
2850,285038427,13,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,1301,ENTREVIAS,20084259,1,370500,CALLE,IBOR,NUM,11,28053,"443082,55","4469464,49",1,Puerta Calle,1,Abierto,10,,PB,,,,BAR PASTRANA,2,Estacional,1,Abierta,"66,78","66,78",23/07/2015,20084259,1,370500,CALLE,IBOR,NUM,11,C,Acera,10:00:00,01:00:00,10:00:00,01:00:00,10:00:00,01:00:00,10:00:00,01:00:00,0,0,12,0,48,C
2851,40002694,4,Salamanca,http://www.wikidata.org/entity/Q1773521,406,CASTELLANA,11019972,1,610450,CALLE,PRINCIPE DE VERGARA,NUM,73,28006,"442365,58","4476255,51",1,Puerta Calle,1,Abierto,10,,PB,,,,BENDITA LOCURA,1,Anual,1,Abierta,"24,75","11,63",23/07/2015,11019972,1,610450,CALLE,PRINCIPE DE VERGARA,NUM,73,,Acera,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,0,0,7,3,21,
2852,285045150,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1502,PUEBLO NUEVO,11107332,1,448100,CALLE,LUIS RUIZ,NUM,75,28017,"446109,56","4475487,46",1,Puerta Calle,1,Abierto,130,,PB,,,,GUSTITO,1,Anual,1,Abierta,"16,77","16,77",23/07/2015,11107332,1,448100,CALLE,LUIS RUIZ,NUM,75,,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,8,8,21,
2854,270409877,10,Latina,http://www.wikidata.org/entity/Q794954,1007,LAS AGUILAS,20165488,1,22250,CALLE,ALDEANUEVA DE LA VERA,NUM,10,28044,"434022,62","4470278,58",1,Puerta Calle,1,Abierto,20,,PB,,,,CAFE SAN MIGUEL CERVECERIA,1,Anual,1,Abierta,"11,16","11,16",24/07/2015,31032960,1,22250,CALLE,ALDEANUEVA DE LA VERA,NUM,10,B,Superficie en parcela privada,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,0,0,4,4,12,
2855,270147025,11,Carabanchel,http://www.wikidata.org/entity/Q1001991,1102,OPAÑEL,11070112,1,549100,AVENIDA,OPORTO,NUM,20,28019,"438758,59","4470779,53",1,Puerta Calle,1,Abierto,30,,PB,,,,BAR MAJEAN,2,Estacional,1,Abierta,"14,22",,24/07/2015,11070112,1,549100,AVENIDA,OPORTO,NUM,20,,Acera,10:00:00,23:00:00,,,10:00:00,23:30:00,,,0,,5,,20,
2856,270269272,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,804,EL PILAR,11046459,1,601800,CALLE,PONFERRADA,NUM,23,28029,"439613,62","4480733,56",1,Puerta Calle,1,Abierto,40,,PB,,,,BAR CAFETERIA,1,Anual,1,Abierta,47,"34,5",27/07/2015,11046459,1,601800,CALLE,PONFERRADA,NUM,23,,Plaza peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,12,9,48,
2857,280047649,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,806,VALVERDE,11047611,1,381600,PLAZA,ISLA DE LANZAROTE,NUM,4,28034,"441798,62","4482593,54",1,Puerta Calle,1,Abierto,10,,PB,,,,CAFETERIA BET MAR,2,Estacional,1,Abierta,"26,25",,27/07/2015,31044888,1,540200,CALLE,NUESTRA SEÑORA DE VALVERDE,NUM,11,,Acera,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,6,,24,
2858,280048502,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,806,VALVERDE,31003082,1,2837,CALLE,PADORNELO,NUM,6,28050,"443524,62","4484228,52",1,Puerta Calle,1,Abierto,10,,PB,,,,CAFE BAR,1,Anual,1,Abierta,"16,7","16,7",27/07/2015,31003254,1,2795,CALLE,PALAS DE REY,NUM,26,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,6,6,24,
2859,270130369,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,804,EL PILAR,11046612,1,514425,AVENIDA,MONFORTE DE LEMOS,NUM,119,28029,"439895,62","4481069,55",1,Puerta Calle,1,Abierto,30,,PB,,,,TELEPIZZA,1,Anual,1,Abierta,"19,82","19,82",27/07/2015,11046612,1,514425,AVENIDA,MONFORTE DE LEMOS,NUM,119,,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0,18,4,72,
2860,280048690,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,808,EL GOLOSO,31019185,1,31000136,AVENIDA,MONASTERIO DE EL ESCORIAL,NUM,91,28049,"441243,64","4484580,55",1,Puerta Calle,1,Abierto,10,,PB,,,,CAFETERIA MONTECARLO,1,Anual,1,Abierta,"20,3","20,3",27/07/2015,31019185,1,31000136,AVENIDA,MONASTERIO DE EL ESCORIAL,NUM,91,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,6,6,24,
2861,280047215,8,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,803,PEÑA GRANDE,11046035,1,418400,CALLE,JUAN SANCHEZ,NUM,26,28035,"439045,63","4480684,56",1,Puerta Calle,1,Abierto,10,,PB,,,,LAKAFE,1,Anual,1,Abierta,"64,02","64,02",27/07/2015,11046035,1,418400,CALLE,JUAN SANCHEZ,NUM,26,,Superficie en parcela privada,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,02:30:00,09:00:00,02:30:00,0,0,8,8,32,
2862,270520904,15,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,1502,PUEBLO NUEVO,11105679,1,88906495,CALLE,ALCALA,NUM,346,28027,"445283,57","4476172,47",1,Puerta Calle,1,Abierto,10,,PB,,,,CAFETERIA,2,Estacional,1,Abierta,"7,04",,28/07/2015,11105679,1,88906495,CALLE,ALCALA,NUM,346,,Acera,10:00:00,01:00:00,,,10:00:00,02:30:00,,,0,,4,,12,
2863,270083999,4,Salamanca,http://www.wikidata.org/entity/Q1773521,406,CASTELLANA,11020049,1,773000,CALLE,VELAZQUEZ,NUM,126,28006,"442074,59","4476480,51",1,Puerta Calle,1,Abierto,30,,PB,,,,EL HORNO,2,Estacional,1,Abierta,"22,44",,28/07/2015,11020049,1,773000,CALLE,VELAZQUEZ,NUM,126,,Acera,10:00:00,00:00:00,,,10:00:00,00:00:00,,,0,,14,,28,
2867,270525860,3,Retiro,http://www.wikidata.org/entity/Q2002296,304,IBIZA,11012375,1,502300,AVENIDA,MENENDEZ PELAYO,NUM,61,28009,"442512,58","4474106,51",1,Puerta Calle,1,Abierto,20,,PB,,,,EL RINCON DE PELAYO,1,Anual,1,Abierta,"26,5","26,5",28/07/2015,11012375,1,502300,AVENIDA,MENENDEZ PELAYO,NUM,61,,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0,10,10,33,
