cuenca_hidrografica,embalse_nombre,mes,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,5,11.0,32.0,23.25,21.5,17.8,22.0,11.0,16.0,33.0,20.75
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,6,10.5,30.5,22.75,20.0,16.0,20.5,10.0,15.0,30.8,21.6
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,7,10.0,29.2,22.0,25.5,14.0,18.75,10.0,14.0,28.75,22.25
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,8,10.0,28.0,22.0,17.25,12.0,17.4,10.0,13.5,27.5,19.8
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,9,10.0,27.5,22.8,17.0,10.5,12.75,10.25,19.25,24.4,18.0
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,10,45.8,27.6,23.0,16.5,10.0,11.6,10.2,23.8,21.75,17.0
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,11,42.0,26.5,22.0,17.75,9.6,10.25,10.5,21.5,19.0,14.8
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,12,40.0,25.0,22.0,17.2,14.0,9.5,12.0,21.2,16.2,13.0
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,1,251.2,256.0,251.5,219.75,172.5,126.8,97.8,266.75,204.25,185.75
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,2,249.0,262.75,256.75,223.75,170.5,129.75,98.75,269.25,210.75,195.0
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,3,244.25,274.25,270.0,229.8,172.8,137.75,142.75,267.75,211.2,186.4
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,4,241.25,278.0,273.4,234.0,170.75,140.75,186.5,262.0,216.0,179.0
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,5,236.6,279.0,268.75,229.75,168.4,138.2,203.2,255.5,219.0,176.25
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,6,227.25,279.0,263.0,218.8,163.25,129.5,206.5,244.75,210.8,166.6
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,7,214.2,279.0,249.4,206.5,152.5,119.25,204.0,231.6,198.25,155.25
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,8,202.0,275.25,237.5,195.5,139.8,108.6,198.25,222.0,188.75,143.6
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,9,192.0,268.75,224.8,184.6,128.75,99.0,194.25,216.5,178.6,138.75
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,10,211.4,263.2,217.75,178.75,121.75,92.6,213.0,210.4,170.75,133.75
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,11,242.0,256.75,214.75,178.0,116.6,91.0,253.0,203.25,171.75,127.4
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,12,251.75,252.0,219.6,175.8,123.0,95.25,262.25,202.2,176.4,122.0
Cuenca Mediterránea Andaluza,Guadarranque,1,72.0,62.0,64.5,74.75,36.75,58.2,42.8,69.75,41.75,29.0
Cuenca Mediterránea Andaluza,Guadarranque,2,71.0,69.75,73.0,77.25,35.25,62.25,42.75,70.75,44.0,32.75
Cuenca Mediterránea Andaluza,Guadarranque,3,71.0,82.75,78.5,79.4,35.8,66.25,72.0,68.5,43.0,47.4
Cuenca Mediterránea Andaluza,Guadarranque,4,70.0,88.2,79.2,81.75,34.75,65.25,87.5,65.8,44.0,50.25
Cuenca Mediterránea Andaluza,Guadarranque,5,66.0,87.0,79.5,78.5,36.2,67.4,86.6,63.25,43.5,50.0
Cuenca Mediterránea Andaluza,Guadarranque,6,60.5,83.5,77.75,73.2,36.0,63.5,82.5,58.25,39.8,47.8
Cuenca Mediterránea Andaluza,Guadarranque,7,54.2,78.8,76.6,66.5,33.25,58.0,77.2,52.6,35.25,42.75
Cuenca Mediterránea Andaluza,Guadarranque,8,50.5,76.25,75.0,59.0,29.6,53.8,72.5,49.75,32.0,40.2
Cuenca Mediterránea Andaluza,Guadarranque,9,48.25,72.25,73.0,51.6,27.25,50.75,70.25,47.5,30.0,37.25
Cuenca Mediterránea Andaluza,Guadarranque,10,44.6,67.4,71.75,45.75,25.25,45.2,67.8,44.6,27.5,33.5
Cuenca Mediterránea Andaluza,Guadarranque,11,54.5,64.75,71.0,44.0,26.0,41.75,68.0,41.0,25.75,29.8
Cuenca Mediterránea Andaluza,Guadarranque,12,58.5,63.4,75.0,40.2,55.0,41.5,70.0,41.0,24.0,28.5
Cuenca Mediterránea Andaluza,Limonero,1,12.0,13.0,10.0,8.0,7.0,8.0,10.0,13.25,10.5,12.75
Cuenca Mediterránea Andaluza,Limonero,2,12.0,12.75,10.0,8.0,7.0,9.25,10.0,13.0,12.0,13.0
Cuenca Mediterránea Andaluza,Limonero,3,12.0,14.0,10.0,8.0,7.0,12.0,12.75,13.0,12.0,13.0
Cuenca Mediterránea Andaluza,Limonero,4,12.0,16.8,10.0,8.0,7.0,12.0,15.0,13.0,14.0,12.75
Cuenca Mediterránea Andaluza,Limonero,5,12.0,16.75,10.0,6.0,6.0,12.0,15.6,12.5,14.0,12.5
Cuenca Mediterránea Andaluza,Limonero,6,11.0,15.75,9.5,8.0,6.0,12.0,15.0,12.0,13.8,12.0
Cuenca Mediterránea Andaluza,Limonero,7,11.0,14.8,8.6,8.0,6.0,11.25,15.0,11.4,14.0,12.0
Cuenca Mediterránea Andaluza,Limonero,8,10.25,13.5,8.0,7.25,6.0,11.0,14.0,11.0,13.5,11.6
Cuenca Mediterránea Andaluza,Limonero,9,10.0,12.5,8.0,7.0,6.0,11.0,14.0,11.0,13.0,11.0
Cuenca Mediterránea Andaluza,Limonero,10,10.2,11.4,7.0,7.0,6.0,11.0,13.8,11.0,12.75,11.0
Cuenca Mediterránea Andaluza,Limonero,11,13.5,10.75,7.0,7.0,5.6,10.0,13.25,10.25,12.0,11.0
Cuenca Mediterránea Andaluza,Limonero,12,14.0,10.0,8.0,7.0,7.5,10.0,14.0,10.0,12.0,10.25
Cuenca Mediterránea Andaluza,Rules,1,87.0,97.25,71.25,78.0,66.75,59.8,46.0,98.25,95.25,77.75
Cuenca Mediterránea Andaluza,Rules,2,88.0,98.75,72.5,80.0,67.25,61.75,43.75,99.25,97.0,81.25
Cuenca Mediterránea Andaluza,Rules,3,88.0,102.0,78.25,82.4,69.0,68.0,60.75,100.25,95.4,84.6
Cuenca Mediterránea Andaluza,Rules,4,88.0,101.2,82.2,86.75,69.0,75.5,76.25,102.0,95.75,89.0
Cuenca Mediterránea Andaluza,Rules,5,88.2,101.75,91.5,92.0,73.0,80.8,89.8,107.25,98.25,95.25
Cuenca Mediterránea Andaluza,Rules,6,88.25,102.75,95.75,92.4,77.75,79.5,97.5,108.75,96.8,99.8
Cuenca Mediterránea Andaluza,Rules,7,84.2,103.4,93.8,89.0,74.5,74.5,105.8,105.0,92.5,96.75
Cuenca Mediterránea Andaluza,Rules,8,79.0,98.0,88.75,83.25,69.8,68.4,103.25,100.5,87.75,90.6
Cuenca Mediterránea Andaluza,Rules,9,73.25,91.25,84.0,77.4,64.75,62.25,101.0,95.75,81.4,81.25
Cuenca Mediterránea Andaluza,Rules,10,67.6,85.0,80.0,72.0,60.5,55.4,100.8,91.0,75.75,75.0
Cuenca Mediterránea Andaluza,Rules,11,89.25,78.5,77.75,70.75,56.6,50.75,100.25,87.25,71.75,69.2
Cuenca Mediterránea Andaluza,Rules,12,97.25,72.6,77.8,67.8,57.25,47.5,100.0,89.0,73.2,65.25
Cuenca Mediterránea Andaluza,"Viñuela, La",1,147.2,151.25,134.75,112.75,84.0,60.6,36.2,75.75,50.25,49.0
Cuenca Mediterránea Andaluza,"Viñuela, La",2,145.25,150.75,136.75,113.0,82.25,62.5,35.75,76.0,55.0,52.75
Cuenca Mediterránea Andaluza,"Viñuela, La",3,143.5,151.0,138.75,112.8,80.0,66.0,57.5,75.75,54.4,54.0
Cuenca Mediterránea Andaluza,"Viñuela, La",4,141.5,154.8,137.6,113.0,77.5,65.75,70.0,75.0,64.75,53.0
Cuenca Mediterránea Andaluza,"Viñuela, La",5,139.4,158.0,135.0,110.5,76.2,63.6,74.4,74.0,67.0,53.5
Cuenca Mediterránea Andaluza,"Viñuela, La",6,135.5,157.25,131.5,106.8,73.5,59.75,73.0,70.5,64.8,51.6
Cuenca Mediterránea Andaluza,"Viñuela, La",7,130.2,153.0,126.6,101.5,69.5,55.5,69.0,66.0,60.5,47.5
Cuenca Mediterránea Andaluza,"Viñuela, La",8,124.25,148.25,121.0,96.25,64.2,50.2,64.5,60.25,55.75,42.2
Cuenca Mediterránea Andaluza,"Viñuela, La",9,119.5,145.0,115.6,91.6,59.75,45.5,60.75,56.0,51.0,37.5
Cuenca Mediterránea Andaluza,"Viñuela, La",10,118.0,142.2,112.5,88.5,55.75,41.2,59.2,52.4,46.5,34.0
Cuenca Mediterránea Andaluza,"Viñuela, La",11,139.75,138.25,110.0,87.75,54.2,38.5,66.0,49.75,44.25,31.0
Cuenca Mediterránea Andaluza,"Viñuela, La",12,150.5,135.4,113.6,86.0,59.75,37.25,75.0,48.8,44.4,28.25
Cuencas Internas de Cataluña,Boadella,1,52.4,27.0,46.0,48.0,38.0,28.4,22.0,54.5,31.75,48.0
Cuencas Internas de Cataluña,Boadella,2,50.75,27.0,46.0,48.5,37.75,38.0,22.75,54.0,53.0,48.0
Cuencas Internas de Cataluña,Boadella,3,50.0,49.75,46.0,51.8,38.2,47.5,24.25,54.0,52.2,51.2
Cuencas Internas de Cataluña,Boadella,4,50.0,58.4,48.4,58.75,39.25,50.5,30.0,52.8,54.75,50.75
Cuencas Internas de Cataluña,Boadella,5,49.8,59.0,48.5,58.0,41.6,50.8,37.8,53.0,57.75,51.0
Cuencas Internas de Cataluña,Boadella,6,47.25,59.0,44.0,52.4,44.75,46.75,43.5,51.75,57.8,48.6
Cuencas Internas de Cataluña,Boadella,7,37.4,52.2,35.2,43.5,38.5,39.0,38.4,42.0,54.0,38.75
Cuencas Internas de Cataluña,Boadella,8,26.75,42.25,31.25,38.0,30.4,29.8,29.25,32.25,45.25,29.2
Cuencas Internas de Cataluña,Boadella,9,22.0,38.25,29.4,34.0,25.5,24.5,25.25,26.0,40.4,25.0
Cuencas Internas de Cataluña,Boadella,10,21.2,37.8,31.75,33.75,22.5,23.6,27.0,25.0,40.25,24.0
Cuencas Internas de Cataluña,Boadella,11,26.75,39.0,31.25,37.25,23.6,23.0,41.25,26.0,40.5,23.8
Cuencas Internas de Cataluña,Boadella,12,27.0,45.4,45.4,38.0,25.5,22.0,56.75,28.2,46.0,25.5
Cuencas Internas de Cataluña,La Baells,1,101.6,61.0,73.75,103.0,85.0,80.0,53.0,101.5,106.25,95.5
Cuencas Internas de Cataluña,La Baells,2,97.0,59.75,72.0,101.25,78.25,90.5,55.25,102.0,106.25,94.5
Cuencas Internas de Cataluña,La Baells,3,93.0,69.75,73.5,99.0,74.0,106.75,77.75,101.25,105.2,99.4
Cuencas Internas de Cataluña,La Baells,4,98.5,81.2,84.2,99.75,80.0,107.5,100.0,98.6,105.25,97.75
Cuencas Internas de Cataluña,La Baells,5,105.8,108.75,98.25,98.75,97.4,106.2,107.8,103.5,104.75,103.25
Cuencas Internas de Cataluña,La Baells,6,105.0,108.5,97.5,91.4,101.5,99.25,107.0,98.5,102.8,104.4
Cuencas Internas de Cataluña,La Baells,7,99.0,106.8,96.4,83.75,92.5,92.25,105.2,92.2,98.0,99.5
Cuencas Internas de Cataluña,La Baells,8,88.0,100.5,92.5,78.75,83.6,82.2,102.0,85.75,94.5,88.0
Cuencas Internas de Cataluña,La Baells,9,77.0,95.5,92.4,74.2,75.5,72.75,99.25,79.0,95.4,80.75
Cuencas Internas de Cataluña,La Baells,10,68.0,89.0,98.75,71.75,67.75,65.0,98.8,73.8,94.5,81.0
Cuencas Internas de Cataluña,La Baells,11,66.75,83.0,97.25,85.5,70.0,59.75,102.25,78.5,96.0,74.2
Cuencas Internas de Cataluña,La Baells,12,64.5,78.0,102.8,91.0,82.75,56.25,101.0,88.2,97.4,68.5
Cuencas Internas de Cataluña,La Llosa del Cavall,1,66.0,49.0,67.25,78.0,60.75,54.0,28.0,78.25,66.75,70.5
Cuencas Internas de Cataluña,La Llosa del Cavall,2,64.0,46.75,65.25,76.75,58.25,57.5,28.75,78.5,77.25,69.0
Cuencas Internas de Cataluña,La Llosa del Cavall,3,62.25,49.0,63.5,75.2,56.2,61.75,38.25,79.0,79.2,67.4
Cuencas Internas de Cataluña,La Llosa del Cavall,4,64.0,55.6,64.2,73.5,57.75,68.75,49.5,78.8,80.0,66.5
Cuencas Internas de Cataluña,La Llosa del Cavall,5,69.6,71.5,68.5,72.5,64.2,72.2,68.8,78.5,80.0,68.5
Cuencas Internas de Cataluña,La Llosa del Cavall,6,74.75,80.0,69.0,69.8,68.5,72.5,80.0,78.0,79.2,69.0
Cuencas Internas de Cataluña,La Llosa del Cavall,7,72.8,80.0,69.6,66.25,65.5,68.5,79.2,74.6,79.0,69.75
Cuencas Internas de Cataluña,La Llosa del Cavall,8,67.5,79.0,68.75,62.0,60.4,60.0,79.5,65.0,78.25,65.0
Cuencas Internas de Cataluña,La Llosa del Cavall,9,61.75,78.0,68.0,59.6,55.0,51.0,79.25,55.5,75.2,59.75
Cuencas Internas de Cataluña,La Llosa del Cavall,10,55.0,76.0,68.75,57.0,47.75,43.2,79.6,49.4,73.0,57.25
Cuencas Internas de Cataluña,La Llosa del Cavall,11,53.75,73.0,69.75,60.0,46.0,36.5,79.5,50.0,72.0,52.2
Cuencas Internas de Cataluña,La Llosa del Cavall,12,52.0,70.2,79.0,62.0,52.75,30.5,78.0,54.4,72.6,48.0
Cuencas Internas de Cataluña,Riudecanyes,1,2.0,3.0,4.0,3.0,1.5,2.0,1.0,4.75,2.25,1.0
Cuencas Internas de Cataluña,Riudecanyes,2,2.0,3.0,4.0,2.75,1.0,2.0,1.0,4.5,5.0,1.0
Cuencas Internas de Cataluña,Riudecanyes,3,1.75,4.5,4.0,2.2,1.2,2.5,1.0,5.0,5.0,1.0
Cuencas Internas de Cataluña,Riudecanyes,4,2.75,5.0,4.8,4.0,2.0,3.0,1.0,5.0,5.0,1.0
Cuencas Internas de Cataluña,Riudecanyes,5,4.0,5.0,5.0,3.25,2.0,3.0,2.0,4.5,5.0,1.25
Cuencas Internas de Cataluña,Riudecanyes,6,2.75,5.0,5.0,3.4,2.25,2.5,2.0,3.75,5.0,1.8
Cuencas Internas de Cataluña,Riudecanyes,7,2.6,4.4,3.8,2.5,2.5,2.0,2.0,2.2,4.5,2.75
Cuencas Internas de Cataluña,Riudecanyes,8,2.0,2.5,2.5,3.5,3.0,2.2,2.0,2.0,2.75,2.0
Cuencas Internas de Cataluña,Riudecanyes,9,1.25,3.0,2.0,1.2,2.25,2.0,1.5,1.0,1.8,1.5
Cuencas Internas de Cataluña,Riudecanyes,10,1.6,2.0,1.75,1.75,1.0,1.0,1.4,1.0,2.0,1.0
Cuencas Internas de Cataluña,Riudecanyes,11,3.0,2.0,1.0,2.0,1.0,1.0,3.5,1.5,1.0,1.0
Cuencas Internas de Cataluña,Riudecanyes,12,3.0,3.8,2.8,2.0,1.0,1.0,4.5,1.6,1.0,1.0
Cuencas Internas de Cataluña,Sant Pons,1,24.0,22.5,21.0,23.5,22.25,22.0,22.0,23.75,22.0,22.0
Cuencas Internas de Cataluña,Sant Pons,2,23.5,23.0,20.5,23.0,21.25,23.0,22.0,24.0,22.0,21.5
Cuencas Internas de Cataluña,Sant Pons,3,22.75,23.0,22.5,23.6,20.6,23.25,23.75,23.75,22.6,21.8
Cuencas Internas de Cataluña,Sant Pons,4,22.75,23.2,23.4,23.75,20.75,22.25,24.0,23.0,22.5,21.25
Cuencas Internas de Cataluña,Sant Pons,5,22.0,24.0,23.0,23.0,21.6,22.2,23.6,23.75,22.75,21.0
Cuencas Internas de Cataluña,Sant Pons,6,22.0,24.0,22.25,21.8,21.5,22.0,23.0,23.25,22.6,21.8
Cuencas Internas de Cataluña,Sant Pons,7,22.0,24.0,22.0,21.5,22.0,22.0,24.0,22.4,23.0,22.0
Cuencas Internas de Cataluña,Sant Pons,8,20.75,24.0,22.0,22.0,22.0,22.0,24.0,22.25,23.0,22.0
Cuencas Internas de Cataluña,Sant Pons,9,20.5,23.25,23.4,22.8,22.0,22.0,23.25,22.0,22.0,22.0
Cuencas Internas de Cataluña,Sant Pons,10,22.0,22.2,23.5,22.25,22.0,22.0,22.2,22.2,22.0,21.25
Cuencas Internas de Cataluña,Sant Pons,11,21.25,20.75,23.25,23.25,22.2,22.0,24.0,21.75,22.75,21.2
Cuencas Internas de Cataluña,Sant Pons,12,22.0,20.6,24.0,23.0,23.0,22.0,24.0,21.4,22.0,21.5
Cuencas Internas de Cataluña,Sau,1,151.0,69.5,113.25,146.0,122.25,83.0,66.8,137.25,117.25,131.5
Cuencas Internas de Cataluña,Sau,2,142.5,67.0,115.5,139.25,99.25,90.0,79.5,142.0,148.5,131.5
Cuencas Internas de Cataluña,Sau,3,122.5,103.0,121.0,137.6,82.8,98.0,111.25,130.25,146.6,142.0
Cuencas Internas de Cataluña,Sau,4,118.5,135.0,125.8,148.25,87.75,119.5,117.75,107.2,150.5,139.75
Cuencas Internas de Cataluña,Sau,5,122.4,142.5,124.75,148.25,111.4,139.4,131.8,111.25,149.0,145.75
Cuencas Internas de Cataluña,Sau,6,135.25,151.0,126.0,139.6,118.5,132.5,150.75,114.75,148.6,147.0
Cuencas Internas de Cataluña,Sau,7,130.2,144.8,128.4,120.0,111.0,111.75,150.0,103.4,146.0,132.75
Cuencas Internas de Cataluña,Sau,8,110.0,141.5,120.5,105.75,97.0,106.2,142.5,105.25,143.75,117.2
Cuencas Internas de Cataluña,Sau,9,94.0,143.25,130.0,96.4,86.75,94.25,144.25,96.0,134.2,90.5
Cuencas Internas de Cataluña,Sau,10,84.2,121.6,128.75,109.5,80.75,86.8,137.4,86.6,115.75,82.5
Cuencas Internas de Cataluña,Sau,11,83.5,106.5,126.25,130.5,84.8,76.25,141.5,98.0,113.5,85.2
Cuencas Internas de Cataluña,Sau,12,81.0,118.6,149.0,123.0,92.0,64.5,128.5,110.4,123.8,83.5
Cuencas Internas de Cataluña,Susqueda,1,207.8,133.75,209.0,214.5,164.25,132.8,108.8,208.0,186.0,211.25
Cuencas Internas de Cataluña,Susqueda,2,200.75,125.5,201.25,222.0,170.0,156.75,102.75,194.5,222.5,211.0
Cuencas Internas de Cataluña,Susqueda,3,209.0,123.0,192.25,221.0,175.4,184.0,104.75,195.0,217.8,211.2
Cuencas Internas de Cataluña,Susqueda,4,215.5,127.2,195.2,226.0,166.0,209.25,141.25,205.4,225.5,212.75
Cuencas Internas de Cataluña,Susqueda,5,215.6,201.5,210.25,219.25,155.2,202.0,215.0,206.75,221.5,218.75
Cuencas Internas de Cataluña,Susqueda,6,199.0,226.5,205.0,212.0,172.25,194.25,220.75,201.0,220.8,218.8
Cuencas Internas de Cataluña,Susqueda,7,165.6,223.4,195.6,202.5,168.0,186.0,211.0,182.0,221.0,215.25
Cuencas Internas de Cataluña,Susqueda,8,147.5,226.75,205.75,197.5,157.6,156.0,207.0,145.25,217.0,199.6
Cuencas Internas de Cataluña,Susqueda,9,137.0,221.25,221.0,195.0,146.0,140.5,218.5,127.75,209.2,204.5
Cuencas Internas de Cataluña,Susqueda,10,132.4,217.6,224.5,171.25,126.0,129.4,217.4,122.6,221.25,199.0
Cuencas Internas de Cataluña,Susqueda,11,136.0,224.0,210.25,165.75,114.2,123.5,225.25,118.75,222.0,180.2
Cuencas Internas de Cataluña,Susqueda,12,133.75,218.2,228.4,180.0,120.0,120.0,214.75,117.8,218.6,174.75
Cuencas Internas del País Vasco,Ibai-Eder,1,11.0,9.75,9.5,10.0,6.0,7.8,10.6,7.75,10.0,10.25
Cuencas Internas del País Vasco,Ibai-Eder,2,10.0,10.25,10.5,10.75,7.75,10.75,10.75,10.0,9.75,10.5
Cuencas Internas del País Vasco,Ibai-Eder,3,10.25,10.5,10.5,10.2,10.6,10.5,11.0,10.0,10.0,11.0
Cuencas Internas del País Vasco,Ibai-Eder,4,10.5,10.4,9.4,10.0,11.0,10.0,10.5,10.0,10.0,11.0
Cuencas Internas del País Vasco,Ibai-Eder,5,10.4,10.75,10.0,10.0,10.2,9.6,10.0,10.0,10.0,10.25
Cuencas Internas del País Vasco,Ibai-Eder,6,10.5,10.75,9.5,10.0,9.5,8.75,10.0,10.0,9.8,10.0
Cuencas Internas del País Vasco,Ibai-Eder,7,9.4,10.0,9.0,9.0,8.5,8.0,9.8,9.0,9.0,9.5
Cuencas Internas del País Vasco,Ibai-Eder,8,8.25,9.0,8.25,8.75,7.4,7.2,9.0,8.5,8.0,8.8
Cuencas Internas del País Vasco,Ibai-Eder,9,7.0,8.0,7.4,7.6,6.5,6.5,8.25,7.75,7.2,8.0
Cuencas Internas del País Vasco,Ibai-Eder,10,6.2,7.2,6.75,7.0,5.75,5.8,7.4,7.0,7.75,7.5
Cuencas Internas del País Vasco,Ibai-Eder,11,7.0,7.5,6.0,6.0,5.2,5.75,7.75,8.75,8.0,7.6
Cuencas Internas del País Vasco,Ibai-Eder,12,10.5,9.4,8.0,6.6,6.0,8.5,7.75,10.2,9.4,11.0
Cuencas Internas del País Vasco,Urkulu,1,7.8,8.75,9.25,8.0,6.75,7.0,8.8,7.5,9.0,9.5
Cuencas Internas del País Vasco,Urkulu,2,8.75,10.0,10.0,9.75,7.25,8.0,10.0,9.75,9.0,10.0
Cuencas Internas del País Vasco,Urkulu,3,9.0,10.0,10.0,10.0,9.4,8.25,10.0,9.0,9.2,10.0
Cuencas Internas del País Vasco,Urkulu,4,9.5,10.0,10.0,10.0,10.0,8.0,10.0,9.0,9.0,9.0
Cuencas Internas del País Vasco,Urkulu,5,10.0,10.0,9.0,10.0,9.2,8.0,9.8,9.0,9.0,9.0
Cuencas Internas del País Vasco,Urkulu,6,9.75,10.0,9.0,9.0,9.0,7.5,9.0,9.0,9.0,8.8
Cuencas Internas del País Vasco,Urkulu,7,9.0,9.8,8.8,9.0,8.0,7.0,9.0,8.2,8.75,8.0
Cuencas Internas del País Vasco,Urkulu,8,8.25,9.0,8.0,8.75,8.0,6.8,8.5,7.75,8.0,8.0
Cuencas Internas del País Vasco,Urkulu,9,8.0,8.5,7.4,7.8,7.0,6.0,8.0,7.25,7.6,7.0
Cuencas Internas del País Vasco,Urkulu,10,7.0,7.6,7.0,7.0,7.0,5.6,7.2,7.0,8.0,7.0
Cuencas Internas del País Vasco,Urkulu,11,7.0,7.75,6.75,6.5,6.2,6.0,7.75,8.0,8.0,7.0
Cuencas Internas del País Vasco,Urkulu,12,7.75,9.0,7.4,7.0,6.75,6.5,8.0,9.6,8.6,9.75
Duero,"Agavanzal, Nª Sª de",1,28.6,29.0,27.75,28.25,27.25,27.4,28.0,28.25,27.75,27.5
Duero,"Agavanzal, Nª Sª de",2,27.75,27.25,28.25,28.5,28.5,27.5,27.25,27.5,27.75,27.25
Duero,"Agavanzal, Nª Sª de",3,27.5,27.5,28.5,28.0,28.2,28.0,27.0,27.75,26.6,27.4
Duero,"Agavanzal, Nª Sª de",4,28.0,28.6,31.2,31.25,30.5,28.25,28.0,27.8,26.5,28.0
Duero,"Agavanzal, Nª Sª de",5,31.8,29.75,33.0,32.25,31.8,28.8,30.8,31.75,32.75,30.0
Duero,"Agavanzal, Nª Sª de",6,33.0,33.75,34.5,31.4,34.5,31.25,34.0,30.5,32.4,32.4
Duero,"Agavanzal, Nª Sª de",7,33.8,33.8,33.2,29.75,33.0,30.5,34.6,31.6,32.0,32.25
Duero,"Agavanzal, Nª Sª de",8,33.0,34.0,33.25,33.25,34.2,31.6,34.25,31.75,33.5,28.4
Duero,"Agavanzal, Nª Sª de",9,33.75,34.25,32.8,33.6,32.75,31.0,33.5,32.25,32.2,33.5
Duero,"Agavanzal, Nª Sª de",10,28.4,34.2,32.5,31.25,30.75,29.0,34.2,29.0,25.0,32.5
Duero,"Agavanzal, Nª Sª de",11,27.0,29.5,29.75,28.25,27.0,28.75,30.0,23.75,22.0,29.8
Duero,"Agavanzal, Nª Sª de",12,27.0,28.0,28.4,27.4,27.5,27.5,27.75,25.0,28.2,26.5
Duero,Aguilar,1,49.4,50.25,179.25,155.25,137.25,125.0,27.4,137.75,188.5,182.75
Duero,Aguilar,2,53.5,86.5,201.75,186.5,156.5,128.5,40.0,144.75,198.0,193.0
Duero,Aguilar,3,59.75,129.0,204.0,210.4,184.6,131.75,89.75,153.0,209.2,201.8
Duero,Aguilar,4,59.75,190.6,227.8,225.5,225.25,123.25,155.75,158.2,224.25,199.25
Duero,Aguilar,5,69.8,220.5,228.5,236.0,238.4,101.0,184.4,152.25,238.5,189.0
Duero,Aguilar,6,73.25,229.25,213.5,215.6,232.25,85.0,189.5,132.25,235.2,169.6
Duero,Aguilar,7,51.2,216.8,190.2,180.5,217.5,53.5,189.6,98.8,211.25,147.25
Duero,Aguilar,8,30.25,181.75,160.0,148.5,188.4,31.0,167.25,71.5,177.0,111.0
Duero,Aguilar,9,23.5,149.0,124.2,119.8,152.25,25.5,140.5,51.0,147.2,79.0
Duero,Aguilar,10,23.6,135.6,109.75,114.75,138.75,23.2,127.8,43.6,142.5,70.75
Duero,Aguilar,11,27.25,140.75,117.25,122.5,134.6,18.75,128.5,49.75,164.0,69.0
Duero,Aguilar,12,32.75,142.4,135.8,120.8,131.0,17.25,138.0,114.0,172.0,73.5
Duero,Aldeadávila,1,109.2,108.25,107.5,109.5,110.0,106.2,105.0,110.5,105.75,104.0
Duero,Aldeadávila,2,111.0,109.5,108.25,109.0,110.25,109.75,106.75,109.0,109.75,106.75
Duero,Aldeadávila,3,110.25,109.75,109.75,109.0,109.2,110.75,110.25,107.5,108.6,107.2
Duero,Aldeadávila,4,109.5,110.2,109.8,111.25,112.0,105.5,109.0,102.0,109.5,99.25
Duero,Aldeadávila,5,110.4,109.75,106.5,110.75,108.8,109.4,110.4,97.75,110.25,104.75
Duero,Aldeadávila,6,108.75,110.0,111.5,111.6,109.5,107.0,110.75,104.5,101.0,98.6
Duero,Aldeadávila,7,110.4,87.4,109.6,109.0,111.0,106.25,109.6,112.6,104.75,101.25
Duero,Aldeadávila,8,110.0,84.75,109.75,109.25,109.0,106.4,103.0,108.25,106.5,109.8
Duero,Aldeadávila,9,110.0,84.75,110.2,109.6,111.0,102.25,106.0,111.5,99.4,100.75
Duero,Aldeadávila,10,110.4,91.6,109.75,108.0,110.5,101.0,106.0,106.0,104.75,101.0
Duero,Aldeadávila,11,109.5,109.5,111.75,111.0,110.2,106.0,106.75,109.0,106.5,106.4
Duero,Aldeadávila,12,108.0,107.6,111.2,110.4,110.75,108.5,112.0,109.0,105.8,103.5
Duero,Almendra,1,1731.2,868.25,2140.25,2312.75,2046.5,1495.2,955.4,1043.5,1441.0,1626.25
Duero,Almendra,2,1586.5,1103.75,2444.5,2352.75,2324.5,1366.75,893.5,1056.5,1550.75,1821.75
Duero,Almendra,3,1538.25,1310.5,2526.75,2437.8,2469.8,1295.5,1036.25,1081.75,1679.8,2031.2
Duero,Almendra,4,1485.0,1987.6,2504.2,2496.0,2518.75,1185.25,1473.25,1099.6,1937.5,2072.0
Duero,Almendra,5,1512.6,2356.25,2445.75,2518.5,2535.4,1114.6,1720.0,1110.75,2175.5,2092.25
Duero,Almendra,6,1446.5,2477.5,2442.5,2404.0,2531.25,1041.75,1790.0,1112.0,2203.8,2105.0
Duero,Almendra,7,1307.8,2498.0,2431.6,2256.5,2459.25,1047.0,1695.2,1111.8,2224.5,2110.25
